FID,SHAPE,BEZIRK,KREUZUNG,SE_SDO_ROWID,SE_ANNO_CAD_DATA
AMPELOGD.fid-7d8850_14a347986c2_345d,POINT (16.38605660373767 48.24173941559425),20,Handelskai-Durchlaufstr.,736,
AMPELOGD.fid-7d8850_14a347986c2_345e,POINT (16.267545691401946 48.18792097346235),13,Hietzinger Hptstr.-Glasauerg.,737,
AMPELOGD.fid-7d8850_14a347986c2_345f,POINT (16.334422096415256 48.1752142607076),12,Eichenstr.-Hoffmeisterg.,741,
AMPELOGD.fid-7d8850_14a347986c2_3460,POINT (16.40423149282567 48.19290495078856),3,Schlachthausg.-,743,
AMPELOGD.fid-7d8850_14a347986c2_3461,POINT (16.318933410646274 48.2115612653583),16,Thaliastr.-Wattg.,744,
AMPELOGD.fid-7d8850_14a347986c2_3462,POINT (16.473830117950193 48.158915178075304),11,Kaiser-Ebersd. Str.-Münnichplatz,745,
AMPELOGD.fid-7d8850_14a347986c2_3463,POINT (16.342130815716928 48.21849494107936),18,Währinger Gürtel-Leo Slezak G.,746,
AMPELOGD.fid-7d8850_14a347986c2_3464,POINT (16.332559974480322 48.14583605295106),23,Triester Str.-Rossakg.,747,
AMPELOGD.fid-7d8850_14a347986c2_3465,POINT (16.385041325799794 48.21689800079206),2,Rotensterng.-Zirkusg.,748,
AMPELOGD.fid-7d8850_14a347986c2_3466,POINT (16.281203101948922 48.16836183143047),13,Wolkersbergenstr.-Jakob-Stainer-G.,750,
AMPELOGD.fid-7d8850_14a347986c2_3467,POINT (16.48112002472522 48.21726378693717),22,Langobardenstr.-Gleisquerung,751,
AMPELOGD.fid-7d8850_14a347986c2_3468,POINT (16.435099274238343 48.20392855210749),2,Handelskai-Praterbr.Unb.Gasse 4 Ri .Nord,752,
AMPELOGD.fid-7d8850_14a347986c2_3469,POINT (16.418811589804676 48.229600043799415),,Schüttaustr.-Goethehof,754,
AMPELOGD.fid-7d8850_14a347986c2_346a,POINT (16.461211860414902 48.237806130608156),22,Hirschstettner Str.-Franz Fellner Gasse,755,
AMPELOGD.fid-7d8850_14a347986c2_346b,POINT (16.382462530639913 48.1475770530131),10,Favoritenstr.-ON 260,756,
AMPELOGD.fid-7d8850_14a347986c2_346c,POINT (16.365463020018435 48.25478654312141),19,Heiligenst. Str.-Grinzinger Str.,758,
AMPELOGD.fid-7d8850_14a347986c2_346d,POINT (16.469468241524606 48.167216596824),11,Landwehrstr.-Margetinstr.,762,
AMPELOGD.fid-7d8850_14a347986c2_346e,POINT (16.321401606647438 48.24328439263935),19,Krottenbachstr.-Felix-Dahn-Str.,773,
AMPELOGD.fid-7d8850_14a347986c2_346f,POINT (16.359306312711038 48.22170105919722),9,Liechtensteinstr.-Fürsteng.,775,
AMPELOGD.fid-7d8850_14a347986c2_3470,POINT (16.38678651197493 48.23050946006128),20,Dresdner Str.-Innstr.,776,
AMPELOGD.fid-7d8850_14a347986c2_3471,POINT (16.347590628909046 48.181407236689196),12,Gaudenzd. Gürtel-Flurschützstr.,777,
AMPELOGD.fid-7d8850_14a347986c2_3472,POINT (16.375066727141196 48.170842516707374),10,Inzersdorfer Str.-Leibnizg.,778,
AMPELOGD.fid-7d8850_14a347986c2_3473,POINT (16.309933301077592 48.14903546255121),23,A.Baumgartner-Str.-Erlaaer Platz/Block C,783,
AMPELOGD.fid-7d8850_14a347986c2_3474,POINT (16.389017549334337 48.23899293780487),20,Handelskai-Donaueschingenstr.,785,
AMPELOGD.fid-7d8850_14a347986c2_3475,POINT (16.365894254090946 48.23355250514799),20,Klosterneuburger Str.-Pappenheimg.,786,
AMPELOGD.fid-7d8850_14a347986c2_3476,POINT (16.32616893838354 48.17326708275985),12,Edelsinnstr.-Ruckerg,787,
AMPELOGD.fid-7d8850_14a347986c2_3477,POINT (16.3698305766664 48.22605854050599),20,Gaußpl.-Obere Donaustr.,788,
AMPELOGD.fid-7d8850_14a347986c2_3478,POINT (16.43816768224809 48.25960123630913),21,Eipeldauerstr.-Zehdeng.,791,
AMPELOGD.fid-7d8850_14a347986c2_3479,POINT (16.368046992116863 48.226079253792584),20,Brigittenauer Lände-Württembergg,793,
AMPELOGD.fid-7d8850_14a347986c2_347a,POINT (16.325912364470437 48.1741464185682),12,Ruckerg.-Hohenbergstr.,795,
AMPELOGD.fid-7d8850_14a347986c2_347b,POINT (16.330297425592153 48.20454492952354),16,Gablenzg.-Fröbelg./MarkgrafR.Str,798,
AMPELOGD.fid-7d8850_14a347986c2_347c,POINT (16.444054177663233 48.21839608084795),22,Donaustadtstr.-Neuhaufeng.,801,
AMPELOGD.fid-7d8850_14a347986c2_347d,POINT (16.301995876644032 48.154408390024),23,Breitenfurter Str.-ON 239,803,
AMPELOGD.fid-7d8850_14a347986c2_347e,POINT (16.33771211315024 48.17872836340216),12,Flurschützstr.-Wilhelmstr/Aßmayerg.,804,
AMPELOGD.fid-7d8850_14a347986c2_347f,POINT (16.36279462120506 48.21682771685822),9,Liechtensteinstr.-Hörlg.,811,
AMPELOGD.fid-7d8850_14a347986c2_3480,POINT (16.27987829506278 48.15830332272655),23,Rosenhügelstr.-Karl Schwed-G.,812,
AMPELOGD.fid-7d8850_14a347986c2_3481,POINT (16.33677732922064 48.22831229534216),18,Aumannplatz-,814,
AMPELOGD.fid-7d8850_14a347986c2_3482,POINT (16.31725756206872 48.151150311732586),23,A.Baumgartner-Str.-Wohnparkstr.,817,
AMPELOGD.fid-7d8850_14a347986c2_3483,POINT (16.38098463908108 48.19900485312651),3,Neulingg.-Salesianerg.,820,
AMPELOGD.fid-7d8850_14a347986c2_3484,POINT (16.415422738760466 48.17522392384122),11,Simmeringer Hptstr.-Gottschalkg.,822,
AMPELOGD.fid-7d8850_14a347986c2_3485,POINT (16.341641924166144 48.21729329960989),18,Währinger Gürtel-Jörgerstr.,825,
AMPELOGD.fid-7d8850_14a347986c2_3486,POINT (16.36261961983913 48.24894342344573),19,Heiligenst. Str.-12.Februar Pl.,829,
AMPELOGD.fid-7d8850_14a347986c2_3487,POINT (16.397562562255604 48.14548635761411),10,Laaer-Berg-Strasse-Fr. Koci-Str.,834,
AMPELOGD.fid-7d8850_14a347986c2_3488,POINT (16.35713788420726 48.23655203621314),19,Heiligenst. Str.-Radlmayerg.,835,
AMPELOGD.fid-7d8850_14a347986c2_3489,POINT (16.32775701080816 48.20625284926884),16,Herbststr.-Habicherg.,836,
AMPELOGD.fid-7d8850_14a347986c2_348a,POINT (16.33010654611881 48.171777534888385),12,Wienerbergstr.-Wittmayerg./Darnautg.,837,
AMPELOGD.fid-7d8850_14a347986c2_348b,POINT (16.31805312048873 48.20900931782919),16,Koppstr.-Possingerg.,838,
AMPELOGD.fid-7d8850_14a347986c2_348c,POINT (16.31022518472723 48.21019771287421),16,Hutteng.-Rankg.,839,
AMPELOGD.fid-7d8850_14a347986c2_348d,POINT (16.313799682829263 48.14086687366669),23,Carlbergerg.-Canevalestr. / Ziviltechniker,842,
AMPELOGD.fid-7d8850_14a347986c2_348e,POINT (16.385332117679333 48.17705631444446),10,Gudrunstr.-Steudelg.,843,
AMPELOGD.fid-7d8850_14a347986c2_348f,POINT (16.25784335864868 48.13630701345538),23,Willerg.-Ambrosweg,844,
AMPELOGD.fid-7d8850_14a347986c2_3490,POINT (16.344831500327537 48.18770947534351),5,Schönbrunner Str.-St. Johann-G.,634,
AMPELOGD.fid-7d8850_14a347986c2_3491,POINT (16.34955186092646 48.24514215193748),19,Ruthg.-Silberg.,639,
AMPELOGD.fid-7d8850_14a347986c2_3492,POINT (16.366162555315462 48.24506175079164),19,Muthg.-Gunoldstr.,644,
AMPELOGD.fid-7d8850_14a347986c2_3493,POINT (16.283349136631216 48.147518175323754),23,Endresstr.-Rudolf Zeller-G.,647,
AMPELOGD.fid-7d8850_14a347986c2_3494,POINT (16.41690494315354 48.231009870479525),22,Schüttaustr.-Rampe 300/A.Kaiserm.D.,653,
AMPELOGD.fid-7d8850_14a347986c2_3495,POINT (16.39457939143669 48.12425807908542),10,Himberger Str.-Leopoldsd.Str.,655,
AMPELOGD.fid-7d8850_14a347986c2_3496,POINT (16.36287436488904 48.20178040722302),6,Gumpendorfer Str.-Getreidemarkt,656,
AMPELOGD.fid-7d8850_14a347986c2_3497,POINT (16.400289491814814 48.26208599841623),21,Brünner Str.-Peitlg.,661,
AMPELOGD.fid-7d8850_14a347986c2_3498,POINT (16.375925250144714 48.173207442664264),10,Davidg.-Leibnizg.,663,
AMPELOGD.fid-7d8850_14a347986c2_3499,POINT (16.333452844760828 48.192808928553646),15,Mariahilfer Str.-Sperrg./Talg.,664,
AMPELOGD.fid-7d8850_14a347986c2_349a,POINT (16.258038897529353 48.19734932429498),13,Wientalstr.-Rußpekg.,666,
AMPELOGD.fid-7d8850_14a347986c2_349b,POINT (16.452910874754675 48.225702813588704),22,Langobardenstr.-Stadlauer Strasse,667,
AMPELOGD.fid-7d8850_14a347986c2_349c,POINT (16.351760042288394 48.21900502003194),9,Lazarettg.-Spitalg./Senseng.,670,
AMPELOGD.fid-7d8850_14a347986c2_349d,POINT (16.3738475910037 48.19373578956613),4,Argentinierstr.-Plößlg.,674,
AMPELOGD.fid-7d8850_14a347986c2_349e,POINT (16.385506946408192 48.19483914740357),3,Rennweg-Jacquing.,675,
AMPELOGD.fid-7d8850_14a347986c2_349f,POINT (16.378622584641956 48.188745680316224),4,Weyringerg.-Mommseng.,678,
AMPELOGD.fid-7d8850_14a347986c2_34a0,POINT (16.4396346659197 48.26603277327037),21,Julius Ficker-Str.-Großfeldstr.,679,
AMPELOGD.fid-7d8850_14a347986c2_34a1,POINT (16.31446498984138 48.223883393795106),17,Hernalser Hptstr.-J.Meinl G./Beringg.,686,
AMPELOGD.fid-7d8850_14a347986c2_34a2,POINT (16.36834457015945 48.228643836262684),20,Wallensteinstr.-Klosterneub. Str.,687,
AMPELOGD.fid-7d8850_14a347986c2_34a3,POINT (16.377521835916617 48.229666740356045),20,Rauscherstr.-Wasnerg.,692,
AMPELOGD.fid-7d8850_14a347986c2_34a4,POINT (16.35484621638833 48.2330664246455),19,Döblinger Gürtel-Glatzg.,694,
AMPELOGD.fid-7d8850_14a347986c2_34a5,POINT (16.389959973143775 48.220845415986105),2,Nordbahnstr.-Mühlfeldg.,700,
AMPELOGD.fid-7d8850_14a347986c2_34a6,POINT (16.31890558480636 48.213497041132875),16,Wattg.-Ottakringer Str.,704,
AMPELOGD.fid-7d8850_14a347986c2_34a7,POINT (16.40194943995049 48.187085500842926),3,Rennweg-Grasbergerg.,709,
AMPELOGD.fid-7d8850_14a347986c2_34a8,POINT (16.27100351421023 48.15459342012483),23,Speisinger Strasse-F.Asenbauer-G.,710,
AMPELOGD.fid-7d8850_14a347986c2_34a9,POINT (16.3048642167198 48.20842472803911),16,Maroltingerg.-Joachimsthalerpl.,712,
AMPELOGD.fid-7d8850_14a347986c2_34aa,POINT (16.307580440462246 48.21781259308568),16,Sandleiteng.-Wilhelminenstr.,718,
AMPELOGD.fid-7d8850_14a347986c2_34ab,POINT (16.394655254282668 48.20565986068433),3,Löweng.-Rasumofskyg./Marxerg.,562,
AMPELOGD.fid-7d8850_14a347986c2_34ac,POINT (16.469271401022382 48.19907197463276),22,Biberhaufenweg-Naufahrtweg,565,
AMPELOGD.fid-7d8850_14a347986c2_34ad,POINT (16.33775950261626 48.23709741221408),19,Peter Jordan-Str.-Gregor Mendel-Str.,566,
AMPELOGD.fid-7d8850_14a347986c2_34ae,POINT (16.366255489770758 48.19845046965555),4,Operng.-Schaurhoferg./Faulmg.,570,
AMPELOGD.fid-7d8850_14a347986c2_34af,POINT (16.356317900804076 48.17544577037599),10,Knöllg.-Davidg.,574,
AMPELOGD.fid-7d8850_14a347986c2_34b0,POINT (16.36505118256023 48.17252442652647),10,Neilreichg.-Inzersdorfer Str.,575,
AMPELOGD.fid-7d8850_14a347986c2_34b1,POINT (16.363133194008864 48.250250632330186),19,Heiligenst. Str.-Mooslackeng.,576,
AMPELOGD.fid-7d8850_14a347986c2_34b2,POINT (16.34578798409718 48.178426690161054),12,Eichenstr.-Wolfgangg.,577,
AMPELOGD.fid-7d8850_14a347986c2_34b3,POINT (16.41289566247091 48.259568957775684),21,Katsushikastr.-Leopoldauer Str.,581,
AMPELOGD.fid-7d8850_14a347986c2_34b4,POINT (16.309010061589184 48.167271773300044),12,Hetzendorfer Str.-Schönbrunner Allee,588,
AMPELOGD.fid-7d8850_14a347986c2_34b5,POINT (16.360893792604678 48.15961335110832),10,Neilreichg.-Sibeliusstr.,589,
AMPELOGD.fid-7d8850_14a347986c2_34b6,POINT (16.34074671502736 48.14882123720056),23,Sterngasse-Auffahrt A2,590,
AMPELOGD.fid-7d8850_14a347986c2_34b7,POINT (16.37711296114219 48.194542348877725),3,Prinz Eugen-Str.-Plößlg.,591,
AMPELOGD.fid-7d8850_14a347986c2_34b8,POINT (16.5226805141067 48.21463133937012),22,Eßlinger Hauptstr.-ON 76,973,
AMPELOGD.fid-7d8850_14a347986c2_34b9,POINT (16.342422269005713 48.217194334224125),9,Währinger Gürtel-Lazarettg.,974,
AMPELOGD.fid-7d8850_14a347986c2_34ba,POINT (16.42823388612448 48.26706885865324),21,Siemensstr.-Heinrich v. Buol-G.,975,
AMPELOGD.fid-7d8850_14a347986c2_34bb,POINT (16.435752261683653 48.26301506632988),21,Leopoldauer Platz-Siemensstr.,976,
AMPELOGD.fid-7d8850_14a347986c2_34bc,POINT (16.324153366529483 48.161633324987434),12,Am Schöpfwerk-An d.Eisteichen,977,
AMPELOGD.fid-7d8850_14a347986c2_34bd,POINT (16.36688138737229 48.192146611753),4,Wiedner Hauptstr.-Mayerhofg.,986,
AMPELOGD.fid-7d8850_14a347986c2_34be,POINT (16.34050020263969 48.21515630379296),17,Hernalser Gürtel-Ottakringer Str.,988,
AMPELOGD.fid-7d8850_14a347986c2_34bf,POINT (16.413766697416968 48.187548104725124),3,Franzosengraben-Baumg.,991,
AMPELOGD.fid-7d8850_14a347986c2_34c0,POINT (16.337662472606986 48.1951887270745),15,Mariahilfer Str.-Gerstnerstr./Palmg.,992,
AMPELOGD.fid-7d8850_14a347986c2_34c1,POINT (16.34375378747026 48.21523545157766),8,Alser Str.-Hebrag.,999,
AMPELOGD.fid-7d8850_14a347986c2_34c2,POINT (16.351733918486428 48.202204606818256),7,Siebensterng.-Kircheng.,1004,
AMPELOGD.fid-7d8850_14a347986c2_34c3,POINT (16.34862426372988 48.21193614801387),8,Florianig.-Ledererg.,1005,
AMPELOGD.fid-7d8850_14a347986c2_34c4,POINT (16.318413927825585 48.19620757354639),15,Johnstr.-Märzstr.,1006,
AMPELOGD.fid-7d8850_14a347986c2_34c5,POINT (16.339766523534127 48.24053049184659),19,Krottenbachstr.-Friedlg.,1008,
AMPELOGD.fid-7d8850_14a347986c2_34c6,POINT (16.352495696629955 48.17988072406012),5,Margaretengürtel-ON 43,1009,
AMPELOGD.fid-7d8850_14a347986c2_34c7,POINT (16.303778442571094 48.17034239705743),12,Elisabethallee-Graf Seilern-G.,1011,
AMPELOGD.fid-7d8850_14a347986c2_34c8,POINT (16.338897604756905 48.208499159542995),7,Lerchenf. Gürtel-Lerchenf. Str.,1014,
AMPELOGD.fid-7d8850_14a347986c2_34c9,POINT (16.355866682609488 48.220505074021396),9,Währinger Str.-Senseng./Boltzmanng.,1017,
AMPELOGD.fid-7d8850_14a347986c2_34ca,POINT (16.39867482507414 48.1928621386997),3,Landstr. Hptstr.-Petrusg.,1020,
AMPELOGD.fid-7d8850_14a347986c2_34cb,POINT (16.280806889854116 48.13194395692684),,Ketzerg.-Perchtoldsd. Str.,1023,
AMPELOGD.fid-7d8850_14a347986c2_34cc,POINT (16.33943905342974 48.197296252896706),7,Neubaugürtel-Sofienspital,1032,
AMPELOGD.fid-7d8850_14a347986c2_34cd,POINT (16.387397905978172 48.199048302753916),3,Ungarg.-Neulingg.,1033,
AMPELOGD.fid-7d8850_14a347986c2_34ce,POINT (16.32296561459589 48.14366474356281),23,Altmannsdorfer Str.-Goldhammerg.,1035,
AMPELOGD.fid-7d8850_14a347986c2_34cf,POINT (16.37658269000592 48.188521047813055),4,Argentinierstr.-Weyringerg.,1038,
AMPELOGD.fid-7d8850_14a347986c2_34d0,POINT (16.39419631575704 48.234389279110935),20,Handelskai-Innstr.,1039,
AMPELOGD.fid-7d8850_14a347986c2_34d1,POINT (16.40377669435177 48.17480419653158),11,Geiselbergstr.-Kremenetzkyg.,1040,
AMPELOGD.fid-7d8850_14a347986c2_34d2,POINT (16.320486773065383 48.21926188438081),17,Wattg.-Marieng./Albrechtskrg.,1046,
AMPELOGD.fid-7d8850_14a347986c2_34d3,POINT (16.374183534418112 48.22375094412354),2,Ob.Augartenstr.-Rembrandtstr.,1047,
AMPELOGD.fid-7d8850_14a347986c2_34d4,POINT (16.46141937860358 48.14845259032237),11,Simmeringer Hptstr.-Etrichstr.,1048,
AMPELOGD.fid-7d8850_14a347986c2_34d5,POINT (16.403697906749237 48.26796048744412),21,Brünner Str.-ON 59,1049,
AMPELOGD.fid-7d8850_14a347986c2_34d6,POINT (16.302422309677358 48.168846100072805),12,Hetzendorfer Str.-Rosenhügelstr.,1053,
AMPELOGD.fid-7d8850_14a347986c2_34d7,POINT (16.32304760471959 48.19037268310552),15,Mariahilfer Str.-Anschützg.,1055,
AMPELOGD.fid-7d8850_14a347986c2_34d8,POINT (16.341114470553933 48.198701638546176),7,Kaiserstr.-Stollg.,1057,
AMPELOGD.fid-7d8850_14a347986c2_34d9,POINT (16.461170963814247 48.2627727203643),22,Rautenweg-Tillmanng,1058,
AMPELOGD.fid-7d8850_14a347986c2_34da,POINT (16.434370419804214 48.25082107062302),22,Donaufelder Str.-Attemsg.,1059,
AMPELOGD.fid-7d8850_14a347986c2_34db,POINT (16.355373063114236 48.131761698532095),23,Laxenburger Str.-Vorarlberger Allee,1061,
AMPELOGD.fid-7d8850_14a347986c2_34dc,POINT (16.331739135495955 48.20564602790915),16,Kirchstetterng.-Herbststr.,1064,
AMPELOGD.fid-7d8850_14a347986c2_34dd,POINT (16.355676048826002 48.244599434282044),19,Barawitzkag.-Hohe Warte,1065,
AMPELOGD.fid-7d8850_14a347986c2_34de,POINT (16.38235423312326 48.160234529111825),10,Altes Landgut-Abfahrt A23 Inzersdorf,1068,
AMPELOGD.fid-7d8850_14a347986c2_34df,POINT (16.374392733592465 48.163966870962525),10,Grenzackerstr.-Daumeg.,1073,
AMPELOGD.fid-7d8850_14a347986c2_34e0,POINT (16.4426795053237 48.15438475537575),11,Simmeringer Hptstr.-2.Tor,1074,
AMPELOGD.fid-7d8850_14a347986c2_34e1,POINT (16.387115421111158 48.19715985801208),3,Ungarg.-Barichg.,1077,
AMPELOGD.fid-7d8850_14a347986c2_34e2,POINT (16.291917751460765 48.15289805088159),23,Atzgersdorfer Str.-Endemanng.,1078,
AMPELOGD.fid-7d8850_14a347986c2_34e3,POINT (16.307258738790214 48.2203587464171),16,Sandleiteng.-Lobmeyrg./Nietzschepl.,1088,
AMPELOGD.fid-7d8850_14a347986c2_34e4,POINT (16.398123615583994 48.258410270856494),21,Brünner Str.-Schloßhofer Str.,1089,
AMPELOGD.fid-7d8850_14a347986c2_34e5,POINT (16.31948775064814 48.21620128177691),16,Wattg.-Wilhelminenstr.,1091,
AMPELOGD.fid-7d8850_14a347986c2_34e6,POINT (16.342889641145867 48.218354964863586),9,Währinger Gürtel-Borschkeg.,1094,
AMPELOGD.fid-7d8850_14a347986c2_34e7,POINT (16.38698705606118 48.216117537839004),2,Praterstr.-Rotensterng.,1095,
AMPELOGD.fid-7d8850_14a347986c2_34e8,POINT (16.328364437527558 48.15239473051309),23,A.Baumgartner-Str.-Gutheil Schoder-G/Schwarzenhaidestr.,1097,
AMPELOGD.fid-7d8850_14a347986c2_34e9,POINT (16.38452010078814 48.2044415074682),3,Invalidenstr.-Ungarg.,1099,
AMPELOGD.fid-7d8850_14a347986c2_34ea,POINT (16.374498683081036 48.16849097644017),10,Troststr.-Ettenreichg.,1100,
AMPELOGD.fid-7d8850_14a347986c2_34eb,POINT (16.411313103656585 48.235714389038115),22,Donau City-L. Bernst. Zuf. ACV,1101,
AMPELOGD.fid-7d8850_14a347986c2_34ec,POINT (16.255090250803843 48.202687532415304),14,Linzer Str.-Bujattig.,1108,
AMPELOGD.fid-7d8850_14a347986c2_34ed,POINT (16.339454446133683 48.148976416606736),23,Sterngasse-Klingerstr.,1112,
AMPELOGD.fid-7d8850_14a347986c2_34ee,POINT (16.375494160880745 48.2815851752276),21,Einzingerg.-Vohburgg.,1114,
AMPELOGD.fid-7d8850_14a347986c2_34ef,POINT (16.418279548075777 48.272185017348576),21,Siemensstr.-Ruthnerg.,1122,
AMPELOGD.fid-7d8850_14a347986c2_34f0,POINT (16.39222998396082 48.26049366538852),21,Tetmayerg.-,1125,
AMPELOGD.fid-7d8850_14a347986c2_34f1,POINT (16.38436837347039 48.17470949103731),10,Quellenstr.-Steudelg.,1128,
AMPELOGD.fid-7d8850_14a347986c2_34f2,POINT (16.31325702385759 48.15024743727349),23,A.Baumgartner-Str.-Ausfahrt Wohnblock B,1129,
AMPELOGD.fid-7d8850_14a347986c2_34f3,POINT (16.33654645436973 48.22396410908295),18,Kreuzg.-Teschnerg.,1131,
AMPELOGD.fid-7d8850_14a347986c2_34f4,POINT (16.41560780493148 48.20158801714358),2,Stadionallee-Lusthausstr.,1132,
AMPELOGD.fid-7d8850_14a347986c2_34f5,POINT (16.529689077219196 48.212661305573576),22,Eßlinger Hauptstr.-Schafflerhofstr.,1133,
AMPELOGD.fid-7d8850_14a347986c2_34f6,POINT (16.344026503772167 48.185501700709175),12,Gaudenzd. Gürtel-Arndtstr.,1137,
AMPELOGD.fid-7d8850_14a347986c2_34f7,POINT (16.326950524495395 48.18001962162102),12,Ruckerg.-Tivolig.,1141,
AMPELOGD.fid-7d8850_14a347986c2_34f8,POINT (16.399082190301176 48.26001708569869),21,Brünner Str.-Angerer Str./H.Bahr St,1143,
AMPELOGD.fid-7d8850_14a347986c2_34f9,POINT (16.379808624440646 48.170354635186385),10,Favoritenstr.-Kennerg./Inzersd.Str.,1144,
AMPELOGD.fid-7d8850_14a347986c2_34fa,POINT (16.459872434621666 48.24078628537786),22,Wr. Nordrandstr.-AS-Hirschstetten,1150,
AMPELOGD.fid-7d8850_14a347986c2_34fb,POINT (16.368121919313584 48.18873443027116),4,Rainerg.-Schönburgstr.,1157,
AMPELOGD.fid-7d8850_14a347986c2_34fc,POINT (16.37516206141461 48.22264292869293),2,Ob.Augartenstr.-Unt. Augartenstr.,1160,
AMPELOGD.fid-7d8850_14a347986c2_34fd,POINT (16.405074545447885 48.27736211053952),21,Jedlersd. Str.-Frauenstiftg.,1161,
AMPELOGD.fid-7d8850_14a347986c2_34fe,POINT (16.40768685605987 48.23474541089963),22,Leonard Bernstein Str.-Wallenbergg.,1164,
AMPELOGD.fid-7d8850_14a347986c2_34ff,POINT (16.41419915617519 48.286289044413266),21,Brünner Str.-Empergerg.,1169,
AMPELOGD.fid-7d8850_14a347986c2_3500,POINT (16.3857106305066 48.191119831324485),3,Fasang.-Kölblg.,1170,
AMPELOGD.fid-7d8850_14a347986c2_3501,POINT (16.45317110364378 48.26264998225035),22,Wagramer Str.-Maculang./Aderklaer St,1175,
AMPELOGD.fid-7d8850_14a347986c2_3502,POINT (16.342057173598945 48.2251240697906),18,Martinstr.-Schulg.,1176,
AMPELOGD.fid-7d8850_14a347986c2_3503,POINT (16.33957162635418 48.180326866746306),12,Längenfeldg.-Böckhg.,1177,
AMPELOGD.fid-7d8850_14a347986c2_3504,POINT (16.35700672290923 48.22490756049114),9,Alserbachstr.-Liechtensteinstr.,1178,
AMPELOGD.fid-7d8850_14a347986c2_3505,POINT (16.42280903334244 48.30118932677018),21,Brünner Str.-Eberescheng.,847,
AMPELOGD.fid-7d8850_14a347986c2_3506,POINT (16.22620393806303 48.20346478217117),14,Wientalstr.-Ausfahrt MA 28,848,
AMPELOGD.fid-7d8850_14a347986c2_3507,POINT (16.27128026474536 48.1990971905322),14,Linzer Str.-Hütteldorfer Str.,849,
AMPELOGD.fid-7d8850_14a347986c2_3508,POINT (16.30724443738764 48.12777397030417),23,Ketzerg.-Lemböckg.,851,
AMPELOGD.fid-7d8850_14a347986c2_3509,POINT (16.37893049669896 48.2202254296661),2,Ob.Augartenstr.-Gr. Sperlg.,852,
AMPELOGD.fid-7d8850_14a347986c2_350a,POINT (16.40034481138694 48.22531642022829),2,Vorgartenstr.-Walcherstr.,853,
AMPELOGD.fid-7d8850_14a347986c2_350b,POINT (16.41135979061212 48.26060594260737),21,Katsushikastr.-Steinheilg.,861,
AMPELOGD.fid-7d8850_14a347986c2_350c,POINT (16.36750910719396 48.18841147362926),4,Rainerg.-Johann-Strauß-G.,865,
AMPELOGD.fid-7d8850_14a347986c2_350d,POINT (16.31719952064273 48.206555122662664),16,Gablenzg.-Possingerg.,867,
AMPELOGD.fid-7d8850_14a347986c2_350e,POINT (16.340066134288467 48.17935953963053),12,Längenfeldg.-Flurschützstr.,869,
AMPELOGD.fid-7d8850_14a347986c2_350f,POINT (16.37032170650605 48.23273064689659),20,Jägerstr.-Brigittapl.,870,
AMPELOGD.fid-7d8850_14a347986c2_3510,POINT (16.399664230961438 48.198945493102265),3,Erdbergstr.-Haidingerg.,872,
AMPELOGD.fid-7d8850_14a347986c2_3511,POINT (16.44648832165931 48.23255069753791),22,Erzherzog Karl-Str.-Siebenbürgerstr./V.K.S,875,
AMPELOGD.fid-7d8850_14a347986c2_3512,POINT (16.29698789154407 48.19741187444863),14,Hütteldorfer Str.-Ameisbachzeile,877,
AMPELOGD.fid-7d8850_14a347986c2_3513,POINT (16.354342069046933 48.231451697866724),9,Nußdorfer Str.-Latschkag.,878,
AMPELOGD.fid-7d8850_14a347986c2_3514,POINT (16.349006275900233 48.23706018286723),19,Billrothstr.-P.Jordan-Str./Gym.Str.,882,
AMPELOGD.fid-7d8850_14a347986c2_3515,POINT (16.41753726621746 48.271409353171165),21,Ruthnerg.-Siemensplatz,883,
AMPELOGD.fid-7d8850_14a347986c2_3516,POINT (16.36985041576726 48.22644148903051),20,Gaußpl.-Klosterneuburger Str.,886,
AMPELOGD.fid-7d8850_14a347986c2_3517,POINT (16.315809040112885 48.199049452277364),15,Hütteldorfer Str.-ON 95-109,887,
AMPELOGD.fid-7d8850_14a347986c2_3518,POINT (16.363451390973935 48.19529680905437),4,Margaretenstr.-Heumühlg.,892,
AMPELOGD.fid-7d8850_14a347986c2_3519,POINT (16.3930138878556 48.25246271883756),21,Floridsdorfer Hauptstr.-Fännerg.,894,
AMPELOGD.fid-7d8850_14a347986c2_351a,POINT (16.275279608365715 48.17401334944704),13,Versorgungsheimpl.-,896,
AMPELOGD.fid-7d8850_14a347986c2_351b,POINT (16.390226853312722 48.219711073410366),2,Nordbahnstr.-Kleine Stadtgutg.,898,
AMPELOGD.fid-7d8850_14a347986c2_351c,POINT (16.46473540141394 48.225658081784374),22,Erzherzog Karl-Str.-Hartlebeng./Salbeig.,900,
AMPELOGD.fid-7d8850_14a347986c2_351d,POINT (16.43267053750105 48.15955069845746),11,Simmeringer Hptstr.-Weichseltalweg,903,
AMPELOGD.fid-7d8850_14a347986c2_351e,POINT (16.3749025260183 48.23091878125032),20,Wallensteinstr.-Rauscherstr.,908,
AMPELOGD.fid-7d8850_14a347986c2_351f,POINT (16.325292130744778 48.194681288254316),15,Felberstr.-Holocherg.,909,
AMPELOGD.fid-7d8850_14a347986c2_3520,POINT (16.28477230327417 48.18727119581706),13,Hietzinger Hptstr.-St.Veit.G.,911,
AMPELOGD.fid-7d8850_14a347986c2_3521,POINT (16.360183603632112 48.22077800067574),9,Liechtensteinstr.-Bauernfeldpl.,913,
