FID,SHAPE,BEZIRK,STRNAM,GELTUNGSBEREICH,ZEITRAUM,DAUER,SE_SDO_ROWID,SE_ANNO_CAD_DATA,GUELTIG_VON
KURZPARKSTREIFENOGD.355177,"LINESTRING (16.333603465739934 48.21439121844871, 16.333790775570975 48.21441285984452, 16.333952650853387 48.214422134868585, 16.334355024014112 48.21447159943214)",16,Ottakringer Straﬂe,39 bis 43,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355177,,2013-05-10
KURZPARKSTREIFENOGD.355178,"LINESTRING (16.333035453534755 48.21443875632493, 16.3325689106159 48.21438426253325)",17,Ottakringer Straﬂe,58 bis 60,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355178,,2013-05-10
KURZPARKSTREIFENOGD.355179,"LINESTRING (16.33309442853512 48.21433907084495, 16.332560247239673 48.21427646117233)",16,Ottakringer Straﬂe,45 bis 49,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355179,,2013-05-10
KURZPARKSTREIFENOGD.355075,"LINESTRING (16.329940471233556 48.18229103459851, 16.329865144910567 48.18259542175478)",12,Meidlinger Hauptstraﬂe,5 bis 7-9,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355075,,2012-09-30
KURZPARKSTREIFENOGD.355076,"LINESTRING (16.33003934234536 48.18186506704343, 16.329948608808856 48.18223353464438)",12,Meidlinger Hauptstraﬂe,13 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355076,,2012-09-30
KURZPARKSTREIFENOGD.355077,"LINESTRING (16.32898411368717 48.17818491899822, 16.329537229741415 48.178142266463986)",12,Pohlgasse,3 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355077,,2012-09-30
KURZPARKSTREIFENOGD.355078,"LINESTRING (16.328901373227975 48.17826237701718, 16.329760595199023 48.178192868041855)",12,Pohlgasse,2-4 bis 8,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355078,,2012-09-30
KURZPARKSTREIFENOGD.355079,"LINESTRING (16.36640596170426 48.22763610012604, 16.367198675551325 48.2280162419892)",20,Wallensteinstraﬂe,2 bis 6,"Mo.-Fr. (w.) v. 8-20h, Sa. (w.) v. 8-12h","1,5 h",355079,,2013-05-15
KURZPARKSTREIFENOGD.355080,"LINESTRING (16.366876149710244 48.228028526988936, 16.367056311226012 48.228112349749345)",20,Wallensteinstraﬂe,7 ,"Mo.-Fr. (w.) v. 8-20h, Sa. (w.) v. 8-12h","1,5 h",355080,,2013-05-15
KURZPARKSTREIFENOGD.355081,"LINESTRING (16.36742933247311 48.22812693660839, 16.36759076197724 48.22820391423603)",20,Wallensteinstraﬂe,8 ,"Mo.-Fr. (w.) v. 8-20h, Sa. (w.) v. 8-12h","1,5 h",355081,,2013-05-15
KURZPARKSTREIFENOGD.355082,"LINESTRING (16.367317528584724 48.228237262378094, 16.368123077272376 48.228622949852976)",20,Wallensteinstraﬂe,9 bis 15,"Mo.-Fr. (w.) v. 8-20h, Sa. (w.) v. 8-12h","1,5 h",355082,,2013-05-15
KURZPARKSTREIFENOGD.355083,"LINESTRING (16.368616982926373 48.228690992548856, 16.369260907033745 48.22899523417797)",20,Wallensteinstraﬂe,16 bis 20,"Mo.-Fr. (w.) v. 8-20h, Sa. (w.) v. 8-12h","1,5 h",355083,,2013-05-15
KURZPARKSTREIFENOGD.355084,"LINESTRING (16.36924847603646 48.229165605018075, 16.369562079808485 48.2293135378222)",20,Wallensteinstraﬂe,21 bis 23,"Mo.-Fr. (w.) v. 8-20h, Sa. (w.) v. 8-12h","1,5 h",355084,,2013-05-15
KURZPARKSTREIFENOGD.355085,"LINESTRING (16.36954942903984 48.22914317538697, 16.370226016656115 48.22947042451437)",20,Wallensteinstraﬂe,22 bis 28,"Mo.-Fr. (w.) v. 8-20h, Sa. (w.) v. 8-12h","1,5 h",355085,,2013-05-15
KURZPARKSTREIFENOGD.355086,"LINESTRING (16.369833869153894 48.229439138595204, 16.37073752216766 48.22986725904222)",20,Wallensteinstraﬂe,25 bis 31,"Mo.-Fr. (w.) v. 8-20h, Sa. (w.) v. 8-12h","1,5 h",355086,,2013-05-15
KURZPARKSTREIFENOGD.355087,"LINESTRING (16.36826222531998 48.228874560505574, 16.36790351096784 48.22939098945178)",20,Klosterneuburger Straﬂe,20 bis 28,"Mo.-Fr. (w.) v. 8-20h, Sa. (w.) v. 8-12h","1,5 h",355087,,2013-05-15
KURZPARKSTREIFENOGD.355088,"LINESTRING (16.367806586047646 48.229551432587336, 16.36720935460321 48.23041460270915)",20,Klosterneuburger Straﬂe,30 bis 40,"Mo.-Fr. (w.) v. 8-20h, Sa. (w.) v. 8-12h","1,5 h",355088,,2013-05-15
KURZPARKSTREIFENOGD.355089,"LINESTRING (16.367689431597096 48.22950135621252, 16.367088022763028 48.230372905097205)",20,Klosterneuburger Straﬂe,29 bis 41,"Mo.-Fr. (w.) v. 8-20h, Sa. (w.) v. 8-12h","1,5 h",355089,,2013-05-15
KURZPARKSTREIFENOGD.355090,"LINESTRING (16.36707768902085 48.23063226785545, 16.36672685366808 48.231137877716925)",20,Klosterneuburger Straﬂe,42 bis 48,"Mo.-Fr. (w.) v. 8-20h, Sa. (w.) v. 8-12h","1,5 h",355090,,2013-05-15
KURZPARKSTREIFENOGD.355091,"LINESTRING (16.36696330409714 48.23057686493863, 16.366290486601503 48.231586281141524)",20,Klosterneuburger Straﬂe,43 bis 57,"Mo.-Fr. (w.) v. 8-20h, Sa. (w.) v. 8-12h","1,5 h",355091,,2013-05-15
KURZPARKSTREIFENOGD.355092,"LINESTRING (16.280028353132305 48.13592139284888, 16.280459695453217 48.135781679052705)",23,Lehmanngasse,7 bis 9,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-13h","1,5 h",355092,,2011-05-05
KURZPARKSTREIFENOGD.355093,"LINESTRING (16.28016331520135 48.135946758934445, 16.27992024848434 48.13602718664208)",23,Lehmanngasse,gg¸. 9 bis gg¸. 11,Mo.-Sa. (w.) v. 10-12h u. 14-18h,"1,5 h",355093,,2011-05-05
KURZPARKSTREIFENOGD.355094,"LINESTRING (16.290645254333477 48.18701492976656, 16.29084870015493 48.18701066172719)",13,Hietzinger Hauptstraﬂe,47 ,Mo.-Fr. (w.) v. 9-16h,"1,5 h",355094,,2013-07-25
KURZPARKSTREIFENOGD.355095,"LINESTRING (16.287811257462458 48.18724757082109, 16.287908951262477 48.1873648787424)",13,Fleschgasse,1 ,Mo.-Fr. (w.) v. 9-18h,"1,5 h",355095,,2013-07-05
KURZPARKSTREIFENOGD.355096,"LINESTRING (16.347477111561833 48.243062217448234, 16.347377608224857 48.24307938055037, 16.347228352486606 48.24310619690985, 16.347104774677373 48.243131938179836, 16.346950706024174 48.24316947444286)",19,Billrothstraﬂe,78 ,Mo.-Fr. (w.) v. 7-19h,"1,5 h",355096,,2013-06-27
KURZPARKSTREIFENOGD.355097,"LINESTRING (16.317412281422488 48.12594319108519, 16.317197191939318 48.12597701129662)",23,Ketzergasse,12 bis 14,Mo.-Sa. (w.) v. 8-12h,"1,5 h",355097,,2013-07-01
KURZPARKSTREIFENOGD.355098,"LINESTRING (16.363449194361465 48.198695131004406, 16.36366620924358 48.19851186077862)",6,Unben. Verkehrsfl‰che (verl. Schleifm¸hlg.),,Mo.-Sa. (w.) v. 8-18h,"1,5 h",355098,,2005-10-09
KURZPARKSTREIFENOGD.355099,"LINESTRING (16.34170073085415 48.21081658811847, 16.34067546545479 48.21092638660799)",8,Josefst‰dter Straﬂe,93-97 bis 101,Mo.-Fr. (w.) v. 9-18h,"1,5 h",355099,,2001-04-25
KURZPARKSTREIFENOGD.355100,"LINESTRING (16.34197499164241 48.210871882328036, 16.34130616079341 48.21094285299011)",8,Josefst‰dter Straﬂe,76 bis 80,Mo.-Fr. (w.) v. 9-18h,"1,5 h",355100,,2001-04-25
KURZPARKSTREIFENOGD.355101,"LINESTRING (16.342814094330357 48.21069874443198, 16.342293445180296 48.21075231923119)",8,Josefst‰dter Straﬂe,85 bis 89,Mo.-Fr. (w.) v. 9-18h,"1,5 h",355101,,2001-04-25
KURZPARKSTREIFENOGD.355102,"LINESTRING (16.34366715499534 48.210689320202114, 16.342317499294538 48.210833948953784)",8,Josefst‰dter Straﬂe,66 bis 74,Mo.-Fr. (w.) v. 9-18h,"1,5 h",355102,,2001-04-25
KURZPARKSTREIFENOGD.354785,"LINESTRING (16.281892582154818 48.134740264350654, 16.281305869508625 48.134916075046505)",23,Haeckelstraﬂe,2 bis 4,Mo.-Fr. (w.) v. 7-18h,"1,5 h",354785,,1984-03-06
KURZPARKSTREIFENOGD.354786,"LINESTRING (16.281839303428995 48.134684318934596, 16.281083679312896 48.13491477288469)",23,Haeckelstraﬂe,gg¸. 2 bis gg¸. 8,Mo.-Fr. (w.) v. 8-13h,"1,5 h",354786,,1996-10-02
KURZPARKSTREIFENOGD.354787,"LINESTRING (16.282843821692026 48.13619398867671, 16.282765747598017 48.13606426925055, 16.282696563251697 48.135939311346725, 16.282591874751798 48.13577032372095, 16.282552838377946 48.13569891680846)",23,Dirmhirngasse,31 ,Mo.-Fr. (w.) v. 8-18h,"1,5 h",354787,,1996-10-31
KURZPARKSTREIFENOGD.354788,"LINESTRING (16.287087209389966 48.13734039689819, 16.286529460970744 48.13694873400289)",23,Breitenfurter Straﬂe,383 bis 389,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354788,,1988-08-31
KURZPARKSTREIFENOGD.354789,"LINESTRING (16.28770357508411 48.13777372965082, 16.287543711964137 48.13766182175602)",23,Breitenfurter Straﬂe,381A ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354789,,2005-11-17
KURZPARKSTREIFENOGD.354790,"LINESTRING (16.287634100121394 48.13792836697187, 16.28744581856536 48.137789080392466)",23,Breitenfurter Straﬂe,338 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354790,,1985-04-02
KURZPARKSTREIFENOGD.354791,"LINESTRING (16.386597200653615 48.26320061035955, 16.386545613468087 48.26329461981644, 16.38651894169953 48.26334579321861)",21,Jedleseer Straﬂe,79 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354791,,2007-06-13
KURZPARKSTREIFENOGD.354792,"LINESTRING (16.3875330924246 48.26185819201856, 16.38743521649113 48.2619784015047, 16.387412078135252 48.26200577782341)",21,Jedleseer Straﬂe,82 bis 84,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354792,,2007-06-13
KURZPARKSTREIFENOGD.354793,"LINESTRING (16.307449308141823 48.158636474155976, 16.307366486799463 48.158579993860045)",23,Breitenfurter Straﬂe,195 bis 197,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354793,,2007-06-04
KURZPARKSTREIFENOGD.354794,"LINESTRING (16.273491150480787 48.190359183816916, 16.273357688120505 48.19037100912113)",13,Auhofstraﬂe,123 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354794,,2007-04-17
KURZPARKSTREIFENOGD.354795,"LINESTRING (16.316447950894432 48.153739427346274, 16.316542181336487 48.1537703712109, 16.316586621561676 48.15378703426844, 16.31661684618581 48.153792992923286, 16.31666307982208 48.15379418784273)",23,Wohnparkstraﬂe,,Mo.-Fr. (w.) v. 8-18h,2 h,354795,,2007-04-05
KURZPARKSTREIFENOGD.354796,"LINESTRING (16.32326631642663 48.138264679846515, 16.323362300957438 48.13822185545981)",23,Erlaaer Straﬂe,154-158 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354796,,2005-11-17
KURZPARKSTREIFENOGD.354797,"LINESTRING (16.39510589802108 48.197734815186635, 16.395635708951833 48.19699666820028, 16.395695394233247 48.196905032565894)",3,Landstraﬂer Hauptstraﬂe,110 bis 116,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354797,,2001-08-10
KURZPARKSTREIFENOGD.354798,"LINESTRING (16.39516338015763 48.197878020241475, 16.395240494865153 48.19778137567871, 16.39533004433642 48.19765474134302, 16.39539470801016 48.19756310330832, 16.395484235523345 48.197418140728935, 16.395504137984293 48.197401475042405, 16.395633498535823 48.19723651785132, 16.39571311723351 48.19714319914488, 16.395800154713925 48.19700990177481)",3,Landstraﬂer Hauptstraﬂe,105 bis 113,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354798,,2001-08-10
KURZPARKSTREIFENOGD.354799,"LINESTRING (16.393951813208897 48.19941617593465, 16.394088638664524 48.19922955218274, 16.394222968615612 48.19904960247285, 16.39436971439972 48.198834662785636, 16.394558748673848 48.1985580710415, 16.394827352055877 48.198155524624724)",3,Landstraﬂer Hauptstraﬂe,92-94 bis 106,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354799,,2001-08-10
KURZPARKSTREIFENOGD.354800,"LINESTRING (16.394936762175455 48.1979739140502, 16.394984008873436 48.197895604091094)",3,Landstraﬂer Hauptstraﬂe,108 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354800,,2001-08-10
KURZPARKSTREIFENOGD.354801,"LINESTRING (16.39493460514993 48.19826323517416, 16.395066408522872 48.19805496617626)",3,Landstraﬂer Hauptstraﬂe,103 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354801,,2001-08-10
KURZPARKSTREIFENOGD.354802,"LINESTRING (16.39728139530623 48.25711276633505, 16.397199300619352 48.25700098081318)",21,Am Spitz,8 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354802,,1999-09-29
KURZPARKSTREIFENOGD.354803,"LINESTRING (16.39719938005129 48.255576887111445, 16.397560860826644 48.255435115892)",21,Leopold-Ferstl-Gasse,7 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354803,,1995-06-12
KURZPARKSTREIFENOGD.354804,"LINESTRING (16.439856968112178 48.228619139147, 16.439959372540205 48.22818836485521)",22,Industriestraﬂe,68 ,"Mo.-Fr. (w.) v. 6-18h, Sa. (w.) v. 6-12h","1,5 h",354804,,2002-11-28
KURZPARKSTREIFENOGD.354805,"LINESTRING (16.274987047682963 48.18870812260208, 16.274964198477594 48.18841861795129)",13,Geylinggasse,20 ,Mo.-Fr. (w.) v. 9-15h,"1,5 h",354805,,2012-11-07
KURZPARKSTREIFENOGD.354806,"LINESTRING (16.288762760017022 48.186894290170066, 16.288551854089352 48.186934590604594)",13,Neue-Welt-Gasse,21-23 ,Mo.-Fr. (w.) v. 8-18h,"1,5 h",354806,,2012-12-14
KURZPARKSTREIFENOGD.354807,"LINESTRING (16.413707921002604 48.252872417909316, 16.413843567793563 48.25303412121613)",21,Fultonstraﬂe,31 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354807,,2005-02-08
KURZPARKSTREIFENOGD.354808,"LINESTRING (16.404592511524072 48.26967653927074, 16.404860441262162 48.27013918117709)",21,Br¸nner Straﬂe,73 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354808,,1994-04-25
KURZPARKSTREIFENOGD.354809,"LINESTRING (16.402633759711975 48.27786287178993, 16.402665825693216 48.277853329560266, 16.403693961686304 48.27765761578185)",21,Mitterhofergasse,17-19 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354809,,1997-07-23
KURZPARKSTREIFENOGD.354810,"LINESTRING (16.402601563913027 48.27777247411902, 16.402929420189306 48.27771042059924)",21,Mitterhofergasse,2C bis 2D,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354810,,1987-09-07
KURZPARKSTREIFENOGD.354811,"LINESTRING (16.41901200523735 48.25322694490034, 16.419574937031964 48.25322178002646)",21,Donaufelder Straﬂe,93 bis 95,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354811,,2002-06-27
KURZPARKSTREIFENOGD.354812,"LINESTRING (16.342920420899755 48.233794084176274, 16.34263148258794 48.233836498096586)",19,Hasenauerstraﬂe,26 ,"Mo.-Fr. (w.) v. 8-20h, Sa. (w.) v. 8-13h","1,5 h",354812,,2013-03-01
KURZPARKSTREIFENOGD.354813,"LINESTRING (16.44124189449894 48.15516991696208, 16.44137569240724 48.15551439823249)",11,Simmeringer Hauptstraﬂe,339 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354813,,2010-10-08
KURZPARKSTREIFENOGD.354814,"LINESTRING (16.387865050107578 48.27720911524339, 16.387806364122252 48.27732929806351)",21,Autokaderstraﬂe,1 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354814,,2004-09-14
KURZPARKSTREIFENOGD.354815,"LINESTRING (16.38328960092112 48.28694885343755, 16.383275358592957 48.286964327339206, 16.38328249456874 48.286972651976185, 16.383118705188412 48.2872070960867)",21,Prager Straﬂe,203 ,Mo.-Fr. (w.) v. 8-18h,"1,5 h",354815,,1998-03-25
KURZPARKSTREIFENOGD.354816,"LINESTRING (16.36336142204107 48.19872271602151, 16.361880831130378 48.19800620857453)",6,Linke Wienzeile,gg¸. 16 bis gg¸. 22,Sa. (w.) v. 8-18h,"1,5 h",354816,,2005-10-09
KURZPARKSTREIFENOGD.354817,"LINESTRING (16.441407188310198 48.15558557800999, 16.441275937802097 48.15563015529547, 16.441211094806334 48.15565709661665, 16.44119410972419 48.15566228215511)",11,Simmeringer Hauptstraﬂe,339 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354817,,2010-10-08
KURZPARKSTREIFENOGD.354818,"LINESTRING (16.361706241039165 48.1979210956177, 16.361630772228516 48.19788424933478, 16.36152192130904 48.19782995461431, 16.361413060035282 48.19778146939558, 16.36132888891199 48.19774559609786, 16.361217138754863 48.197702938917445, 16.36105313659279 48.19764767555257, 16.360953001714 48.19761762404568, 16.36085432066169 48.19758951466761, 16.36077886088115 48.1975691523456, 16.360764036027003 48.197566646432165)",6,Linke Wienzeile,gg¸. 30 bis gg¸. 36,Sa. (w.) v. 8-18h,"1,5 h",354818,,2005-10-09
KURZPARKSTREIFENOGD.354819,"LINESTRING (16.360546690363897 48.1975208467685, 16.360208580965576 48.197454953233404, 16.35988390539335 48.197392501436624, 16.35976132391922 48.197368588023956)",6,Linke Wienzeile,gg¸. 36 bis gg¸. 38,Sa. (w.) v. 8-18h,"1,5 h",354819,,2005-10-09
KURZPARKSTREIFENOGD.354820,"LINESTRING (16.414088807200155 48.29415825300043, 16.414425727077646 48.294129470974596)",21,Kummergasse,1 ,Mo.-Fr. (w.) v. 8-18h,"1,5 h",354820,,1998-02-19
KURZPARKSTREIFENOGD.354821,"LINESTRING (16.41392658201104 48.29417383099963, 16.41404424444362 48.294161853468445)",21,Kummergasse,1 ,Mo.-Fr. (w.) v. 8-18h,"1,5 h",354821,,1998-02-19
KURZPARKSTREIFENOGD.354822,"LINESTRING (16.281502135598824 48.13412548812853, 16.281836116127504 48.13446081385672)",23,Perchtoldsdorfer Straﬂe,gg¸. 3 bis gg¸. 7,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354822,,2013-04-17
KURZPARKSTREIFENOGD.354823,"LINESTRING (16.320431097675304 48.15012965755998, 16.320535033658587 48.15033910124905)",23,Altmannsdorfer Straﬂe,gg¸. 195 bis gg¸. 197,Mo.-Fr. (w.) v. 7.30-17h,"1,5 h",354823,,2013-04-24
KURZPARKSTREIFENOGD.354824,"LINESTRING (16.393195260973435 48.200171236042536, 16.393401833479363 48.1999779234832)",3,Landstraﬂer Hauptstraﬂe,86 bis 88,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354824,,2001-08-10
KURZPARKSTREIFENOGD.354825,"LINESTRING (16.39289674276072 48.200597787126995, 16.393825082305536 48.19971621656738)",3,Landstraﬂer Hauptstraﬂe,71 bis 85,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354825,,2001-08-10
KURZPARKSTREIFENOGD.354826,"LINESTRING (16.392374057477806 48.201082741291934, 16.392545800945054 48.20091942165804)",3,Landstraﬂer Hauptstraﬂe,65 bis 67,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354826,,2001-08-10
KURZPARKSTREIFENOGD.354827,"LINESTRING (16.391766049490847 48.20151224082966, 16.392179771781397 48.20112780225202, 16.392734793321488 48.20060120356263)",3,Landstraﬂer Hauptstraﬂe,68 bis 78-80,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354827,,1995-09-07
KURZPARKSTREIFENOGD.354828,"LINESTRING (16.391224064710524 48.202092658346004, 16.391512849246844 48.201862671518874)",3,Landstraﬂer Hauptstraﬂe,55 bis 59,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354828,,1999-10-31
KURZPARKSTREIFENOGD.354829,"LINESTRING (16.39066370541574 48.20232278275768, 16.391328418975853 48.201831113316544)",3,Landstraﬂer Hauptstraﬂe,56 bis 60,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354829,,1999-10-31
KURZPARKSTREIFENOGD.354830,"LINESTRING (16.389954354171426 48.20303100717281, 16.390066305201728 48.20287271952939, 16.390170845315733 48.20276773787418, 16.390285339543105 48.20264942352497)",3,Landstraﬂer Hauptstraﬂe,44 bis 50,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354830,,1999-10-31
KURZPARKSTREIFENOGD.354831,"LINESTRING (16.39015891998338 48.20328575096909, 16.390803897407167 48.20295398377994)",3,Landstraﬂer Hauptstraﬂe,41 bis 49,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354831,,1999-10-31
KURZPARKSTREIFENOGD.354832,"LINESTRING (16.38922988367549 48.203841422544954, 16.38951377690038 48.20361661640274, 16.389504261238784 48.20360119864, 16.389513741028978 48.20358214554307, 16.389643903206665 48.203476856811584)",3,Landstraﬂer Hauptstraﬂe,29 bis 35,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354832,,1999-10-31
KURZPARKSTREIFENOGD.354833,"LINESTRING (16.389063146289075 48.20380093241927, 16.389376831133507 48.20355094769397, 16.38945898404335 48.20348095157593, 16.389546116121974 48.20341262581396, 16.38967555785967 48.20329264139023, 16.38972036518204 48.203249309302734)",3,Landstraﬂer Hauptstraﬂe,32 bis 40,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354833,,1999-10-31
KURZPARKSTREIFENOGD.354834,"LINESTRING (16.387693794600157 48.20485589850855, 16.38787805032058 48.20473255503363, 16.387987618532414 48.2046558836713, 16.388097164536187 48.20457089351932, 16.388171850868613 48.20451089314004, 16.388239075478438 48.20445589630883, 16.388336176381646 48.2043842304791)",3,Landstraﬂer Hauptstraﬂe,12 bis 22,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354834,,1999-10-31
KURZPARKSTREIFENOGD.354835,"LINESTRING (16.400411167592868 48.262526897676956, 16.400764721333292 48.263126313639205)",21,Br¸nner Straﬂe,33 bis 39,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354835,,1996-07-08
KURZPARKSTREIFENOGD.354836,"LINESTRING (16.399416018889365 48.260342542227505, 16.399632065067166 48.26071599615095)",21,Br¸nner Straﬂe,20 bis 22,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354836,,2003-07-14
KURZPARKSTREIFENOGD.354837,"LINESTRING (16.398513506138734 48.26102355250792, 16.39934536435836 48.26084345157611)",21,Weisselgasse,4 bis 8,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 7-12h","1,5 h",354837,,1986-06-16
KURZPARKSTREIFENOGD.354838,"LINESTRING (16.39887876165732 48.26101026856901, 16.399327632608372 48.2609136614324, 16.399347232011195 48.26090532303992, 16.39936859720591 48.26089817076028, 16.399379289467728 48.26089696879065)",21,Weisselgasse,5 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354838,,1982-09-17
KURZPARKSTREIFENOGD.354839,"LINESTRING (16.399712447695723 48.26088250379409, 16.400032063227354 48.26142364772889, 16.400189184347234 48.26169243571373)",21,Br¸nner Straﬂe,24 bis 32,"Mo.-Fr. (w.) v. 8-14h, Sa. (w.) v. 8-12h","1,5 h",354839,,1993-10-11
KURZPARKSTREIFENOGD.354840,"LINESTRING (16.399675514407807 48.26127037841193, 16.399977271586273 48.261788923705694)",21,Br¸nner Straﬂe,27 bis 31A,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354840,,1996-07-08
KURZPARKSTREIFENOGD.354841,"LINESTRING (16.4010623796616 48.263199313530166, 16.401165950833942 48.26337651774487, 16.401612382450146 48.26414006522314)",21,Br¸nner Straﬂe,44 bis 52,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354841,,1997-09-09
KURZPARKSTREIFENOGD.354842,"LINESTRING (16.40612000439772 48.27163140662352, 16.406452272717797 48.27221416194865)",21,Br¸nner Straﬂe,76 bis 80,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354842,,2002-03-27
KURZPARKSTREIFENOGD.354843,"LINESTRING (16.407922712457882 48.27489010404947, 16.408013872749702 48.27507921632398)",21,Br¸nner Straﬂe,108 bis 112,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354843,,2003-07-14
KURZPARKSTREIFENOGD.354844,"LINESTRING (16.407487635373688 48.27473333810542, 16.40759663200429 48.27493314139085)",21,Br¸nner Straﬂe,115 bis 117,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354844,,1997-04-16
KURZPARKSTREIFENOGD.354845,"LINESTRING (16.409775508446632 48.27811781212694, 16.409884454342276 48.27827120893149, 16.409914818012997 48.27831521049854, 16.40999700380818 48.27844721188303, 16.410039879574313 48.27851618811031)",21,Br¸nner Straﬂe,138 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",354845,,1991-10-07
