FID,OBJECTID,SHAPE,ADRESSE,WEBLINK1,SE_ANNO_CAD_DATA
WOHNSTRASSEOGD.12604,12604,"POLYGON ((16.333207347231557 48.178263372511694, 16.333223313772525 48.17816336825296, 16.33392606733704 48.17819672128416, 16.33391210557678 48.17829938767156, 16.333207347231557 48.178263372511694))","12., Rauchgasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12605,12605,"POLYGON ((16.338418852817608 48.177489759208214, 16.338421784118335 48.17748975914783, 16.33849224880623 48.17733067650966, 16.338512809595798 48.177360128885084, 16.338536300945588 48.17737387902173, 16.34054790804586 48.177986607318815, 16.34048037778997 48.178118198799154, 16.338418852817608 48.177489759208214))","12., Karl-Löwe-Gasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12606,12606,"MULTIPOLYGON (((16.340850152881522 48.178223701461796, 16.340926165438407 48.17807494134209, 16.341410388705462 48.17822160827473, 16.34168098115212 48.17817206066613, 16.341740799456662 48.178246359739795, 16.34179492961624 48.17831683694546, 16.341857595269648 48.17835874222173, 16.342039897615127 48.178421604499576, 16.342022823337583 48.17844637272593, 16.342903009826216 48.17874921541337, 16.34280902022571 48.178871142102956, 16.34210259542165 48.17861972193437, 16.34181774159503 48.17849590887691, 16.34174082621933 48.17848829544802, 16.341675316909654 48.17851115944546, 16.341575627085728 48.17854164231319, 16.34153860267811 48.17848639871297, 16.341433199302823 48.17840068028554, 16.34132211190165 48.17834924419064, 16.34109707683349 48.17827877438925, 16.340994530773227 48.178250198377256, 16.340850152881522 48.178223701461796)), ((16.340849265395736 48.1782235396208, 16.340850152881522 48.178223701461796, 16.340849265572736 48.178225437191074, 16.340849265395736 48.1782235396208)))","12., Am Fuchsenfeld",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12607,12607,"POLYGON ((16.340561560549304 48.178802885741625, 16.340627827532032 48.17867151911017, 16.34132759657124 48.17885868307279, 16.341344779922345 48.17884390641737, 16.34179410001282 48.17895554471202, 16.342034710024897 48.178907913327144, 16.34229502392476 48.179454705408475, 16.342361317487168 48.17945963007525, 16.342133005481948 48.179704311975726, 16.341889876453145 48.179152590394, 16.340561560549304 48.178802885741625))","12., Rotkirchgasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12608,12608,"POLYGON ((16.304493384292837 48.16454878077715, 16.304839296341097 48.16499515604527, 16.30476853006894 48.16502048876524, 16.30501343139303 48.165340049175086, 16.304902232952067 48.16537889689064, 16.304740642333414 48.1651641752409, 16.303610889353184 48.16555942081021, 16.303540206547627 48.16542923261992, 16.30455370664275 48.16506945227667, 16.304127015597732 48.16451825545338, 16.305514023136908 48.1640343190255, 16.30523632515391 48.163624143855024, 16.305382910802948 48.16356840694025, 16.30618826513574 48.16476831808113, 16.3060442130982 48.164808849094854, 16.305599863015715 48.1641579180005, 16.304492888354716 48.16454641541731, 16.304493384292837 48.16454878077715))","12., Marschallplatz",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12609,12609,"POLYGON ((16.315638835600307 48.17347162207276, 16.31565382112593 48.17348666141646, 16.31562567715584 48.173561875808296, 16.315586265375032 48.17370603029878, 16.315584364043964 48.17378750863592, 16.31559366915794 48.173920385282564, 16.315603017171252 48.17397931059537, 16.315584284715747 48.173986825602476, 16.315586150636673 48.17399434427575, 16.315614230632175 48.17408084616618, 16.3156516837019 48.17416359054187, 16.31570224872033 48.1742400689445, 16.315741583350995 48.17429147221363, 16.315762201820284 48.174309021647474, 16.315799673444236 48.174311537366876, 16.315662846079263 48.17436040037864, 16.315675975853694 48.17434285691439, 16.315672231513272 48.174325301464876, 16.31561978408775 48.17424882271559, 16.315574837389764 48.174177363500526, 16.315529882872923 48.1740921176428, 16.31550742913246 48.17402442158345, 16.315484973536666 48.173927893219975, 16.315477510623634 48.17382885842347, 16.315475660776606 48.17378122094661, 16.31548882104369 48.17368720806127, 16.315522614448007 48.1735392934296, 16.315568692756642 48.17343485425666, 16.3156378863822 48.173322541099644, 16.31582566513908 48.17311113441401, 16.31581578422452 48.173107832158664, 16.315909665276855 48.17302194529221, 16.31602081915988 48.17294598089467, 16.316186329395034 48.1728402941683, 16.31636170701572 48.17273625465402, 16.3165272089786 48.17264873376239, 16.3165889637302 48.172609102064136, 16.316613650105634 48.17260579673165, 16.316660563385266 48.17263223576748, 16.317208663829298 48.17303868614583, 16.3174975236352 48.173251827773875, 16.317566669247526 48.173298091106794, 16.31746292073344 48.17334928183826, 16.317467863499054 48.17332615204497, 16.317453052811203 48.17330963807559, 16.316650651974776 48.172709872675405, 16.316611153440945 48.172701610214006, 16.31656916382913 48.17270324886629, 16.316537050705513 48.17271976398771, 16.316171475840385 48.17293609650775, 16.315902210391133 48.1731408794835, 16.31575397220944 48.173289520522935, 16.315679845121835 48.17340018711477, 16.315640301300284 48.173471208644365, 16.315638835600307 48.17347162207276))","12., Löhnergasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12610,12610,"POLYGON ((16.348472964549426 48.18040806096435, 16.348334594360605 48.180409892461746, 16.348329152635497 48.18037178876683, 16.348310161022198 48.18035364247392, 16.34827488501144 48.180335497910356, 16.34822874636985 48.1803282452774, 16.348046951121002 48.18031011606972, 16.34793028223783 48.18030105402371, 16.34763452250827 48.180279311614385, 16.34734963183916 48.180273899065625, 16.347216681137045 48.18027572868478, 16.34711900402123 48.180286619926534, 16.346394552530374 48.18033205818314, 16.346535619408876 48.180168728513266, 16.34707013006547 48.18012694098875, 16.34761278059852 48.18010873937949, 16.348301966266586 48.18016129633808, 16.348285704423592 48.18019940234732, 16.34828027656443 48.18021935888225, 16.348367114143937 48.18026108715118, 16.348432249607242 48.180308267585204, 16.34845939455134 48.18034455230481, 16.348475680862908 48.180408060670835, 16.348472964549426 48.18040806096435))","12., Marx-Meidlinger-Straße",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12611,12611,"MULTIPOLYGON (((16.3129981961996 48.16114164057763, 16.31345849833098 48.16158794111096, 16.31387445067142 48.16203007633567, 16.314217368714107 48.162429694074845, 16.314083924963914 48.16246368111577, 16.313587346648994 48.16188423100747, 16.313361904989886 48.161644030972425, 16.3131142340519 48.16139957224341, 16.312898322418064 48.16119975287733, 16.31182113518469 48.16184137013867, 16.311722695511538 48.16176058096494, 16.312218393296835 48.1614652745304, 16.312180289127053 48.16142700933458, 16.312761777930472 48.16108070860488, 16.311990141386133 48.16046846894602, 16.312104534607716 48.16040473967134, 16.312895204565017 48.16104885448793, 16.313768975316577 48.160587844267326, 16.313867415964033 48.16066862271205, 16.3129981961996 48.16114164057763), (16.31299682477502 48.16114238674241, 16.3129981961996 48.16114164057763, 16.312998088707463 48.161141541630315, 16.31299682477502 48.16114238674241)))","12., Edmund-Reim-Gasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12612,12612,"POLYGON ((16.320472665988387 48.162656217875345, 16.31976940818884 48.16117679375119, 16.319980544811624 48.16112727065474, 16.320680096413707 48.16261163929089, 16.32047266523942 48.16265869101864, 16.320472665988387 48.162656217875345))","12., Rothenburgstraße",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12613,12613,"POLYGON ((16.341468952430066 48.18502600976702, 16.341604416241278 48.185017100023224, 16.341595527873448 48.185026003733455, 16.341737711471715 48.185585851279065, 16.341748819726888 48.18558435785587, 16.3418310175433 48.18595115090959, 16.341697783770204 48.18596006980273, 16.34159336300352 48.18552794203802, 16.341468952743703 48.18502898652068, 16.341468952430066 48.18502600976702))","12., Kollmayergasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12614,12614,"MULTIPOLYGON (((16.43091764825516 48.17227669112724, 16.430911933022735 48.172276084303675, 16.43157463979506 48.17200320239049, 16.431565342237974 48.17196316324066, 16.43155146572605 48.17192621257359, 16.43150996947223 48.171901596582465, 16.43045479247475 48.17162521551519, 16.430344178196645 48.17157909006409, 16.429777297691494 48.17136082917287, 16.42987393466728 48.17131454309426, 16.430477727228233 48.17157282007428, 16.432442076324026 48.17089037475772, 16.433827401513543 48.17040553950118, 16.43438889973474 48.17021714683351, 16.43489518916622 48.170062676429474, 16.435976944881308 48.16980296973893, 16.43600924419514 48.16983375249257, 16.43493668555325 48.1700872912064, 16.434186471265505 48.17032513975156, 16.43331201071979 48.1706277859286, 16.4324766599315 48.17091406091871, 16.430552815970728 48.17158723747901, 16.431677118150738 48.17188821062409, 16.43185215271053 48.1719003856184, 16.43251952520249 48.17166878229448, 16.43417982578122 48.17118988113364, 16.43539082523274 48.17106253099671, 16.436809192535833 48.171005853230675, 16.43682769012547 48.17104588389858, 16.43538169146741 48.17110875513187, 16.434380661329996 48.17121034899512, 16.43434845632691 48.171228857638745, 16.435507985916317 48.17306700377779, 16.43542512474987 48.173088641211706, 16.43429781679851 48.17123937804978, 16.43422872038945 48.17123019203626, 16.432599216969344 48.17167826620638, 16.432580884321588 48.17172448884603, 16.432862669544672 48.17217187216844, 16.434476130240984 48.17465195080408, 16.436118364280173 48.174314743722185, 16.437619238465953 48.17401152463916, 16.43831902575718 48.173866113177155, 16.438351371924682 48.17391846098048, 16.43730351421802 48.17412825652232, 16.43449969514483 48.1746913659426, 16.435194013356913 48.175758823207126, 16.437763016840133 48.17521130137767, 16.43900601064846 48.17492369752445, 16.439033727809495 48.17496680423107, 16.435247522889924 48.17580498425689, 16.43575438956747 48.17662861326892, 16.43448386201818 48.17700554416657, 16.434322832307693 48.17709810533248, 16.434060551671703 48.177240035523404, 16.43399600063536 48.177200043701106, 16.434290500019944 48.17705192576691, 16.434294735384047 48.17685475463296, 16.434290017421503 48.17679930642441, 16.434123729698943 48.17655299799827, 16.433985164837775 48.176346721545244, 16.433812412513518 48.17609333149279, 16.43350755078901 48.17563149126724, 16.433387446576837 48.175443679496205, 16.433207805144104 48.17544074678581, 16.433092727085764 48.17547165479292, 16.43190173349703 48.17364416828737, 16.43105041996818 48.17234361704995, 16.431026815653947 48.172331810451034, 16.43099144194797 48.17233183967148, 16.429960937397396 48.17295767992555, 16.42990480626667 48.17289266871605, 16.43091764825516 48.17227669112724), (16.43559944148595 48.176492221360625, 16.435605556653996 48.17649077714841, 16.43482942522614 48.175302236040885, 16.434280309181315 48.174455139560656, 16.43403182540084 48.17406870562052, 16.433252682530846 48.17287012848667, 16.432544123351825 48.17178032273473, 16.432437031625263 48.17174972765908, 16.43183798120381 48.17196503180837, 16.43114731545483 48.17226224708737, 16.431119842801294 48.17228886280538, 16.431107668393178 48.17232160824663, 16.431657914241164 48.173158691792196, 16.432289714927027 48.17409124843099, 16.43310262562585 48.17535894328262, 16.43313632098308 48.175387558266905, 16.433218920329466 48.17539567231735, 16.433350439072964 48.175391469154576, 16.433425673826637 48.175387313531154, 16.433643507992965 48.17574104835634, 16.434336765247064 48.17678994048839, 16.43559944148595 48.176492221360625)))","11., KGV Simmeringer Haide",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12615,12615,"POLYGON ((16.27584446343626 48.17652906197924, 16.275844460888116 48.176531238338974, 16.27583478258319 48.176448405643136, 16.275841530554366 48.17645007292493, 16.27584780607217 48.176464798125494, 16.275886817254783 48.176461257232084, 16.27589668382058 48.17646369056718, 16.277790455524098 48.17629682537983, 16.277823053603623 48.17629248018144, 16.277835244916503 48.1762843384918, 16.277856128730523 48.17628244250204, 16.277858834077627 48.17635134998336, 16.2778034279313 48.17634696020591, 16.27584446343626 48.17652906197924))","13., Wilhelm-Leibl-Gasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12616,12616,"POLYGON ((16.34253211892532 48.19556640490196, 16.342405826541196 48.19567232483013, 16.341534551617002 48.195224400549876, 16.341703633643814 48.19500971574223, 16.341829930901753 48.19506839007913, 16.34174217466052 48.195168578677404, 16.34253211892532 48.19556640490196))","6., Fügergasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12617,12617,"POLYGON ((16.294196954989175 48.14754762089267, 16.294114416264634 48.14733244473776, 16.29414253069307 48.147297983776916, 16.294819902732055 48.147238702300015, 16.294855744112244 48.1473045099387, 16.294265761414934 48.147380541925564, 16.294271977364854 48.14740456521742, 16.294226724943673 48.1474108170701, 16.294231377777727 48.14744005589346, 16.294217332864065 48.14744214621478, 16.294229779032765 48.14748914059505, 16.29424226423908 48.14748810191778, 16.294250049946356 48.14751526443362, 16.29430466739683 48.14751110241316, 16.29430620593521 48.14753616722321, 16.294196954989175 48.14754762089267))","23., Kirchenplatz",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12618,12618,"POLYGON ((16.350412076808926 48.21063967175432, 16.350427965312843 48.21053687779785, 16.351756360104446 48.21052961739137, 16.35167154264203 48.210627105951765, 16.350412076808926 48.21063967175432))","8., Maria-Treu-Gasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12619,12619,"POLYGON ((16.423642407501585 48.2843635439699, 16.42365324260273 48.28430151059295, 16.42730025171021 48.28460516706474, 16.427294885574582 48.284656260885065, 16.423642407501585 48.2843635439699))","21., Achardgasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12620,12620,"POLYGON ((16.263898520528144 48.154914852608876, 16.263948087950325 48.1549250910658, 16.26454315741213 48.154861664619204, 16.265199286345613 48.154777858041605, 16.265828731521268 48.154676161806634, 16.266397162002363 48.15456931699136, 16.26669855339802 48.15450570103789, 16.267392882729048 48.15436320595329, 16.26757208128218 48.154414349621234, 16.26672513929238 48.154584830804666, 16.265889659826044 48.15475275865437, 16.265168650127883 48.15486970532282, 16.264581194969388 48.154938247914934, 16.26397466983083 48.15500422146099, 16.263921245887044 48.15502205755841, 16.263898520528144 48.154914852608876))","23., Anton-Stutzenberger-Weg",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12621,12621,"POLYGON ((16.264393300112946 48.15566035275228, 16.26433618218995 48.15559907302381, 16.26517931821121 48.15542860712298, 16.265980493852435 48.1552632176332, 16.26694952320901 48.15506730153553, 16.268036807507833 48.15485102360225, 16.26845265011378 48.154761947843596, 16.268452673575098 48.15474408723923, 16.26858990690255 48.154800312801086, 16.26735763648253 48.15505223064337, 16.26674341373729 48.1551769132137, 16.265862128841974 48.15535757465535, 16.265148702658763 48.155505147871345, 16.264393300112946 48.15566035275228))","23., August-Greiml-Weg",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12622,12622,"POLYGON ((16.380503950110633 48.22811026169554, 16.380349087358997 48.2281920421816, 16.380153256422417 48.2280428312417, 16.381570520442096 48.22623449436014, 16.382489222292566 48.22505618622103, 16.382621376592493 48.225118239467434, 16.38170590578701 48.22628021580865, 16.38213336804983 48.22647618584972, 16.382045387988942 48.22658409389388, 16.381624468233504 48.22639029727824, 16.38152672652629 48.22651020565597, 16.380345682505265 48.22802096687798, 16.380503950110633 48.22811026169554))","2., Lampigasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12623,12623,"POLYGON ((16.37870442480428 48.247780772297425, 16.3788448874564 48.24763358374983, 16.379182721933482 48.24778349865394, 16.37904514910093 48.24792392370753, 16.37870442480428 48.247780772297425))","20., Aignerstraße",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12624,12624,"POLYGON ((16.386254774089675 48.211565823844396, 16.386232516343526 48.21160431534423, 16.38610802995496 48.21156464677096, 16.386132145801298 48.211527386550195, 16.386254774089675 48.211565823844396))","3., Obere Weißgerberstraße 2",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12572,12572,"POLYGON ((16.350655105259456 48.22489593431909, 16.350655106518197 48.22490035894914, 16.35051800098908 48.22437050880516, 16.350716787542538 48.22433358471907, 16.3507057540183 48.22434243538722, 16.35083841563102 48.224810305085455, 16.350851673748878 48.22481472800981, 16.350655105259456 48.22489593431909))","9., Lustkandlgasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12573,12573,"POLYGON ((16.35639623964304 48.22203504121233, 16.356435383363557 48.22191927438246, 16.357617135925306 48.222067895512254, 16.357590370363667 48.22216987391644, 16.356423042498736 48.2220212499592, 16.35639623964304 48.22203504121233))","9., Strudlhofgasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12574,12574,"POLYGON ((16.364474714022617 48.22327971612777, 16.36426135544495 48.22207268051896, 16.36444013477534 48.222054092628184, 16.364656596655422 48.22329203660544, 16.36448087793339 48.22327971460379, 16.364474714022617 48.22327971612777))","9., D`Orsay-Gasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12575,12575,"POLYGON ((16.36438999142369 48.22073957533303, 16.364256828627436 48.2207653734739, 16.364218071321563 48.220374270548824, 16.36417206919056 48.2195803387897, 16.364161305130718 48.2191166271346, 16.364368072874843 48.21911189095906, 16.364368651525623 48.220161113698644, 16.36438999142369 48.22073957533303))","9., Servitengasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12576,12576,"POLYGON ((16.363343949863186 48.22103427336258, 16.363342146527096 48.22103427379064, 16.363307828188816 48.220905418984536, 16.36421250178883 48.22077030359682, 16.36425403100844 48.220890738772326, 16.363343949863186 48.22103427336258))","9., Grünentorgasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12577,12577,"POLYGON ((16.36526659741326 48.22511680059474, 16.365264727351146 48.225118051117825, 16.365382150778956 48.22499215308608, 16.366441624229907 48.225285971932415, 16.36632980603102 48.2254193428715, 16.366318614351535 48.225406881312274, 16.36526659741326 48.22511680059474))","9., Glasergasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12578,12578,"MULTIPOLYGON (((16.353495091181433 48.21060206754431, 16.353946506150454 48.210678494098815, 16.353949604414574 48.21061162937368, 16.354080758889 48.21036771401696, 16.354167124116582 48.21020938460981, 16.354320681111506 48.209971886556495, 16.354413428765767 48.20975579277873, 16.35446779232824 48.209623143749546, 16.354515749630117 48.20948621496926, 16.35447734682517 48.209477659627815, 16.35454127846567 48.209276552973094, 16.35473012873651 48.2092786538288, 16.354490306604966 48.20993549108009, 16.354503119442562 48.20994619090188, 16.355031239631494 48.20992256979241, 16.355079246433565 48.20992256185714, 16.355108057173023 48.20993324996954, 16.355220280048556 48.210463801594805, 16.35530067218428 48.21142973585368, 16.35517263393892 48.21143402897636, 16.35510834650466 48.21071306600105, 16.354116107033718 48.2107560157068, 16.354061949173786 48.21148127859723, 16.354087561237307 48.211500528963114, 16.353879505172415 48.21150698253888, 16.353940060549736 48.210753902858315, 16.35338947331597 48.21065343453978, 16.3533702903249 48.210704779456634, 16.353299864564107 48.210698377911484, 16.353347837275418 48.21055502851607, 16.35349828838496 48.21058709342564, 16.353495091181433 48.21060206754431), (16.353946506150454 48.210678494098815, 16.3539464394331 48.210680094894, 16.35394962789983 48.21067902421009, 16.353946506150454 48.210678494098815), (16.354115408083324 48.21064326840515, 16.35411543519892 48.210643852957176, 16.354115516137743 48.210644446493895, 16.354115664345283 48.210645022033674, 16.354115866372883 48.21064559756503, 16.35411612221418 48.21064615510155, 16.354116122217334 48.210646164094726, 16.354116431875546 48.21064671262965, 16.354116795347473 48.21064724316974, 16.35411721263628 48.21064776470822, 16.354117549141254 48.21064813337546, 16.354117670283813 48.21064826825401, 16.354146366871106 48.21067807611017, 16.354146501468808 48.21067821098657, 16.354147012927477 48.210678687544245, 16.354147564741687 48.210679137116045, 16.35414817036966 48.21067956869304, 16.354148816353206 48.21067997328415, 16.35414948923411 48.21068034189833, 16.354150202470585 48.210680683526626, 16.35415095606261 48.21068099816905, 16.35415173655202 48.210681276834535, 16.35415253048377 48.21068151952523, 16.35415336476792 48.210681726236864, 16.354154199039407 48.21068189697579, 16.354155060208235 48.210682031737775, 16.35415592136123 48.210682121533914, 16.354156809414757 48.2106821843463, 16.35415768399742 48.21068220219489, 16.35415863929434 48.210682175064925, 16.355087584307753 48.210637526786066, 16.35508804185803 48.21063774254645, 16.355088795455178 48.21063805718273, 16.355089575949016 48.21063833584184, 16.355090369884543 48.210638578526066, 16.35509120417177 48.2106387852309, 16.355092038445655 48.210638955963, 16.35509289961624 48.21063909071798, 16.355093760770146 48.21063918050709, 16.35509464882408 48.21063924331221, 16.35509552340632 48.21063926115367, 16.355096397975235 48.21063924302247, 16.35509728598249 48.21063917992317, 16.355098147069715 48.21063908984877, 16.355099008140257 48.210638954808516, 16.355099842287434 48.210638783800036, 16.355100676421266 48.21063857681883, 16.355101470176713 48.21063833387162, 16.35510225046382 48.21063805495399, 16.355103003827548 48.21063774006808, 16.355103716816238 48.21063739820933, 16.355104389429872 48.21063702937777, 16.355105035120157 48.21063662457798, 16.355105640435387 48.210636192805346, 16.355106191923902 48.21063574305525, 16.355106703037375 48.210635266332375, 16.3551071737758 48.21063476263665, 16.35510759068751 48.21063424096352, 16.355107953775867 48.2106337103061, 16.355108263034158 48.21063315267811, 16.35510851847241 48.210632595059025, 16.35510872008397 48.210632019462516, 16.35510885442048 48.21063144387717, 16.355108948385297 48.21063085031216, 16.35510897507841 48.21063026575147, 16.355108974287567 48.21062813436956, 16.355108947160662 48.210627549817794, 16.355108866210397 48.21062695628175, 16.35510871799178 48.21062638074323, 16.355108596776592 48.21062605700908, 16.355051103328442 48.21000715630874, 16.355051008914984 48.21000653579532, 16.355050874153658 48.21000596025444, 16.355050672118118 48.21000538472472, 16.355050416269847 48.210004827190176, 16.355050106602224 48.210004269664566, 16.355049743125218 48.21000373912734, 16.35504932583217 48.21000321759219, 16.355048854726434 48.210002714052294, 16.355048343266123 48.21000223749856, 16.3550477914513 48.21000178793102, 16.355047185823757 48.21000135635874, 16.355046539841695 48.21000095177261, 16.355045866963252 48.21000058316365, 16.355045153730263 48.21000024154087, 16.35504440014275 48.20999992690424, 16.355043619658858 48.20999964824478, 16.355042825733427 48.209999405560225, 16.35504199145679 48.20999919885504, 16.355041157193458 48.209999028122546, 16.355040296033753 48.20999889336715, 16.355039434890664 48.209998803577626, 16.355038546847872 48.20999874077209, 16.355037672276552 48.209998722930145, 16.355036797718522 48.20999874106095, 16.35444784815047 48.21002451232056, 16.35444696014984 48.21002456642171, 16.35444609907499 48.21002466548438, 16.354445238013028 48.21002480051974, 16.354444390418795 48.21002497152566, 16.354443569747122 48.21002517849996, 16.354442775998027 48.210025421442644, 16.35444199571665 48.21002570035586, 16.35444124235462 48.210026006244284, 16.354440529370002 48.210026348098936, 16.354439843307965 48.21002672592199, 16.354439211074965 48.21002713071595, 16.354438605758077 48.210027553491955, 16.35443804081863 48.210028012234176, 16.354437529704978 48.210028488954144, 16.354437072420385 48.21002899264504, 16.354436655506777 48.210029514315806, 16.354436292415766 48.21003004497114, 16.354436023486162 48.21003051265919, 16.354116160516924 48.210640291546596, 16.354116120180354 48.21064037249151, 16.354116120183523 48.210640381484694, 16.354115864734446 48.21064093910155, 16.354115663111727 48.21064151469635, 16.35411551530905 48.210642090282626, 16.354115434787747 48.2106426838447, 16.354115408083324 48.21064326840515)))","8., Lenaugasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12579,12579,"POLYGON ((16.351415326788377 48.208089365352514, 16.35171876236726 48.207074165474594, 16.351774625116843 48.20707882530815, 16.3518583417017 48.206833767687115, 16.351795496579225 48.20682910885048, 16.351896634853905 48.20645103967617, 16.352081670147573 48.206462678179534, 16.35199796464896 48.206738069971536, 16.35192123514227 48.20699479088715, 16.35184448693019 48.20719316399998, 16.35177472369112 48.207400871018706, 16.351547992304653 48.208063681019325, 16.351541020059653 48.20809868340468, 16.351418826313477 48.208094032343766, 16.351415326788377 48.208089365352514))","8., Neudeggergasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12580,12580,"MULTIPOLYGON (((16.352582288764648 48.20833907890644, 16.352621896712524 48.208208294425646, 16.353655904542766 48.208362121919464, 16.35481581449292 48.20852307819821, 16.354797071395666 48.20855709344937, 16.35424794295818 48.20852495912165, 16.354229197584168 48.20855360535424, 16.353307699088983 48.20842662880839, 16.353299672807037 48.208444535427596, 16.352582288764648 48.20833907890644)), ((16.35258176401674 48.208338998043295, 16.352582288764648 48.20833907890644, 16.352581764595566 48.2083407966786, 16.35258176401674 48.208338998043295)))","8., Josefsgasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12581,12581,"POLYGON ((16.3508062991209 48.20241895180418, 16.35045143755216 48.20408174224361, 16.35036339058025 48.20409906511619, 16.35035821009696 48.204095603385326, 16.350712568168564 48.20241592769564, 16.3508062991209 48.20241895180418))","7., Stuckgasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12582,12582,"POLYGON ((16.33807005986406 48.20125546550419, 16.338089171188034 48.20113561294982, 16.338113077407503 48.20116278094502, 16.338775226740445 48.20120910906398, 16.338753721675594 48.20131458167972, 16.338744156397613 48.20130499516587, 16.33872981562988 48.20129860134421, 16.338072454355395 48.20125386467466, 16.33807005986406 48.20125546550419))","7., Urban-Loritz-Platz",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12479,12479,"POLYGON ((16.39686147614785 48.21959432502445, 16.396857775377054 48.219594326981756, 16.396938907730448 48.219433720171935, 16.397807804215766 48.21961111445678, 16.39783366784722 48.21959875295355, 16.397969130672333 48.21890773559252, 16.39819691837174 48.218906137815395, 16.39803335227235 48.21965792838463, 16.398798716130774 48.219803256370724, 16.398728683985823 48.21996880466979, 16.39686147614785 48.21959432502445))","2., Arnezhoferstraße",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12480,12480,"POLYGON ((16.387303231862145 48.21765771042595, 16.387306300022363 48.21765770905818, 16.38727567104547 48.21767000736841, 16.387202066151747 48.217606566397784, 16.3882127465268 48.21717406277819, 16.38833231721033 48.217247716433576, 16.387303231862145 48.21765771042595))","2., Ernst-Renz-Gasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12481,12481,"POLYGON ((16.371879825097768 48.21482138755121, 16.371706551234205 48.21470569036773, 16.372695721220992 48.21402742042641, 16.372847785095836 48.21413839251675, 16.371879825097768 48.21482138755121))","1., Rudolfsplatz",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
