FID,OBJECTID,SHAPE,DIRECTION_NAME,SE_ANNO_CAD_DATA
EINBAHNOGD.1635661,1635661,"LINESTRING (16.36912991223066 48.246922968535365, 16.369030169163576 48.24689067862466, 16.368650814043228 48.24650436337408, 16.368048442942033 48.24591920743984, 16.36791630605046 48.24588889236228)",in Richtung,
EINBAHNOGD.1635662,1635662,"LINESTRING (16.281989174331937 48.13455595181385, 16.28191943897516 48.13469433116836, 16.281194017824863 48.13491811714934)",in Richtung,
EINBAHNOGD.1635663,1635663,"LINESTRING (16.36967540127774 48.20208183270316, 16.36964796395399 48.2020729887307, 16.369628410140685 48.202064422137575, 16.369609274730145 48.20205381936152, 16.369590138470695 48.202039843238154, 16.36957331198324 48.20202368828824, 16.369558480473437 48.20200535460458, 16.36942271675597 48.20171964996256, 16.369421862319843 48.201698643024336, 16.36942479081748 48.20167770423547, 16.369430663758543 48.20165831141987, 16.369438324028774 48.201640182527015, 16.3694477744335 48.2016255658526, 16.36946258352285 48.20161172013498, 16.369501869164324 48.20157847618551)",gegen Richtung,
EINBAHNOGD.1635664,1635664,"LINESTRING (16.29809884595813 48.1846447067369, 16.297696811157838 48.18472495015441, 16.297455050312678 48.1847366728306, 16.296882840457954 48.18463755392778)",in Richtung,
EINBAHNOGD.1635665,1635665,"LINESTRING (16.415499394112036 48.18111928055166, 16.416200337094345 48.18112916766924, 16.416925362935824 48.18114664633385, 16.417473497729592 48.18117998398511, 16.418128344293347 48.18126214351738, 16.418537638939544 48.18132241450443, 16.41879583237858 48.18136452496491)",gegen Richtung,
EINBAHNOGD.1635666,1635666,"LINESTRING (16.41009324773908 48.173743079897214, 16.410185208461368 48.1737038155345, 16.410258403879077 48.173690981730985, 16.410336132516107 48.173688963809404, 16.41040504977734 48.17369580447227, 16.41048122253092 48.173708472507215, 16.41064083937783 48.173748628150975)",in Richtung,
EINBAHNOGD.1635667,1635667,"LINESTRING (16.368566461286164 48.2297584064923, 16.36934745623391 48.23008017976245)",in Richtung,
EINBAHNOGD.1635668,1635668,"LINESTRING (16.33905435696886 48.19452322498023, 16.33917290652658 48.19476154157933, 16.339210111496715 48.19484767831395, 16.339241642373207 48.19494533817726, 16.33924164890996 48.19505065661707, 16.33922442208276 48.19515597643111, 16.33918155532602 48.19529003200565, 16.33907554064524 48.19557535841007, 16.339036979660538 48.195677094956594)",gegen Richtung,
EINBAHNOGD.1635669,1635669,"LINESTRING (16.341209900130778 48.19297146988766, 16.340066223653512 48.192543916667105)",gegen Richtung,
EINBAHNOGD.1635670,1635670,"LINESTRING (16.34177572295182 48.18601561971696, 16.341515881851628 48.184926821394285)",gegen Richtung,
EINBAHNOGD.1635671,1635671,"LINESTRING (16.3393870370458 48.18617450066824, 16.339418765117433 48.18613529473653, 16.33992383296527 48.18487384046172, 16.339966063895158 48.184812221128496)",gegen Richtung,
EINBAHNOGD.1635672,1635672,"LINESTRING (16.22036907143566 48.21077673680389, 16.220378321723786 48.21082396028193, 16.220387742877854 48.21084132299143, 16.220411257235245 48.21085553967454, 16.220467767739702 48.210874425511655, 16.22062775498191 48.21092187055821, 16.220773773424785 48.21096452420176, 16.22093615454256 48.21102293210029, 16.22107898710094 48.21108012502855)",in Richtung,
EINBAHNOGD.1635673,1635673,"LINESTRING (16.45210499281074 48.22625120571229, 16.452842868149787 48.22576145598232, 16.452910870665825 48.22570279111)",in Richtung,
EINBAHNOGD.1635339,1635339,"LINESTRING (16.328428120791582 48.14497301302259, 16.327269266113547 48.1452703406344)",in Richtung,
EINBAHNOGD.1635340,1635340,"LINESTRING (16.396799819658575 48.2032901903494, 16.396236208075536 48.20279642365084)",in Richtung,
EINBAHNOGD.1635341,1635341,"LINESTRING (16.355646674784087 48.195438338393984, 16.355207029677516 48.19525187379212, 16.35513482323888 48.19521865323803, 16.355067552499364 48.19517573625589)",gegen Richtung,
EINBAHNOGD.1635342,1635342,"LINESTRING (16.377094506063873 48.20143310918383, 16.377748736082353 48.20207195213536)",in Richtung,
EINBAHNOGD.1635343,1635343,"LINESTRING (16.377748736082353 48.20207195213536, 16.378254355383092 48.2025646356252)",in Richtung,
EINBAHNOGD.1635344,1635344,"LINESTRING (16.2969899894978 48.14482414002711, 16.296959585776193 48.14463217988089, 16.296925854673102 48.14453626319393, 16.29687816256301 48.144437742680594, 16.296834435925682 48.14437119190322, 16.296802664876033 48.14432052372309, 16.29676690317804 48.14427125891974, 16.296620245633253 48.14413132095671, 16.29643243380382 48.143996357195206)",gegen Richtung,
EINBAHNOGD.1635345,1635345,"LINESTRING (16.444411554297925 48.22760375169431, 16.444589579029415 48.227754219004076, 16.444119321950023 48.22879512679885, 16.4438595647458 48.22893300805458)",in Richtung,
EINBAHNOGD.1635346,1635346,"LINESTRING (16.513033798775016 48.21464938714059, 16.513054854662542 48.214688769996144, 16.51311071634559 48.215462729756325)",in Richtung,
EINBAHNOGD.1635347,1635347,"LINESTRING (16.448649693892857 48.260521743738316, 16.44943583736148 48.25982983826851)",gegen Richtung,
EINBAHNOGD.1635348,1635348,"LINESTRING (16.368239104249906 48.21935229826132, 16.36817940523975 48.21938062902278, 16.367965735774845 48.219662357879656, 16.367898571793724 48.219691252638064)",gegen Richtung,
EINBAHNOGD.1635349,1635349,"LINESTRING (16.368239104249906 48.21935229826132, 16.36817940523975 48.21938062902278, 16.367965735774845 48.219662357879656, 16.367898571793724 48.219691252638064)",gegen Richtung,
EINBAHNOGD.1635350,1635350,"LINESTRING (16.354114520627565 48.22443932821735, 16.35319401496663 48.22456762155989)",gegen Richtung,
EINBAHNOGD.1635351,1635351,"LINESTRING (16.387685819516438 48.22529193316816, 16.388259224558396 48.225121366437584)",in Richtung,
EINBAHNOGD.1635352,1635352,"LINESTRING (16.407131990489724 48.22158867170437, 16.40779476515787 48.22111843774244)",gegen Richtung,
EINBAHNOGD.1635353,1635353,"LINESTRING (16.38248803462034 48.2202495524448, 16.382871310380747 48.221227964959695)",in Richtung,
EINBAHNOGD.1635674,1635674,"LINESTRING (16.38253475579605 48.16731422448948, 16.3825020773751 48.16729835833233, 16.382046113783076 48.1672607421801, 16.38198634072017 48.16724734636549)",gegen Richtung,
EINBAHNOGD.1635675,1635675,"LINESTRING (16.379245531107248 48.166420814780146, 16.379377577562256 48.16681461694911)",gegen Richtung,
EINBAHNOGD.1635676,1635676,"LINESTRING (16.37884605078671 48.24012862136339, 16.380049415086287 48.23905461254026)",gegen Richtung,
EINBAHNOGD.1635677,1635677,"LINESTRING (16.35363401818935 48.19192562498106, 16.35335301869621 48.19155863251962, 16.353201642163604 48.19136719799591, 16.353040390511097 48.19117583577251, 16.352859391481704 48.191008714688905, 16.3526487558368 48.19081735911351, 16.35240449170016 48.1906125172278, 16.35226239418154 48.190503565790934, 16.35208078372807 48.190378529049845, 16.351854937085957 48.190249915215496, 16.35168258619236 48.19016120102259, 16.351496371840454 48.190094269077605, 16.351037359435484 48.18994418556094)",in Richtung,
EINBAHNOGD.1635678,1635678,"LINESTRING (16.441323027486668 48.272193772479255, 16.441967860242087 48.27229828696367)",gegen Richtung,
EINBAHNOGD.1635679,1635679,"LINESTRING (16.338600393911335 48.20937941857303, 16.338672944280884 48.20980209616049, 16.33872723167611 48.210731974692415)",gegen Richtung,
EINBAHNOGD.1635680,1635680,"LINESTRING (16.37296122324664 48.20176634469627, 16.373596766606152 48.201634894122236)",gegen Richtung,
EINBAHNOGD.1635681,1635681,"LINESTRING (16.283002995153605 48.16817810431155, 16.282906324230737 48.16832110793746, 16.28236439010179 48.168297530331536, 16.28211548198404 48.16828385379909, 16.282067274220893 48.16828179330039, 16.282017596007606 48.16828071595075, 16.281947645944886 48.16828068304751, 16.28186214853015 48.16828268064157, 16.281804591304077 48.16828370750074, 16.281767301252444 48.16828685102038, 16.281733163869298 48.168289926769816, 16.28155596375009 48.168302348897065, 16.281300285029236 48.16833454640495, 16.28122289731526 48.16831596095961)",in Richtung,
EINBAHNOGD.1635682,1635682,"LINESTRING (16.37208249122039 48.17673522634472, 16.370920295539992 48.17681596169428)",gegen Richtung,
EINBAHNOGD.1635683,1635683,"LINESTRING (16.383475030218207 48.172503710921774, 16.381967353202924 48.17280222385197)",gegen Richtung,
EINBAHNOGD.1635684,1635684,"LINESTRING (16.515582283221956 48.20422276271521, 16.51693126567216 48.204154463777996)",in Richtung,
EINBAHNOGD.1635685,1635685,"LINESTRING (16.42137039352471 48.17998632855433, 16.421487546024473 48.179996640409264, 16.421611693619557 48.18004327056289, 16.421696417565517 48.180072997521606, 16.422286280120698 48.1801868684969, 16.422373379251148 48.18019165137274)",in Richtung,
EINBAHNOGD.1635686,1635686,"LINESTRING (16.230731823414402 48.20542015732537, 16.230650691446485 48.20546659481842, 16.230528956148042 48.205528099944054, 16.230379670155624 48.20559611406728, 16.230228523108334 48.20564845925867, 16.230097064206692 48.20568501328077, 16.229906623841348 48.20572945189421, 16.229709377638983 48.20576053531546, 16.229472838891567 48.205783501604536, 16.22917483063265 48.205796996215895, 16.228727713499246 48.20579285561818, 16.227284050176213 48.20574962481528)",in Richtung,
EINBAHNOGD.1635687,1635687,"LINESTRING (16.380307865331893 48.198964129174, 16.38039964794328 48.19815358234452)",in Richtung,
EINBAHNOGD.1635354,1635354,"LINESTRING (16.354327284533376 48.148932296338096, 16.354275834986954 48.14892043069138, 16.353945686807048 48.149061002400764, 16.353868948340374 48.14908925858372, 16.353774047197046 48.14912173356169, 16.35369321096389 48.14914591540811, 16.353634106178262 48.149160538526736, 16.35357405552098 48.14917593428095, 16.353430541705148 48.149201531127076, 16.353387077252926 48.14920884472134, 16.353349913721438 48.14921840566862, 16.35321438118363 48.14925643603732, 16.353157482318995 48.14927766323841, 16.353031824764404 48.149328901235926, 16.352843707029546 48.14941450612273, 16.352784710811502 48.149442337202714)",gegen Richtung,
EINBAHNOGD.1635355,1635355,"LINESTRING (16.340024677800404 48.222714555243684, 16.340479372439514 48.223410383897246)",gegen Richtung,
EINBAHNOGD.1635356,1635356,"LINESTRING (16.33314974120584 48.22675026387608, 16.331357616649658 48.227289793545005)",gegen Richtung,
EINBAHNOGD.1635357,1635357,"LINESTRING (16.38284928254459 48.21136422881314, 16.382740065588223 48.21078723528309)",in Richtung,
EINBAHNOGD.1635358,1635358,"LINESTRING (16.37525936578559 48.20981321642148, 16.37527346410593 48.20982958188846, 16.37581673120566 48.210410087221234)",gegen Richtung,
EINBAHNOGD.1635359,1635359,"LINESTRING (16.318750978241678 48.22460441428293, 16.317892074260318 48.22480971869021)",gegen Richtung,
EINBAHNOGD.1635360,1635360,"LINESTRING (16.35242709858643 48.18274436822489, 16.351625191869598 48.182456696699944)",in Richtung,
EINBAHNOGD.1635361,1635361,"LINESTRING (16.36950185434828 48.201578448310926, 16.371122760695325 48.20120322992485)",gegen Richtung,
EINBAHNOGD.1635362,1635362,"LINESTRING (16.389539217353068 48.20487146910758, 16.3895725460092 48.20498281437658, 16.390107134339583 48.205402433452434)",gegen Richtung,
EINBAHNOGD.1635363,1635363,"LINESTRING (16.418219606040818 48.16782949403251, 16.418643666568855 48.16753712022633, 16.418684349099316 48.16749388116067, 16.418709387176648 48.167454026695694, 16.41871406713518 48.167425708108496, 16.418694707068177 48.1674040824902, 16.418585161461458 48.167338116624016)",gegen Richtung,
EINBAHNOGD.1635364,1635364,"LINESTRING (16.387003346279002 48.22246951184547, 16.387784293507046 48.22232126797675)",gegen Richtung,
EINBAHNOGD.1635365,1635365,"LINESTRING (16.295888886915122 48.14232299674753, 16.29707082720007 48.142327338261104)",in Richtung,
EINBAHNOGD.1635366,1635366,"LINESTRING (16.355096785272906 48.251060733056484, 16.35516294583819 48.25103177595597, 16.355415521861485 48.25100777515179, 16.355616660632606 48.25099839725988, 16.35581149361104 48.251003562857896, 16.357427137969268 48.251217914191486)",gegen Richtung,
EINBAHNOGD.1635367,1635367,"LINESTRING (16.340161297294685 48.242899649587606, 16.340768003517493 48.24413597007241)",gegen Richtung,
EINBAHNOGD.1635688,1635688,"LINESTRING (16.400453138770104 48.19722566772019, 16.40040054333492 48.197185860016724, 16.40036424641446 48.19715299940867, 16.400091683291688 48.19684766351709)",gegen Richtung,
EINBAHNOGD.1635689,1635689,"LINESTRING (16.399160982060565 48.19716286987073, 16.399072242200557 48.19704186205308, 16.39881062424667 48.19665578969917, 16.398799035081588 48.19663197754659, 16.39879668710973 48.196602750942255, 16.39879570828269 48.19657556144867)",in Richtung,
EINBAHNOGD.1635690,1635690,"LINESTRING (16.342631093527334 48.241973805126996, 16.343003956618148 48.241937108322674, 16.343080466188518 48.242247576880885, 16.342710231073465 48.2422903864052)",gegen Richtung,
EINBAHNOGD.1635691,1635691,"LINESTRING (16.474769152587953 48.25572896572746, 16.474738876678057 48.25581619309626, 16.474739014820745 48.255867271066585, 16.47476066089311 48.25593476338838, 16.475077597582505 48.25653333576102, 16.475166956340633 48.25673964729246, 16.475234902086452 48.25696446279623, 16.475251810511484 48.25710798034472)",in Richtung,
EINBAHNOGD.1635692,1635692,"LINESTRING (16.380323963888063 48.271151455806454, 16.38168480233862 48.271464487275246)",gegen Richtung,
EINBAHNOGD.1635693,1635693,"LINESTRING (16.355221864123536 48.190789487303334, 16.354856344255676 48.19061755263585)",gegen Richtung,
EINBAHNOGD.1635694,1635694,"LINESTRING (16.375076304563457 48.20323666434865, 16.373940732908274 48.20217416205841)",gegen Richtung,
EINBAHNOGD.1635695,1635695,"LINESTRING (16.402800874746063 48.25749134399163, 16.403845469866255 48.25696266969773)",in Richtung,
EINBAHNOGD.1635696,1635696,"LINESTRING (16.41020097934764 48.25671445751617, 16.412334381498653 48.255953144885225)",in Richtung,
EINBAHNOGD.1635697,1635697,"LINESTRING (16.409024651421355 48.255561844671895, 16.411481657031064 48.25481109134229)",in Richtung,
EINBAHNOGD.1635698,1635698,"LINESTRING (16.39965922258598 48.2023497696652, 16.399656268233734 48.20234098855364, 16.399623463491835 48.20224531379527)",in Richtung,
EINBAHNOGD.1635699,1635699,"LINESTRING (16.43011256912393 48.183521009884615, 16.430060113857834 48.183447280534956, 16.429999171664917 48.18332859201102, 16.42954654514416 48.18262327402121, 16.429377361893913 48.18237174167107)",gegen Richtung,
EINBAHNOGD.1635700,1635700,"LINESTRING (16.3638027815356 48.25136128455266, 16.364025487477974 48.25193327684411)",in Richtung,
EINBAHNOGD.1635701,1635701,"LINESTRING (16.383122448048603 48.221758528788335, 16.383814036081805 48.22139556666344)",in Richtung,
EINBAHNOGD.1635702,1635702,"LINESTRING (16.326443729315372 48.21957582216785, 16.325469589139956 48.22000768885615)",in Richtung,
EINBAHNOGD.1635368,1635368,"LINESTRING (16.385332075996065 48.17705631446233, 16.385028613339767 48.17630775802379)",gegen Richtung,
EINBAHNOGD.1635369,1635369,"LINESTRING (16.413874765821504 48.299129030477744, 16.41208342756296 48.29948692933359)",in Richtung,
EINBAHNOGD.1635370,1635370,"LINESTRING (16.355268357565226 48.22660536611959, 16.355212722972727 48.22657741211016, 16.35392773093872 48.226707669000106, 16.35388251132737 48.22669025179787)",in Richtung,
EINBAHNOGD.1635371,1635371,"LINESTRING (16.38134533988998 48.222676755784555, 16.38194710509937 48.22236611211398, 16.381984416407775 48.222351202750566, 16.382020577433455 48.22234275721545, 16.382054855937575 48.22234513208701, 16.38207652619368 48.22235720841594, 16.382120405533417 48.22239688662826)",in Richtung,
EINBAHNOGD.1635372,1635372,"LINESTRING (16.46614003842682 48.225726805065, 16.46715443478498 48.225368737141814)",in Richtung,
EINBAHNOGD.1635373,1635373,"LINESTRING (16.49298795761739 48.22899813605435, 16.49426207806983 48.23188445402126)",gegen Richtung,
EINBAHNOGD.1635374,1635374,"LINESTRING (16.479350901929486 48.250598961242886, 16.480322565674637 48.25020324351897)",in Richtung,
EINBAHNOGD.1635375,1635375,"LINESTRING (16.36544292525829 48.19215317133336, 16.364831837826028 48.19262546903956)",gegen Richtung,
EINBAHNOGD.1635376,1635376,"LINESTRING (16.296032990165706 48.14627896509102, 16.296001033856506 48.146196469442174, 16.295796501412017 48.145953719856436, 16.295781741952048 48.145899263102265)",in Richtung,
EINBAHNOGD.1635377,1635377,"LINESTRING (16.295035781845993 48.14753198092602, 16.295008938564827 48.14748967508225, 16.294993008209154 48.14745475031267, 16.294946218608352 48.14727908327503, 16.29494402076704 48.1472698086257)",gegen Richtung,
EINBAHNOGD.1635378,1635378,"LINESTRING (16.310861519974754 48.1702532899775, 16.31077969248138 48.17026542637548, 16.310575827560857 48.17024929247192, 16.310546632411402 48.17024225958156, 16.310395612508835 48.16999132904771)",in Richtung,
EINBAHNOGD.1635379,1635379,"LINESTRING (16.324700918472203 48.15538641801147, 16.324094553432776 48.15432655738135)",gegen Richtung,
EINBAHNOGD.1635380,1635380,"LINESTRING (16.323351932754807 48.15450957422849, 16.324094553432776 48.15432655738135)",in Richtung,
