FID,OBJECTID,SHAPE,ADRESSE,BEZIRK,STRASSE,TYP,BEZEICHNUNG,WEBLINK1,SE_ANNO_CAD_DATA
PARKENVERKAUFOGD.676836,676836,POINT (16.403224799646686 48.26577229745328),"21., Br¸nner Straﬂe 64",21,Br¸nner Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676837,676837,POINT (16.275343135749253 48.19810044391417),"14., H¸tteldorfer Straﬂe 335",14,H¸tteldorfer Straﬂe,Lottokollektur,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676838,676838,POINT (16.303830904648915 48.18763487813855),"13., U-Bahn Station Hietzing ",13,U-Bahn Station Hietzing,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676839,676839,POINT (16.305874537648407 48.19555134032538),"14., Missindorfstraﬂe 17",14,Missindorfstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676840,676840,POINT (16.402911002432603 48.22427597780922),"2., Lassallestraﬂe 46",2,Lassallestraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676841,676841,POINT (16.376302646097535 48.219904028914264),"2., Leopoldsgasse 16",2,Leopoldsgasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676842,676842,POINT (16.365218874652513 48.232534295507485),"20., Romanogasse 17",20,Romanogasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676843,676843,POINT (16.326716748617986 48.16187251243687),"12., Andersengasse 32",12,Andersengasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676844,676844,POINT (16.321160177860467 48.19604626441754),"15., M‰rzstraﬂe 77",15,M‰rzstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676845,676845,POINT (16.321160177860467 48.19604626441754),"15., M‰rzstraﬂe 77",15,M‰rzstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676846,676846,POINT (16.31934181571106 48.15476250833236),"1300 Wien-Flughafen, Ausfahrt Straﬂe 1",1300,Ausfahrt Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676847,676847,POINT (16.307087597673387 48.219812458977636),"16., Sandleitengasse 41",16,Sandleitengasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676848,676848,POINT (16.279178693518993 48.16242053952533),"23., Speisinger Straﬂe 117",23,Speisinger Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676849,676849,POINT (16.330761621463466 48.21186809591083),"16., Neulerchenfelder Straﬂe 70",16,Neulerchenfelder Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676850,676850,POINT (16.465070649818145 48.22056497191454),"22., Zschokkegasse 91",22,Zschokkegasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676851,676851,POINT (16.327644865352358 48.22068471872777),"17., Rˆtzergasse 46",17,Rˆtzergasse,div. andere,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676852,676852,POINT (16.330761621463466 48.21186809591083),"16., Neulerchenfelder Straﬂe 70",16,Neulerchenfelder Straﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676868,676868,POINT (16.3217325405136 48.19068378164225),"15., Linzer Straﬂe 2A",15,Linzer Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676869,676869,POINT (16.38189354092712 48.227291879296544),"20., Nordwestbahnstraﬂe 2-4",20,Nordwestbahnstraﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676065,676065,POINT (16.326968479560083 48.17733685454612),"12., Ratschkygasse 20",12,Ratschkygasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676066,676066,POINT (16.334049059195742 48.204168061847255),"16., Gablenzgasse 16",16,Gablenzgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676067,676067,POINT (16.39054990093667 48.196697649765326),"3., Juchgasse 24",3,Juchgasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676068,676068,POINT (16.329081799314004 48.14088329587268),"23., Triester Straﬂe 285-287",23,Triester Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676069,676069,POINT (16.37340561164252 48.177087518364566),"10., Laxenburger Straﬂe 38",10,Laxenburger Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676070,676070,POINT (16.374023782952612 48.19954650478921),"4., Lothringerstraﬂe 4",4,Lothringerstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676071,676071,POINT (16.36307431714924 48.183959432979094),"5., Kliebergasse 7",5,Kliebergasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676072,676072,POINT (16.27776544082768 48.17468795997831),"13., Camillianergasse 40",13,Camillianergasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676073,676073,POINT (16.520239903077893 48.21464516771866),"22., Eﬂlinger Hauptstraﬂe 67",22,Eﬂlinger Hauptstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676074,676074,POINT (16.365438228934675 48.2272647075027),"9., Friedensbr¸cke/U-Bahn ",9,Friedensbr¸cke/U-Bahn,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676075,676075,POINT (16.373619397467717 48.17523430424598),"10., Laxenburger Straﬂe 71",10,Laxenburger Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676076,676076,POINT (16.413066516566126 48.1779238544908),"11., Kopalgasse 1",11,Kopalgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676077,676077,POINT (16.344496444142095 48.19073202733469),"6., Gumpendorfer Straﬂe 114A",6,Gumpendorfer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676078,676078,POINT (16.371342249369608 48.190745267020766),"4., Favoritenstraﬂe 40",4,Favoritenstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676079,676079,POINT (16.344496444142095 48.19073202733469),"6., Gumpendorfer Straﬂe 114A",6,Gumpendorfer Straﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676080,676080,POINT (16.373619397467717 48.17523430424598),"10., Laxenburger Straﬂe 71",10,Laxenburger Straﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676081,676081,POINT (16.440996384921533 48.2519262230845),"22., Anton-Sattler-Gasse 115",22,Anton-Sattler-Gasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676082,676082,POINT (16.403791805580532 48.2733716579999),"21., Trillergasse 4",21,Trillergasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676083,676083,POINT (16.361750652466437 48.165711214826224),"10., Raxstraﬂe 13/2",10,Raxstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676084,676084,POINT (16.313352882170726 48.21360849358221),"16., Ottakringer Straﬂe 184",16,Ottakringer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676085,676085,POINT (16.419983279999705 48.170371802864935),"11., Simmeringer Hauptstraﬂe 120A",11,Simmeringer Hauptstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676086,676086,POINT (16.368894921346364 48.23913363482297),"20., Adalbert-Stifter-Straﬂe 34",20,Adalbert-Stifter-Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676087,676087,POINT (16.340558679001425 48.20222807102659),"7., Kaiserstraﬂe 52",7,Kaiserstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676088,676088,POINT (16.373127676706606 48.2031896678864),"1., Schwarzenbergstraﬂe 4",1,Schwarzenbergstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676089,676089,POINT (16.340558679001425 48.20222807102659),"7., Kaiserstraﬂe 52",7,Kaiserstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676090,676090,POINT (16.32835378341117 48.186770122071415),"15., Sechshauser Straﬂe 55-57",15,Sechshauser Straﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676091,676091,POINT (16.367567468423186 48.19870705298559),"4., Wiedner Hauptstraﬂe 8-10",4,Wiedner Hauptstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676092,676092,POINT (16.36924653092213 48.17933584156462),"10., Hasengasse 23",10,Hasengasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676093,676093,POINT (16.295115550918602 48.14710010472702),"23., Levasseurgasse 8",23,Levasseurgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676094,676094,POINT (16.34946261734505 48.193194163939786),"6., Gumpendorfer Straﬂe 89",6,Gumpendorfer Straﬂe,div. andere,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676095,676095,POINT (16.371096079821758 48.22855201989422),"20., J‰gerstraﬂe 24",20,J‰gerstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676096,676096,POINT (16.283107773211867 48.197417111994085),"14., H¸tteldorfer Straﬂe 200",14,H¸tteldorfer Straﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676097,676097,POINT (16.366264416207127 48.23581202370215),"20., Wexstraﬂe 14",20,Wexstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676098,676098,POINT (16.420308297382178 48.27332755803989),"21., Ruthnergasse 56-60",21,Ruthnergasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676099,676099,POINT (16.322393317548737 48.19730402596113),"15., Meiselstraﬂe 3",15,Meiselstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676100,676100,POINT (16.322393317548737 48.19730402596113),"15., Meiselstraﬂe 3",15,Meiselstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676101,676101,POINT (16.433661432773903 48.2455714938973),"22., Attemsgasse 1",22,Attemsgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676102,676102,POINT (16.370786857966834 48.230065659860706),"20., J‰gerstraﬂe 29",20,J‰gerstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676103,676103,POINT (16.385541243761978 48.18855090511066),"3., Landstraﬂer G¸rtel 13",3,Landstraﬂer G¸rtel,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676104,676104,POINT (16.401570452662664 48.19858676328605),"3., R¸dengasse 12",3,R¸dengasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676105,676105,POINT (16.354512991520625 48.1853363688913),"5., Reinprechtsdorfer Straﬂe 36",5,Reinprechtsdorfer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676106,676106,POINT (16.37071544732337 48.17692162660584),"10., Pernerstorfergasse 60",10,Pernerstorfergasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676107,676107,POINT (16.365399600814623 48.16319906721305),"10., Sahulkastraﬂe 3",10,Sahulkastraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676108,676108,POINT (16.340587210824793 48.19626648351655),"7., Mariahilfer Straﬂe 126",7,Mariahilfer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676109,676109,POINT (16.407410052543504 48.1938513368095),"3., Markhofgasse 8",3,Markhofgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676110,676110,POINT (16.425923664641513 48.252616532412),"21., Donaufelder Straﬂe 135",21,Donaufelder Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676111,676111,POINT (16.349236849193645 48.185057316221275),"5., Arbeitergasse 31",5,Arbeitergasse,Lottokollektur,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676112,676112,POINT (16.39174845155497 48.14942648677832),"10., Alaudagasse 9",10,Alaudagasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676113,676113,POINT (16.38337355158884 48.20657624694605),"3., Landstraﬂer Hauptstraﬂe 1",3,Landstraﬂer Hauptstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676114,676114,POINT (16.407410052543504 48.1938513368095),"3., Markhofgasse 8",3,Markhofgasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676115,676115,POINT (16.377070292049783 48.181358409671965),"10., Landgutgasse 10",10,Landgutgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676116,676116,POINT (16.323289882616923 48.2107573022434),"16., Thaliastraﬂe 79",16,Thaliastraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676117,676117,POINT (16.408078335154027 48.19417926178589),"3., W¸rtzlerstraﬂe 20",3,W¸rtzlerstraﬂe,Lottokollektur,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676118,676118,POINT (16.33438474068061 48.24083594640883),"19., Krottenbachstraﬂe 66",19,Krottenbachstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676119,676119,POINT (16.360945159254367 48.220749689723796),"9., Porzellangasse 24",9,Porzellangasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676120,676120,POINT (16.44139863652143 48.26006776137526),"22., Alfred-Kubin-Platz 4",22,Alfred-Kubin-Platz,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676121,676121,POINT (16.41739729705112 48.16718025241427),"11., Albin Hirsch Platz 2",11,Albin Hirsch Platz,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676122,676122,POINT (16.322709660301918 48.18604799026106),"15., Sechshauser Straﬂe 95",15,Sechshauser Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676123,676123,POINT (16.355861776108487 48.1889455692709),"5., Ramperstorffergasse 51",5,Ramperstorffergasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676124,676124,POINT (16.391323011122637 48.269620839255985),"21., Prager Straﬂe 93-99",21,Prager Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676125,676125,POINT (16.4526887390592 48.26582386446547),"21., Julius-Ficker-Straﬂe 91",21,Julius-Ficker-Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676126,676126,POINT (16.283107773211867 48.197417111994085),"14., H¸tteldorfer Straﬂe 200",14,H¸tteldorfer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676127,676127,POINT (16.329565993039523 48.24160252950455),"19., Krottenbachstraﬂe 94-96",19,Krottenbachstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676128,676128,POINT (16.321790660213402 48.24295682209869),"19., Krottenbachstraﬂe 173",19,Krottenbachstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676129,676129,POINT (16.321790660213402 48.24295682209869),"19., Krottenbachstraﬂe 173",19,Krottenbachstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676130,676130,POINT (16.314800729003583 48.2122979258877),"16., Thaliastraﬂe 120-122",16,Thaliastraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676131,676131,POINT (16.299219314691083 48.18660161210648),"13., Hietzinger Hauptstraﬂe 28",13,Hietzinger Hauptstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676132,676132,POINT (16.36151054319677 48.18958639221539),"5., Mittersteig 23",5,Mittersteig,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676133,676133,POINT (16.384129953611428 48.28804906597134),"21., Ruﬂbergstraﬂe 6-8",21,Ruﬂbergstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676134,676134,POINT (16.35264012285709 48.18685956486978),"5., Reinprechtsdorfer Straﬂe 43",5,Reinprechtsdorfer Straﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676135,676135,POINT (16.380157335467622 48.21419519363293),"2., Taborstraﬂe 10",2,Taborstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676136,676136,POINT (16.33717977892357 48.20411447437958),"7., Burggasse 125",7,Burggasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676137,676137,POINT (16.365421030190046 48.18943059670089),"4., Wiedner Hauptstraﬂe 76",4,Wiedner Hauptstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676138,676138,POINT (16.385709418773136 48.14850447633276),"10., Franz-Koci-Straﬂe 17",10,Franz-Koci-Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
