FID,OBJECTID,SHAPE,NAME,HAUPTKATEGORIE,UNTERKATEGORIE,TYP,WEBLINK1,WEBLINK2,SE_ANNO_CAD_DATA
RELIGIONOGD.223689,223689,POINT (16.397786590916198 48.24512884794763),Islamisches Zentrum,Islamische Glaubensgemeinschaft in Österreich,Islamische Glaubensgemeinschaft in Österreich,Moschee,http://www.derislam.at/,,
RELIGIONOGD.223584,223584,POINT (16.419965905748448 48.234447479290836),St. Markus Kirche,Orientalisch-orthodoxe Kirchen in Österreich,Koptisch-orthodoxe Kirche in Österreich,Kirche/Kapelle,http://www.kopten.at,,
RELIGIONOGD.223658,223658,POINT (16.46830569854801 48.23496566985924),Kirche der Heiligen Jungfrau Maria,Orientalisch-orthodoxe Kirchen in Österreich,Koptisch-orthodoxe Kirche in Österreich,Kirche/Kapelle,http://www.kopten.at/,,
RELIGIONOGD.223672,223672,POINT (16.32964202705726 48.186422825758314),Heilandskirche,Altkatholische Kirche Österreichs,Altkatholische Kirche Österreichs,Kirche/Kapelle,,http://www.altkatholiken.at,
RELIGIONOGD.223648,223648,POINT (16.414058235295695 48.1744128591173),Christuskapelle,Altkatholische Kirche Österreichs,Altkatholische Kirche Österreichs,Kirche/Kapelle,wienost.altkatholisch.info/,http://www.altkatholiken.at,
RELIGIONOGD.223590,223590,POINT (16.371521683879568 48.211887001463545),St. Salvator,Altkatholische Kirche Österreichs,Altkatholische Kirche Österreichs,Kirche/Kapelle,stsalvator.altkatholisch.info/,http://www.altkatholiken.at,
RELIGIONOGD.223688,223688,POINT (16.375323256644904 48.23264782760613),Zum Guten Hirten,Altkatholische Kirche Österreichs,Altkatholische Kirche Österreichs,Kirche/Kapelle,members.aon.at/guter-hirte/,http://www.altkatholiken.at,
RELIGIONOGD.223649,223649,POINT (16.400637294458754 48.26452886667908),Evangelisch-methodistische Kirche Wien Floridsdorf,Evangelisch-methodistische Kirche in Österreich,Evangelisch-methodistische Kirche in Österreich (EmK),Kirche/Kapelle,emk.at/wien21,,
RELIGIONOGD.223650,223650,POINT (16.330190137688337 48.187572728694576),Evangelisch-methodistische Kirche Wien-Fünfhaus,Evangelisch-methodistische Kirche in Österreich,Evangelisch-methodistische Kirche in Österreich (EmK),Kirche/Kapelle,http://www.emk.at/wien15/,,
RELIGIONOGD.222615,222615,POINT (16.400997358110654 48.20422630576691),Büro des Kirchenvorstandes,Kirche Jesu Christi der Heiligen der Letzten Tage in Österreich,Kirche Jesu Christi der Heiligen der Letzten Tage (Mormonen) in Österreich,Verwaltung,http://www.presse-mormonen.at,,
RELIGIONOGD.223690,223690,POINT (16.401083424855685 48.20430527302519),Gemeinde Wien 2,Kirche Jesu Christi der Heiligen der Letzten Tage in Österreich,Kirche Jesu Christi der Heiligen der Letzten Tage (Mormonen) in Österreich,Kirche/Kapelle,http://www.presse-mormonen.at,,
RELIGIONOGD.222621,222621,POINT (16.482510650760073 48.29292319114695),Gemeinde Wien 5,Kirche Jesu Christi der Heiligen der Letzten Tage in Österreich,Kirche Jesu Christi der Heiligen der Letzten Tage (Mormonen) in Österreich,Kirche/Kapelle,http://www.presse-mormonen.at,,
RELIGIONOGD.222620,222620,POINT (16.349130146210687 48.24295496939824),Gemeinde Wien 1,Kirche Jesu Christi der Heiligen der Letzten Tage in Österreich,Kirche Jesu Christi der Heiligen der Letzten Tage (Mormonen) in Österreich,Kirche/Kapelle,http://www.presse-mormonen.at,,
RELIGIONOGD.222619,222619,POINT (16.306270181839597 48.15311001727591),Gemeinde Wien 3,Kirche Jesu Christi der Heiligen der Letzten Tage in Österreich,Kirche Jesu Christi der Heiligen der Letzten Tage (Mormonen) in Österreich,Kirche/Kapelle,http://www.presse-mormonen.at,,
RELIGIONOGD.222618,222618,POINT (16.35358341937916 48.21206097595441),Institut für Religion,Kirche Jesu Christi der Heiligen der Letzten Tage in Österreich,Kirche Jesu Christi der Heiligen der Letzten Tage (Mormonen) in Österreich,Ausbildung,http://www.presse-mormonen.at,,
RELIGIONOGD.222617,222617,POINT (16.401129822737705 48.204173553286346),Genealogische Forschungsstelle,Kirche Jesu Christi der Heiligen der Letzten Tage in Österreich,Kirche Jesu Christi der Heiligen der Letzten Tage (Mormonen) in Österreich,Verwaltung,http://www.presse-mormonen.at,,
RELIGIONOGD.222616,222616,POINT (16.40119799132773 48.204262108330276),Gemeinde Wien 4,Kirche Jesu Christi der Heiligen der Letzten Tage in Österreich,Kirche Jesu Christi der Heiligen der Letzten Tage (Mormonen) in Österreich,Kirche/Kapelle,http://www.presse-mormonen.at,,
RELIGIONOGD.223589,223589,POINT (16.38934904841544 48.21036977794852),Armenisch-apostolische Kirche,Armenisch-apostolische Kirche in Österreich,Armenisch-apostolische Kirche in Österreich,Kirche/Kapelle,http://www.armenia.at/,,
RELIGIONOGD.222610,222610,POINT (16.294280331153885 48.19133797882183),Dhammazentrum Nyanaponika,Österreichische Buddhistische Religionsgesellschaft,Österreichische Buddhistische Religionsgesellschaft,unbekannt,http://www.dhammazentrum.at/,http://www.buddhismus-austria.at,
RELIGIONOGD.223667,223667,POINT (16.330777670053745 48.21168058542566),Senkozan Stadtdojo Wien,Österreichische Buddhistische Religionsgesellschaft,Österreichische Buddhistische Religionsgesellschaft,unbekannt,http://www.senkobobuddhismus.at,http://www.buddhismus-austria.at,
RELIGIONOGD.223666,223666,POINT (16.25061828013254 48.20410919996179),Österreich Soka Gakkai International,Österreichische Buddhistische Religionsgesellschaft,Österreichische Buddhistische Religionsgesellschaft,unbekannt,http://www.oesgi.org,http://www.buddhismus-austria.at,
RELIGIONOGD.223665,223665,POINT (16.35821217115873 48.2185329190634),Dai Shin Zen-Zentrum Mishoan,Österreichische Buddhistische Religionsgesellschaft,Österreichische Buddhistische Religionsgesellschaft,unbekannt,http://www.mishoan.at,http://www.buddhismus-austria.at,
RELIGIONOGD.223664,223664,POINT (16.35468604384075 48.201844043952896),Shambhala Meditationszentrum,Österreichische Buddhistische Religionsgesellschaft,Österreichische Buddhistische Religionsgesellschaft,unbekannt,wien.shambhala.info/,http://www.buddhismus-austria.at,
RELIGIONOGD.223663,223663,POINT (16.381335460131492 48.21591396466408),Diamantwegsbuddhismus Wien,Österreichische Buddhistische Religionsgesellschaft,Österreichische Buddhistische Religionsgesellschaft,unbekannt,http://www.kkoe.at,http://www.buddhismus-austria.at,
RELIGIONOGD.223662,223662,POINT (16.331172666811586 48.18767453096432),Fo Guang Shan,Österreichische Buddhistische Religionsgesellschaft,Österreichische Buddhistische Religionsgesellschaft,unbekannt,http://www.fgs.org.tw,http://www.buddhismus-austria.at,
RELIGIONOGD.223657,223657,POINT (16.454788094891434 48.19118906991923),Friedenspagode - Nipponzan Myohoji,Österreichische Buddhistische Religionsgesellschaft,Österreichische Buddhistische Religionsgesellschaft,unbekannt,http://www.peacepagoda.net,http://www.buddhismus-austria.at,
RELIGIONOGD.223656,223656,POINT (16.376804801495183 48.21058727726295),Theravada Buddhistisches Zentrum Wien,Österreichische Buddhistische Religionsgesellschaft,Österreichische Buddhistische Religionsgesellschaft,unbekannt,http://www.theravada-buddhismus.at,http://www.buddhismus-austria.at,
RELIGIONOGD.223655,223655,POINT (16.36441087942418 48.221305494261095),Panchen Losang Chogyen Gelug  Zentrum,Österreichische Buddhistische Religionsgesellschaft,Österreichische Buddhistische Religionsgesellschaft,unbekannt,http://www.fpmt-plc.at,http://www.buddhismus-austria.at,
RELIGIONOGD.223654,223654,POINT (16.376779745077197 48.21052044168216),Dzogchen Gemeinschaft,Österreichische Buddhistische Religionsgesellschaft,Österreichische Buddhistische Religionsgesellschaft,unbekannt,http://www.dzogchen.at,http://www.buddhismus-austria.at,
RELIGIONOGD.223653,223653,POINT (16.376693320689863 48.21052677917834),Karma Kagyü Sangha,Österreichische Buddhistische Religionsgesellschaft,Österreichische Buddhistische Religionsgesellschaft,unbekannt,http://www.karma-kagyu.at,http://www.buddhismus-austria.at,
RELIGIONOGD.223586,223586,POINT (16.37686213029364 48.21051076099359),Drikung Kagyud Orden,Österreichische Buddhistische Religionsgesellschaft,Österreichische Buddhistische Religionsgesellschaft,unbekannt,http://www.drikung-orden.at,http://www.buddhismus-austria.at,
RELIGIONOGD.223583,223583,POINT (16.376726218343038 48.21059672454138),Bodhidharma Zendo,Österreichische Buddhistische Religionsgesellschaft,Österreichische Buddhistische Religionsgesellschaft,unbekannt,http://www.bodhidharmazendo.net,http://www.buddhismus-austria.at,
RELIGIONOGD.223668,223668,POINT (16.455181086036674 48.19080983265009),Friedens-Stupa Institut Pyung Hwa Sa Friedensverein Buddhistischer Tempel,Österreichische Buddhistische Religionsgesellschaft,Österreichische Buddhistische Religionsgesellschaft,unbekannt,http://www.stupa.at,http://www.buddhismus-austria.at,
RELIGIONOGD.222611,222611,POINT (16.351804708715868 48.186579131074275),Wat Thai,Österreichische Buddhistische Religionsgesellschaft,Österreichische Buddhistische Religionsgesellschaft,unbekannt,,http://www.buddhismus-austria.at,
RELIGIONOGD.222612,222612,POINT (16.35473018991082 48.18794649096752),Shaolin Kultur Verein,Österreichische Buddhistische Religionsgesellschaft,Österreichische Buddhistische Religionsgesellschaft,unbekannt,http://www.shaolinkultur.at,http://www.buddhismus-austria.at,
RELIGIONOGD.222613,222613,POINT (16.37670226797904 48.188018869796835),Ligmincha Österreich,Österreichische Buddhistische Religionsgesellschaft,Österreichische Buddhistische Religionsgesellschaft,unbekannt,http://www.ligmincha.at,http://www.buddhismus-austria.at,
RELIGIONOGD.222614,222614,POINT (16.37727612088347 48.21597354543849),Karma Samphel Ling,Österreichische Buddhistische Religionsgesellschaft,Österreichische Buddhistische Religionsgesellschaft,unbekannt,http://www.karma-samphel-ling.at/home/,http://www.buddhismus-austria.at,
RELIGIONOGD.222622,222622,POINT (16.376788310435664 48.210554268268325),Österreichische Buddhistische Religionsgemeinschaft,Österreichische Buddhistische Religionsgesellschaft,Österreichische Buddhistische Religionsgesellschaft,unbekannt,http://www.buddhismus-austria.at,http://www.buddhismus-austria.at,
RELIGIONOGD.222623,222623,POINT (16.351833939013805 48.2024858631248),Yun Hwa Dharma Wien Lotus Sangha,Österreichische Buddhistische Religionsgesellschaft,Österreichische Buddhistische Religionsgesellschaft,unbekannt,http://www.lotussangha.org,http://www.buddhismus-austria.at,
RELIGIONOGD.223669,223669,POINT (16.433453663360634 48.15178570414761),Stupa am Zentralfriedhof,Österreichische Buddhistische Religionsgesellschaft,Österreichische Buddhistische Religionsgesellschaft,unbekannt,,http://www.buddhismus-austria.at,
RELIGIONOGD.223661,223661,POINT (16.283520479611067 48.1765493862141),Syrisch-orthodoxe Kirche St. Ephrem,Syrisch-Orthodoxe Kirche in Österreich,Syrisch-orthodoxe Kirche in Österreich,Kirche/Kapelle,,,
RELIGIONOGD.223673,223673,POINT (16.36935308827205 48.16987449493644),Königreichssaal,Jehovas Zeugen,Jehovas Zeugen,Königreichssaal,http://www.jehovas-zeugen.at,,
RELIGIONOGD.223674,223674,POINT (16.393755924300287 48.153941442645745),Königreichssaal,Jehovas Zeugen,Jehovas Zeugen,Königreichssaal,http://www.jehovas-zeugen.at,,
RELIGIONOGD.223675,223675,POINT (16.41578147282861 48.17400907236495),Königreichssaal,Jehovas Zeugen,Jehovas Zeugen,Königreichssaal,http://www.jehovas-zeugen.at,,
RELIGIONOGD.223676,223676,POINT (16.329235021265703 48.178091340543226),Königreichssaal,Jehovas Zeugen,Jehovas Zeugen,Königreichssaal,http://www.jehovas-zeugen.at,,
RELIGIONOGD.223677,223677,POINT (16.327091521152703 48.161857838303504),Königreichssaal,Jehovas Zeugen,Jehovas Zeugen,Königreichssaal,http://www.jehovas-zeugen.at,,
RELIGIONOGD.223678,223678,POINT (16.28835104891346 48.17416329974681),Sitz von Jehovas Zeugen in Österreich,Jehovas Zeugen,Jehovas Zeugen,Verwaltung,http://www.jehovas-zeugen.at,,
RELIGIONOGD.223679,223679,POINT (16.31393738247031 48.199901877818135),Königreichssaal,Jehovas Zeugen,Jehovas Zeugen,Königreichssaal,http://www.jehovas-zeugen.at,,
RELIGIONOGD.223680,223680,POINT (16.320638511319224 48.18986571983154),Königreichssaal,Jehovas Zeugen,Jehovas Zeugen,Königreichssaal,http://www.jehovas-zeugen.at,,
RELIGIONOGD.223681,223681,POINT (16.32026209579675 48.20987860797399),Königreichssaal,Jehovas Zeugen,Jehovas Zeugen,Königreichssaal,http://www.jehovas-zeugen.at,,
RELIGIONOGD.223682,223682,POINT (16.32363861224472 48.218654948946494),Königreichssaal,Jehovas Zeugen,Jehovas Zeugen,Königreichssaal,http://www.jehovas-zeugen.at,,
RELIGIONOGD.223683,223683,POINT (16.376506906666442 48.230290416687225),Königreichssaal,Jehovas Zeugen,Jehovas Zeugen,Königreichssaal,http://www.jehovas-zeugen.at,,
RELIGIONOGD.223684,223684,POINT (16.36787737611348 48.27984007093331),Königreichssaal,Jehovas Zeugen,Jehovas Zeugen,Königreichssaal,http://www.jehovas-zeugen.at,,
RELIGIONOGD.223685,223685,POINT (16.447077383931752 48.28697802066409),Königreichssaal,Jehovas Zeugen,Jehovas Zeugen,Königreichssaal,http://www.jehovas-zeugen.at,,
RELIGIONOGD.223686,223686,POINT (16.48596065968375 48.22730373319688),Königreichssaal,Jehovas Zeugen,Jehovas Zeugen,Königreichssaal,http://www.jehovas-zeugen.at,,
RELIGIONOGD.223687,223687,POINT (16.45027019215731 48.236877457350374),Königreichssaal,Jehovas Zeugen,Jehovas Zeugen,Königreichssaal,http://www.jehovas-zeugen.at,,
RELIGIONOGD.223580,223580,POINT (16.374414061820303 48.21958731769288),Königreichssaal,Jehovas Zeugen,Jehovas Zeugen,Königreichssaal,http://www.jehovas-zeugen.at,,
RELIGIONOGD.223581,223581,POINT (16.402990873232607 48.22019222936539),Königreichssaal,Jehovas Zeugen,Jehovas Zeugen,Königreichssaal,http://www.jehovas-zeugen.at,,
RELIGIONOGD.223585,223585,POINT (16.39619291330924 48.204541686178864),Königreichssaal,Jehovas Zeugen,Jehovas Zeugen,Königreichssaal,http://www.jehovas-zeugen.at,,
RELIGIONOGD.223635,223635,POINT (16.35966862290324 48.2000983050322),Königreichssaal,Jehovas Zeugen,Jehovas Zeugen,Königreichssaal,http://www.jehovas-zeugen.at,,
RELIGIONOGD.223636,223636,POINT (16.355450871705962 48.22984090108601),Königreichssaal,Jehovas Zeugen,Jehovas Zeugen,Königreichssaal,http://www.jehovas-zeugen.at,,
