FID,OBJECTID,SHAPE,BEZEICHNUNG,WL_NUMMER,SE_ANNO_CAD_DATA
HALTESTELLEWLOGD.1561,1561,POINT (16.29197151172426 48.162264345442466),Atzgersdorfer Str/Wundtgasse,1661,
HALTESTELLEWLOGD.1562,1562,POINT (16.529370421726302 48.21279395696037),Seefeldergasse,1662,
HALTESTELLEWLOGD.1563,1563,POINT (16.45615076795729 48.204824040261556),Otto-Weber-Gasse,1663,
HALTESTELLEWLOGD.1564,1564,POINT (16.317211449514136 48.20652411793284),Possingergasse/Gablenzgasse,1664,
HALTESTELLEWLOGD.1565,1565,POINT (16.31896143115038 48.19932415124064),H¸tteldorfer Straﬂe/Johnstraﬂe,1665,
HALTESTELLEWLOGD.1566,1566,POINT (16.37369122300584 48.242083913811825),Lorenz-M¸ller-Gasse,1666,
HALTESTELLEWLOGD.1567,1567,POINT (16.36999123142676 48.23513394937083),J‰gerstraﬂe,1667,
HALTESTELLEWLOGD.1568,1568,POINT (16.39476112620977 48.24642387947799),Neue Donau,1668,
HALTESTELLEWLOGD.1569,1569,POINT (16.455310702959576 48.15475427912347),Pantucekgasse/Widholzgasse,1669,
HALTESTELLEWLOGD.1570,1570,POINT (16.45936068364932 48.15510427562429),Leberberg,1670,
HALTESTELLEWLOGD.1571,1571,POINT (16.466220649424496 48.15414427580837),Svetelskystraﬂe,1671,
HALTESTELLEWLOGD.1572,1572,POINT (16.451140864266556 48.256623796716646),Franz-Eduard-Matras-Gasse,1672,
HALTESTELLEWLOGD.1573,1573,POINT (16.45406084850347 48.25567379946511),Theodor-Kramer-Straﬂe,1673,
HALTESTELLEWLOGD.1574,1574,POINT (16.456650835109595 48.254893801344934),Hochmuthgasse,1674,
HALTESTELLEWLOGD.1575,1575,POINT (16.470760773837508 48.26040376604573),Rautenweg/Hermann-Gebauer-Str,1675,
HALTESTELLEWLOGD.1576,1576,POINT (16.474520765227336 48.26734373049632),Hermann-Gebauer-Straﬂe,1676,
HALTESTELLEWLOGD.1577,1577,POINT (16.314001403758247 48.16254433026101),Edmund-Reim-Gasse,1677,
HALTESTELLEWLOGD.1578,1578,POINT (16.3188713807334 48.16315432444875),Rothenburgstraﬂe,1678,
HALTESTELLEWLOGD.1579,1579,POINT (16.30472145731375 48.16784431015472),Hetzendorfer Straﬂe,1679,
HALTESTELLEWLOGD.1580,1580,POINT (16.480680700610435 48.24288384398748),Badeteich Hirschstetten,1680,
HALTESTELLEWLOGD.1581,1581,POINT (16.47902070232087 48.23811386718571),Kolletschkagasse,1681,
HALTESTELLEWLOGD.1582,1582,POINT (16.319141465270786 48.224474031207954),Hernalser Friedhof,1682,
HALTESTELLEWLOGD.1583,1583,POINT (16.341481283829985 48.17210426763033),Kastanienallee,1683,
HALTESTELLEWLOGD.1584,1584,POINT (16.44889087907851 48.25907378587536),Panethgasse/Sebaldgasse,1687,
HALTESTELLEWLOGD.1585,1585,POINT (16.496320678302386 48.28219364701219),Weingartenallee,1688,
HALTESTELLEWLOGD.1586,1586,POINT (16.49912066970931 48.285403629649174),Sportpark S¸ﬂenbrunn,1689,
HALTESTELLEWLOGD.1587,1587,POINT (16.432340964353262 48.26276377826769),Kefedergrundgasse,1690,
HALTESTELLEWLOGD.1588,1588,POINT (16.30026153516464 48.208234120543864),Flˆtzersteig/Wilhelminenspital,1691,
HALTESTELLEWLOGD.1589,1589,POINT (16.48062059980931 48.168724197594784),Neu-Albern,1692,
HALTESTELLEWLOGD.1590,1590,POINT (16.386221155717045 48.23762392673951),Allerheiligenplatz,1693,
HALTESTELLEWLOGD.1591,1591,POINT (16.396031046031084 48.192794134411784),Klimschgasse,1694,
HALTESTELLEWLOGD.1592,1592,POINT (16.267961596505764 48.139074471196544),Breitenfurter Str/Liesingbr,1695,
HALTESTELLEWLOGD.1593,1593,POINT (16.274181641763764 48.19323420806015),Hackinger Straﬂe,1696,
HALTESTELLEWLOGD.1594,1594,POINT (16.42447102701872 48.2797037024472),Carabelligasse/Ruthnergasse,1697,
HALTESTELLEWLOGD.1595,1595,POINT (16.398711032913443 48.192834133026714),Petrusgasse,1698,
HALTESTELLEWLOGD.1596,1596,POINT (16.45589069528579 48.15063429873037),Leberweg,1699,
HALTESTELLEWLOGD.1597,1597,POINT (16.467910774218243 48.25048381557798),Gewerbepark Stadlau Nord,1700,
HALTESTELLEWLOGD.1598,1598,POINT (16.461320797308623 48.24393385097063),Gewerbepark Stadlau S¸d,1701,
HALTESTELLEWLOGD.1599,1599,POINT (16.36558127608522 48.25165387301651),Boschstraﬂe/Halteraugasse,1702,
HALTESTELLEWLOGD.1600,1600,POINT (16.369601256121612 48.25170387007401),Amtshaus Muthgasse,1703,
HALTESTELLEWLOGD.1601,1601,POINT (16.3815011787114 48.23775392905856),Pasettistraﬂe,1704,
HALTESTELLEWLOGD.1602,1602,POINT (16.385701164341533 48.24211390572621),Handelskai,1705,
HALTESTELLEWLOGD.1603,1603,POINT (16.23830174006626 48.13798449469906),Kalksburg Lodererweg,1706,
HALTESTELLEWLOGD.1604,1604,POINT (16.281071595468838 48.18417424728162),Rossinigasse,1707,
HALTESTELLEWLOGD.1605,1605,POINT (16.526330429985595 48.20823398051321),M¸hlh‰ufelgasse,1708,
HALTESTELLEWLOGD.1606,1606,POINT (16.517780475970294 48.21125397127238),Viktor-Wittner-Gasse,1709,
HALTESTELLEWLOGD.1607,1607,POINT (16.51655046961963 48.202184015976094),Kaposigasse,1710,
HALTESTELLEWLOGD.1608,1608,POINT (16.516290486557445 48.21351396159971),Kahlergasse,1711,
HALTESTELLEWLOGD.1609,1609,POINT (16.314601455688027 48.201184145541355),Schanzstraﬂe/Akkonplatz,1713,
HALTESTELLEWLOGD.1610,1610,POINT (16.360991186170573 48.1706242622809),Holbeingasse,1714,
HALTESTELLEWLOGD.1611,1611,POINT (16.35703120597786 48.17117426197639),Starhemberg-Kaserne,1715,
HALTESTELLEWLOGD.1612,1612,POINT (16.45916083696102 48.26483375217261),Niedermoserstraﬂe,1716,
HALTESTELLEWLOGD.1613,1613,POINT (16.32903134995555 48.175964256751804),Spittelbreitengasse,1718,
HALTESTELLEWLOGD.1614,1614,POINT (16.32335139452683 48.188794198910585),Siebeneichengasse,1719,
HALTESTELLEWLOGD.1615,1615,POINT (16.392350990071606 48.13950439135965),Grund‰ckergasse,1721,
HALTESTELLEWLOGD.1616,1616,POINT (16.352711188493526 48.143274398011584),Ernanigasse,1722,
HALTESTELLEWLOGD.1617,1617,POINT (16.3418512422244 48.14343440419995),Seligmanngasse,1723,
HALTESTELLEWLOGD.1618,1618,POINT (16.52803043270601 48.21572394399044),Simonsgasse,1724,
HALTESTELLEWLOGD.1619,1619,POINT (16.338711319104295 48.188524190396585),Sechshauser G¸rtel,1725,
HALTESTELLEWLOGD.1620,1620,POINT (16.319731389355116 48.17225428023713),Edelsinnstraﬂe/Schwenkgasse,1726,
HALTESTELLEWLOGD.1621,1621,POINT (16.308731384453836 48.12995448877015),Basler Gasse,1727,
HALTESTELLEWLOGD.1622,1622,POINT (16.39714104953975 48.19909410437759),Hainburger Straﬂe,1728,
HALTESTELLEWLOGD.1623,1623,POINT (16.28149160313691 48.19167421128032),Mantlergasse,1729,
HALTESTELLEWLOGD.1624,1624,POINT (16.32240132942613 48.13790444236343),Zouvalgasse,1730,
HALTESTELLEWLOGD.1625,1625,POINT (16.40951103789932 48.234713926963316),Donau-City Nord,1731,
HALTESTELLEWLOGD.1626,1626,POINT (16.403121078754886 48.241263899398),Verbindungsweg,1732,
HALTESTELLEWLOGD.1627,1627,POINT (16.40879105110894 48.24199389198532),Donauturm,1733,
HALTESTELLEWLOGD.1628,1628,POINT (16.259011727575924 48.20182417685886),Satzberggasse,1734,
HALTESTELLEWLOGD.1629,1629,POINT (16.43009095374016 48.24657385762247),Tokiostraﬂe,1735,
HALTESTELLEWLOGD.1630,1630,POINT (16.42998095681548 48.248333849158485),Arakawastraﬂe,1736,
HALTESTELLEWLOGD.1631,1631,POINT (16.431550956645463 48.25375382169078),Veterin‰rmed. Universit‰t,1737,
HALTESTELLEWLOGD.1632,1632,POINT (16.434690946923002 48.2583737977358),Satzingerweg,1738,
HALTESTELLEWLOGD.1633,1633,POINT (16.468830771053874 48.25159380913408),Zwerch‰ckerweg,1739,
HALTESTELLEWLOGD.1634,1634,POINT (16.35194123644309 48.175584243868165),Martin-Luther-King-Park,1740,
HALTESTELLEWLOGD.1635,1635,POINT (16.36711111655432 48.14217439446021),S¸drandstraﬂe/Heizwerkstraﬂe,1741,
HALTESTELLEWLOGD.1636,1636,POINT (16.363701128452963 48.13857441386064),Halban-Kurz-Straﬂe,1742,
HALTESTELLEWLOGD.1637,1637,POINT (16.227781898662585 48.21490413422968),Ferdinand-Frey-Weg,1743,
HALTESTELLEWLOGD.1638,1638,POINT (16.426831054692347 48.30833356500387),Rendezvousberg,1744,
HALTESTELLEWLOGD.1639,1639,POINT (16.382561143114064 48.21589403304545),Johannes-von-Gott-Platz,1745,
HALTESTELLEWLOGD.1640,1640,POINT (16.488410632405582 48.22027394716234),Soldanellenweg,1746,
HALTESTELLEWLOGD.1641,1641,POINT (16.417710929229553 48.18528415703703),Gasometer,1749,
HALTESTELLEWLOGD.1642,1642,POINT (16.459450803108254 48.24112386491719),Hirschstettner Str/Gewerbepark,1751,
HALTESTELLEWLOGD.1643,1643,POINT (16.499900618947606 48.251423791015014),Breitenlee Schule,1752,
HALTESTELLEWLOGD.1644,1644,POINT (16.363381151228978 48.154084339752835),Franz-Schreker-Gasse,1753,
HALTESTELLEWLOGD.1645,1645,POINT (16.473690766534617 48.26568373956708),Rudolf-Hausner-Gasse,1754,
HALTESTELLEWLOGD.1646,1646,POINT (16.37849110067243 48.17025425290682),Antonsplatz,1755,
HALTESTELLEWLOGD.1647,1647,POINT (16.421610888552742 48.169334231198555),Simmering/Kaiserebersd Str,1756,
HALTESTELLEWLOGD.1648,1648,POINT (16.41431093188501 48.17477420983403),Gottschalkgasse/Enkplatz,1757,
HALTESTELLEWLOGD.1649,1649,POINT (16.277891656891963 48.21690409278395),Savoyenstraﬂe/Koenig-Promenade,1758,
HALTESTELLEWLOGD.1650,1650,POINT (16.309911493397436 48.21266409319428),Stillfriedplatz,1759,
HALTESTELLEWLOGD.1651,1651,POINT (16.346311252150755 48.16647429149674),Hertha-Firnberg-Straﬂe,1760,
HALTESTELLEWLOGD.1652,1652,POINT (16.344681262138725 48.167864285906),Maria-Kuhn-Gasse,1761,
HALTESTELLEWLOGD.1653,1653,POINT (16.433050937875056 48.24531386122567),Albert-Schultz-Halle,1762,
HALTESTELLEWLOGD.1654,1654,POINT (16.305981530200064 48.22445403985806),Steinm¸llergasse,1763,
HALTESTELLEWLOGD.1655,1655,POINT (16.302701546408894 48.224694040223355),Umlauftgasse,1764,
HALTESTELLEWLOGD.1656,1656,POINT (16.299061563611378 48.22426404520788),Rosenackerstraﬂe,1765,
HALTESTELLEWLOGD.1657,1657,POINT (16.293381590953373 48.22406404927967),Jenschikweg,1766,
HALTESTELLEWLOGD.1658,1658,POINT (16.298711565226082 48.22411404590546),Spinozagasse,1767,
HALTESTELLEWLOGD.1659,1659,POINT (16.302511544962062 48.223544045854304),Karl-Metschl-Gasse,1768,
HALTESTELLEWLOGD.1660,1660,POINT (16.41278096194948 48.19190412831736),Nottendorfer Gasse,1769,
HALTESTELLEWLOGD.1661,1661,POINT (16.41372095237219 48.1876141485005),Franzosengraben,1770,
HALTESTELLEWLOGD.1662,1662,POINT (16.415281067088443 48.276663722483136),Skraupstraﬂe/Justgasse,1772,
HALTESTELLEWLOGD.1663,1663,POINT (16.493000641372895 48.24335383352776),Lackenjˆchelgasse,1773,
HALTESTELLEWLOGD.1664,1664,POINT (16.49906062726649 48.25451377741978),Ginsterweg,1774,
HALTESTELLEWLOGD.1665,1665,POINT (16.362731125393857 48.13305444069512),Richard-Tauber-Gasse,1775,
HALTESTELLEWLOGD.1666,1666,POINT (16.50160061196187 48.252243786076825),Breitenlee Schule/Schukowitzg,1776,
HALTESTELLEWLOGD.1667,1667,POINT (16.39250120237831 48.293733655372016),M¸hlweg,1777,
HALTESTELLEWLOGD.1668,1668,POINT (16.38609101020506 48.13225442998492),Radnitzkygasse,1779,
HALTESTELLEWLOGD.1669,1669,POINT (16.46565064116233 48.14640431338447),Kaiserebersdorf,1780,
HALTESTELLEWLOGD.1670,1670,POINT (16.367521128077506 48.15217434652079),Undsetgasse,1781,
HALTESTELLEWLOGD.1671,1671,POINT (16.272301612319268 48.16569434109295),Haus Fˆhrenhof,1782,
HALTESTELLEWLOGD.1672,1672,POINT (16.415140941856595 48.185434158418516),Modecenterstraﬂe,1784,
HALTESTELLEWLOGD.1673,1673,POINT (16.46418078709504 48.24649383619894),Gewerbepark Stadlau Mitte,1786,
HALTESTELLEWLOGD.1674,1674,POINT (16.386501057063175 48.16770426004866),Absbergbr¸cke,1787,
HALTESTELLEWLOGD.1675,1675,POINT (16.481840656353352 48.214343979106744),Aspern Sportplatz,1788,
HALTESTELLEWLOGD.1676,1676,POINT (16.265511694774204 48.20068417866203),Linzer Straﬂe/Flˆtzersteig,1789,
HALTESTELLEWLOGD.1677,1677,POINT (16.263991702133993 48.20087417848635),Linzer Straﬂe/Bahnhofstraﬂe,1790,
HALTESTELLEWLOGD.1678,1678,POINT (16.39954095472678 48.13994438428113),Friedhofstraﬂe,1791,
HALTESTELLEWLOGD.1679,1679,POINT (16.399120952938304 48.13681440029955),Untere Kaistraﬂe,1792,
HALTESTELLEWLOGD.1680,1680,POINT (16.397860969951115 48.144904362233476),Franz-Koci-Straﬂe,1793,
HALTESTELLEWLOGD.1681,1681,POINT (16.35821124978535 48.206484092710426),Schmerlingplatz,1794,
HALTESTELLEWLOGD.1682,1682,POINT (16.376981146544747 48.19856411872238),Am Heumarkt,1795,
HALTESTELLEWLOGD.1683,1683,POINT (16.26591172108812 48.22116408070074),Jubil‰umswarte,1796,
HALTESTELLEWLOGD.1684,1684,POINT (16.422600974967814 48.23552391446919),Hotel NH Danube City,1797,
HALTESTELLEWLOGD.1685,1685,POINT (16.46655070576321 48.19595407573846),Primavesigasse,1798,
HALTESTELLEWLOGD.1686,1686,POINT (16.31182141398469 48.16199433368754),Stachegasse,1799,
HALTESTELLEWLOGD.1687,1687,POINT (16.299171623030578 48.26778383704302),Hˆhenstraﬂe/Rohrerwiese,1800,
HALTESTELLEWLOGD.1688,1688,POINT (16.317921404604824 48.17610426283009),Stranitzkygasse,1801,
HALTESTELLEWLOGD.1689,1689,POINT (16.39615113786597 48.259363817267264),Gloria-Theater,1802,
HALTESTELLEWLOGD.1690,1690,POINT (16.406680937319514 48.15185432381757),Kurpark Nordosteingang,1803,
HALTESTELLEWLOGD.1691,1691,POINT (16.405270945621275 48.152764319730544),Hederichgasse,1804,
HALTESTELLEWLOGD.1692,1692,POINT (16.40297095608246 48.15248432295325),Burgenlandgasse,1805,
HALTESTELLEWLOGD.1693,1693,POINT (16.287971635220902 48.23681399182425),Neuwaldegger Straﬂe,1806,
HALTESTELLEWLOGD.1694,1694,POINT (16.502590587873897 48.238663850805615),Kieslerweg,1808,
HALTESTELLEWLOGD.1695,1695,POINT (16.501840594500027 48.240253842938024),Fuchsenzeile,1809,
HALTESTELLEWLOGD.1696,1696,POINT (16.477060730950985 48.251223806527804),S¸ﬂenbr Str/Breitenleer Str,1810,
HALTESTELLEWLOGD.1697,1697,POINT (16.359391234100826 48.19929412674122),Laimgrubengasse,1812,
HALTESTELLEWLOGD.1698,1698,POINT (16.376771150109086 48.20028411138641),Akademietheater,1813,
HALTESTELLEWLOGD.1699,1699,POINT (16.51157049978705 48.20626399940584),Im Gestockert,1814,
HALTESTELLEWLOGD.1700,1700,POINT (16.313241535504574 48.25376389568619),ƒhrengrubenweg,1815,
HALTESTELLEWLOGD.1701,1701,POINT (16.344601263860973 48.1688542811906),Carl-Appel-Straﬂe,1816,
HALTESTELLEWLOGD.1702,1702,POINT (16.380911061882582 48.15124434277332),Brantinggasse,1817,
HALTESTELLEWLOGD.1703,1703,POINT (16.380011069381954 48.15385433082447),Pichelmayergasse,1818,
HALTESTELLEWLOGD.1704,1704,POINT (16.376521090228234 48.15641432012099),Saligergasse/Kindergarten,1819,
HALTESTELLEWLOGD.1705,1705,POINT (16.380961069350484 48.156594317067395),Saligergasse,1820,
HALTESTELLEWLOGD.1706,1706,POINT (16.258141771748896 48.23057404071132),Schottenhof,1821,
HALTESTELLEWLOGD.1707,1707,POINT (16.269161727940855 48.23772399918622),Hanslteich,1822,
HALTESTELLEWLOGD.1708,1708,POINT (16.445540744646777 48.149734309398795),Zentralfriedh Kindergr‰ber,1823,
HALTESTELLEWLOGD.1710,1710,POINT (16.243291835752284 48.22434407937416),Haidersberggasse,1825,
HALTESTELLEWLOGD.1711,1711,POINT (16.230431886211566 48.21545412934698),Korngoldgasse,1826,
HALTESTELLEWLOGD.1713,1713,POINT (16.428670829702103 48.15152431116299),Zentralfriedhof Tor 11,1828,
HALTESTELLEWLOGD.1714,1714,POINT (16.44241075841791 48.149264313707256),Zentralfriedh Mahnmal 1938/45,1829,
HALTESTELLEWLOGD.1715,1715,POINT (16.441120764288964 48.1481343200914),Zentralfriedh Friedh-G‰rtnerei,1830,
HALTESTELLEWLOGD.1716,1716,POINT (16.443620750269805 48.14688432405252),Zentralfriedh Halle3/Gr 40,1831,
HALTESTELLEWLOGD.1717,1717,POINT (16.447350730369195 48.14572432751126),Zentralfriedh Gruppe 121,1832,
HALTESTELLEWLOGD.1718,1718,POINT (16.45031071555442 48.14614432396712),Zentralfriedh Gruppe 152,1833,
HALTESTELLEWLOGD.1719,1719,POINT (16.4497307153868 48.14375433558738),Zentralfriedh Gruppe 147,1834,
HALTESTELLEWLOGD.1720,1720,POINT (16.446730728294003 48.14269434224424),Zentralfriedh Gruppe 142,1835,
HALTESTELLEWLOGD.1721,1721,POINT (16.44480074104657 48.14496433273505),Zentralfriedh Gruppe 66,1836,
HALTESTELLEWLOGD.1722,1722,POINT (16.442380750534124 48.14334434153161),Zentralfriedh Gruppe 84,1837,
HALTESTELLEWLOGD.1723,1723,POINT (16.439770765372145 48.1443443391104),Zentralfriedh Tor 9/Gruppe 82,1838,
HALTESTELLEWLOGD.1724,1724,POINT (16.43727077940813 48.14554433478797),Zentralfriedh Kriegsgr‰ber,1839,
HALTESTELLEWLOGD.1725,1725,POINT (16.434340794720462 48.146924329946785),Zentralfriedh Kriegsgr 1.WK,1840,
HALTESTELLEWLOGD.1726,1726,POINT (16.430370817546727 48.148944322916996),Zentralfriedh Gruppe 78,1841,
HALTESTELLEWLOGD.1727,1727,POINT (16.432180811051275 48.150494314507135),Zentralfriedh Gruppe 74,1842,
HALTESTELLEWLOGD.1728,1728,POINT (16.434460802235673 48.152514302722565),Zentralfriedh Gruppe 47,1843,
HALTESTELLEWLOGD.1729,1729,POINT (16.43739079170613 48.15518428865606),Zentralfriedh Gruppe 11,1844,
HALTESTELLEWLOGD.1731,1731,POINT (16.308761468009852 48.18955420420007),Phillipsgasse,1846,
HALTESTELLEWLOGD.1732,1732,POINT (16.2951115375406 48.19224420007419),Weinzierlgasse,1847,
HALTESTELLEWLOGD.1733,1733,POINT (16.39381109366091 48.21961400835066),Praterstern/Lassallestraﬂe,1848,
HALTESTELLEWLOGD.1734,1734,POINT (16.35364130808398 48.23234397254857),Dˆblinger G¸rtel/Nuﬂdorfer Str,1849,
HALTESTELLEWLOGD.1735,1735,POINT (16.315101401875783 48.16451431980147),Breitenft Str/Hetzendorfer Str,1850,
HALTESTELLEWLOGD.1736,1736,POINT (16.42285102066619 48.26982375046046),Franz-Sebek-Straﬂe,1851,
HALTESTELLEWLOGD.1737,1737,POINT (16.315691401298196 48.166594309596924),Hetzendorf S/Altmannsd Str,1852,
HALTESTELLEWLOGD.1738,1738,POINT (16.29373155365394 48.19874416960762),Hanusch-Krankenhaus,1853,
HALTESTELLEWLOGD.1739,1739,POINT (16.475360622713534 48.16736420703104),Zinnergasse/Kaserne,1854,
HALTESTELLEWLOGD.1740,1740,POINT (16.233141860977526 48.206234172452),Wienfluﬂaufsicht,1855,
HALTESTELLEWLOGD.1741,1741,POINT (16.45699087320635 48.283683663530645),Iselgasse/Illgasse,1856,
HALTESTELLEWLOGD.1742,1742,POINT (16.329961323409492 48.16052432980956),Am Schˆpfwerk/Eibesbrunnerg,1857,
HALTESTELLEWLOGD.1743,1743,POINT (16.45161087022854 48.26270376747388),Aderklaaer Straﬂe,1858,
HALTESTELLEWLOGD.1744,1744,POINT (16.447830900308585 48.27064373128842),Groﬂfeldsiedlung,1859,
HALTESTELLEWLOGD.1745,1745,POINT (16.44945087412094 48.257163794763116),Rennbahnweg,1860,
HALTESTELLEWLOGD.1746,1746,POINT (16.447070911834675 48.276383704740496),K¸rschnergasse,1861,
HALTESTELLEWLOGD.1747,1747,POINT (16.442850901738982 48.254263812704856),Eipeldauer Str/A-Sattler-Gasse,1862,
HALTESTELLEWLOGD.1748,1748,POINT (16.4627807778036 48.23534389048705),Hirschstettner Straﬂe,1863,
HALTESTELLEWLOGD.1749,1749,POINT (16.448760904531333 48.2776236980783),Leopoldau/Mˆllplatz,1864,
HALTESTELLEWLOGD.1750,1750,POINT (16.311181489906996 48.21367408752092),Weinheimergasse,1865,
HALTESTELLEWLOGD.1751,1751,POINT (16.420691071837442 48.29873361425961),Stammersdf/Stammersdorfer Str,1866,
HALTESTELLEWLOGD.1752,1752,POINT (16.443950817269673 48.196834086051),Aspernallee/Schule,1867,
HALTESTELLEWLOGD.1753,1753,POINT (16.340351306596276 48.18489420659126),Steinhagegasse,1868,
HALTESTELLEWLOGD.1754,1754,POINT (16.356331158717243 48.13441443772666),Laxenburger Str/R-Tauber-Gasse,1869,
HALTESTELLEWLOGD.1756,1756,POINT (16.418120955547028 48.20608405788728),Pierre-de-Coubertin-Platz,1871,
HALTESTELLEWLOGD.1757,1757,POINT (16.36092118964409 48.17320425013901),Inzersd Str/Bernhardtstalgasse,1872,
HALTESTELLEWLOGD.1758,1758,POINT (16.448640911916506 48.28187367794709),Kainachgasse,1873,
HALTESTELLEWLOGD.1759,1759,POINT (16.438680846868696 48.20023407305661),Stadlauer Br¸cke,1874,
HALTESTELLEWLOGD.1760,1760,POINT (16.388901116926235 48.219594011367995),Kleine Stadtgutgasse,1875,
HALTESTELLEWLOGD.1761,1761,POINT (16.385751137572235 48.222713998376314),Volkertplatz,1876,
HALTESTELLEWLOGD.1762,1762,POINT (16.41910095997217 48.21198402905882),Stella-Klein-Lˆw-Weg,1877,
HALTESTELLEWLOGD.1763,1763,POINT (16.488400673648474 48.25082380100075),Pichlgasse,1878,
HALTESTELLEWLOGD.1764,1764,POINT (16.368551203086593 48.209514072117265),Graben/Tuchlauben,1879,
HALTESTELLEWLOGD.1765,1765,POINT (16.3448812855319 48.18555420086937),Margaretenstraﬂe,1880,
HALTESTELLEWLOGD.1766,1766,POINT (16.38082115630652 48.2189740195443),Taborstraﬂe,1891,
HALTESTELLEWLOGD.1767,1767,POINT (16.4060510311827 48.21768400948061),Messe-Prater,1892,
HALTESTELLEWLOGD.1768,1768,POINT (16.41468098398299 48.21421402116311),Krieau,1893,
HALTESTELLEWLOGD.1769,1769,POINT (16.42020095297831 48.210834033923916),Stadion,1894,
HALTESTELLEWLOGD.1770,1770,POINT (16.427030915363506 48.208494040825734),Marathonweg,1895,
HALTESTELLEWLOGD.1771,1771,POINT (16.437160856981485 48.201254068636764),Schipanygasse,1896,
HALTESTELLEWLOGD.1772,1772,POINT (16.395731089011676 48.22281399179663),Leopold-Moses-Gasse,1897,
HALTESTELLEWLOGD.1773,1773,POINT (16.39916107058793 48.22208399346367),Harkortstraﬂe,1898,
HALTESTELLEWLOGD.1775,1775,POINT (16.3882711089689 48.21073405367325),Radetzkystraﬂe/Matth‰usgasse,1900,
HALTESTELLEWLOGD.1776,1776,POINT (16.402331053207984 48.220593997871035),Erlafstraﬂe,1901,
HALTESTELLEWLOGD.1777,1777,POINT (16.403601044073774 48.21820400906387),Wohlmutstraﬂe,1902,
HALTESTELLEWLOGD.1778,1778,POINT (16.384821245864888 48.29816363899057),Langenzersdorfer Straﬂe,1903,
HALTESTELLEWLOGD.1779,1779,POINT (16.409401015567514 48.218264005307034),Kafkastraﬂe,1904,
HALTESTELLEWLOGD.1780,1780,POINT (16.401151055155935 48.21821400996585),Molkereistraﬂe,1905,
HALTESTELLEWLOGD.1781,1781,POINT (16.400471062657648 48.22094399768122),Max-Winter-Platz,1906,
HALTESTELLEWLOGD.1782,1782,POINT (16.421040952267123 48.21384401864811),Hotel Hilton Danube,1907,
HALTESTELLEWLOGD.1783,1783,POINT (16.215961945588404 48.20698417956703),Wolfgang-Pauli-Gasse,2003,
HALTESTELLEWLOGD.1784,1784,POINT (16.214501956454306 48.209494167850714),Herzmanskystraﬂe,2004,
HALTESTELLEWLOGD.1786,1786,POINT (16.44771074937092 48.161004254488205),Schloss Neugeb‰ude,2006,
HALTESTELLEWLOGD.1787,1787,POINT (16.444870846714743 48.22144396777705),Deinleingasse/Schule,2033,
HALTESTELLEWLOGD.1788,1788,POINT (16.418670903147508 48.16958423189068),Tarifpunkt Simmering,2260,
HALTESTELLEWLOGD.1789,1789,POINT (16.369941149643903 48.17587423195693),Leebgasse/Siccardsburggasse,2500,
HALTESTELLEWLOGD.1790,1790,POINT (16.349781323502807 48.22989398607303),Anastasius-Gr¸n-Gasse,2503,
HALTESTELLEWLOGD.1791,1791,POINT (16.36194119650941 48.18186420768156),Tarifpunkt Kliebergasse,2689,
HALTESTELLEWLOGD.1792,1792,POINT (16.461030848939455 48.28006367835691),Tarifpunkt Leopoldau,2769,
HALTESTELLEWLOGD.1793,1793,POINT (16.35993120532295 48.180794214050294),Tarifpunkt Matzleinsdorfer Pl,2849,
HALTESTELLEWLOGD.1794,1794,POINT (16.37306113822734 48.1784142176977),Betriebshof Favoriten,2910,
HALTESTELLEWLOGD.1795,1795,POINT (16.42422087171568 48.16647424287209),Betriebshof Simmering,2911,
HALTESTELLEWLOGD.1796,1796,POINT (16.342971338297527 48.21653405410428),Zimmermannplatz,2912,
HALTESTELLEWLOGD.1797,1797,POINT (16.29029153217708 48.17078430549785),Betriebshof Speising,2913,
HALTESTELLEWLOGD.1798,1798,POINT (16.32279140070421 48.190354191686794),Betriebshof Rudolfsheim,2915,
HALTESTELLEWLOGD.1799,1799,POINT (16.30436151639974 48.20890411484397),Betriebshof Ottakring,2916,
HALTESTELLEWLOGD.1800,1800,POINT (16.32080145328705 48.221724043625166),Betriebshof Hernals,2917,
HALTESTELLEWLOGD.1801,1801,POINT (16.34979132409168 48.23095398136159),Betriebshof G¸rtel,2918,
HALTESTELLEWLOGD.1802,1802,POINT (16.36643125024933 48.235973946977104),Betriebshof Brigittenau,2920,
HALTESTELLEWLOGD.1803,1803,POINT (16.399681123818596 48.2625637997302),Betriebshof Floridsdorf,2921,
HALTESTELLEWLOGD.1804,1804,POINT (16.434210929391426 48.24412386663198),Betriebshof Kagran,2922,
HALTESTELLEWLOGD.1805,1805,POINT (16.310581484650566 48.2080741150536),Betriebshof Spetterbr¸cke,2923,
HALTESTELLEWLOGD.1806,1806,POINT (16.36690114672679 48.16323429361775),Betriebshof Raxstraﬂe,2924,
HALTESTELLEWLOGD.1807,1807,POINT (16.428851006761292 48.280403697030216),Betriebshof Leopoldau,2925,
HALTESTELLEWLOGD.1808,1808,POINT (16.28599155088113 48.169264315378975), ,2950,
HALTESTELLEWLOGD.1809,1809,POINT (16.549380306963894 48.199894006621534), ,3556,
HALTESTELLEWLOGD.1810,1810,POINT (16.549320313801275 48.20506398216738), ,3558,
HALTESTELLEWLOGD.1811,1811,POINT (16.36001120877833 48.18381419996199), ,8114,
