FID,SHAPE,STRNAM,ZEITRAUM,STELLPL_ANZ,BESCHREIBUNG,WEBLINK2,BEZIRK,SE_SDO_ROWID,SE_ANNO_CAD_DATA,KATEGORIE,KATEGORIE_TXT
BEHINDERTENPARKPLATZOGD.475587,POINT (16.358897036320165 48.21308575103595),Reichsratsstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,1,475587,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475588,POINT (16.3663279415669 48.23351906094887),Pappenheimgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,20,475588,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475589,POINT (16.376562977382378 48.20296346885083),Schubertring,"Mo.-Fr.(w.) v. 9-18h, Sa.(w.) v. 9-12h",1,÷AMTC,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,1,475589,,1,Allgemein
BEHINDERTENPARKPLATZOGD.475590,POINT (16.320936051737384 48.210812104558876),Thalhaimergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,16,475590,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475591,POINT (16.33051713480041 48.163938417488495),Tscherttegasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,475591,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475592,POINT (16.34656215104503 48.18471108446516),Josef-Schwarz-Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,5,475592,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475593,POINT (16.39413016560555 48.26002201709569),Arnoldgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,21,475593,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475594,POINT (16.437258954095192 48.270930577310196),Max-Jellinek-Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,21,475594,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475595,POINT (16.391671370421523 48.15716520830165),Florian-Geyer-Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,475595,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475596,POINT (16.39174836909799 48.15718082378373),Florian-Geyer-Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,475596,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475597,POINT (16.34709901343834 48.21028329551834),Schˆnborngasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,8,475597,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475598,POINT (16.38164404120979 48.28639514755077),Scheydgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,21,475598,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475599,POINT (16.364552811164177 48.16114230718167),Vivaldigasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,475599,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475600,POINT (16.344432984747172 48.146283249800945),Anton-Ochsenhofer-Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,475600,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475601,POINT (16.331700761237023 48.21729255959646),St.-Bartholom‰us-Platz,v. 7-22h,1,Pfarramt,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,17,475601,,1,Allgemein
BEHINDERTENPARKPLATZOGD.475602,POINT (16.359886678502743 48.23308549093975),Nordbergbr¸cke,Mo.-Fr.(w.)v.7-18h,2,Fernw‰rme Wien,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,9,475602,,1,Allgemein
BEHINDERTENPARKPLATZOGD.475603,POINT (16.449668576425587 48.22666913413622),Smolagasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475603,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475604,POINT (16.364032893691437 48.24800594840669),Boschstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,475604,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475605,POINT (16.322235468642923 48.242506150072195),Felix-Dahn-Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,475605,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.475606,POINT (16.347633539714522 48.23358320248984),Gymnasiumstraﬂe,Mo-Sa (w) v. 7.30-20h,1,Univ. Wien - Institut f¸r ‹bersetzen u. Dolmetsche,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,475606,,1,Allgemein
BEHINDERTENPARKPLATZOGD.475607,POINT (16.330093093387088 48.241555811757834),Kratzlgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,475607,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475608,POINT (16.336900742101967 48.23713196439195),Peter-Jordan-Straﬂe,Mo.-Fr.(w.)v.8-15h,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,475608,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475609,POINT (16.440413029569534 48.237396582843935),Donaustadtstraﬂe,von 8-22h,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475609,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.475610,POINT (16.439386718523032 48.23866259720161),Donaustadtstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475610,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475611,POINT (16.439354787563115 48.238682692940465),Donaustadtstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475611,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475612,POINT (16.438736496582624 48.23894590912729),Donaustadtstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475612,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475613,POINT (16.468003625315276 48.194350046511495),Dechantweg,,1,Nationalparkhaus Wien-Lobau,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475613,,1,Allgemein
BEHINDERTENPARKPLATZOGD.475614,POINT (16.387700071999404 48.276902540415016),Johann-Knoll-Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,21,475614,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475615,POINT (16.46719905550778 48.19311802503777),Raffineriestraﬂe/Biberhaufenweg,,4,Erholungsgebiet Donauinsel,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475615,,1,Allgemein
BEHINDERTENPARKPLATZOGD.475616,POINT (16.47696639060622 48.207673968054245),Biberhaufenweg,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475616,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475617,POINT (16.440788903990747 48.21659534406363),Industriestraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475617,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475618,POINT (16.350444414152893 48.18672273112561),Obere Amtshausgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,5,475618,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475619,POINT (16.41673306978109 48.180051924230746),Fuchsrˆhrenstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,11,475619,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475620,POINT (16.34770115477265 48.19695732790811),Otto-Bauer-Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,6,475620,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475621,POINT (16.347856231177687 48.19678875039057),Otto-Bauer-Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,6,475621,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475622,POINT (16.28191201870158 48.176457221288295),Steinlechnergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,13,475622,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475623,POINT (16.28927273440653 48.14157776525661),Leopoldigasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,475623,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475624,POINT (16.353250442542723 48.20538911696057),Neustiftgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,7,475624,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475625,POINT (16.365653112499846 48.20735546831702),In der Burg,,2,"Hofburg, Heldenplatz",http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,1,475625,,1,Allgemein
BEHINDERTENPARKPLATZOGD.475626,POINT (16.44949327525204 48.24280181460306),Steigenteschgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475626,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475627,POINT (16.341754619989878 48.18005787626415),Flursch¸tzstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,475627,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475628,POINT (16.29163294103793 48.22537082085316),Andergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,17,475628,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475629,POINT (16.42387636966074 48.22507443296446),Mendelssohngasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475629,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475630,POINT (16.223305698865726 48.20914197373222),Hauptstraﬂe,"v. 2.5.-30.9.,  v. 8-20h",1,Hadersdorfer Bad,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,14,475630,,1,Allgemein
BEHINDERTENPARKPLATZOGD.475631,POINT (16.29784007733722 48.192161209882045),Cumberlandstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,14,475631,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475632,POINT (16.35179841244336 48.23495379315023),Schegargasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,475632,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475633,POINT (16.317529673752052 48.22087252543217),Paletzgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,16,475633,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475634,POINT (16.464284591975982 48.15654656207041),Am Hofgartel,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,11,475634,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475635,POINT (16.34425375278122 48.224920628149754),Schulgasse,Mo.-Fr. (w.) v. 6-18h Sa. (w.) v. 6-12h,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,18,475635,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475636,POINT (16.515744191131564 48.21242140978613),Schlachthammerstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475636,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475637,POINT (16.36639814903257 48.16115366771656),Kornauthgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,475637,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475638,POINT (16.285480648608573 48.20737324679435),Reichmanngasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,14,475638,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475639,POINT (16.355319695714137 48.19666792432512),Eggerthgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,6,475639,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475640,POINT (16.354263658412233 48.17323898435599),Knˆllgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,475640,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475641,POINT (16.356124881435672 48.182666982211714),Siebenbrunnenfeldgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,5,475641,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475642,POINT (16.440204766628064 48.26119433714457),Santifallerstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475642,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475643,POINT (16.388894803590357 48.172372147135434),Puchsbaumgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,475643,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475644,POINT (16.452484165553713 48.15574955530707),Widholzgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,11,475644,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475645,POINT (16.398187121840117 48.20866073191147),Bˆcklinstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,2,475645,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475646,POINT (16.417929185241434 48.21401028907596),Engerthstraﬂe,von 10-19h,1,Pensionistenwohnheim,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,2,475646,,1,Allgemein
BEHINDERTENPARKPLATZOGD.475647,POINT (16.410266204757328 48.19356485435301),Erdbergstraﬂe,Mo.-Fr. (w.) v. 7-18h,2,Amthaus,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,3,475647,,1,Allgemein
BEHINDERTENPARKPLATZOGD.475648,POINT (16.344852528310078 48.207210292934946),Lerchenfelder Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,7,475648,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475649,POINT (16.40833896675467 48.182301794111474),Rinnbˆckstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,11,475649,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475650,POINT (16.311652849590438 48.22284076778312),Liebknechtgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,17,475650,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475651,POINT (16.35752387958334 48.180565639215146),Margareteng¸rtel,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,5,475651,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475652,POINT (16.344983170868254 48.18367072213834),Steinbauergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,475652,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475653,POINT (16.393841417084023 48.15534767374727),Florian-Geyer-Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,475653,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475654,POINT (16.403416070754567 48.175883287901165),Nemelkagasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,11,475654,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475655,POINT (16.46829725305079 48.155640603014575),Hoefftgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,11,475655,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475656,POINT (16.480607180369113 48.22196458862586),Pilotengasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475656,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475657,POINT (16.411194745103728 48.17124605255967),Herbortgasse,,2,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,11,475657,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475658,POINT (16.359674800890463 48.175844602029365),Guﬂriegelstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,475658,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475659,POINT (16.43321820346983 48.167905707276226),BlÈriotgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,11,475659,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475660,POINT (16.30073240015551 48.2215283687793),Baumeistergasse,,2,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,16,475660,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475661,POINT (16.322492421105117 48.23497531742712),Messerschmidtgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,18,475661,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475662,POINT (16.362825188967857 48.21948793411224),M¸llnergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,9,475662,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475663,POINT (16.40964712753992 48.18024139081076),Simmeringer Hauptstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,11,475663,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475664,POINT (16.325847417510005 48.16128220926896),Am Schˆpfwerk,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,475664,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475665,POINT (16.301377762488904 48.1992322027604),Dampierrestraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,14,475665,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475666,POINT (16.33598445258356 48.17269928377088),Unter-Meidlinger-Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,475666,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475667,POINT (16.31947627173925 48.206874102924985),Thalhaimergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,16,475667,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475668,POINT (16.32599278393583 48.24323721669745),Labanweg,"1.9.-1.7., Mo.-Fr.(w.)v.7-14h",1,Schule,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,475668,,1,Allgemein
BEHINDERTENPARKPLATZOGD.475669,POINT (16.453565812827268 48.15520679269313),Widholzgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,11,475669,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475670,POINT (16.33655908338638 48.22259413363569),Leitermayergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,18,475670,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475671,POINT (16.3841657543452 48.16975581509157),Laaer-Berg-Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,475671,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475672,POINT (16.40909742568436 48.18071367193644),Simmeringer Hauptstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,11,475672,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475673,POINT (16.32633258252434 48.21655846433968),Geblergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,17,475673,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475674,POINT (16.32539219283863 48.18136399659231),Ehrenfelsgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,475674,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475675,POINT (16.316956630475207 48.210571093511646),Hasnerstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,16,475675,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475676,POINT (16.278772385120433 48.197855599026646),H¸tteldorfer Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,14,475676,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475677,POINT (16.322038165107404 48.18325299365479),Bischoffgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,475677,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475678,POINT (16.3750177015963 48.22109905409904),Leopoldsgasse,v. 1.9.-5.7. Mo.-Fr. (w.) v. 7-16h,3,Schule,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,2,475678,,1,Allgemein
BEHINDERTENPARKPLATZOGD.475679,POINT (16.34646188086548 48.189707540083695),Mollardgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,6,475679,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475680,POINT (16.30845369740199 48.21206160284556),Roseggergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,16,475680,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475681,POINT (16.44097677773792 48.21586587985197),Industriestraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475681,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475682,POINT (16.44082359440474 48.22001133151013),Industriestraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475682,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475683,POINT (16.36369517713928 48.23265058114049),Treustraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,20,475683,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475684,POINT (16.36150652221332 48.218470074128874),Liechtensteinstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,9,475684,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475685,POINT (16.394409040051745 48.13974878490005),Grund‰ckergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,475685,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475686,POINT (16.464652188045516 48.22036256066825),Zschokkegasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475686,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.475687,POINT (16.320776734517803 48.20864926432195),Koppstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,16,475687,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475688,POINT (16.36334934529429 48.17489939353651),Fernkorngasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,475688,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475689,POINT (16.328389045711294 48.160810056555505),Am Schˆpfwerk,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,475689,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475690,POINT (16.349255109423204 48.23813154333771),Billrothstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,475690,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475691,POINT (16.341687563409987 48.17834251791286),Am Fuchsenfeld,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,475691,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475692,POINT (16.338709517238456 48.172448180015564),Unter-Meidlinger Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,475692,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475693,POINT (16.369544027843617 48.171120573318696),Angeligasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,475693,,3,Privat mit Kennzeichen
