FID,OBJECTID,SHAPE,TEXT13ID,F_TYP,T_TEXT,T_LANG,O,P,O_UEREG,O_REGION,O_LOKAL,P_WLD,P_WAS,P_WIE,P_WGT,P_LW,P_PK,P_GPK,P_GST,P_SGR,P_AGR,P_RGR,P_URB,Q_MOB,Q_SPI,Q_GRI,Q_HUN,Q_BAB,Q_WC,Q_SPO,Q_TRB,UMFANG,FLAECHE,SE_ANNO_CAD_DATA
OEFFGRUENFLOGD.2276,2276,"POLYGON ((16.300504830122712 48.127006183780175, 16.30026190193573 48.12715174326205, 16.300030672939656 48.12635189817436, 16.29997771975934 48.12584029193651, 16.30017320414216 48.12582845588798, 16.300163957747703 48.12634599080224, 16.300504830122712 48.127006183780175))",Petersbach,L,Petersbach (Abk.),Petersbach (Abkürzung),1,1000000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321.715962,2017.811642,
OEFFGRUENFLOGD.2277,2277,"POLYGON ((16.2923005607263 48.12615885665954, 16.292113152372284 48.127116527242435, 16.291783841798367 48.12775291187521, 16.29137481387426 48.128085881746394, 16.29109919779423 48.12827018375075, 16.290503671550898 48.128478154123144, 16.29049497994361 48.12825804858215, 16.290992736098808 48.12807978350759, 16.291206126412913 48.12792520104068, 16.291419654619435 48.127610002314654, 16.29163319181462 48.127282905935616, 16.291766935162773 48.126747574410324, 16.291927330711665 48.12621225201645, 16.29203414918332 48.125986241724824, 16.29214974844398 48.125879209834864, 16.291101518290404 48.12561111253701, 16.291448207285754 48.12542088897656, 16.292043338622097 48.12562932337551, 16.292602979319135 48.125784202317554, 16.29344681378733 48.126105748371515, 16.294672579255376 48.12661778586876, 16.295445343480846 48.12695713790315, 16.296378061118716 48.12729059098038, 16.296884418972642 48.12744543062016, 16.297603875047344 48.12781449346266, 16.297861465144745 48.127939502634135, 16.297790278032227 48.12807629947598, 16.297088580262955 48.12771914108142, 16.296813239012508 48.12757032962929, 16.296484563940922 48.12745124271871, 16.296129257878366 48.12730240206149, 16.295622903701986 48.12714755909179, 16.294912266857214 48.12689151212363, 16.292629493674987 48.12595077647515, 16.292532603802474 48.125936322655505, 16.2923005607263 48.12615885665954))",Petersbach,L,Petersbach (Abk.),Petersbach (Abkürzung),1,1000000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1817.073012,17984.762479,
OEFFGRUENFLOGD.2278,2278,"POLYGON ((16.285168876496567 48.12944046920028, 16.28520175433962 48.12854103933265, 16.285223390042933 48.128226956897045, 16.285256145129093 48.1274488806222, 16.2853522361327 48.1273204312144, 16.28565609333578 48.127349118603036, 16.285768114010384 48.127284921300884, 16.28584278779392 48.12724926222062, 16.28602960149959 48.12702448228311, 16.286098884269297 48.12704949671929, 16.286077282106508 48.127335025656144, 16.285757321776142 48.12741697786061, 16.28550139728742 48.12743828133141, 16.285355463549376 48.12945839796656, 16.285168876496567 48.12944046920028))",PertoldsdorfA,L,PertoldsdorfA (Abk.),PertoldsdorfA (Abkürzung),1,1000000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628.048085,4611.982423,
OEFFGRUENFLOGD.2279,2279,"POLYGON ((16.283399063822145 48.12979391722751, 16.28332438234612 48.129833145041644, 16.283296655823293 48.12983476819898, 16.283274443992443 48.12983237837343, 16.28325934429854 48.129825827912605, 16.283197181812895 48.129787727101274, 16.2828383912977 48.12959125486002, 16.28258524580086 48.129491436732394, 16.282197271294024 48.12933563729263, 16.281672862197446 48.12913408609031, 16.281018423548208 48.128879646335875, 16.280602757002768 48.12870384061697, 16.28005496834019 48.12844087974245, 16.279897245238985 48.12836085232044, 16.279658524473895 48.12824366510502, 16.27917460858216 48.128083524797354, 16.27878015642868 48.12801908344142, 16.278206567778774 48.12795740518096, 16.27761377717855 48.12790428041673, 16.277285386120496 48.12788412534783, 16.276880202005877 48.12788391744602, 16.27675027698768 48.12774393715055, 16.27682917187054 48.12775254395527, 16.276940034590563 48.12777829939721, 16.277021059793473 48.127788335302576, 16.27711061193941 48.12780122999895, 16.27736010730966 48.12781277918116, 16.277741814150044 48.127830105726055, 16.278014767139965 48.127841665386356, 16.278151237261746 48.12785315571823, 16.278313286551732 48.12787608023778, 16.278430564822983 48.127886133357, 16.278605406451227 48.12791191925158, 16.278773851764118 48.127934846318404, 16.278944417547066 48.127970623824375, 16.279129899958622 48.12801497368846, 16.27934736045994 48.128070761430216, 16.27970336207004 48.128195145742865, 16.280421719692633 48.128488171969856, 16.281847781964206 48.1290899108856, 16.282728171567005 48.129452955148714, 16.283167293443377 48.129644468953636, 16.283399063822145 48.12979391722751))",PertoldsdorfW,L,PertoldsdorfW (Abk.),PertoldsdorfW (Abkürzung),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1120.411979,5432.92795,
OEFFGRUENFLOGD.2280,2280,"POLYGON ((16.27200373613013 48.13358643847065, 16.2717593187531 48.132902677532975, 16.271697987403407 48.132913945981855, 16.27173710904543 48.1330399612609, 16.271705813381267 48.13305136522933, 16.27164040675656 48.13305323157258, 16.271592075172986 48.133043686870174, 16.271549479549662 48.13299607314748, 16.271518333103 48.13288945542589, 16.271504334680078 48.13271431750797, 16.271470488657837 48.13249157950252, 16.27146779390529 48.13237355535547, 16.271598618692767 48.13236030342954, 16.271732281405388 48.13235086070492, 16.27177777540002 48.132354693019124, 16.271803320699153 48.13239277952606, 16.27184299601826 48.13250130582576, 16.271896810065293 48.13267456206056, 16.27195062447383 48.132847818265006, 16.271970383765545 48.13296585190681, 16.271975945148192 48.13306674449996, 16.271975883568878 48.133116238170146, 16.271987190088815 48.133171448020796, 16.272006967183245 48.13327425241281, 16.272032411354463 48.13339419308354, 16.272052197064617 48.1334912867261, 16.272063473000244 48.133571243398805, 16.27200373613013 48.13358643847065))",PertoldsdorfG,L,PertoldsdorfG (Abk.),PertoldsdorfG (Abkürzung),1,100,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,349.669292,2664.895575,
OEFFGRUENFLOGD.2281,2281,"MULTIPOLYGON (((16.26993783931712 48.130761559407496, 16.26988974393843 48.130847192907744, 16.269820004961478 48.13117909001604, 16.269756006061122 48.13119332997845, 16.269739896375878 48.131282551296245, 16.26965460264425 48.13127179462991, 16.26971884070811 48.131071955655116, 16.269776471065498 48.130827447605554, 16.269890823680925 48.13035280665631, 16.27006771415314 48.129614079013045, 16.270130762682626 48.12938038198472, 16.26997032236628 48.12933806269677, 16.26980687796237 48.12929513800241, 16.26965765246942 48.1292498416628, 16.26954749841807 48.129225982595685, 16.2694479989193 48.12920926938047, 16.269252500873403 48.12921629390108, 16.26901790837078 48.129220916564655, 16.268751322999115 48.129227898747544, 16.268523919291738 48.12917065788879, 16.268388869749817 48.12915868121897, 16.26710697055357 48.1289272231663, 16.267160063701706 48.13107105467623, 16.267028115858928 48.131061805039614, 16.26702021278466 48.130593518286446, 16.26697260313421 48.13004906405594, 16.26699002157097 48.12978257243914, 16.266925552632124 48.12908772467889, 16.266937202796708 48.12888214389253, 16.266573038742635 48.12883398821409, 16.26628165844104 48.12877908384767, 16.26594055044939 48.12870035303626, 16.265755740173468 48.1286907225319, 16.2654145519934 48.128671477211014, 16.265215579457724 48.1286213852557, 16.264952554487525 48.12862598209343, 16.264845922288835 48.128628295704445, 16.26479615180678 48.12863540284185, 16.264760599397764 48.128642519677555, 16.264739270314614 48.12864488607282, 16.26471793134413 48.12865439044255, 16.264689476725138 48.12866864964615, 16.26465035985944 48.128682902218976, 16.264614779654202 48.12870905421731, 16.26457920735885 48.12873044785284, 16.26452585381769 48.128758968396845, 16.264483137983106 48.12880415203699, 16.26433388350079 48.128785022870915, 16.264284162527012 48.128756438096374, 16.264561634216594 48.12858766733827, 16.264782070050835 48.128537835657326, 16.265098422726737 48.12852375453255, 16.265635133747846 48.128514566120046, 16.266814750041895 48.12872604627741, 16.26681514629834 48.128724073385484, 16.26679667759278 48.12765614971302, 16.266814986526878 48.12672721076785, 16.266789680638688 48.12651589779153, 16.266812456250182 48.1264949715009, 16.26692048919086 48.126504555052016, 16.267017142130697 48.12651984151649, 16.267145091596184 48.12651991830292, 16.267287266188482 48.12651429270969, 16.267446481584656 48.12652200249641, 16.26754598861065 48.12652967558734, 16.26797492062221 48.12684021571323, 16.26808854412998 48.126924040316446, 16.268429425522527 48.12716790061789, 16.268597010003738 48.12730125020646, 16.26919359660209 48.12770325599471, 16.26944641032665 48.12789566434648, 16.26981003672853 48.12815095518524, 16.270071353518635 48.128368114819565, 16.270258647462 48.12865947031492, 16.27036928322034 48.1288632175153, 16.270408863044267 48.129042177169, 16.27039825905785 48.12925251905204, 16.270944260671897 48.129302925953795, 16.27131747944014 48.12929361916906, 16.27188613973004 48.12932249180127, 16.271825570693146 48.12943905252794, 16.27158748238605 48.12939608862829, 16.271466657440133 48.12937698467065, 16.271342255439915 48.12937691469369, 16.27125695405148 48.129374487005585, 16.271114791192257 48.12936488915641, 16.270997480334714 48.12937909967925, 16.27086952542532 48.12937664755181, 16.270695346994728 48.12938844587142, 16.27065974352345 48.129436015473544, 16.270368096479462 48.1294135421749, 16.26993783931712 48.130761559407496), (16.27015529243479 48.129226273341416, 16.270249598487293 48.12913590691802, 16.27025319273525 48.129103786699254, 16.270260339835698 48.12907404724258, 16.270262159661883 48.12904073529415, 16.270258649184125 48.12900623048024, 16.270260470527568 48.128971729617774, 16.270255176704698 48.12894198303807, 16.270246349450247 48.128896767753254, 16.270218033084735 48.12880395144565, 16.270179066754963 48.12870161141346, 16.27004954955777 48.1285337832266, 16.26998391409241 48.12844094631636, 16.269918265117127 48.12835881588697, 16.26984191768482 48.12830404407972, 16.26976559013209 48.12823499446395, 16.269632430457094 48.12813735912598, 16.269515237444516 48.128061147732055, 16.269373194044913 48.12796231713295, 16.26925243788641 48.12789443210024, 16.26914415996989 48.12779680975061, 16.269046510443015 48.12772536850681, 16.268970166219717 48.127670596116026, 16.26885652193941 48.127600334286896, 16.26858840611392 48.12742528531466, 16.26840199925792 48.1272812172095, 16.268181854462537 48.12711690293548, 16.26790488419143 48.12692162117952, 16.26775400812012 48.126788281402455, 16.26753028779419 48.126642998972514, 16.267475243216143 48.12660965403529, 16.266947491241638 48.12657840453724, 16.26698278145894 48.12875616972665, 16.267166670342498 48.12878913532618, 16.268424646954035 48.128980240985456, 16.26911413149669 48.129023475236295, 16.269274107629315 48.12899977382138, 16.26961882809106 48.129038044948686, 16.269878184043712 48.12912385577888, 16.270016721284534 48.129188181814875, 16.27015529243479 48.129226273341416)))",Pertoldsdorf,L,Pertoldsdorf (Abk.),Pertoldsdorf (Abkürzung),1,10000000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3390.003066,21560.390334,
OEFFGRUENFLOGD.2282,2282,"POLYGON ((16.261075417542074 48.12942635563656, 16.261025586847516 48.129473912972784, 16.260918956192338 48.12947384331374, 16.260857495148034 48.12945365632307, 16.260798198954078 48.129411897584404, 16.260755609355726 48.12936903908876, 16.260769909766584 48.12931194098902, 16.26090516969227 48.12917877844912, 16.26118994576296 48.12888390843382, 16.261638595133054 48.12832740011958, 16.261759536167656 48.12826085327144, 16.26190203676038 48.12803251448166, 16.26193755148052 48.12805157351651, 16.26177363748575 48.128341764346935, 16.261631149218207 48.12856058536057, 16.261510054455293 48.128731829306666, 16.261388898145526 48.12894590368415, 16.261260610981104 48.12917425105248, 16.261075417542074 48.12942635563656))",PertoldsdorfB,L,PertoldsdorfB (Abk.),PertoldsdorfB (Abkürzung),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.815956,2530.87302,
OEFFGRUENFLOGD.2283,2283,"POLYGON ((16.254944506529537 48.13000011729752, 16.254944072376063 48.13012908632415, 16.25429147868971 48.13013147929456, 16.254321782066175 48.13010584475935, 16.254421599908365 48.13009684865406, 16.254944506529537 48.13000011729752))",KaltenleutStr,L,KaltenleutStr (Abk.),KaltenleutStr (Abkürzung),1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.434588,380.627792,
OEFFGRUENFLOGD.2284,2284,"POLYGON ((16.252728178992868 48.12890054496926, 16.25227979218086 48.129233347130935, 16.25192413986469 48.1293663384061, 16.25188823136302 48.12958998273219, 16.251873656590544 48.12980888520949, 16.251169763027153 48.12988451018193, 16.251198581353623 48.12965134234609, 16.250992420680905 48.12965594920551, 16.250764995466415 48.129622467673066, 16.25067957239879 48.129693788583225, 16.250942155821733 48.12996048543921, 16.250629242510705 48.13003639687156, 16.250330816055936 48.12995051347943, 16.249690410619145 48.130316474188206, 16.249057240709718 48.130601534852936, 16.24906409282402 48.13075382629055, 16.24768444438748 48.13105734807131, 16.24652557044144 48.131123076252024, 16.245629935155243 48.13107002689396, 16.245004423428842 48.131026702474614, 16.244130118146227 48.13097365742387, 16.243256029026266 48.130801632629115, 16.241962468235275 48.13065781136692, 16.24121617572152 48.130581055298016, 16.240605412600203 48.13025694015161, 16.240442537518486 48.129918917443554, 16.23952577133077 48.129775382465205, 16.23983983721555 48.12909035526315, 16.24195753375629 48.129468066393635, 16.241496174609537 48.129082211409404, 16.240608560792506 48.12855799190982, 16.24168174025203 48.128677852342875, 16.241852495878575 48.128597089566334, 16.24190948588745 48.12853051117074, 16.241909625053232 48.12845436767862, 16.241881346948155 48.12836868329061, 16.241810427732577 48.1282782046799, 16.241675487062132 48.12821146795359, 16.24166129526335 48.128197179428106, 16.241597344667255 48.128182850017026, 16.2414198058624 48.128087525129345, 16.241456127159644 48.12766400634388, 16.24141435949129 48.127183316646516, 16.24094541524254 48.1270687145498, 16.240086089178007 48.12664445235252, 16.239134145641657 48.126339078993354, 16.238401712008674 48.12648598701359, 16.237782500619705 48.12689948948596, 16.237796408243373 48.12706130624772, 16.237185260811817 48.1269703616329, 16.23678009209741 48.126965254014294, 16.236403246877813 48.12701727612529, 16.235912472188108 48.127169136802465, 16.235741194372668 48.127516391648946, 16.23546258999791 48.12822047501787, 16.235248364104272 48.128715220324665, 16.2355678997009 48.12889634108987, 16.236029757978393 48.1290014404116, 16.23683937436901 48.12940189538053, 16.237734191619435 48.129864284256236, 16.238472962611016 48.13015045209843, 16.239297262442975 48.13032247138895, 16.24021412627602 48.1304184193051, 16.240477136030126 48.13042815593381, 16.240498268310684 48.130532870815514, 16.238991474971755 48.13037932101359, 16.238209954662242 48.1301407099848, 16.23740695901769 48.12998297804343, 16.236497319932223 48.12983466577036, 16.23561626861413 48.12961022768673, 16.234273732649026 48.129095078462065, 16.233052145124553 48.12854194970824, 16.231830797021985 48.1278841116684, 16.22983490734573 48.12710657309586, 16.22947997135603 48.12687305436834, 16.22920960657485 48.12699177759712, 16.228293790017318 48.126434123536974, 16.22761200447478 48.126143185480366, 16.22703679061492 48.125880897356545, 16.22676030621139 48.12553323044013, 16.22658997329285 48.125409334789246, 16.226369893998143 48.12528063305791, 16.22614972442927 48.125194761452875, 16.225815957916097 48.12504691374412, 16.22560955707248 48.125170449136256, 16.224537137322212 48.124750623894585, 16.22453018335489 48.12467923274544, 16.224189162706306 48.12460275766135, 16.22379829315585 48.12456906352788, 16.22320843034727 48.12452089597076, 16.22287445709665 48.1244729785637, 16.222291640317636 48.12445336700082, 16.222149596311336 48.124400878046785, 16.222242525114396 48.12416302148484, 16.22225004352208 48.12397742856424, 16.221965978242267 48.12386293186925, 16.221973465984767 48.12369161670867, 16.221973613516578 48.12362499080124, 16.22197381373634 48.12353457043953, 16.222002476146812 48.123429901441256, 16.222059613765566 48.12330622543548, 16.222152342441014 48.12315878927061, 16.22251535572622 48.122925959052445, 16.223027525781696 48.12274086348252, 16.22343293029742 48.12262228711822, 16.22381214551196 48.12228873724574, 16.22384682990151 48.122681385925745, 16.22400584834398 48.12309795126025, 16.224360492399345 48.12344332221234, 16.22729073723339 48.12427895194778, 16.227610648075125 48.124255459748206, 16.227664307717443 48.12408894615054, 16.227735637917917 48.12397003908513, 16.2281093790165 48.12369675032775, 16.2283762494545 48.12354233369096, 16.22860740438677 48.123471165614276, 16.22894510381127 48.12343578817502, 16.22919388019096 48.12343601975537, 16.229318243060366 48.12344803347218, 16.22942483652774 48.12346002967022, 16.229584567678522 48.12355535667578, 16.22965549957626 48.12362680767823, 16.22967290059595 48.12380528436782, 16.229637115681346 48.123924225556244, 16.229601157170837 48.12412644912893, 16.22956544564338 48.1242096977037, 16.229547380768135 48.12435244977496, 16.22958284654283 48.12438817528801, 16.22993812503444 48.12444799102424, 16.230418379951804 48.1242223820839, 16.230756399186017 48.12403233355454, 16.231041057297787 48.12386602978413, 16.231343410574013 48.12373543408311, 16.231610150932678 48.12364049788174, 16.23216123022187 48.123533920295394, 16.232143628704765 48.123450622715616, 16.232268591482864 48.12316519706359, 16.231770994473493 48.12318854114119, 16.231380425549766 48.12300972458711, 16.23111422116918 48.122842918476074, 16.230688190422043 48.12262837451009, 16.230368780519434 48.12241392795093, 16.230226991585017 48.12223533595394, 16.229889693154 48.12208035785254, 16.229516539067678 48.12208001254702, 16.229072184180993 48.12213908695115, 16.228521536926607 48.12204339411264, 16.22786439897098 48.12188811035746, 16.22775763406874 48.12195939423799, 16.226994314276173 48.12160175024183, 16.226266821341774 48.121113262849676, 16.226107205454408 48.12097034046921, 16.22577023463686 48.120672582550995, 16.22550408603175 48.12049386526642, 16.224829722215393 48.12010059874978, 16.224439613161678 48.11973140008121, 16.224102607038237 48.119457431693746, 16.223445828762724 48.11915935400457, 16.22298393301236 48.11912320871242, 16.222735178850037 48.11912296370742, 16.22239739849505 48.11920591188926, 16.2219529549034 48.11931254865268, 16.221277177438466 48.11957361909273, 16.220868131688075 48.11973977420542, 16.22065424476949 48.12003699474903, 16.22056454870268 48.12041762326011, 16.220599472358224 48.12069129890792, 16.222533672296585 48.1218710712915, 16.22281662050496 48.12249001671556, 16.222602705832085 48.122799138869055, 16.22174897883814 48.12315521596252, 16.221410799811665 48.123404725041276, 16.22133868755585 48.12386865313728, 16.221515804309917 48.124130572929275, 16.22119605198607 48.1240826639132, 16.220787344162453 48.124082254731476, 16.220520448210138 48.12423665371171, 16.219721255241836 48.12403359065924, 16.21900228520855 48.12384347769964, 16.217575200395952 48.122246784180945, 16.216936495926475 48.121817816447205, 16.216244494529782 48.12138878958097, 16.21544608671346 48.12087636518693, 16.214274245346694 48.12049441176029, 16.213493044953438 48.12023183801039, 16.212534254271823 48.119933375523864, 16.211575703302714 48.11953972538822, 16.211363318360988 48.119194470057664, 16.211382007496624 48.118813772524966, 16.21154266828637 48.11850461334719, 16.211560780960564 48.1183618631024, 16.211525705609212 48.11817146617344, 16.211704217178173 48.11782663428082, 16.211811827565906 48.1174103400687, 16.246032303226134 48.11744223986746, 16.24599622647852 48.11775154496865, 16.245693778518113 48.117977359173864, 16.24560460513782 48.11816764793651, 16.245835171949587 48.11840577801973, 16.246314782999924 48.11847753799582, 16.2470965748775 48.118478145794, 16.248215979759927 48.11846710954567, 16.248819971821135 48.11853895406298, 16.24926393244904 48.11868205913411, 16.248872290139747 48.11912196767196, 16.24579788464024 48.11940513309722, 16.24640029032248 48.12039309153035, 16.246488161706946 48.12095233925486, 16.2466467179218 48.12173769332559, 16.24669907674833 48.12228501587002, 16.246342198473677 48.12314135179532, 16.245842233064423 48.12452106227051, 16.24658618019146 48.12590174440715, 16.24702927280313 48.12658024140748, 16.24740127213152 48.127270579044726, 16.247702808162003 48.127603939461245, 16.248661967188553 48.12789021022778, 16.249461192958165 48.12817635348506, 16.249692600268993 48.12795047640098, 16.250278873745074 48.12805799242442, 16.25113158284692 48.128248984226, 16.251824667484772 48.12824949425641, 16.25228678151483 48.128214140271126, 16.252163293050543 48.12765487170957, 16.252874312194738 48.12754831151397, 16.25315851635352 48.12763179845374, 16.252728178992868 48.12890054496926))",WienerwParapb,U,WienerwParapb (Abk.),WienerwParapb (Abkürzung),100,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13570.704464,2389881.20764,
OEFFGRUENFLOGD.2285,2285,"POLYGON ((16.251360646544015 48.130697527582186, 16.25042477149162 48.1311165981958, 16.25031434625378 48.13103263086959, 16.250419460723307 48.1309858316624, 16.250657367308794 48.130871282950245, 16.25086573593711 48.13078878555892, 16.251088794262955 48.13073713937338, 16.25122833177378 48.13069068502829, 16.251306045078536 48.13065171143547, 16.251360646544015 48.130697527582186))",KaltenleutStr,U,KaltenleutStr (Abk.),KaltenleutStr (Abkürzung),100,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.396304,900.669271,
OEFFGRUENFLOGD.2286,2286,"POLYGON ((16.239070480451115 48.137222592314764, 16.2391273999557 48.13728183686407, 16.23855251942762 48.13749693147567, 16.23788390483458 48.137648649308986, 16.23758230543782 48.137722630913714, 16.23727222812486 48.13776805074618, 16.23697359973911 48.13777540831973, 16.236737617850157 48.137740940216304, 16.236581322118333 48.13767798602729, 16.236160570650583 48.13759957464606, 16.236035488557913 48.13757281515111, 16.235574667986644 48.13762571374605, 16.235460884214568 48.13763893957487, 16.235253291559992 48.13763114308143, 16.2348922089034 48.13758133306647, 16.234531151874826 48.13751819658149, 16.23420714382107 48.137417019602914, 16.233962807281237 48.13729497342671, 16.233724304353945 48.13710059618802, 16.233570907850357 48.1370128945395, 16.233209841227055 48.136957367607955, 16.23287417723356 48.13699894582336, 16.232592447804425 48.13709006439818, 16.23242448810591 48.13717367119606, 16.2321653887226 48.13732382039694, 16.231914761854185 48.137502530383074, 16.231840658444465 48.13758241356487, 16.231766553461128 48.137662296696405, 16.231445002401305 48.13775337720927, 16.2310324871532 48.1378234328649, 16.23062572448361 48.13786113266181, 16.230156520556413 48.137837858357535, 16.230088303740207 48.137818759388814, 16.229974546935587 48.13781865445383, 16.229840841478172 48.137837567069475, 16.22933746213556 48.13783710079023, 16.22898484040854 48.13782344748707, 16.228592459746743 48.13778310612004, 16.22847315210074 48.13771636862087, 16.2281632423208 48.137678006830846, 16.227969931134943 48.137641656891915, 16.227697112549496 48.137546221326296, 16.227233934126097 48.137364943047686, 16.227097454296302 48.137351488390244, 16.22710336722207 48.137244893824416, 16.227168792817945 48.13723734120533, 16.227444451804494 48.13733278161414, 16.228035572736342 48.13753131067742, 16.228157798204233 48.137561883057565, 16.228280059674017 48.13757532312373, 16.228456703570277 48.13759238252036, 16.228589958494116 48.137618682160564, 16.228716108236586 48.137642594487005, 16.22876403796449 48.137672382746175, 16.228859971887186 48.13769626670469, 16.229841111417514 48.13770669606758, 16.229962009020856 48.13769253087864, 16.230104224934635 48.1376831435657, 16.23019305165618 48.13770583094671, 16.230306777793892 48.13772140229703, 16.23087380070826 48.137715973529275, 16.23103383349275 48.137686376359945, 16.2311867582346 48.13765558267028, 16.231330751393802 48.137646196360606, 16.231458765976726 48.137628466644856, 16.2315334861406 48.13759522167381, 16.23161530575502 48.13756793216666, 16.231691812940035 48.13752993036643, 16.231937506422653 48.13733027642102, 16.2320799443858 48.13721024151267, 16.232373625951958 48.1370106309252, 16.232629769286024 48.13691568210539, 16.23284136478343 48.136875421390585, 16.232983585063593 48.13686246198011, 16.233216439291525 48.13685791131097, 16.233465268688633 48.136864082741894, 16.23371224359655 48.13690832328151, 16.233866717688578 48.136990552384304, 16.2339358917387 48.13706437773513, 16.234209277161998 48.13723713320465, 16.234418846288808 48.13732297980388, 16.234640908253564 48.137383852783906, 16.234839938595496 48.13740663286015, 16.234974973873193 48.137432926665795, 16.23519174622266 48.13747237820668, 16.235461905941136 48.13747975294321, 16.23552412828497 48.13747385922161, 16.235705487071254 48.1374442741981, 16.236021925397832 48.1374183759685, 16.23611786415014 48.13742949149586, 16.23683941690177 48.13761391698043, 16.237430895023174 48.137599530447254, 16.23800165951482 48.13745415931723, 16.238574233207085 48.13737412313681, 16.238596219353223 48.13740764358572, 16.238821217080442 48.137328998968, 16.239070480451115 48.137222592314764))",ob. Liesing,R,ob. Liesing (Abk.),ob. Liesing (Abkürzung),10,1000100000,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975.211355,14198.202182,
OEFFGRUENFLOGD.2287,2287,"POLYGON ((16.227150117448538 48.13699127606721, 16.227240631958935 48.136992315084925, 16.22710336722207 48.137244893824416, 16.227093389568488 48.13736055876696, 16.226952074430606 48.137511252083144, 16.22660810872851 48.13744049230972, 16.226434710128277 48.137402254866956, 16.226306818962343 48.13736215764416, 16.225923069308237 48.13727803336414, 16.225687154252796 48.13721689191375, 16.225570610271532 48.13719013012479, 16.225257903781866 48.13713272170909, 16.224709114927677 48.137092216196564, 16.22439065526083 48.1370652565259, 16.224057958976104 48.1370458976199, 16.223762256167063 48.137017055399944, 16.223816641990123 48.1368553039238, 16.22377139800633 48.13673723717169, 16.22373463053697 48.13664392552407, 16.22334790031195 48.13662641472437, 16.221695909191773 48.13648772513246, 16.221604917205365 48.13648192382091, 16.22164224319671 48.13632205934887, 16.22168590661901 48.13607563173201, 16.22169704209396 48.13597756555857, 16.223235466838716 48.136022867997816, 16.22393729685034 48.13629957509496, 16.224141504425546 48.13655295057306, 16.224280676938225 48.13663494024483, 16.224704353709807 48.13666390518615, 16.22513084524167 48.13670619664209, 16.22600651458356 48.13682315618963, 16.227150117448538 48.13699127606721))",ob. Liesing,R,ob. Liesing (Abk.),ob. Liesing (Abkürzung),10,1000100000,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.695766,22875.69069,
OEFFGRUENFLOGD.2288,2288,"MULTIPOLYGON (((16.237361306407664 48.13184586502162, 16.237886480125223 48.13193349402675, 16.238607109697288 48.13204307188181, 16.23838627218635 48.13280911340586, 16.238666055999175 48.133977759874966, 16.23649671558731 48.134531417069404, 16.236184817726016 48.13484402318723, 16.23767121838535 48.13565407202193, 16.23841955300127 48.13715155360257, 16.235190852638194 48.13684820978664, 16.234793331062175 48.136758826666856, 16.23417816402973 48.136731752835146, 16.233973131232275 48.13680162865433, 16.232864150170034 48.136800458486654, 16.232322945535973 48.136674155169885, 16.231457495337057 48.13657057750635, 16.23049429128339 48.13650620426994, 16.230390030405623 48.136440907101424, 16.22758394393402 48.13627722325187, 16.226046137431478 48.13594912527608, 16.225099660775765 48.13595115898091, 16.22433726342778 48.13583191314124, 16.22330851500389 48.13558440242685, 16.221925470980437 48.13546531519322, 16.220808185011087 48.13556978697614, 16.220256760561607 48.13533370377014, 16.219590592029196 48.13517836400031, 16.219137442789528 48.135142212243274, 16.21696086084744 48.13483659322163, 16.216899477818057 48.13447960730306, 16.216590043171223 48.133789236788964, 16.216173534349075 48.13328911215214, 16.215946644467447 48.132298416378504, 16.212219657477377 48.13009343986168, 16.21532945812009 48.12616422512979, 16.217535751922473 48.12716788041818, 16.218146325948315 48.12804454727772, 16.220002172638356 48.12832292458064, 16.221757917987226 48.128872970731706, 16.225781329551303 48.1293581331464, 16.232087888615087 48.130983884510705, 16.237361306407664 48.13184586502162), (16.237886480125223 48.13193349402675, 16.237885847158818 48.13193853512932, 16.237888776692287 48.131933872807494, 16.237886480125223 48.13193349402675), (16.237885847158818 48.13193853512932, 16.2378503544982 48.13199501419989, 16.235806866923873 48.1318028915326, 16.23552992932231 48.13255218620282, 16.237813821167762 48.13251252030536, 16.237885847158818 48.13193853512932)))",WienerwZugb,U,WienerwZugb (Abk.),WienerwZugb (Abkürzung),100,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5930.037981,1233004.95764,
