FID,OBJECTID,SHAPE,TEXT13ID,P_TYP,T_TEXT,T_LANG,O,P,SE_ANNO_CAD_DATA
OEFFGRUENPKTGOGD.1,1,POINT (16.31670417833581 48.2218045400587),Stöberplatz,Z,Stöberplatz,Stöberplatz,1,0,
OEFFGRUENPKTGOGD.2,2,POINT (16.317397401597585 48.22156114603211),Stöberplatz,Z,Stöberplatz,Stöberplatz,1,0,
OEFFGRUENPKTGOGD.3,3,POINT (16.317002252393763 48.221141756435706),Stöberplatz,Z,Stöberplatz,Stöberplatz,1,0,
OEFFGRUENPKTGOGD.4,4,POINT (16.316440782065087 48.22134007805864),Stöberplatz,Z,Stöberplatz,Stöberplatz,1,0,
OEFFGRUENPKTGOGD.5,5,POINT (16.318415114391797 48.214190407668006),Familienplatz,Z,Familienplatz,Familienplatz,1,0,
OEFFGRUENPKTGOGD.6,6,POINT (16.31819015885704 48.21481079176614),Familienplatz,Z,Familienplatz,Familienplatz,1,0,
OEFFGRUENPKTGOGD.7,7,POINT (16.31807990305107 48.21448932552019),Familienplatz,Z,Familienplatz,Familienplatz,1,0,
OEFFGRUENPKTGOGD.8,8,POINT (16.318942373451662 48.21476754560895),Familienplatz,Z,Familienplatz,Familienplatz,1,0,
OEFFGRUENPKTGOGD.9,9,POINT (16.318639487955423 48.214992706118586),Familienplatz,Z,Familienplatz,Familienplatz,1,0,
OEFFGRUENPKTGOGD.10,10,POINT (16.31875584198644 48.21419747589853),Familienplatz,Z,Familienplatz,Familienplatz,1,0,
OEFFGRUENPKTGOGD.11,11,POINT (16.309391971032486 48.22278302796309),Kongreßpark,Z,Kongreßpark,Kongreßpark,1,0,
OEFFGRUENPKTGOGD.12,12,POINT (16.31224098103693 48.222612876845524),Kongreßpark,Z,Kongreßpark,Kongreßpark,1,0,
OEFFGRUENPKTGOGD.13,13,POINT (16.31163464075956 48.22271953080141),Kongreßpark,Z,Kongreßpark,Kongreßpark,1,0,
OEFFGRUENPKTGOGD.14,14,POINT (16.30734515550388 48.22088044132297),Kongreßpark,Z,Kongreßpark,Kongreßpark,1,0,
OEFFGRUENPKTGOGD.15,15,POINT (16.307083981096035 48.222089099209064),Kongreßpark,Z,Kongreßpark,Kongreßpark,1,0,
OEFFGRUENPKTGOGD.16,16,POINT (16.30993447514091 48.2207240300188),Kongreßpark,Z,Kongreßpark,Kongreßpark,1,0,
OEFFGRUENPKTGOGD.17,17,POINT (16.30796615640925 48.222704097348824),Kongreßpark,Z,Kongreßpark,Kongreßpark,1,0,
OEFFGRUENPKTGOGD.18,18,POINT (16.30756883165197 48.2164361892709),Musilplatz,Z,Musilplatz,Musilplatz,1,0,
OEFFGRUENPKTGOGD.19,19,POINT (16.307260425582296 48.21531517646269),Musilplatz,Z,Musilplatz,Musilplatz,1,0,
OEFFGRUENPKTGOGD.20,20,POINT (16.29432424449342 48.21517066228622),Katharinenru*,Z,Katharinenruhe,Katharinenruhe,1,0,
OEFFGRUENPKTGOGD.21,21,POINT (16.361541595111976 48.2598007242715),Pfarrer-Mits*,Z,Pfarrer-Mitschke-Park,Pfarrer-Mitschke-Park,1,0,
OEFFGRUENPKTGOGD.22,22,POINT (16.361803118162456 48.259635605811624),Pfarrer-Mits*,Z,Pfarrer-Mitschke-Park,Pfarrer-Mitschke-Park,1,0,
OEFFGRUENPKTGOGD.23,23,POINT (16.312592522904836 48.21564608021008),Mildeplatz,Z,Mildeplatz,Mildeplatz,1,0,
OEFFGRUENPKTGOGD.24,24,POINT (16.312266753992503 48.21526716177998),Mildeplatz,Z,Mildeplatz,Mildeplatz,1,0,
OEFFGRUENPKTGOGD.25,25,POINT (16.31268960161183 48.215203664094496),Mildeplatz,Z,Mildeplatz,Mildeplatz,1,0,
OEFFGRUENPKTGOGD.26,26,POINT (16.334878193459318 48.21325079102456),Yppenplatz,Z,Yppenplatz,Yppenplatz,1,0,
OEFFGRUENPKTGOGD.27,27,POINT (16.335679376087082 48.21366936456361),Yppenplatz,Z,Yppenplatz,Yppenplatz,1,0,
OEFFGRUENPKTGOGD.28,28,POINT (16.325589505942816 48.21284747829757),Johann-NepoB*,Z,Johann-Nepomuk-Berger-Pl*,Johann-Nepomuk-Berger-Platz,1,0,
OEFFGRUENPKTGOGD.29,29,POINT (16.32569581532874 48.21292349729346),Johann-NepoB*,Z,Johann-Nepomuk-Berger-Pl*,Johann-Nepomuk-Berger-Platz,1,0,
OEFFGRUENPKTGOGD.30,30,POINT (16.326094465559194 48.21243289662543),Johann-NepoB*,Z,Johann-Nepomuk-Berger-Pl*,Johann-Nepomuk-Berger-Platz,1,0,
OEFFGRUENPKTGOGD.31,31,POINT (16.30892395611184 48.21297522236157),Stillfriedpl*,Z,Stillfriedplatz,Stillfriedplatz,1,0,
OEFFGRUENPKTGOGD.32,32,POINT (16.30879295363124 48.21249586080436),Stillfriedpl*,Z,Stillfriedplatz,Stillfriedplatz,1,0,
OEFFGRUENPKTGOGD.33,33,POINT (16.309690588611925 48.21236221486884),Stillfriedpl*,Z,Stillfriedplatz,Stillfriedplatz,1,0,
OEFFGRUENPKTGOGD.34,34,POINT (16.309858706611458 48.21282112980968),Stillfriedpl*,Z,Stillfriedplatz,Stillfriedplatz,1,0,
OEFFGRUENPKTGOGD.35,35,POINT (16.3082505029478 48.20956090159227),Park Wiesber*,Z,Park Wiesberggasse,Parkanlage Wiesberggasse,1,0,
OEFFGRUENPKTGOGD.36,36,POINT (16.308178921035136 48.20933292075621),Park Wiesber*,Z,Park Wiesberggasse,Parkanlage Wiesberggasse,1,0,
OEFFGRUENPKTGOGD.37,37,POINT (16.3187276916865 48.210548825432305),Schuhmeierpl*,Z,Schuhmeierplatz,Schuhmeierplatz,1,0,
OEFFGRUENPKTGOGD.38,38,POINT (16.31953915696947 48.210396774947085),Schuhmeierpl*,Z,Schuhmeierplatz,Schuhmeierplatz,1,0,
OEFFGRUENPKTGOGD.39,39,POINT (16.319047767643948 48.21029074574901),Schuhmeierpl*,Z,Schuhmeierplatz,Schuhmeierplatz,1,0,
OEFFGRUENPKTGOGD.40,40,POINT (16.327141567027798 48.21007456447009),Richard-Wagn*,Z,Richard-Wagner-Park,Richard-Wagner-Park,1,0,
OEFFGRUENPKTGOGD.41,41,POINT (16.32790442333287 48.2099858503348),Richard-Wagn*,Z,Richard-Wagner-Park,Richard-Wagner-Park,1,0,
OEFFGRUENPKTGOGD.42,42,POINT (16.32729474490383 48.20950046276362),Richard-Wagn*,Z,Richard-Wagner-Park,Richard-Wagner-Park,1,0,
OEFFGRUENPKTGOGD.43,43,POINT (16.33377847956626 48.20577576798699),Ludo-Hartman*,Z,Ludo-Hartmann-Park,Ludo-Hartmann-Park,1,0,
OEFFGRUENPKTGOGD.44,44,POINT (16.334504411046016 48.20594851566758),Ludo-Hartman*,Z,Ludo-Hartmann-Park,Ludo-Hartmann-Park,1,0,
OEFFGRUENPKTGOGD.45,45,POINT (16.301969845102885 48.223306215501694),Park Spinoza*,Z,Park Spinozagasse,Parkanlage Spinozagasse,1,0,
OEFFGRUENPKTGOGD.46,46,POINT (16.30462942927715 48.21381237676733),Karl-Kantner*,Z,Karl-Kantner-Park,Karl-Kantner-Park,1,0,
OEFFGRUENPKTGOGD.47,47,POINT (16.303986270907686 48.21388364721814),Karl-Kantner*,Z,Karl-Kantner-Park,Karl-Kantner-Park,1,0,
OEFFGRUENPKTGOGD.48,48,POINT (16.305567901127123 48.21437757304428),Karl-Kantner*,Z,Karl-Kantner-Park,Karl-Kantner-Park,1,0,
OEFFGRUENPKTGOGD.49,49,POINT (16.306314569408848 48.21447611067474),Karl-Kantner*,Z,Karl-Kantner-Park,Karl-Kantner-Park,1,0,
OEFFGRUENPKTGOGD.50,50,POINT (16.287055211026768 48.20847616398478),Steinhofer P*,Z,Steinhofer /Park Demuthga,Parkanlage Demuthgasse,1,0,
OEFFGRUENPKTGOGD.51,51,POINT (16.363207679334025 48.24953881717353),HeiligenstäS*,Z,Heiligenstädter Straße,Heiligenstädter Straße,1,0,
OEFFGRUENPKTGOGD.52,52,POINT (16.355698251238856 48.25273091738674),HeiligenstäP*,Z,Heiligenstädter Park,Heiligenstädter Park,1,0,
OEFFGRUENPKTGOGD.53,53,POINT (16.35762763852995 48.25392487490594),HeiligenstäP*,Z,Heiligenstädter Park,Heiligenstädter Park,1,0,
OEFFGRUENPKTGOGD.54,54,POINT (16.356825055198136 48.25389767467841),HeiligenstäP*,Z,Heiligenstädter Park,Heiligenstädter Park,1,0,
OEFFGRUENPKTGOGD.55,55,POINT (16.357560083417535 48.25123816796136),HeiligenstäP*,Z,Heiligenstädter Park,Heiligenstädter Park,1,0,
OEFFGRUENPKTGOGD.56,56,POINT (16.35581530894794 48.253859571727034),HeiligenstäP*,Z,Heiligenstädter Park,Heiligenstädter Park,1,0,
OEFFGRUENPKTGOGD.57,57,POINT (16.357957511924955 48.252831093449004),HeiligenstäP*,Z,Heiligenstädter Park,Heiligenstädter Park,1,0,
OEFFGRUENPKTGOGD.58,58,POINT (16.330530273636246 48.242914523686785),Alfred-Auer-*,Z,Alfred-Auer-Park,Alfred-Auer-Park,1,0,
OEFFGRUENPKTGOGD.59,59,POINT (16.33090566648684 48.24389191806749),Alfred-Auer-*,Z,Alfred-Auer-Park,Alfred-Auer-Park,1,0,
OEFFGRUENPKTGOGD.60,60,POINT (16.334309764551488 48.21939702257246),Pezzlpark,Z,Pezzlpark,Pezzlpark,1,0,
OEFFGRUENPKTGOGD.61,61,POINT (16.33431096614014 48.2188454514088),Pezzlpark,Z,Pezzlpark,Pezzlpark,1,0,
OEFFGRUENPKTGOGD.62,62,POINT (16.335103674605374 48.219229027042665),Pezzlpark,Z,Pezzlpark,Pezzlpark,1,0,
OEFFGRUENPKTGOGD.63,63,POINT (16.346153823707485 48.22377473992176),Vilma-Degisc*,Z,Vilma-Degischer-Park,Vilma-Degischer-Park,1,0,
OEFFGRUENPKTGOGD.64,64,POINT (16.346306642506214 48.2236640539572),Vilma-Degisc*,Z,Vilma-Degischer-Park,Vilma-Degischer-Park,1,0,
OEFFGRUENPKTGOGD.65,65,POINT (16.345898294699527 48.22356368380322),Vilma-Degisc*,Z,Vilma-Degischer-Park,Vilma-Degischer-Park,1,0,
OEFFGRUENPKTGOGD.66,66,POINT (16.30677274625316 48.20134582723443),Ordeltpark,Z,Ordeltpark,Ordeltpark,1,0,
OEFFGRUENPKTGOGD.67,67,POINT (16.307270883777942 48.20145018136953),Ordeltpark,Z,Ordeltpark,Ordeltpark,1,0,
OEFFGRUENPKTGOGD.68,68,POINT (16.30745088050721 48.200800915389614),Ordeltpark,Z,Ordeltpark,Ordeltpark,1,0,
OEFFGRUENPKTGOGD.69,69,POINT (16.306830998521207 48.20082558070665),Ordeltpark,Z,Ordeltpark,Ordeltpark,1,0,
OEFFGRUENPKTGOGD.70,70,POINT (16.307236447059964 48.20080866703191),Ordeltpark,Z,Ordeltpark,Ordeltpark,1,0,
OEFFGRUENPKTGOGD.71,71,POINT (16.358548542831496 48.211381991392116),Rathauspark,Z,Rathauspark,Rathauspark,10,0,
OEFFGRUENPKTGOGD.72,72,POINT (16.360114958075805 48.20997055990017),Rathauspark,Z,Rathauspark,Rathauspark,10,0,
OEFFGRUENPKTGOGD.73,73,POINT (16.35810044019169 48.20932292741303),Rathauspark,Z,Rathauspark,Rathauspark,10,0,
OEFFGRUENPKTGOGD.74,74,POINT (16.36006098487272 48.209736386223135),Rathauspark,Z,Rathauspark,Rathauspark,10,0,
OEFFGRUENPKTGOGD.75,75,POINT (16.359432958474653 48.20885418623504),Rathauspark,Z,Rathauspark,Rathauspark,10,0,
OEFFGRUENPKTGOGD.76,76,POINT (16.35873959937666 48.21149935790919),Rathauspark,Z,Rathauspark,Rathauspark,10,0,
OEFFGRUENPKTGOGD.77,77,POINT (16.358901871325404 48.21204780311097),Rathauspark,Z,Rathauspark,Rathauspark,10,0,
OEFFGRUENPKTGOGD.78,78,POINT (16.36049845013559 48.211230635711765),Rathauspark,Z,Rathauspark,Rathauspark,10,0,
OEFFGRUENPKTGOGD.79,79,POINT (16.360405565100685 48.210952560450416),Rathauspark,Z,Rathauspark,Rathauspark,10,0,
OEFFGRUENPKTGOGD.80,80,POINT (16.36065932450335 48.211809942421354),Rathauspark,Z,Rathauspark,Rathauspark,10,0,
OEFFGRUENPKTGOGD.81,81,POINT (16.358190841282784 48.20963633927778),Rathauspark,Z,Rathauspark,Rathauspark,10,0,
OEFFGRUENPKTGOGD.82,82,POINT (16.35881966571008 48.21022064329756),Rathauspark,Z,Rathauspark,Rathauspark,10,0,
OEFFGRUENPKTGOGD.83,83,POINT (16.358265929492436 48.209885117371996),Rathauspark,Z,Rathauspark,Rathauspark,10,0,
OEFFGRUENPKTGOGD.84,84,POINT (16.359578792245266 48.210363970248395),Rathauspark,Z,Rathauspark,Rathauspark,10,0,
OEFFGRUENPKTGOGD.85,85,POINT (16.359026173262798 48.21101564279921),Rathauspark,Z,Rathauspark,Rathauspark,10,0,
OEFFGRUENPKTGOGD.86,86,POINT (16.359667178456785 48.21069329832503),Rathauspark,Z,Rathauspark,Rathauspark,10,0,
OEFFGRUENPKTGOGD.87,87,POINT (16.358112835324967 48.21001997521829),Rathauspark,Z,Rathauspark,Rathauspark,10,0,
OEFFGRUENPKTGOGD.88,88,POINT (16.360257332572395 48.210451937309884),Rathauspark,Z,Rathauspark,Rathauspark,10,0,
OEFFGRUENPKTGOGD.89,89,POINT (16.325117896997583 48.23448635764825),Albert-Dub-P*,Z,Albert-Dub-Park,Albert-Dub-Park,1,0,
OEFFGRUENPKTGOGD.90,90,POINT (16.32433271769949 48.23396796450213),Albert-Dub-P*,Z,Albert-Dub-Park,Albert-Dub-Park,1,0,
OEFFGRUENPKTGOGD.91,91,POINT (16.325735185064048 48.24501826456803),Raimund-Zode*,Z,Raimund-Zoder-Park,Raimund-Zoder-Park,1,0,
OEFFGRUENPKTGOGD.92,92,POINT (16.325410414292506 48.244276513025696),Raimund-Zode*,Z,Raimund-Zoder-Park,Raimund-Zoder-Park,1,0,
OEFFGRUENPKTGOGD.93,93,POINT (16.32544603797455 48.24342448913551),Raimund-Zode*,Z,Raimund-Zoder-Park,Raimund-Zoder-Park,1,0,
OEFFGRUENPKTGOGD.94,94,POINT (16.325995736938296 48.2442276539114),Raimund-Zode*,Z,Raimund-Zoder-Park,Raimund-Zoder-Park,1,0,
OEFFGRUENPKTGOGD.95,95,POINT (16.321145172449974 48.24142715647629),Dr.-Meißner-*,Z,Dr.-Meißner-Park,Dr.-Meißner-Park,1,0,
OEFFGRUENPKTGOGD.96,96,POINT (16.3211930100497 48.24088584936338),Dr.-Meißner-*,Z,Dr.-Meißner-Park,Dr.-Meißner-Park,1,0,
OEFFGRUENPKTGOGD.97,97,POINT (16.32048068813548 48.241100291526436),Dr.-Meißner-*,Z,Dr.-Meißner-Park,Dr.-Meißner-Park,1,0,
OEFFGRUENPKTGOGD.98,98,POINT (16.321574208860735 48.24090121417857),Dr.-Meißner-*,Z,Dr.-Meißner-Park,Dr.-Meißner-Park,1,0,
OEFFGRUENPKTGOGD.99,99,POINT (16.356162341702362 48.24520862330004),Setagayapark,Z,Setagayapark,Setagayapark,1,0,
OEFFGRUENPKTGOGD.100,100,POINT (16.34315144695909 48.24576541608307),Strauss-Lann*,Z,Strauss-Lanner-Park,Strauss-Lanner-Park,1,0,
OEFFGRUENPKTGOGD.101,101,POINT (16.34442429221525 48.24485690492406),Strauss-Lann*,Z,Strauss-Lanner-Park,Strauss-Lanner-Park,1,0,
OEFFGRUENPKTGOGD.102,102,POINT (16.34375565134822 48.245318520817534),Strauss-Lann*,Z,Strauss-Lanner-Park,Strauss-Lanner-Park,1,0,
OEFFGRUENPKTGOGD.103,103,POINT (16.34805925956386 48.24564716421596),Saarpark,Z,Saarpark,Saarpark,1,0,
OEFFGRUENPKTGOGD.104,104,POINT (16.348073910311417 48.246010601560464),Saarpark,Z,Saarpark,Saarpark,1,0,
OEFFGRUENPKTGOGD.105,105,POINT (16.349590395542915 48.24585302554238),Saarpark,Z,Saarpark,Saarpark,1,0,
OEFFGRUENPKTGOGD.106,106,POINT (16.349542662852578 48.24553848245685),Saarpark,Z,Saarpark,Saarpark,1,0,
OEFFGRUENPKTGOGD.107,107,POINT (16.348854987792233 48.24597627953235),Saarpark,Z,Saarpark,Saarpark,1,0,
OEFFGRUENPKTGOGD.108,108,POINT (16.331625445417615 48.236414990370484),Türkenschanz*,Z,Türkenschanzpark,Türkenschanzpark,10,0,
OEFFGRUENPKTGOGD.109,109,POINT (16.33448476010021 48.236049056927605),Türkenschanz*,Z,Türkenschanzpark,Türkenschanzpark,10,0,
OEFFGRUENPKTGOGD.110,110,POINT (16.33312586046109 48.23690824867934),Türkenschanz*,Z,Türkenschanzpark,Türkenschanzpark,10,0,
OEFFGRUENPKTGOGD.111,111,POINT (16.333731146265404 48.23396136345614),Türkenschanz*,Z,Türkenschanzpark,Türkenschanzpark,10,0,
OEFFGRUENPKTGOGD.112,112,POINT (16.336184940749625 48.23395336938548),Türkenschanz*,Z,Türkenschanzpark,Türkenschanzpark,10,0,
OEFFGRUENPKTGOGD.113,113,POINT (16.33232785344292 48.23396600301906),Türkenschanz*,Z,Türkenschanzpark,Türkenschanzpark,10,0,
OEFFGRUENPKTGOGD.114,114,POINT (16.33448476010021 48.236049056927605),Türkenschanz*,Z,Türkenschanzpark,Türkenschanzpark,10,0,
OEFFGRUENPKTGOGD.115,115,POINT (16.329638854871323 48.23526139696482),Türkenschanz*,Z,Türkenschanzpark,Türkenschanzpark,10,0,
OEFFGRUENPKTGOGD.116,116,POINT (16.330361224727557 48.2340645556555),Türkenschanz*,Z,Türkenschanzpark,Türkenschanzpark,10,0,
OEFFGRUENPKTGOGD.117,117,POINT (16.32877660368743 48.234548898693646),Türkenschanz*,Z,Türkenschanzpark,Türkenschanzpark,10,0,
OEFFGRUENPKTGOGD.118,118,POINT (16.3292962052937 48.23437246258147),Türkenschanz*,Z,Türkenschanzpark,Türkenschanzpark,10,0,
OEFFGRUENPKTGOGD.119,119,POINT (16.337690816758627 48.235108429816066),Türkenschanz*,Z,Türkenschanzpark,Türkenschanzpark,10,0,
OEFFGRUENPKTGOGD.120,120,POINT (16.329125806474305 48.234879962066444),Türkenschanz*,Z,Türkenschanzpark,Türkenschanzpark,10,0,
OEFFGRUENPKTGOGD.121,121,POINT (16.347743259561405 48.24303845177043),Richard-Eybn*,Z,Richard-Eybner-Park,Richard-Eybner-Park,1,0,
OEFFGRUENPKTGOGD.122,122,POINT (16.34862857443814 48.242925509932896),Richard-Eybn*,Z,Richard-Eybner-Park,Richard-Eybner-Park,1,0,
OEFFGRUENPKTGOGD.123,123,POINT (16.34891645635542 48.24337310983606),Richard-Eybn*,Z,Richard-Eybner-Park,Richard-Eybner-Park,1,0,
OEFFGRUENPKTGOGD.124,124,POINT (16.301311404939334 48.235806625947774),Hans-Bock-Pa*,Z,Hans-Bock-Park,Hans-Bock-Park,1,0,
OEFFGRUENPKTGOGD.125,125,POINT (16.30193289337661 48.234895975660855),Hans-Bock-Pa*,Z,Hans-Bock-Park,Hans-Bock-Park,1,0,
OEFFGRUENPKTGOGD.126,126,POINT (16.30170664229877 48.23601906447556),Hans-Bock-Pa*,Z,Hans-Bock-Park,Hans-Bock-Park,1,0,
OEFFGRUENPKTGOGD.127,127,POINT (16.335366072972782 48.22866745469013),Norbert-Lieb*,Z,Norbert-Liebermann-Park,Norbert-Liebermann-Park,1,0,
OEFFGRUENPKTGOGD.128,128,POINT (16.335197725917972 48.228389579768965),Norbert-Lieb*,Z,Norbert-Liebermann-Park,Norbert-Liebermann-Park,1,0,
OEFFGRUENPKTGOGD.129,129,POINT (16.33605957630966 48.22820903564338),Norbert-Lieb*,Z,Norbert-Liebermann-Park,Norbert-Liebermann-Park,1,0,
OEFFGRUENPKTGOGD.130,130,POINT (16.33616532895598 48.228412126891484),Norbert-Lieb*,Z,Norbert-Liebermann-Park,Norbert-Liebermann-Park,1,0,
OEFFGRUENPKTGOGD.131,131,POINT (16.333860531976516 48.233738506171115),Joseph-Kainz*,Z,Joseph-Kainz-Park,Joseph-Kainz-Park,1,0,
OEFFGRUENPKTGOGD.132,132,POINT (16.334476681077867 48.23374436269317),Joseph-Kainz*,Z,Joseph-Kainz-Park,Joseph-Kainz-Park,1,0,
OEFFGRUENPKTGOGD.133,133,POINT (16.333875236201212 48.232864379766184),Joseph-Kainz*,Z,Joseph-Kainz-Park,Joseph-Kainz-Park,1,0,
OEFFGRUENPKTGOGD.134,134,POINT (16.334463579898333 48.23285823628573),Joseph-Kainz*,Z,Joseph-Kainz-Park,Joseph-Kainz-Park,1,0,
OEFFGRUENPKTGOGD.135,135,POINT (16.3345097684713 48.233292871676106),Joseph-Kainz*,Z,Joseph-Kainz-Park,Joseph-Kainz-Park,1,0,
OEFFGRUENPKTGOGD.136,136,POINT (16.33383839025163 48.233292438942165),Joseph-Kainz*,Z,Joseph-Kainz-Park,Joseph-Kainz-Park,1,0,
OEFFGRUENPKTGOGD.137,137,POINT (16.34695443771365 48.23227933288043),Währinger Pa*,Z,Währinger Park,Währinger Park,1,0,
OEFFGRUENPKTGOGD.138,138,POINT (16.34945744034897 48.23379262508947),Währinger Pa*,Z,Währinger Park,Währinger Park,1,0,
OEFFGRUENPKTGOGD.139,139,POINT (16.350740762881045 48.23304891838346),Währinger Pa*,Z,Währinger Park,Währinger Park,1,0,
OEFFGRUENPKTGOGD.140,140,POINT (16.349519196139823 48.231470630835084),Währinger Pa*,Z,Währinger Park,Währinger Park,1,0,
OEFFGRUENPKTGOGD.141,141,POINT (16.349176536207292 48.23068333265031),Währinger Pa*,Z,Währinger Park,Währinger Park,1,0,
OEFFGRUENPKTGOGD.142,142,POINT (16.34812485302079 48.23091581089361),Währinger Pa*,Z,Währinger Park,Währinger Park,1,0,
OEFFGRUENPKTGOGD.143,143,POINT (16.350815269214742 48.233592853371405),Währinger Pa*,Z,Währinger Park,Währinger Park,1,0,
OEFFGRUENPKTGOGD.144,144,POINT (16.35011953929365 48.23372741588444),Währinger Pa*,Z,Währinger Park,Währinger Park,1,0,
OEFFGRUENPKTGOGD.145,145,POINT (16.34981381241428 48.23229470929572),Währinger Pa*,Z,Währinger Park,Währinger Park,1,0,
OEFFGRUENPKTGOGD.146,146,POINT (16.30457589987266 48.22904210006239),Josef-Kaderk*,Z,Josef-Kaderka-Park,Josef-Kaderka-Park,1,0,
OEFFGRUENPKTGOGD.147,147,POINT (16.334717795754017 48.22664030384777),Ebner-Eschen*,Z,Ebner-Eschenbach-Park,Ebner-Eschenbach-Park,1,0,
OEFFGRUENPKTGOGD.148,148,POINT (16.33506541229896 48.22648355408047),Ebner-Eschen*,Z,Ebner-Eschenbach-Park,Ebner-Eschenbach-Park,1,0,
OEFFGRUENPKTGOGD.149,149,POINT (16.33480963396306 48.2271131816705),Ebner-Eschen*,Z,Ebner-Eschenbach-Park,Ebner-Eschenbach-Park,1,0,
OEFFGRUENPKTGOGD.150,150,POINT (16.335634396964675 48.22682435918995),Ebner-Eschen*,Z,Ebner-Eschenbach-Park,Ebner-Eschenbach-Park,1,0,
OEFFGRUENPKTGOGD.151,151,POINT (16.314577384528466 48.232322188196996),Park Herbeck*,Z,Park Herbeckstraße,Parkanlage Herbeckstraße,1,0,
OEFFGRUENPKTGOGD.152,152,POINT (16.31546287102578 48.2324354083048),Park Herbeck*,Z,Park Herbeckstraße,Parkanlage Herbeckstraße,1,0,
OEFFGRUENPKTGOGD.153,153,POINT (16.321721299760732 48.21861135195535),Clemens-Hofb*,Z,Clemens-Hofbauer-Platz,Clemens-Hofbauer-Platz,1,0,
OEFFGRUENPKTGOGD.154,154,POINT (16.32237235305564 48.21852976706007),Clemens-Hofb*,Z,Clemens-Hofbauer-Platz,Clemens-Hofbauer-Platz,1,0,
OEFFGRUENPKTGOGD.155,155,POINT (16.321857804260908 48.21898720835284),Clemens-Hofb*,Z,Clemens-Hofbauer-Platz,Clemens-Hofbauer-Platz,1,0,
OEFFGRUENPKTGOGD.156,156,POINT (16.322504297795554 48.21890423990388),Clemens-Hofb*,Z,Clemens-Hofbauer-Platz,Clemens-Hofbauer-Platz,1,0,
OEFFGRUENPKTGOGD.157,157,POINT (16.24859832183441 48.20983167683587),Wolfersberg,Z,Wolfersberg,Wolfersberg,1,0,
OEFFGRUENPKTGOGD.158,158,POINT (16.24438343126181 48.21102927821953),Wolfersberg,Z,Wolfersberg,Wolfersberg,1,0,
OEFFGRUENPKTGOGD.159,159,POINT (16.244808006289244 48.20773893793525),Franz-Sauer-*,Z,Franz-Sauer-Park,Franz-Sauer-Park,1,0,
OEFFGRUENPKTGOGD.160,160,POINT (16.40335404272021 48.22680019103735),Mexikopark,Z,Mexikopark,Mexikopark,1,0,
OEFFGRUENPKTGOGD.161,161,POINT (16.40241948173779 48.22635406528646),Mexikopark,Z,Mexikopark,Mexikopark,1,0,
OEFFGRUENPKTGOGD.162,162,POINT (16.40216189850086 48.22556942198669),Mexikopark,Z,Mexikopark,Mexikopark,1,0,
OEFFGRUENPKTGOGD.163,163,POINT (16.40259078599575 48.22644790241461),Mexikopark,Z,Mexikopark,Mexikopark,1,0,
OEFFGRUENPKTGOGD.164,164,POINT (16.403992987551845 48.22631978705059),Mexikopark,Z,Mexikopark,Mexikopark,1,0,
OEFFGRUENPKTGOGD.165,165,POINT (16.40173884423266 48.22593339780764),Mexikopark,Z,Mexikopark,Mexikopark,1,0,
OEFFGRUENPKTGOGD.166,166,POINT (16.402819518320598 48.22501736704214),Mexikopark,Z,Mexikopark,Mexikopark,1,0,
OEFFGRUENPKTGOGD.167,167,POINT (16.318767098209296 48.231378432947025),Leopold-Rose*,Z,Leopold-Rosenmayr-Park,Leopold-Rosenmayr-Park,1,0,
OEFFGRUENPKTGOGD.168,168,POINT (16.318154314940752 48.231584477273586),Leopold-Rose*,Z,Leopold-Rosenmayr-Park,Leopold-Rosenmayr-Park,1,0,
OEFFGRUENPKTGOGD.169,169,POINT (16.318677428849423 48.1902650946273),Gustav-Jäger*,Z,Gustav-Jäger-Park,Gustav-Jäger-Park,1,0,
OEFFGRUENPKTGOGD.170,170,POINT (16.315619915891872 48.19061918584753),Gustav-Jäger*,Z,Gustav-Jäger-Park,Gustav-Jäger-Park,1,0,
OEFFGRUENPKTGOGD.171,171,POINT (16.305392059512837 48.18809190832733),Hadikpark,Z,Hadikpark,Hadikpark,1,0,
OEFFGRUENPKTGOGD.172,172,POINT (16.304588463577318 48.188005687339775),Hadikpark,Z,Hadikpark,Hadikpark,1,0,
OEFFGRUENPKTGOGD.173,173,POINT (16.377603042931486 48.23750743985676),Park Dresdne*,Z,Park Dresdnerstraße,Parkanlage Dresdnerstraße,1,0,
OEFFGRUENPKTGOGD.174,174,POINT (16.377713236081014 48.2377339846149),Park Dresdne*,Z,Park Dresdnerstraße,Parkanlage Dresdnerstraße,1,0,
OEFFGRUENPKTGOGD.175,175,POINT (16.378096499505226 48.24002056938555),Park Stromst*,Z,Park Stromstraße,Parkanlage Stromstraße,1,0,
OEFFGRUENPKTGOGD.176,176,POINT (16.324091749496432 48.225992427554225),Lidlpark,Z,Lidlpark,Lidlpark,1,0,
OEFFGRUENPKTGOGD.177,177,POINT (16.323398068529105 48.224773429834606),Lidlpark,Z,Lidlpark,Lidlpark,1,0,
OEFFGRUENPKTGOGD.178,178,POINT (16.326426656633444 48.21525012479942),Lorenz-Bayer*,Z,Lorenz-Bayer-Park,Lorenz-Bayer-Park,1,0,
OEFFGRUENPKTGOGD.179,179,POINT (16.325631176266384 48.21434770178933),Lorenz-Bayer*,Z,Lorenz-Bayer-Park,Lorenz-Bayer-Park,1,0,
