FID,OBJECTID,SHAPE,TEXT13ID,P_TYP,T_TEXT,T_LANG,O,P,SE_ANNO_CAD_DATA
OEFFGRUENPKTGOGD.4363,4363,POINT (16.36018515396955 48.18914441826392),Viktor-Chris*,Z,Viktor-Christ*,Grünanlage Viktor-Christ-Gasse,1,0,
OEFFGRUENPKTGOGD.4364,4364,POINT (16.35282620103374 48.21814769529386),Ehem. Allgem*,Z,Ehem. Allgem. AKH,Ehem. Allgem. AKH,1,0,
OEFFGRUENPKTGOGD.4365,4365,POINT (16.329548067121937 48.15648329228259),Zanaschkagas*,Z,Zanaschkagasse,Zanaschkagasse,1,0,
OEFFGRUENPKTGOGD.4366,4366,POINT (16.32316846112837 48.157860728035615),Zanaschkagas*,Z,Zanaschkagasse,Zanaschkagasse,1,0,
OEFFGRUENPKTGOGD.4367,4367,POINT (16.287411758306796 48.17506015982523),Kinderspielp*,Z,Kinderspielplatz Fasanga*,Kinderspielplatz Fasangarten,1,0,
OEFFGRUENPKTGOGD.4368,4368,POINT (16.288052416202113 48.175519786189774),Kinderspielp*,Z,Kinderspielplatz Fasanga*,Kinderspielplatz Fasangarten,1,0,
OEFFGRUENPKTGOGD.4369,4369,POINT (16.417197421658898 48.17893798818901),Park Kopal g,Z,Park Kopal gasse,Parkanlage Kopalgasse,1,0,
OEFFGRUENPKTGOGD.4370,4370,POINT (16.419289215770327 48.179117722243305),Park Kopal g,Z,Park Kopal gasse,Parkanlage Kopalgasse,1,0,
OEFFGRUENPKTGOGD.4371,4371,POINT (16.433394800728504 48.167200665535205),Park Orionga*,Z,Park Oriongasse,Parkanlage Oriongasse,1,0,
OEFFGRUENPKTGOGD.4372,4372,POINT (16.43359490772473 48.167694651181435),Park Orionga*,Z,Park Oriongasse,Parkanlage Oriongasse,1,0,
OEFFGRUENPKTGOGD.4373,4373,POINT (16.43548584457264 48.167730134476905),Park Orionga*,Z,Park Oriongasse,Parkanlage Oriongasse,1,0,
OEFFGRUENPKTGOGD.4374,4374,POINT (16.303715581371716 48.164175282824445),Marschallpla*,Z,Marschallplatz,Grünanlage Marschallplatz,1,0,
OEFFGRUENPKTGOGD.4375,4375,POINT (16.304378643493934 48.163694799986914),Marschallpla*,Z,Marschallplatz,Grünanlage Marschallplatz,1,0,
OEFFGRUENPKTGOGD.4376,4376,POINT (16.32506045501673 48.16165781040651),Park Am Schö*,Z,Park Am Schöpfwerk,Parkanlage Am Schöpfwerk,1,0,
OEFFGRUENPKTGOGD.4377,4377,POINT (16.325288848124703 48.1615319427053),Park Am Schö*,Z,Park Am Schöpfwerk,Parkanlage Am Schöpfwerk,1,0,
OEFFGRUENPKTGOGD.4378,4378,POINT (16.242306545754758 48.20868561678523),Park Anzbach*,Z,Park Anzbachgasse,Parkanlage Anzbachgasse,1,0,
OEFFGRUENPKTGOGD.4379,4379,POINT (16.242823633220183 48.20821262915181),Park Anzbach*,Z,Park Anzbachgasse,Parkanlage Anzbachgasse,1,0,
OEFFGRUENPKTGOGD.4380,4380,POINT (16.338183539207236 48.187286025379976),Park Harthau*,Z,Park Harthausergas*,Parkanlage Harthausergasse,1,0,
OEFFGRUENPKTGOGD.4381,4381,POINT (16.33804383490367 48.186942444088906),Park Harthau*,Z,Park Harthausergas*,Parkanlage Harthausergasse,1,0,
OEFFGRUENPKTGOGD.4382,4382,POINT (16.3383492200525 48.18710232058535),Park Harthau*,Z,Park Harthausergas*,Parkanlage Harthausergasse,1,0,
OEFFGRUENPKTGOGD.4383,4383,POINT (16.303590235757827 48.16985313534085),Park Fasanga*,Z,Park Fasangartenga*,Parkanlage Fasangartengasse,1,0,
OEFFGRUENPKTGOGD.4384,4384,POINT (16.303777151732817 48.170166980910714),Park Fasanga*,Z,Park Fasangartenga*,Parkanlage Fasangartengasse,1,0,
OEFFGRUENPKTGOGD.4385,4385,POINT (16.304123041050474 48.16977602007168),Park Fasanga*,Z,Park Fasangartenga*,Parkanlage Fasangartengasse,1,0,
OEFFGRUENPKTGOGD.4386,4386,POINT (16.30009889889422 48.17002192824091),Park Hetzend*,Z,Park Hetzendorfer *,Parkanlage Hetzendorfer Straße,1,0,
OEFFGRUENPKTGOGD.4387,4387,POINT (16.32364521321337 48.181783968314555),Park Rosasga*,Z,Park Rosasgasse ,Parkanlage Rosasgasse ,1,0,
OEFFGRUENPKTGOGD.4388,4388,POINT (16.323551441313622 48.181784354756374),Park Rosasga*,Z,Park Rosasgasse ,Parkanlage Rosasgasse ,1,0,
OEFFGRUENPKTGOGD.4389,4389,POINT (16.297304467115886 48.16923785849631),Park München*,Z,Park Münchenstraße,Parkanlage Münchenstraße,1,0,
OEFFGRUENPKTGOGD.4390,4390,POINT (16.32235761026293 48.17749092469646),Park Rotenmü*,Z,Park Rotenmühlgasse,Parkanlage Rotenmühlgasse,1,0,
OEFFGRUENPKTGOGD.4391,4391,POINT (16.322316262160385 48.177221451248215),Park Rotenmü*,Z,Park Rotenmühlgasse,Parkanlage Rotenmühlgasse,1,0,
OEFFGRUENPKTGOGD.4392,4392,POINT (16.310355312046163 48.16888185573299),Park Strohbe*,Z,Park Strohberggasse,Parkanlage Strohberggasse,1,0,
OEFFGRUENPKTGOGD.4393,4393,POINT (16.31231351329504 48.168749550100884),Park Strohbe*,Z,Park Strohberggasse,Parkanlage Strohberggasse,1,0,
OEFFGRUENPKTGOGD.4394,4394,POINT (16.276107670871568 48.176439945348555),Park Faistau*,Z,Park Faistauergasse,Parkanlage Faistauergasse,1,0,
OEFFGRUENPKTGOGD.4395,4395,POINT (16.275948316436928 48.17618667939199),Park Faistau*,Z,Park Faistauergasse,Parkanlage Faistauergasse,1,0,
OEFFGRUENPKTGOGD.4396,4396,POINT (16.27582756111819 48.1764136079613),Park Faistau*,Z,Park Faistauergasse,Parkanlage Faistauergasse,1,0,
OEFFGRUENPKTGOGD.4397,4397,POINT (16.275853626292296 48.176449215010706),Park Faistau*,Z,Park Faistauergasse,Parkanlage Faistauergasse,1,0,
OEFFGRUENPKTGOGD.4398,4398,POINT (16.28083221457015 48.194011511985046),Park Guldeng*,Z,Park Guldengasse,Parkanlage Guldengasse,1,0,
OEFFGRUENPKTGOGD.4399,4399,POINT (16.281062823186463 48.193754002410124),Park Guldeng*,Z,Park Guldengasse,Parkanlage Guldengasse,1,0,
OEFFGRUENPKTGOGD.4400,4400,POINT (16.289818090192973 48.20419823246705),Park Gustere*,Z,Park Gusterergasse,Parkanlage Gusterergasse,1,0,
OEFFGRUENPKTGOGD.4401,4401,POINT (16.289531353346973 48.20406241145236),Park Gustere*,Z,Park Gusterergasse,Parkanlage Gusterergasse,1,0,
OEFFGRUENPKTGOGD.4402,4402,POINT (16.270299958864555 48.19936758632878),Park Leon-As*,Z,Park Leon-Askin-Pl*,Parkanlage Leon-Askin-Platz,1,0,
OEFFGRUENPKTGOGD.4403,4403,POINT (16.27361281012703 48.197961236917074),Park Molisch*,Z,Park Molischgasse,Parkanlage Molischgasse,1,0,
OEFFGRUENPKTGOGD.4404,4404,POINT (16.39663318964884 48.18587108441588),Park Wildgan*,Z,Park Wildgansplatz,Parkanlage Wildgansplatz,1,0,
OEFFGRUENPKTGOGD.4405,4405,POINT (16.39713665376879 48.18596817311961),Park Wildgan*,Z,Park Wildgansplatz,Parkanlage Wildgansplatz,1,0,
OEFFGRUENPKTGOGD.4406,4406,POINT (16.372869801268912 48.21570122964945),Park Franz-J*,Z,Park Franz-Josefs-*,Parkanlage Franz-Josefs-Kai,1,0,
OEFFGRUENPKTGOGD.4407,4407,POINT (16.382303963587017 48.21513090660333),Park Große M*,Z,Park Große Mohreng*,Parkanlage Große Mohrengasse,1,0,
OEFFGRUENPKTGOGD.4408,4408,POINT (16.373191935970585 48.22205572733288),Park Krafftg*,Z,Park Krafftgasse,Parkanlage Krafftgasse,1,0,
OEFFGRUENPKTGOGD.4409,4409,POINT (16.373706957054466 48.22171744143821),Park Krafftg*,Z,Park Krafftgasse,Parkanlage Krafftgasse,1,0,
OEFFGRUENPKTGOGD.4410,4410,POINT (16.242996808148124 48.20439384723134),Park Bierhäu*,Z,Park Bierhäuselber*,Parkanlage Bierhäuselberggasse,1,0,
OEFFGRUENPKTGOGD.4411,4411,POINT (16.244836432351384 48.20416193218081),Park Bierhäu*,Z,Park Bierhäuselber*,Parkanlage Bierhäuselberggasse,1,0,
OEFFGRUENPKTGOGD.4412,4412,POINT (16.252295535233504 48.21826646744706),Park Dostgas*,Z,Park Dostgasse,Parkanlage Dostgasse,1,0,
OEFFGRUENPKTGOGD.4413,4413,POINT (16.25228683502434 48.21783600876087),Park Dostgas*,Z,Park Dostgasse,Parkanlage Dostgasse,1,0,
OEFFGRUENPKTGOGD.4414,4414,POINT (16.39212301801308 48.20332537717671),Grete-Jost-P*,Z,Grete-Jost-Park,Grete-Jost-Park,1,0,
OEFFGRUENPKTGOGD.4415,4415,POINT (16.39234814581814 48.20322809938961),Grete-Jost-P*,Z,Grete-Jost-Park,Grete-Jost-Park,1,0,
OEFFGRUENPKTGOGD.4416,4416,POINT (16.32111983982189 48.190511678072156),Park Winckel*,Z,Park Winckelmannst*,Parkanlage Winckelmannstraße,1,0,
OEFFGRUENPKTGOGD.4417,4417,POINT (16.320750916002307 48.190575392282184),Park Winckel*,Z,Park Winckelmannst*,Parkanlage Winckelmannstraße,1,0,
OEFFGRUENPKTGOGD.4418,4418,POINT (16.320704643616278 48.19026857482905),Park Winckel*,Z,Park Winckelmannst*,Parkanlage Winckelmannstraße,1,0,
OEFFGRUENPKTGOGD.4419,4419,POINT (16.321176852255956 48.190296761351405),Park Winckel*,Z,Park Winckelmannst*,Parkanlage Winckelmannstraße,1,0,
OEFFGRUENPKTGOGD.4420,4420,POINT (16.325017164297044 48.199494505359816),Park Tannhäu*,Z,Park Tannhäuserpla*,Parkanlage Tannhäuserplatz,1,0,
OEFFGRUENPKTGOGD.4421,4421,POINT (16.325046844051048 48.19938584078142),Park Tannhäu*,Z,Park Tannhäuserpla*,Parkanlage Tannhäuserplatz,1,0,
OEFFGRUENPKTGOGD.4422,4422,POINT (16.3182302319582 48.25096251108204),Park Nottebo*,Z,Park Nottebohmstra*,Parkanlage Nottebohmstraße,1,0,
OEFFGRUENPKTGOGD.4423,4423,POINT (16.311419428153563 48.24354511507916),Starkfriedga*,Z,Starkfriedgasse,Starkfriedgasse,1,0,
OEFFGRUENPKTGOGD.4424,4424,POINT (16.311801814917565 48.24337294029807),Starkfriedga*,Z,Starkfriedgasse,Starkfriedgasse,1,0,
OEFFGRUENPKTGOGD.4425,4425,POINT (16.359671067927003 48.27155549646368),Park Wigandg*,Z,Park Wigandgasse,Parkanlage Wigandgasse,1,0,
OEFFGRUENPKTGOGD.4426,4426,POINT (16.358517031781158 48.272387517197274),Park Wigandg*,Z,Park Wigandgasse,Parkanlage Wigandgasse,1,0,
OEFFGRUENPKTGOGD.4427,4427,POINT (16.312182326580412 48.23925854281661),Park Leopold*,Z,Park Leopoldsplate*,Parkanlage Leopoldsplateau,1,0,
OEFFGRUENPKTGOGD.4428,4428,POINT (16.3123842907982 48.23920104292882),Park Leopold*,Z,Park Leopoldsplate*,Parkanlage Leopoldsplateau,1,0,
OEFFGRUENPKTGOGD.4429,4429,POINT (16.311859961473075 48.23884415661072),Park Leopold*,Z,Park Leopoldsplate*,Parkanlage Leopoldsplateau,1,0,
OEFFGRUENPKTGOGD.4430,4430,POINT (16.312131123569348 48.23876981228128),Park Leopold*,Z,Park Leopoldsplate*,Parkanlage Leopoldsplateau,1,0,
OEFFGRUENPKTGOGD.4431,4431,POINT (16.394941854021425 48.261164761772086),Park Arnoldg*,Z,Park Arnoldgasse,Parkanlage Arnoldgasse,1,0,
OEFFGRUENPKTGOGD.4432,4432,POINT (16.39431000555042 48.26040176772923),Park Arnoldg*,Z,Park Arnoldgasse,Parkanlage Arnoldgasse,1,0,
OEFFGRUENPKTGOGD.4433,4433,POINT (16.45429728665392 48.27257046120628),Park Doderer*,Z,Park Doderergasse,Parkanlage Doderergasse,1,0,
OEFFGRUENPKTGOGD.4434,4434,POINT (16.454745269588457 48.27300557939547),Park Doderer*,Z,Park Doderergasse,Parkanlage Doderergasse,1,0,
OEFFGRUENPKTGOGD.4435,4435,POINT (16.453935150005908 48.2725999858663),Park Doderer*,Z,Park Doderergasse,Parkanlage Doderergasse,1,0,
OEFFGRUENPKTGOGD.4436,4436,POINT (16.453946546249156 48.27308700057932),Park Doderer*,Z,Park Doderergasse,Parkanlage Doderergasse,1,0,
OEFFGRUENPKTGOGD.4437,4437,POINT (16.3684342751288 48.17143792575676),Park Angelig*,Z,Park Angeligasse,Parkanlage Angeligasse,1,0,
OEFFGRUENPKTGOGD.4438,4438,POINT (16.36862181263401 48.17129465191139),Park Angelig*,Z,Park Angeligasse,Parkanlage Angeligasse,1,0,
OEFFGRUENPKTGOGD.4439,4439,POINT (16.434396368134216 48.169010509502435),Seeschlachtp*,Z,Seeschlachtpark,Seeschlachtpark,1,0,
OEFFGRUENPKTGOGD.4440,4440,POINT (16.43482422670587 48.168869519867),Seeschlachtp*,Z,Seeschlachtpark,Seeschlachtpark,1,0,
OEFFGRUENPKTGOGD.4441,4441,POINT (16.43365632821755 48.168109095746246),Seeschlachtp*,Z,Seeschlachtpark,Seeschlachtpark,1,0,
OEFFGRUENPKTGOGD.4442,4442,POINT (16.354218879532283 48.2037303503615),Park Stiftga*,Z,Park Stiftgasse,Parkanlage Stiftgasse,1,0,
OEFFGRUENPKTGOGD.4443,4443,POINT (16.354442624300077 48.20373566932901),Park Stiftga*,Z,Park Stiftgasse,Parkanlage Stiftgasse,1,0,
OEFFGRUENPKTGOGD.4444,4444,POINT (16.35748336752593 48.18663659662118),Park Siebenb*,Z,Park Siebenbrunnen*,Parkanlage Siebenbrunnengasse,1,0,
OEFFGRUENPKTGOGD.4445,4445,POINT (16.35794661760013 48.186240225272456),Park Siebenb*,Z,Park Siebenbrunnen*,Parkanlage Siebenbrunnengasse,1,0,
OEFFGRUENPKTGOGD.4446,4446,POINT (16.351213083191748 48.15574218584403),Park Otto-Pr*,Z,Park Otto-Probst-S*,Parkanlage Otto-Probst-Straße,1,0,
OEFFGRUENPKTGOGD.4447,4447,POINT (16.35304139310888 48.15564782560988),Park Otto-Pr*,Z,Park Otto-Probst-S*,Parkanlage Otto-Probst-Straße,1,0,
OEFFGRUENPKTGOGD.4448,4448,POINT (16.35319879405132 48.15587110127393),Park Otto-Pr*,Z,Park Otto-Probst-S*,Parkanlage Otto-Probst-Straße,1,0,
OEFFGRUENPKTGOGD.4449,4449,POINT (16.351623224950345 48.156191918982074),Park Otto-Pr*,Z,Park Otto-Probst-S*,Parkanlage Otto-Probst-Straße,1,0,
OEFFGRUENPKTGOGD.4450,4450,POINT (16.35276460380173 48.154804114908444),Park Otto-Pr*,Z,Park Otto-Probst-S*,Parkanlage Otto-Probst-Straße,1,0,
OEFFGRUENPKTGOGD.4451,4451,POINT (16.417575371476474 48.167274397023576),Park Albin-H*,Z,Park Albin-Hirsch-*,Parkanlage Albin-Hirsch-Platz,1,0,
OEFFGRUENPKTGOGD.4452,4452,POINT (16.417861780663305 48.167043613109925),Park Albin-H*,Z,Park Albin-Hirsch-*,Parkanlage Albin-Hirsch-Platz,1,0,
OEFFGRUENPKTGOGD.4453,4453,POINT (16.418057095598243 48.16757292138673),Park Albin-H*,Z,Park Albin-Hirsch-*,Parkanlage Albin-Hirsch-Platz,1,0,
OEFFGRUENPKTGOGD.4454,4454,POINT (16.418367238639856 48.16736957116282),Park Albin-H*,Z,Park Albin-Hirsch-*,Parkanlage Albin-Hirsch-Platz,1,0,
OEFFGRUENPKTGOGD.4455,4455,POINT (16.439419016234893 48.27282378398709),Park Jerusal*,Z,Park Jerusalemgasse,Parkanlage Jerusalemgasse,1,0,
OEFFGRUENPKTGOGD.4456,4456,POINT (16.43999804610169 48.272071171880164),Park Jerusal*,Z,Park Jerusalemgasse,Parkanlage Jerusalemgasse,1,0,
OEFFGRUENPKTGOGD.4457,4457,POINT (16.448048064278645 48.26202105758152),Park Sebaldg*,Z,Park Sebaldgasse,Parkanlage Sebaldgasse,1,0,
OEFFGRUENPKTGOGD.4458,4458,POINT (16.447194936046984 48.262176224804044),Park Sebaldg*,Z,Park Sebaldgasse,Parkanlage Sebaldgasse,1,0,
OEFFGRUENPKTGOGD.4459,4459,POINT (16.246837983431256 48.218612303256705),Park Ausjagd*,Z,Park Ausjagdweg,Parkanlage Ausjagdweg,1,0,
OEFFGRUENPKTGOGD.4460,4460,POINT (16.24693392116096 48.21861422035788),Park Ausjagd*,Z,Park Ausjagdweg,Parkanlage Ausjagdweg,1,0,
OEFFGRUENPKTGOGD.4461,4461,POINT (16.24588154835729 48.21867200108124),Park Ausjagd*,Z,Park Ausjagdweg,Parkanlage Ausjagdweg,1,0,
OEFFGRUENPKTGOGD.4462,4462,POINT (16.247730254751996 48.21871738657101),Park Ausjagd*,Z,Park Ausjagdweg,Parkanlage Ausjagdweg,1,0,
OEFFGRUENPKTGOGD.4463,4463,POINT (16.40573818857055 48.24140060244961),Park Donautu*,Z,Park Donauturmstra*,Parkanlage Donauturmstraße,1,0,
OEFFGRUENPKTGOGD.4464,4464,POINT (16.405173626506826 48.241335573995656),Park Donautu*,Z,Park Donauturmstra*,Parkanlage Donauturmstraße,1,0,
OEFFGRUENPKTGOGD.4465,4465,POINT (16.359637190063257 48.221495709520234),Bauernfeldpl*,Z,Bauernfeldpla*,Grünanlage Bauernfeldplatz,1,0,
OEFFGRUENPKTGOGD.4466,4466,POINT (16.36025272601866 48.22099735712794),Bauernfeldpl*,Z,Bauernfeldpla*,Grünanlage Bauernfeldplatz,1,0,
OEFFGRUENPKTGOGD.4467,4467,POINT (16.455761178474823 48.25536948328653),Park Aktivsp*,Z,Park Aktivspielpla*,Parkanlage Aktivspielplatz,1,0,
OEFFGRUENPKTGOGD.4468,4468,POINT (16.531731200633843 48.24938368335065),Park Breiten*,Z,Park Breitenleer S*,Parkanlage Breitenleer Straße,1,0,
OEFFGRUENPKTGOGD.4469,4469,POINT (16.531399404109404 48.24931764178348),Park Breiten*,Z,Park Breitenleer S*,Parkanlage Breitenleer Straße,1,0,
OEFFGRUENPKTGOGD.4470,4470,POINT (16.530687277551152 48.21449987068216),Friedhof Eßl*,Z,Friedhof Eßling,Friedhof Eßling,1,0,
OEFFGRUENPKTGOGD.4471,4471,POINT (16.532458033535345 48.21487082058998),Friedhof Eßl*,Z,Friedhof Eßling,Friedhof Eßling,1,0,
OEFFGRUENPKTGOGD.4472,4472,POINT (16.53116356161732 48.212884788737554),Friedhof Eßl*,Z,Friedhof Eßling,Friedhof Eßling,1,0,
OEFFGRUENPKTGOGD.4473,4473,POINT (16.529820485096614 48.21290265794098),Friedhof Eßl*,Z,Friedhof Eßling,Friedhof Eßling,1,0,
OEFFGRUENPKTGOGD.4474,4474,POINT (16.53107346530873 48.21519535519306),Friedhof Eßl*,Z,Friedhof Eßling,Friedhof Eßling,1,0,
OEFFGRUENPKTGOGD.4475,4475,POINT (16.389164294394448 48.15802496520382),Park Endlich*,Z,Park Endlichergasse,Parkanlage Endlichergasse,1,0,
OEFFGRUENPKTGOGD.4476,4476,POINT (16.390433459701175 48.160484519633776),Park Endlich*,Z,Park Endlichergasse,Parkanlage Endlichergasse,1,0,
OEFFGRUENPKTGOGD.4477,4477,POINT (16.40687191898009 48.1354194889873),unt. Liesing,Z,An der Liesing / Wassers*,An der Liesing / Wasserspielplatz an der Liesing,10,0,
OEFFGRUENPKTGOGD.4478,4478,POINT (16.414373903661264 48.13436844644072),unt. Liesing,Z,An der Liesing / Wassers*,An der Liesing / Wasserspielplatz an der Liesing,10,0,
OEFFGRUENPKTGOGD.4479,4479,POINT (16.306368663485568 48.187428593494005),Coudenhove-P*,Z,Coudenhove-Park,Coudenhove-Park,1,0,
OEFFGRUENPKTGOGD.4480,4480,POINT (16.312085035180917 48.187242591638444),Coudenhove-P*,Z,Coudenhove-Park,Coudenhove-Park,1,0,
OEFFGRUENPKTGOGD.4481,4481,POINT (16.44503116846182 48.26437822194985),Stadlweg,Z,Stadlweg,Stadlweg,1,0,
OEFFGRUENPKTGOGD.4482,4482,POINT (16.446275487377992 48.2635905137165),Stadlweg,Z,Stadlweg,Stadlweg,1,0,
OEFFGRUENPKTGOGD.4483,4483,POINT (16.287200974930357 48.14538247151426),Gatterederst*,Z,Gatterederstraße,Gatterederstraße,1,0,
OEFFGRUENPKTGOGD.4484,4484,POINT (16.28781891898913 48.14625147572414),Gatterederst*,Z,Gatterederstraße,Gatterederstraße,1,0,
OEFFGRUENPKTGOGD.4485,4485,POINT (16.37353555438212 48.242368033162585),Adalbert-Sti*,Z,Adalbert-Stifter-Straße,Adalbert-Stifter-Straße,1,0,
OEFFGRUENPKTGOGD.4486,4486,POINT (16.344222904158368 48.23359537520324),Richard-Kral*,Z,Richard-Kralik-Platz,Richard-Kralik-Platz,1,0,
OEFFGRUENPKTGOGD.4487,4487,POINT (16.383594387255755 48.14703293090794),Ada-Christen*,Z,Ada-Christen-Gasse,Ada-Christen-Gasse,1,0,
OEFFGRUENPKTGOGD.4488,4488,POINT (16.38284377013706 48.14689490798342),Ada-Christen*,Z,Ada-Christen-Gasse,Ada-Christen-Gasse,1,0,
OEFFGRUENPKTGOGD.4489,4489,POINT (16.382586906674483 48.148517917485925),Ada-Christen*,Z,Ada-Christen-Gasse,Ada-Christen-Gasse,1,0,
OEFFGRUENPKTGOGD.4490,4490,POINT (16.382598393234478 48.149539442206546),Ada-Christen*,Z,Ada-Christen-Gasse,Ada-Christen-Gasse,1,0,
OEFFGRUENPKTGOGD.4491,4491,POINT (16.313074315594402 48.263130795707085),WienerwaldNW,Z,W i e n e r w a l d/Am Hi,Am Himmel,100,0,
OEFFGRUENPKTGOGD.4492,4492,POINT (16.311713544067963 48.26168171246135),WienerwaldNW,Z,W i e n e r w a l d/Am Hi,Am Himmel,100,0,
OEFFGRUENPKTGOGD.4493,4493,POINT (16.30809005217011 48.26198921404718),WienerwaldNW,Z,W i e n e r w a l d/Am Hi,Am Himmel,100,0,
OEFFGRUENPKTGOGD.4494,4494,POINT (16.44758101602233 48.15955050404375),Kaiser-Ebers*,Z,Kaiser-Ebersdorf,Kaiser-Ebersdorf,1,0,
OEFFGRUENPKTGOGD.4495,4495,POINT (16.449413415954922 48.15919158037692),Kaiser-Ebers*,Z,Kaiser-Ebersdorf,Kaiser-Ebersdorf,1,0,
OEFFGRUENPKTGOGD.4496,4496,POINT (16.518170725367067 48.24698368460522),Lackenjöchel*,Z,Lackenjöchelgasse,Lackenjöchelgasse,1,0,
OEFFGRUENPKTGOGD.4497,4497,POINT (16.52026259507503 48.24359797931835),Lackenjöchel*,Z,Lackenjöchelgasse,Lackenjöchelgasse,1,0,
OEFFGRUENPKTGOGD.4498,4498,POINT (16.390256288631715 48.213976992249954),Vivariumstra*,Z,Vivariumstraße,Vivariumstraße,1,0,
OEFFGRUENPKTGOGD.4499,4499,POINT (16.389755485318524 48.214017352089385),Vivariumstra*,Z,Vivariumstraße,Vivariumstraße,1,0,
OEFFGRUENPKTGOGD.4500,4500,POINT (16.40216498227418 48.21121450795521),Prater,Z,Prater,Prater,100,0,
OEFFGRUENPKTGOGD.4501,4501,POINT (16.399912437236953 48.21245650257362),Prater,Z,Prater,Prater,100,0,
OEFFGRUENPKTGOGD.4502,4502,POINT (16.430288449687374 48.19923146081784),Prater,Z,Prater,Prater,100,0,
OEFFGRUENPKTGOGD.4503,4503,POINT (16.428414250305178 48.19885791623856),Prater,Z,Prater,Prater,100,0,
OEFFGRUENPKTGOGD.4504,4504,POINT (16.43592630146254 48.19832878215916),Prater,Z,Prater,Prater,100,0,
OEFFGRUENPKTGOGD.4505,4505,POINT (16.43322104066653 48.198109672789265),Prater,Z,Prater,Prater,100,0,
OEFFGRUENPKTGOGD.4506,4506,POINT (16.433948081052712 48.197265170568954),Prater,Z,Prater,Prater,100,0,
OEFFGRUENPKTGOGD.4507,4507,POINT (16.43342370947672 48.19578462798791),Prater,Z,Prater,Prater,100,0,
OEFFGRUENPKTGOGD.4508,4508,POINT (16.435870455101774 48.196122585776024),Prater,Z,Prater,Prater,100,0,
OEFFGRUENPKTGOGD.4509,4509,POINT (16.40712384513842 48.208049102004985),Prater,Z,Prater,Prater,100,0,
OEFFGRUENPKTGOGD.4510,4510,POINT (16.40895690055132 48.206675182324176),Prater,Z,Prater,Prater,100,0,
OEFFGRUENPKTGOGD.4511,4511,POINT (16.505473110894155 48.190631871315546),Lobau,Z,Lobau,Lobau,100,0,
OEFFGRUENPKTGOGD.4512,4512,POINT (16.510981601498028 48.19348854300112),Lobau,Z,Lobau,Lobau,100,0,
OEFFGRUENPKTGOGD.4513,4513,POINT (16.49902024051946 48.19226084329492),Lobau,Z,Lobau,Lobau,100,0,
OEFFGRUENPKTGOGD.4514,4514,POINT (16.49495263312669 48.1875566878469),Lobau,Z,Lobau,Lobau,100,0,
OEFFGRUENPKTGOGD.4515,4515,POINT (16.495253515203277 48.19790014492734),Lobau,Z,Lobau,Lobau,100,0,
OEFFGRUENPKTGOGD.4516,4516,POINT (16.499244569795216 48.19384720869564),Lobau,Z,Lobau,Lobau,100,0,
OEFFGRUENPKTGOGD.4517,4517,POINT (16.49641956816983 48.18261465532583),Lobau,Z,Lobau,Lobau,100,0,
OEFFGRUENPKTGOGD.4518,4518,POINT (16.490879231780447 48.1807256063069),Lobau,Z,Lobau,Lobau,100,0,
OEFFGRUENPKTGOGD.4519,4519,POINT (16.524218362696107 48.18443507676198),Lobau,Z,Lobau,Lobau,100,0,
OEFFGRUENPKTGOGD.4520,4520,POINT (16.530317087163688 48.17342510113812),Lobau,Z,Lobau,Lobau,100,0,
OEFFGRUENPKTGOGD.4521,4521,POINT (16.51863483941193 48.17423157626679),Lobau,Z,Lobau,Lobau,100,0,
OEFFGRUENPKTGOGD.4522,4522,POINT (16.517457529628565 48.1718373676585),Lobau,Z,Lobau,Lobau,100,0,
OEFFGRUENPKTGOGD.4523,4523,POINT (16.519389752773225 48.17824902729819),Lobau,Z,Lobau,Lobau,100,0,
OEFFGRUENPKTGOGD.4524,4524,POINT (16.52280277223626 48.18115687643661),Lobau,Z,Lobau,Lobau,100,0,
OEFFGRUENPKTGOGD.4525,4525,POINT (16.539661853211005 48.161054565840615),Lobau,Z,Lobau,Lobau,100,0,
OEFFGRUENPKTGOGD.4526,4526,POINT (16.54729665399621 48.15698596040524),Lobau,Z,Lobau,Lobau,100,0,
OEFFGRUENPKTGOGD.4527,4527,POINT (16.56584735139091 48.148846882901545),Lobau,Z,Lobau,Lobau,100,0,
OEFFGRUENPKTGOGD.4528,4528,POINT (16.564641038501 48.15325184744365),Lobau,Z,Lobau,Lobau,100,0,
OEFFGRUENPKTGOGD.4529,4529,POINT (16.533639754994116 48.15242572676101),Lobau,Z,Lobau,Lobau,100,0,
OEFFGRUENPKTGOGD.4530,4530,POINT (16.575659395366575 48.13774782067244),Lobau,Z,Lobau,Lobau,100,0,
OEFFGRUENPKTGOGD.4531,4531,POINT (16.55359201325943 48.14279814799039),Lobau,Z,Lobau,Lobau,100,0,
OEFFGRUENPKTGOGD.4532,4532,POINT (16.51821187479569 48.197787509619175),Lobau,Z,Lobau,Lobau,100,0,
OEFFGRUENPKTGOGD.4533,4533,POINT (16.518832386294637 48.199899995992915),Lobau,Z,Lobau,Lobau,100,0,
OEFFGRUENPKTGOGD.4534,4534,POINT (16.527077232182297 48.197500093409914),Lobau,Z,Lobau,Lobau,100,0,
OEFFGRUENPKTGOGD.4535,4535,POINT (16.532025226602038 48.19975814088581),Lobau,Z,Lobau,Lobau,100,0,
