FID,OBJECTID,SHAPE,TEXT13ID,LAENGE,SE_ANNO_CAD_DATA
OEFFGRUENLINGOGD.2086,2086,"LINESTRING (16.38751534229319 48.206417981708825, 16.387074820387404 48.20657574306787)",Josef-Pfeiff*,37.146175,
OEFFGRUENLINGOGD.2087,2087,"LINESTRING (16.415052511733183 48.320412976872724, 16.415251024876504 48.32037713363437, 16.41605183515378 48.320418965221116, 16.41673829523405 48.32048630191934, 16.41714116869952 48.32044350956559, 16.417242624956604 48.32041693831272)",Herrnholz,164.620321,
OEFFGRUENLINGOGD.2088,2088,"LINESTRING (16.412853110557553 48.31971338111531, 16.4131022024282 48.31985301613255)",Herrnholz,24.132208,
OEFFGRUENLINGOGD.2089,2089,"LINESTRING (16.41272252586799 48.32093833305182, 16.41272241152905 48.32086203920755, 16.41268421675237 48.320819679750215, 16.412658655835564 48.32072644925071, 16.41264580628345 48.320633210279496, 16.412632969467268 48.32054844809989, 16.41268363265601 48.32042973551421, 16.41288662680203 48.32018376559084, 16.4131022024282 48.31985301613255)",Herrnholz,129.452848,
OEFFGRUENLINGOGD.2090,2090,"LINESTRING (16.41300608394475 48.317083057012454, 16.4131022024282 48.31985301613255)",Herrnholz,308.095282,
OEFFGRUENLINGOGD.2091,2091,"LINESTRING (16.4131022024282 48.31985301613255, 16.41448835844447 48.320343748167915, 16.414793494274626 48.32040287909075, 16.415048250674477 48.32041374600319, 16.415052511733183 48.320412976872724)",Herrnholz,159.211986,
OEFFGRUENLINGOGD.2092,2092,"LINESTRING (16.42021526943966 48.32030902936602, 16.42010594469311 48.32013633036403, 16.420080342752694 48.32002614792313, 16.420029321436505 48.31991598313779, 16.419991051779736 48.31983124033423, 16.420167724985525 48.31905969953885, 16.420383584139866 48.318932384888306, 16.423614196642028 48.317845980900444)",Herrnholz,432.398015,
OEFFGRUENLINGOGD.2093,2093,"LINESTRING (16.42073193412469 48.322389289547424, 16.420433007582933 48.3222538768371, 16.417649215678747 48.322162637076325, 16.417445844114216 48.32216278117823, 16.417153499088652 48.32216298769361, 16.417039062069776 48.32213763792845, 16.41678482266326 48.3221208621678, 16.416657675634436 48.32209552004461, 16.416492343229216 48.32203629639081, 16.41272252586799 48.32093833305182)",Herrnholz,626.975686,
OEFFGRUENLINGOGD.2094,2094,"LINESTRING (16.412744261884537 48.32167577964246, 16.412710576662327 48.321446964429626, 16.412710424231516 48.321345239312684, 16.412710170184308 48.321175698945936, 16.41272252586799 48.32093833305182)",Herrnholz,82.140588,
OEFFGRUENLINGOGD.2095,2095,"LINESTRING (16.484673389063314 48.19887758855725, 16.484628218626654 48.19891660186436, 16.481933101506993 48.19954915245401, 16.481067618963078 48.199791026684416)",Mühlwasser,287.557679,
OEFFGRUENLINGOGD.2096,2096,"LINESTRING (16.355356631706517 48.217133521551, 16.354906808503703 48.21709231128902, 16.354872045481528 48.21705103117172, 16.354806400250638 48.21703039989163, 16.354779375729485 48.21703556457393, 16.354729190742002 48.21705879578301, 16.354438427929605 48.21706996809379)",Ehem. Allgem*,72.666406,
OEFFGRUENLINGOGD.2097,2097,"LINESTRING (16.354438427929605 48.21706996809379, 16.354095993400744 48.21707953981314, 16.354049658840157 48.21707438589968, 16.353987872374322 48.21704343209487, 16.35392609496469 48.21703828053978, 16.353844263542804 48.21706167905455)",Ehem. Allgem*,45.939106,
OEFFGRUENLINGOGD.2098,2098,"LINESTRING (16.330533705100642 48.217972466775954, 16.330480762344997 48.21800185567426, 16.33010367774187 48.21799876921934)",Park Ortlieb*,33.138115,
OEFFGRUENLINGOGD.2099,2099,"LINESTRING (16.39421853388405 48.171880174489864, 16.395137910135677 48.172246558517095, 16.395174682227726 48.17228174902027)",Park Quellen*,84.371216,
OEFFGRUENLINGOGD.2100,2100,"LINESTRING (16.330430034646902 48.21753856236835, 16.33041874083919 48.21726410308246)",Park Ortlieb*,30.530199,
OEFFGRUENLINGOGD.2101,2101,"LINESTRING (16.42853489415656 48.121431041654134, 16.428302146623132 48.12145934270289, 16.4281455625593 48.12155783265131, 16.428012226725613 48.12170588032785, 16.42796624511446 48.12185385802006, 16.427997326821902 48.12199489328193, 16.428069462962192 48.12210493169298, 16.428061491826863 48.12229410791889)",Johannesberg,119.894606,
OEFFGRUENLINGOGD.2102,2102,"LINESTRING (16.427978819125126 48.122399195282206, 16.427915903257535 48.12243878198834, 16.42780803660761 48.12246295134545, 16.427659073593393 48.12249403504703, 16.427525422425948 48.12246661746199, 16.42735060807277 48.122408268451494, 16.42712949328077 48.12231899099858, 16.426877571957053 48.12224349903538, 16.426738784158346 48.12221608459359, 16.426671995469416 48.12222301895615, 16.42658464119511 48.12222308779807, 16.426419965230057 48.1223122296092)",Johannesberg,129.307234,
OEFFGRUENLINGOGD.2103,2103,"LINESTRING (16.43126403602852 48.28987825397246, 16.43120480040881 48.28990582622838, 16.42947353800705 48.29041298236612, 16.42932609611941 48.29046101431213)",In den Winke*,157.838306,
OEFFGRUENLINGOGD.2104,2104,"LINESTRING (16.2814507391788 48.213940408915356, 16.281067110916084 48.214057201131766, 16.28102592913622 48.2140571814296, 16.28097444855873 48.214060596666464, 16.280922967973442 48.21406401277957, 16.280727281378013 48.214132727312794, 16.278461683935383 48.21467176334923, 16.27841169182863 48.214681466206635, 16.27836679148983 48.214687567135535, 16.27832739273068 48.21469060863563, 16.2782825033947 48.21468691238037, 16.278254109260946 48.21468016312678, 16.278228470447385 48.21466667847007, 16.278203765247167 48.21463788700671, 16.27817448032772 48.214608480797814, 16.278163517799793 48.2145809211122, 16.27811414761382 48.21448904722245, 16.278093108015405 48.21445903271209, 16.27806840986725 48.214425342643516, 16.278029959505975 48.214398993048405, 16.277980523263125 48.214365902908476, 16.27783394219471 48.21435725649104, 16.277618574341776 48.21441470530951, 16.2775336416904 48.21443926292346)",Steinhof,329.314276,
OEFFGRUENLINGOGD.2105,2105,"LINESTRING (16.24584851390177 48.13876938525566, 16.24582200683655 48.13801801119086)",WienerwaldS,83.57166,
OEFFGRUENLINGOGD.2106,2106,"LINESTRING (16.474756348529972 48.1707009472328, 16.47464859851378 48.1705542895578, 16.47643137621233 48.17004352351261)",Alberner Haf*,162.42474,
OEFFGRUENLINGOGD.2107,2107,"LINESTRING (16.491847181143523 48.28862886128409, 16.491589989599184 48.28875631364045, 16.491535334400645 48.28890152913777, 16.491672553324896 48.28920710824996, 16.491409378521457 48.28942182787634)",Elfingerweg,106.740113,
OEFFGRUENLINGOGD.2108,2108,"LINESTRING (16.426525333118274 48.202686645503434, 16.427579606840506 48.20347425801037)",Prater,117.522141,
OEFFGRUENLINGOGD.2109,2109,"LINESTRING (16.493557653419217 48.217577953807066, 16.493397025235332 48.21758431248155, 16.49329442903745 48.217591800259896, 16.49320284699024 48.21760580462852, 16.493079490354738 48.21761577032802, 16.493035518374814 48.21761828011422, 16.493017192922228 48.21761830513439, 16.4930074192578 48.21761831847742, 16.493000076869315 48.217614246502905, 16.492979289049963 48.21760774314231, 16.49296216053 48.21759960252437, 16.492936461621362 48.21758494186272, 16.492910689053996 48.21754660408947, 16.492859274282694 48.21744603980102)",Groß-Enzersd*,64.187669,
OEFFGRUENLINGOGD.2110,2110,"LINESTRING (16.391584666191953 48.22899387291475, 16.391889974081725 48.22826647097318)",Stadt Erweit*,84.004486,
OEFFGRUENLINGOGD.2111,2111,"LINESTRING (16.392710690933182 48.229724569574664, 16.392823742310362 48.229635181315835, 16.392738014427493 48.229585334148986)",Stadt Erweit*,21.456291,
OEFFGRUENLINGOGD.2112,2112,"LINESTRING (16.391309210555328 48.229878676491126, 16.391130164174804 48.22941011349746, 16.39087800861943 48.22914809195364)",Stadt Erweit*,88.412324,
OEFFGRUENLINGOGD.2113,2113,"LINESTRING (16.39144776417255 48.226168277810245, 16.391169978371313 48.226790174228604, 16.39084753656746 48.227489875626155, 16.390923777195564 48.22787613538706)",Stadt Erweit*,196.897566,
OEFFGRUENLINGOGD.2114,2114,"LINESTRING (16.389353377086806 48.223597087218494, 16.38952836815953 48.22369738033975, 16.3903163175029 48.223794015793004, 16.390972037140557 48.22387896672437)",Stadt Erweit*,126.283619,
OEFFGRUENLINGOGD.2115,2115,"LINESTRING (16.38888268008729 48.2257208959935, 16.39006597394467 48.22586738237901)",Stadt Erweit*,89.414718,
OEFFGRUENLINGOGD.2116,2116,"LINESTRING (16.390923777195564 48.22787613538706, 16.390860419077733 48.22801849653679)",Stadt Erweit*,16.515037,
OEFFGRUENLINGOGD.2117,2117,"LINESTRING (16.391790153078677 48.22910279827319, 16.39170594050889 48.22935384851689, 16.391792134270652 48.229771994244224, 16.391809558114073 48.229823887025184, 16.391828967044038 48.229873020643005, 16.39184861847134 48.2299012702622, 16.391871931841337 48.22993890334435, 16.391885438302246 48.229969176699385, 16.391890368038766 48.22999699909021, 16.391884264179154 48.2300158247029, 16.391869582679863 48.23003138097565, 16.391854901171655 48.230046937246534, 16.39183287133263 48.23006331545678, 16.391801035416556 48.230073151409826, 16.39177777001745 48.2300797096964, 16.39174714918128 48.23008054290944, 16.3917263281839 48.23008218974542, 16.39137788633831 48.23005839571258)",Stadt Erweit*,144.74694,
OEFFGRUENLINGOGD.2118,2118,"LINESTRING (16.391584666191953 48.22899387291475, 16.391790153078677 48.22910279827319)",Stadt Erweit*,19.487767,
OEFFGRUENLINGOGD.2119,2119,"LINESTRING (16.392044757697374 48.23216829551807, 16.39128455756226 48.23178652401379, 16.39123662488378 48.231761814095286, 16.391197405906002 48.231741464348715, 16.39117343278812 48.23172401746086, 16.391149453222976 48.231699296019755, 16.39112982347445 48.23167020811885, 16.391123250496236 48.23163238431975, 16.39112103199817 48.23159455843449, 16.39113188740431 48.23156400083804, 16.39115797919563 48.231527615578266, 16.39121237028158 48.231482488896, 16.391342908093428 48.23137330971987, 16.391360312913328 48.23135875224531, 16.391366832495603 48.23134565509567, 16.39137335386542 48.23133546812519, 16.39138422161473 48.23131654942075, 16.391386377550692 48.231296179818024, 16.391338296616773 48.231134711312706, 16.39132199924917 48.23110389335754, 16.39129502781134 48.231081811070695, 16.391260703520256 48.23105645790552, 16.391212314562765 48.23103488500058)",Stadt Erweit*,169.294479,
OEFFGRUENLINGOGD.2120,2120,"LINESTRING (16.389724268868186 48.23095447472826, 16.389852062841197 48.23082626363175, 16.390243616080124 48.23043980900655, 16.390281142548076 48.23040487363899, 16.39034640768257 48.23034701153558, 16.390377396986306 48.23030880571894, 16.39039695338534 48.23026951532928, 16.39040998217062 48.23023459149516, 16.39041647623549 48.23019857988114, 16.390421314461612 48.23014074628914, 16.390418002615085 48.230098192302954, 16.390414675940416 48.23004036257066, 16.390386826335746 48.22995962990055, 16.39024282920508 48.22969454581981, 16.390147084642386 48.229669466761436)",Stadt Erweit*,165.155436,
OEFFGRUENLINGOGD.2121,2121,"LINESTRING (16.39087800861943 48.22914809195364, 16.390683958331337 48.22922446597187, 16.390651119340916 48.22923625629483, 16.390632793703926 48.22924511245114, 16.3906159961196 48.2292543087195, 16.390602256092734 48.22926554497854, 16.390590559571287 48.22928086315405, 16.390582428407605 48.229298561921304, 16.390575834235914 48.22932374675162, 16.390555558073597 48.22941359337803, 16.39054216896264 48.22945494480443, 16.39053149293167 48.2294730701493, 16.39052157194734 48.22948353927205, 16.390507454441835 48.22949809326889, 16.39049180625355 48.22951111645635, 16.39046661064965 48.2295251657817, 16.390414303218716 48.22954866982527, 16.39025432737881 48.22961867513951, 16.390147084642386 48.229669466761436)",Stadt Erweit*,84.455521,
OEFFGRUENLINGOGD.2122,2122,"LINESTRING (16.39067744489489 48.22852362249571, 16.39069779923705 48.22853302415008, 16.39075895347635 48.22856847032881, 16.391526485542744 48.22896220825975)",Stadt Erweit*,79.746443,
OEFFGRUENLINGOGD.2123,2123,"LINESTRING (16.390080583110336 48.228948555433554, 16.389832916267714 48.22890395043873)",Stadt Erweit*,19.057239,
OEFFGRUENLINGOGD.2124,2124,"LINESTRING (16.392792156968333 48.230912280726024, 16.392747146703833 48.23095466872057, 16.392733753876488 48.23098776289037, 16.39271784063668 48.23102029802795, 16.39271450777304 48.23104217099063, 16.39270865709333 48.231064606365884, 16.39270532287786 48.2310864802281, 16.392707031718995 48.23111395882892, 16.392725563131172 48.23117171354208, 16.39275080801263 48.2312289037692, 16.39275923723725 48.23126086573242, 16.392760930002538 48.23127376375986, 16.392759271317612 48.23129171039102, 16.392752572025213 48.23130629517392, 16.392735797815714 48.23131864113512, 16.39271902050212 48.231328183034, 16.39270139458581 48.23132987433642, 16.392663626886804 48.231334379616584, 16.39251671843408 48.23132099182272, 16.39247978448997 48.23131988851029, 16.392448726637895 48.231319342576576, 16.392407596238016 48.23131992391596, 16.39236983098161 48.23132667198781, 16.392350538227145 48.23133901912636, 16.392334608761374 48.23135585129335, 16.392332109994417 48.231373799228635, 16.392341365996987 48.23139398339962, 16.39235817847213 48.23141640765816, 16.392394303448928 48.231444430574605, 16.392437145009552 48.231474693974555, 16.392464869956118 48.23149711286512, 16.392480003380665 48.23151897675726, 16.39249009867271 48.23153972167586, 16.39248257733197 48.23156944859684, 16.392470852104488 48.23159412973024, 16.392443205976196 48.231643494950404, 16.392418076410365 48.23169117631319, 16.392388739338436 48.231729326103654, 16.39234596833536 48.23176355695882, 16.39232164155008 48.231778710617306, 16.392277176569483 48.23179892107059, 16.392248650290703 48.23181183387793, 16.392217599508957 48.231818018344505, 16.392184029022154 48.231823081688965, 16.392162207142867 48.23182589640156, 16.392139543604035 48.231825907459466, 16.39211351993943 48.231823116090155, 16.39208581395159 48.23181808264569, 16.39205474601141 48.23180856415448, 16.392039618188168 48.231791747155086, 16.392016933260372 48.23177212977118, 16.3920068404357 48.2317547491445, 16.391991707877434 48.231732324018616, 16.39197740218845 48.231700364860295, 16.391975706550433 48.23168466276248, 16.39197484168342 48.231660548076945, 16.391973144701463 48.23164484597968, 16.391970609866714 48.231628584017166, 16.391974784852852 48.231608392386, 16.39198735257858 48.231587076126566, 16.392017548637046 48.23156743300367, 16.392038510902427 48.231546672025466, 16.392059478660464 48.231530959789886, 16.392096391434805 48.231511313374014, 16.392119032778844 48.231491112734425, 16.392142518329127 48.231474838083756, 16.39215089388469 48.23145800962966, 16.392156744852915 48.231435574284234, 16.392147480945745 48.23140809846376, 16.392134012238245 48.231372213408704, 16.39206424259571 48.23128083483843, 16.392042389126427 48.23125448748523, 16.39202474315248 48.23123655026379, 16.391914706745474 48.2311670625159, 16.39187438528042 48.23113904148493, 16.391855900697053 48.23112222608914, 16.39184329157622 48.23110540783945, 16.39182396221392 48.23108410706939, 16.39180127585382 48.23106280702446, 16.3917886667655 48.23104598876859, 16.391779413605853 48.23102692509598, 16.391772678755512 48.231008982546186, 16.391765096679737 48.23098431083865, 16.391756674206515 48.23095795692086, 16.39174571701289 48.2309153401335, 16.391755644505427 48.230781861811955, 16.391757312655248 48.23077232737404, 16.391751417158297 48.23075382324351, 16.39174299229632 48.23072522643521, 16.391738766177557 48.23069830931021, 16.39172446045572 48.230664667497805, 16.391704285916003 48.23063831926459, 16.39167799527511 48.23059726480357)",Vorgartenstr*,306.647954,
OEFFGRUENLINGOGD.2125,2125,"LINESTRING (16.40167415745403 48.18412233078265, 16.401789933943665 48.184203874466306)",Seippgasse,12.503297,
OEFFGRUENLINGOGD.2126,2126,"LINESTRING (16.39830374087543 48.183853828795186, 16.398411922199408 48.183867333730326)",Park Wildgan*,8.183382,
OEFFGRUENLINGOGD.2127,2127,"LINESTRING (16.408160353855127 48.18576691310112, 16.408001232694886 48.18585733613254)",Urscheinböck*,15.527018,
OEFFGRUENLINGOGD.2128,2128,"LINESTRING (16.413241047540613 48.17610368731651, 16.413171656343167 48.176172346823876)",Enkplatz,9.21521,
OEFFGRUENLINGOGD.2129,2129,"LINESTRING (16.41358664737762 48.17579291136684, 16.41366725742956 48.17571579579103)",Enkplatz,10.462789,
OEFFGRUENLINGOGD.2130,2130,"LINESTRING (16.43871897425437 48.16831030887817, 16.438724555874014 48.168359999642874)",Seeschlacht-*,5.540927,
OEFFGRUENLINGOGD.2131,2131,"LINESTRING (16.439483316857263 48.16785284885681, 16.439476905708535 48.167812832900985, 16.438562228559192 48.16789466694028, 16.438653365996107 48.16836060549869)",Seeschlacht-*,125.369455,
OEFFGRUENLINGOGD.2132,2132,"LINESTRING (16.492660882637228 48.161094459122886, 16.49301691282207 48.16099221303313)",Schneidergrd,28.823382,
OEFFGRUENLINGOGD.2133,2133,"LINESTRING (16.47823981012817 48.17011088781417, 16.47809392264867 48.170172405664566)",Schneidergrd,12.827315,
OEFFGRUENLINGOGD.2134,2134,"LINESTRING (16.36472101042052 48.153331333069694, 16.364751580115104 48.15332717145318)",Per-Albin-Ha*,2.321123,
OEFFGRUENLINGOGD.2135,2135,"LINESTRING (16.36482279178023 48.15370655603473, 16.364852381667106 48.15370437135602)",Per-Albin-Ha*,2.214971,
OEFFGRUENLINGOGD.2136,2136,"LINESTRING (16.36493656284873 48.15413366339769, 16.364965902368656 48.154130376178955)",Per-Albin-Ha*,2.213353,
OEFFGRUENLINGOGD.2137,2137,"LINESTRING (16.364767674000856 48.15413079099534, 16.36465610064199 48.15420944780173)",Per-Albin-Ha*,12.0586,
OEFFGRUENLINGOGD.2138,2138,"LINESTRING (16.373974013123302 48.18196274687271, 16.373691770247525 48.18195914611659)",Columbusplatz,20.992318,
OEFFGRUENLINGOGD.2139,2139,"LINESTRING (16.316597991115078 48.184570968843765, 16.316504839210783 48.184402136017766)",Schönbrunn,20.010464,
OEFFGRUENLINGOGD.2140,2140,"LINESTRING (16.317735346881797 48.1843001865434, 16.317637405981806 48.184122679908306)",Schönbrunn,21.038602,
OEFFGRUENLINGOGD.2141,2141,"LINESTRING (16.21735019377354 48.20922945379374, 16.217350104204986 48.20932876176748)",Staubecken,11.042605,
OEFFGRUENLINGOGD.2142,2142,"LINESTRING (16.21734641213912 48.20899288163981, 16.217350733261597 48.208930796298326)",Staubecken,6.911079,
OEFFGRUENLINGOGD.2143,2143,"LINESTRING (16.368927565109107 48.2807045763861, 16.36893205971203 48.2806036198713)",Am Hubertusd*,11.230999,
OEFFGRUENLINGOGD.2144,2144,"LINESTRING (16.368268050497832 48.28047781949679, 16.368254331528494 48.280513598645776)",Rosenzeile,4.10676,
OEFFGRUENLINGOGD.2145,2145,"LINESTRING (16.383177793404748 48.2824278898453, 16.38315007580806 48.282359894776334)",Marchfeldkan*,7.835695,
OEFFGRUENLINGOGD.2146,2146,"LINESTRING (16.385963063850692 48.28135331904859, 16.385833467463847 48.2812942098664)",Marchfeldkan*,11.649807,
OEFFGRUENLINGOGD.2147,2147,"LINESTRING (16.384937642430145 48.283823694598986, 16.385173686223776 48.283878190870254)",Marchfeldkan*,18.53666,
OEFFGRUENLINGOGD.2148,2148,"LINESTRING (16.39955463758183 48.278085864419104, 16.399708329325765 48.278324789999274)",Winkeläckers*,28.913309,
OEFFGRUENLINGOGD.2149,2149,"LINESTRING (16.387556096524875 48.261921195420264, 16.387413810664672 48.26186913599597)",Karl-Seitz-P*,12.046436,
OEFFGRUENLINGOGD.2150,2150,"LINESTRING (16.38786896030324 48.261519569003404, 16.387739536865965 48.261472215663396)",Karl-Seitz-P*,10.957522,
OEFFGRUENLINGOGD.2151,2151,"LINESTRING (16.400822148173077 48.25528510526819, 16.400679200125644 48.25532665290026)",Feanklin Str*,11.576711,
OEFFGRUENLINGOGD.2152,2152,"LINESTRING (16.40171831507409 48.25485690114416, 16.40181861812058 48.25481782453857)",Feanklin Str*,8.623079,
OEFFGRUENLINGOGD.2153,2153,"LINESTRING (16.406680188283087 48.250336939115165, 16.40671022893729 48.25039898481854)",Mühlschüttel*,7.250985,
OEFFGRUENLINGOGD.2154,2154,"LINESTRING (16.40786282833741 48.25006119635467, 16.407968254452502 48.25002987130739)",Mühlschüttel*,8.56931,
OEFFGRUENLINGOGD.2155,2155,"LINESTRING (16.405117943215973 48.25020267846401, 16.40513190472856 48.250234116290336)",ob.alt.Donau,3.646292,
OEFFGRUENLINGOGD.2156,2156,"LINESTRING (16.403620574595024 48.25045089846346, 16.403660793450953 48.25053382638014)",ob.alt.Donau,9.692935,
OEFFGRUENLINGOGD.2157,2157,"LINESTRING (16.402182129749278 48.25072708131676, 16.40139721396683 48.25076752332267, 16.401400170842543 48.25082446961581)",ob.alt.Donau,64.800003,
OEFFGRUENLINGOGD.2158,2158,"LINESTRING (16.39170058591584 48.22608477753626, 16.392635268115374 48.226220684463684)",Stadt Erweit*,71.071538,
OEFFGRUENLINGOGD.2159,2159,"LINESTRING (16.391482854787053 48.224316190783846, 16.391955327726805 48.22482497890481, 16.391536045534718 48.225967076478426)",Stadt Erweit*,197.343373,
OEFFGRUENLINGOGD.2160,2160,"LINESTRING (16.391149911437353 48.22600470424796, 16.391511150869448 48.22605723222135)",Stadt Erweit*,27.468104,
OEFFGRUENLINGOGD.2161,2161,"LINESTRING (16.390014127854055 48.22963463943957, 16.390142711924927 48.229545991156975, 16.390151485672884 48.229535012695614, 16.390157586807913 48.22952454540253, 16.39017055628669 48.229508715861975, 16.390186577666018 48.229487015058034, 16.390210204691787 48.2294341737071, 16.390232624806547 48.22932441980712, 16.390225720665935 48.22929711447878, 16.390220351233214 48.229276444468034, 16.39020581400914 48.22925552337005, 16.390182106044158 48.22923154352314, 16.390020402177218 48.229111667180675, 16.390018486053552 48.22910579825466, 16.390080583110336 48.228948555433554)",Stadt Erweit*,87.375235,
OEFFGRUENLINGOGD.2162,2162,"LINESTRING (16.39087800861943 48.22914809195364, 16.390571586424834 48.22882967709581, 16.390678153492246 48.228522937780674)",Stadt Erweit*,77.108847,
OEFFGRUENLINGOGD.2163,2163,"LINESTRING (16.390014127854055 48.22963463943957, 16.389542365806626 48.22984108885424, 16.38938065479515 48.2298326339772)",Stadt Erweit*,53.948805,
OEFFGRUENLINGOGD.2164,2164,"LINESTRING (16.390147084642386 48.229669466761436, 16.390014127854055 48.22963463943957)",Stadt Erweit*,10.609942,
OEFFGRUENLINGOGD.2165,2165,"LINESTRING (16.391844054671637 48.2304341836391, 16.39137788633831 48.23005839571258)",Stadt Erweit*,54.27279,
OEFFGRUENLINGOGD.2166,2166,"LINESTRING (16.39137788633831 48.23005839571258, 16.391309210555328 48.229878676491126)",Stadt Erweit*,20.625078,
OEFFGRUENLINGOGD.2167,2167,"LINESTRING (16.391212314562765 48.23103488500058, 16.391139401001983 48.23101968917363, 16.390689810170812 48.23096507251861, 16.390632234243046 48.230959371233645, 16.39059916482274 48.23096184205492, 16.39055384823633 48.23096595542455, 16.390488944682936 48.230980716938184, 16.39008236126577 48.231054562550234, 16.390050520093993 48.23106030613995, 16.390022347568635 48.23106031936769, 16.389989274613594 48.23105951651167, 16.389958649352103 48.23105543899508, 16.38992066824251 48.23104645466167, 16.389896163532416 48.231039919133075, 16.389724268868186 48.23095447472826)",Stadt Erweit*,116.40534,
OEFFGRUENLINGOGD.2168,2168,"LINESTRING (16.389724268868186 48.23095447472826, 16.389496699679587 48.23084135528293)",Stadt Erweit*,21.072545,
OEFFGRUENLINGOGD.2169,2169,"LINESTRING (16.389268582541494 48.23169168344322, 16.389481951102947 48.23150841220097, 16.38949055352345 48.23148368426059, 16.389493402962543 48.23146932718558, 16.38949281320336 48.23145363173111, 16.38949340985146 48.2314462112133, 16.389492302320498 48.23143870965001, 16.38949502442443 48.23142875117924, 16.38950350315887 48.23142098795594, 16.38951624443977 48.23141673906806, 16.38953420761917 48.231415639845764, 16.38955544354465 48.231418903468985, 16.389586484163367 48.231428708630744, 16.38961916210429 48.231442879191185, 16.389668178684698 48.23146249736352, 16.38968615234472 48.23147012685504, 16.3897008545929 48.231473393499044, 16.389717189597413 48.23147665937906, 16.389733521180045 48.23147665175516, 16.38974984933769 48.23147337062725, 16.389758010092013 48.231467910677104, 16.3897645367455 48.23146245238908, 16.389769428358367 48.231454811330046, 16.389769416937916 48.23144389995762, 16.389769407800983 48.231435170320104, 16.389767765912154 48.2314264423447, 16.389766118313553 48.231412258233334, 16.38972683133552 48.23132607462675, 16.389708822355026 48.23128461835722, 16.389681005314714 48.231233347048985, 16.38966791194506 48.23120716512838, 16.38965971589112 48.23117879918682, 16.389654784400864 48.231148249087234, 16.389654753630946 48.23111878757069, 16.389662873306342 48.23107404560462, 16.389685674564436 48.231012930171794, 16.389711761778756 48.23097145422145, 16.389724268868186 48.23095447472826)",Stadt Erweit*,116.324709,
OEFFGRUENLINGOGD.2170,2170,"LINESTRING (16.38958107485719 48.22790578383868, 16.389565968921275 48.227999740471304)",Stadt Erweit*,10.507694,
OEFFGRUENLINGOGD.2171,2171,"LINESTRING (16.389565968921275 48.227999740471304, 16.389540633090768 48.22805570761633)",Stadt Erweit*,6.501763,
OEFFGRUENLINGOGD.2172,2172,"LINESTRING (16.390860419077733 48.22801849653679, 16.390828441798575 48.22809034632938)",Stadt Erweit*,8.33516,
OEFFGRUENLINGOGD.2173,2173,"LINESTRING (16.39081056583438 48.22814180193508, 16.390828441798575 48.22809034632938)",Stadt Erweit*,5.873769,
OEFFGRUENLINGOGD.2174,2174,"LINESTRING (16.390678153492246 48.228522937780674, 16.39081056583438 48.22814180193508)",Stadt Erweit*,43.507538,
OEFFGRUENLINGOGD.2175,2175,"LINESTRING (16.390080583110336 48.228948555433554, 16.390143819833504 48.22878493050273, 16.39015144452837 48.22877191113654, 16.390165560858833 48.22875505943358, 16.390189218795733 48.22873182349934, 16.390402213305784 48.228591353504804, 16.39052588514628 48.228508859310075, 16.390540009690383 48.22850119675245, 16.39055337187794 48.228494298971825, 16.39056444486096 48.22849021083436, 16.39057399450534 48.22849020630626, 16.390583544691452 48.22849071168845, 16.390603791840455 48.228492998933, 16.390611815178325 48.2284955473806, 16.390644295656056 48.22850778242562, 16.39065308702606 48.22851237194967, 16.39067744489489 48.22852362249571)",Stadt Erweit*,73.788693,
OEFFGRUENLINGOGD.2176,2176,"LINESTRING (16.391889974081725 48.22826647097318, 16.39193069824022 48.22816944212326)",Stadt Erweit*,11.205422,
OEFFGRUENLINGOGD.2177,2177,"LINESTRING (16.39212291283993 48.227135061120485, 16.392293556312453 48.227187255840626)",Stadt Erweit*,13.943725,
OEFFGRUENLINGOGD.2178,2178,"LINESTRING (16.39167742322849 48.226155898474914, 16.39170058591584 48.22608477753626)",Stadt Erweit*,8.093437,
OEFFGRUENLINGOGD.2179,2179,"LINESTRING (16.391511150869448 48.22605723222135, 16.39170058591584 48.22608477753626)",Stadt Erweit*,14.404334,
OEFFGRUENLINGOGD.2180,2180,"LINESTRING (16.391540191938237 48.22413518223402, 16.39159125437037 48.22395918406841)",Stadt Erweit*,19.934629,
OEFFGRUENLINGOGD.2181,2181,"LINESTRING (16.39159125437134 48.22395918496775, 16.391777293162978 48.22398328473091, 16.393344391417397 48.224204372883555)",Stadt Erweit*,133.08647,
OEFFGRUENLINGOGD.2182,2182,"LINESTRING (16.390972037140557 48.22387896672437, 16.39092432949943 48.22399100911163)",Stadt Erweit*,12.953116,
OEFFGRUENLINGOGD.2183,2183,"LINESTRING (16.390972037140557 48.22387896672437, 16.39159125437134 48.22395918496775)",Stadt Erweit*,46.866109,
OEFFGRUENLINGOGD.2184,2184,"LINESTRING (16.389276576825278 48.224903110144716, 16.3890540188987 48.22490699367827)",Stadt Erweit*,16.541943,
OEFFGRUENLINGOGD.2185,2185,"LINESTRING (16.39013552150449 48.225616542429, 16.39006597394467 48.22586738237901)",Stadt Erweit*,28.366962,
OEFFGRUENLINGOGD.2186,2186,"LINESTRING (16.390305533762543 48.22599380050142, 16.39033147134177 48.22590024781376)",Stadt Erweit*,10.579666,
OEFFGRUENLINGOGD.2187,2187,"LINESTRING (16.39033147134177 48.22590024781376, 16.391004481399218 48.2259835563115, 16.391149911437353 48.22600470424796)",Stadt Erweit*,61.913529,
