FID,OBJECTID,SHAPE,TEXT13ID,LAENGE,SE_ANNO_CAD_DATA
OEFFGRUENLINGOGD.344,344,"LINESTRING (16.38693134229825 48.256782307148164, 16.386862501120547 48.25685842551779)",FloridsdorfA*,9.887933,
OEFFGRUENLINGOGD.345,345,"LINESTRING (16.397260004694832 48.225152434721984, 16.397367667919774 48.22506295216136)",Rudolf-Bedna*,12.766974,
OEFFGRUENLINGOGD.346,346,"LINESTRING (16.395513802108216 48.22639257743991, 16.39543349400783 48.22646112695377)",Rudolf-Bedna*,9.680084,
OEFFGRUENLINGOGD.347,347,"LINESTRING (16.398689295337764 48.214555545322234, 16.398646218019124 48.214566167231105)",Prater,3.41227,
OEFFGRUENLINGOGD.348,348,"LINESTRING (16.390487909060734 48.20443537875382, 16.390459424235107 48.20440999818615)",Czapkapark,3.528141,
OEFFGRUENLINGOGD.349,349,"LINESTRING (16.39058699156391 48.14215158285183, 16.390563197644912 48.142111442735604)",Park Kurt-Ti*,4.801777,
OEFFGRUENLINGOGD.350,350,"LINESTRING (16.39255564434694 48.13964666813093, 16.39258574332666 48.139640540594975)",Hubert-Blama*,2.341427,
OEFFGRUENLINGOGD.351,351,"LINESTRING (16.393067688800052 48.14073534281148, 16.393081933899396 48.14073244260526)",Hubert-Blama*,1.108124,
OEFFGRUENLINGOGD.352,352,"LINESTRING (16.39286058367167 48.14029501637601, 16.392881241861254 48.14029081079712)",Hubert-Blama*,1.607001,
OEFFGRUENLINGOGD.353,353,"LINESTRING (16.405947867791806 48.17557162196098, 16.405848623628323 48.17550291733548)",Brehmpark,10.622771,
OEFFGRUENLINGOGD.354,354,"LINESTRING (16.405716788804817 48.175721316026944, 16.405617268761812 48.17565241981493)",Brehmpark,10.652333,
OEFFGRUENLINGOGD.355,355,"LINESTRING (16.405902511199386 48.21700685256718, 16.40601950732587 48.21698887244069)",Wolfgang-Kös*,8.921201,
OEFFGRUENLINGOGD.356,356,"LINESTRING (16.406191911816702 48.28635202237156, 16.406129787139765 48.28632735272669)",Marchfeldkan*,5.364788,
OEFFGRUENLINGOGD.357,357,"LINESTRING (16.43032830857968 48.303037253609645, 16.430247421496478 48.303021525430246)",Marchfeldkan*,6.250519,
OEFFGRUENLINGOGD.358,358,"LINESTRING (16.42710317576461 48.29681799010712, 16.427094156730686 48.296818104264425)",Marchfeldkan*,0.669306,
OEFFGRUENLINGOGD.359,359,"LINESTRING (16.424182181028005 48.255484514701614, 16.42409900186467 48.25539022727457)",Angyalföldst*,12.168561,
OEFFGRUENLINGOGD.360,360,"LINESTRING (16.42552047700766 48.25754785588351, 16.42550680115905 48.257621311376035)",Angyalföldst*,8.230872,
OEFFGRUENLINGOGD.361,361,"LINESTRING (16.420608759249422 48.230657830783805, 16.420555403281583 48.23062542994655)",Kaiserwasser,5.356631,
OEFFGRUENLINGOGD.362,362,"LINESTRING (16.42332836725289 48.22979613769308, 16.423551189711894 48.22962857714696)",Kaiserwasser,24.923919,
OEFFGRUENLINGOGD.363,363,"LINESTRING (16.417950113266677 48.23166835140845, 16.41794914243585 48.23163693546129)",Kaiserwasser,3.49407,
OEFFGRUENLINGOGD.364,364,"LINESTRING (16.394851434879214 48.196650963486576, 16.39484308604217 48.196713639537)",Alma-Mahler-*,6.99686,
OEFFGRUENLINGOGD.365,365,"LINESTRING (16.39522439159948 48.1966713701432, 16.395215805834095 48.196735830592445)",Alma-Mahler-*,7.196057,
OEFFGRUENLINGOGD.366,366,"LINESTRING (16.39523035135324 48.19660081815434, 16.39523708240771 48.196564618875485)",Alma-Mahler-*,4.056172,
OEFFGRUENLINGOGD.367,367,"LINESTRING (16.39484052704393 48.196567362023536, 16.39484706585519 48.19653219888177)",Alma-Mahler-*,3.940075,
OEFFGRUENLINGOGD.368,368,"LINESTRING (16.419248306328797 48.173820810913064, 16.41911390120395 48.173802636559046)",Biedermeierg*,10.198619,
OEFFGRUENLINGOGD.369,369,"LINESTRING (16.419278731370536 48.173691721622134, 16.419168656938428 48.17367085602588)",Biedermeierg*,8.509231,
OEFFGRUENLINGOGD.370,370,"LINESTRING (16.4442424490249 48.1607597477364, 16.44441936585938 48.1608741982938)",Schloss Neug*,18.308035,
OEFFGRUENLINGOGD.371,371,"LINESTRING (16.443481983893104 48.16259283956783, 16.4435036655795 48.16263485465234)",Schloss Neug*,4.942442,
OEFFGRUENLINGOGD.372,372,"LINESTRING (16.44458029885988 48.162319571370986, 16.444608168333637 48.162365161519304)",Schloss Neug*,5.476951,
OEFFGRUENLINGOGD.373,373,"LINESTRING (16.475459082569586 48.21469818783798, 16.47541368925355 48.21470937641394)",Trygve-Lie-P*,3.595552,
OEFFGRUENLINGOGD.374,374,"LINESTRING (16.525197262826055 48.217921365878375, 16.52519279354224 48.21782777594954)",Boltensterng*,10.412112,
OEFFGRUENLINGOGD.375,375,"LINESTRING (16.392845965498612 48.26336015220244, 16.392809000464986 48.263428459487976)",Hans-Smital-*,8.076156,
OEFFGRUENLINGOGD.376,376,"LINESTRING (16.431774291951506 48.247474958477284, 16.431447163615466 48.24757914939698)",Kirschblüten*,26.916329,
OEFFGRUENLINGOGD.377,377,"LINESTRING (16.43057363930654 48.164290691610475, 16.43038597208637 48.16434906265819)",Schloss Neug*,15.395399,
OEFFGRUENLINGOGD.378,378,"LINESTRING (16.433807540103 48.16327035416536, 16.433777555648586 48.16323814246139)",Schloss Neug*,4.21953,
OEFFGRUENLINGOGD.379,379,"LINESTRING (16.43587350839129 48.162373361823846, 16.435521642004268 48.16225035499436)",Schloss Neug*,29.534038,
OEFFGRUENLINGOGD.380,380,"LINESTRING (16.375718136176154 48.212030519181766, 16.375672940426664 48.21196709154064)",Morzinplatz,7.811877,
OEFFGRUENLINGOGD.381,381,"LINESTRING (16.3758266968472 48.212119151644124, 16.37592423278952 48.21220639658305)",Morzinplatz,12.110312,
OEFFGRUENLINGOGD.382,382,"LINESTRING (16.444245070368094 48.19716299465308, 16.444324639340422 48.197119305440665)",Prater,7.654467,
OEFFGRUENLINGOGD.383,383,"LINESTRING (16.322222080052086 48.255318815798866, 16.322159277522445 48.255235921495604)",Wienerw.Wein,10.330133,
OEFFGRUENLINGOGD.384,384,"LINESTRING (16.31450655539694 48.25661258194056, 16.314359288731982 48.25659720752973)",WienerwaldNW,11.068146,
OEFFGRUENLINGOGD.385,385,"LINESTRING (16.34200519388236 48.269549960050334, 16.34204547255491 48.269589874644886)",Wienerw.Wein,5.351642,
OEFFGRUENLINGOGD.386,386,"LINESTRING (16.331160739721685 48.26755123222975, 16.331077305696 48.26757754601355)",WienerwaldNW,6.850417,
OEFFGRUENLINGOGD.387,387,"LINESTRING (16.345381418524664 48.26007329057335, 16.345360030926884 48.26007822951652)",Wienerw.Wein,1.680316,
OEFFGRUENLINGOGD.388,388,"LINESTRING (16.350273783211165 48.27176444748856, 16.350436381162783 48.271547417108714)",Wienerw.Wein,26.983215,
OEFFGRUENLINGOGD.389,389,"LINESTRING (16.354866941301037 48.255407552869684, 16.354865418025632 48.255436408388896)",Rudolf-Kassn*,3.210621,
OEFFGRUENLINGOGD.390,390,"LINESTRING (16.354728577121236 48.25498597605082, 16.354951997354583 48.25493639293621)",Rudolf-Kassn*,17.48279,
OEFFGRUENLINGOGD.391,391,"LINESTRING (16.350367241636953 48.256878616480826, 16.350305274683038 48.25694423604275)",Park Langack*,8.626329,
OEFFGRUENLINGOGD.392,392,"LINESTRING (16.351176238808225 48.256401282310804, 16.351225870429573 48.25639771989887)",Park Langack*,3.70665,
OEFFGRUENLINGOGD.393,393,"LINESTRING (16.351180031546853 48.25720600874516, 16.35121161414207 48.257221728121316)",Park Langack*,2.924891,
OEFFGRUENLINGOGD.394,394,"LINESTRING (16.30620788466234 48.24759455302427, 16.306179279048678 48.24756424779092)",Ottingerwiese,3.983615,
OEFFGRUENLINGOGD.395,395,"LINESTRING (16.30765283467835 48.24730673635192, 16.307737068721714 48.247342071290554)",Ottingerwiese,7.387477,
OEFFGRUENLINGOGD.396,396,"LINESTRING (16.305383752084694 48.24789180775608, 16.305278958009914 48.24792613166126)",Ottingerwiese,8.668304,
OEFFGRUENLINGOGD.397,397,"LINESTRING (16.30614403024201 48.248812970347736, 16.306172991491824 48.24882335592922)",Ottingerwiese,2.441272,
OEFFGRUENLINGOGD.398,398,"LINESTRING (16.322620157773283 48.258759498199254, 16.322749862390584 48.25884566984687)",WienerwaldNW,13.585551,
OEFFGRUENLINGOGD.399,399,"LINESTRING (16.320584589236955 48.25197372136554, 16.320589803842644 48.25191802954472)",Blindengarten,6.204818,
OEFFGRUENLINGOGD.400,400,"LINESTRING (16.32189780575186 48.25182782441378, 16.321873326317768 48.251783741676384)",Blindengarten,5.228072,
OEFFGRUENLINGOGD.401,401,"LINESTRING (16.337598956010577 48.242824510365466, 16.33759161174113 48.24278109526497)",Park In-der-*,4.858311,
OEFFGRUENLINGOGD.402,402,"LINESTRING (16.301758052947267 48.22947095242507, 16.301709426792737 48.229500243870106)",Josef-Kaderk*,4.864143,
OEFFGRUENLINGOGD.403,403,"LINESTRING (16.346095978649405 48.251930016997186, 16.346044807060508 48.2519435524874)",Hungerberg,4.08731,
OEFFGRUENLINGOGD.404,404,"LINESTRING (16.34555633753042 48.25001036576629, 16.345548843141756 48.24996899177798)",Hungerberg,4.634175,
OEFFGRUENLINGOGD.405,405,"LINESTRING (16.349227595404248 48.25034189620244, 16.34925485243621 48.250301318857055)",Hungerberg,4.945307,
OEFFGRUENLINGOGD.406,406,"LINESTRING (16.363444939612613 48.26343181541676, 16.363562979531096 48.263427131511975)",Wienerw.Wein,8.779377,
OEFFGRUENLINGOGD.407,407,"LINESTRING (16.354188712747042 48.260459866135925, 16.35419405835068 48.26040693463322)",Wienerw.Wein,5.899162,
OEFFGRUENLINGOGD.408,408,"LINESTRING (16.352079978800795 48.261147518051665, 16.35204175172289 48.26110396442467)",Wienerw.Wein,5.613442,
OEFFGRUENLINGOGD.409,409,"LINESTRING (16.3559462343185 48.26059326141932, 16.355957250446867 48.260487171569885)",Wienerw.Wein,11.825135,
OEFFGRUENLINGOGD.410,410,"LINESTRING (16.37783093800219 48.24871282910378, 16.377748218370094 48.24867788311315)",Schmetterlin*,7.269127,
OEFFGRUENLINGOGD.411,411,"LINESTRING (16.370114044276715 48.25934952760695, 16.37003758910504 48.259349693220415)",Am Brigitten*,5.676922,
OEFFGRUENLINGOGD.412,412,"LINESTRING (16.370343242470167 48.25850887466276, 16.37027764577588 48.25850047756629)",Am Brigitten*,4.959408,
OEFFGRUENLINGOGD.413,413,"LINESTRING (16.370790905420712 48.25733965090019, 16.370617282649977 48.257317424617824)",Am Brigitten*,13.126975,
OEFFGRUENLINGOGD.414,414,"LINESTRING (16.37352451700108 48.24262035412251, 16.37365535250182 48.24262160821605)",Forsthauspark,9.71887,
OEFFGRUENLINGOGD.415,415,"LINESTRING (16.386318852728714 48.24201150063592, 16.386226392715507 48.24209970960908)",Handelskai -*,11.973733,
OEFFGRUENLINGOGD.416,416,"LINESTRING (16.38166212428074 48.23965519362608, 16.38154096334391 48.23959588967874)",Park Durchla*,11.157162,
OEFFGRUENLINGOGD.417,417,"LINESTRING (16.374417576070815 48.216175058168126, 16.374519530391062 48.21621471453329)",Donaukanal,8.766392,
OEFFGRUENLINGOGD.418,418,"LINESTRING (16.372928763835215 48.217765578898664, 16.373059314557707 48.21780316434054)",Donaukanal,10.563343,
OEFFGRUENLINGOGD.419,419,"LINESTRING (16.397677618382076 48.20587501600232, 16.397653989550456 48.205997314343406)",Donaukanal,13.711955,
OEFFGRUENLINGOGD.420,420,"LINESTRING (16.39895605776788 48.204062950963085, 16.39905010197648 48.20409724173952)",Donaukanal,7.962715,
OEFFGRUENLINGOGD.421,421,"LINESTRING (16.38091517975472 48.21158310671571, 16.38092123258019 48.21164237744999)",Donaukanal,6.605973,
OEFFGRUENLINGOGD.422,422,"LINESTRING (16.36897259645482 48.22650863476906, 16.368929219099996 48.226517353448195)",Gaußplatz,3.365543,
OEFFGRUENLINGOGD.423,423,"LINESTRING (16.353113955806002 48.2582254826308, 16.353047006649614 48.258190244096845)",Wienerw.Wein,6.3298,
OEFFGRUENLINGOGD.424,424,"LINESTRING (16.40321025700218 48.19201723756595, 16.40312402752714 48.19206826317985)",Parknanlage *,8.561165,
OEFFGRUENLINGOGD.425,425,"LINESTRING (16.360813206379564 48.249666549153865, 16.360820003076128 48.249701638812674)",Stadion Hohe*,3.934351,
OEFFGRUENLINGOGD.426,426,"LINESTRING (16.357984734891456 48.249081052255775, 16.35790573032396 48.24907907982157)",Stadion Hohe*,5.871461,
OEFFGRUENLINGOGD.427,427,"LINESTRING (16.33702318927258 48.24447442440669, 16.336938459944825 48.244487446231226)",Olympiapark,6.457517,
OEFFGRUENLINGOGD.428,428,"LINESTRING (16.307778355953438 48.15038861950808, 16.307739243668284 48.150383784991526)",unt. Liesing,2.959534,
OEFFGRUENLINGOGD.429,429,"LINESTRING (16.29162420881324 48.153701697249105, 16.291615152286624 48.153685241472544)",AtzgersdorfS*,1.949922,
OEFFGRUENLINGOGD.430,430,"LINESTRING (16.288179101927508 48.154672675396, 16.288175707197123 48.15469690452684)",AtzgersdorfS*,2.705957,
OEFFGRUENLINGOGD.431,431,"LINESTRING (16.29152799904621 48.15415223417607, 16.291620985067752 48.15415874980397)",AtzgersdorfS*,6.956314,
OEFFGRUENLINGOGD.432,432,"LINESTRING (16.302622414350353 48.148889348952174, 16.302663404490822 48.148853714240744)",unt. Liesing,5.000366,
OEFFGRUENLINGOGD.433,433,"LINESTRING (16.25761406760889 48.13987358907138, 16.257600129562835 48.13964894976365)",WienerwaldS,25.000101,
OEFFGRUENLINGOGD.434,434,"LINESTRING (16.31733572941092 48.14804013362506, 16.317309938453345 48.14799453173583)",Park Rößlerg*,5.421703,
OEFFGRUENLINGOGD.435,435,"LINESTRING (16.286561698048153 48.14438325898247, 16.28641780631199 48.144392660559454)",Dirmhinrstra*,10.758985,
OEFFGRUENLINGOGD.436,436,"LINESTRING (16.287721314777563 48.14641615194576, 16.287780360443993 48.146517008454325)",Dirmhinrstra*,12.044693,
OEFFGRUENLINGOGD.437,437,"LINESTRING (16.27706014278876 48.13688398164913, 16.277125838471232 48.13686137294486)",ob. Liesing,5.498038,
OEFFGRUENLINGOGD.438,438,"LINESTRING (16.439974619711606 48.2661749476265, 16.440005097907047 48.26609951124191)",Donauschwabe*,8.688102,
OEFFGRUENLINGOGD.439,439,"LINESTRING (16.440249846248076 48.266642038718985, 16.440235992683736 48.26669904585659)",Donauschwabe*,6.421896,
OEFFGRUENLINGOGD.440,440,"LINESTRING (16.437575599292806 48.255190394509846, 16.437607841638346 48.25523206616442)",Thonetgasse,5.215732,
OEFFGRUENLINGOGD.441,441,"LINESTRING (16.435732573742477 48.252611595135235, 16.435686997498117 48.25254548942301)",Thonetgasse,8.092473,
OEFFGRUENLINGOGD.442,442,"LINESTRING (16.2604398577562 48.13936700873854, 16.26042757404359 48.13938359596787)",Park Hadersb*,2.058545,
OEFFGRUENLINGOGD.443,443,"LINESTRING (16.2777820162199 48.140350913129645, 16.277747892814965 48.14035542214433)",Park Theophi*,2.5886,
OEFFGRUENLINGOGD.444,444,"LINESTRING (16.278297072412098 48.13906757587724, 16.27826292880974 48.1390190489278)",Park Theophi*,5.964334,
OEFFGRUENLINGOGD.445,445,"LINESTRING (16.42020973316687 48.30337265257838, 16.420175663533936 48.30339365284359)",Erbpostgasse,3.441147,
OEFFGRUENLINGOGD.446,446,"LINESTRING (16.44750800053875 48.27276945727467, 16.447507687803547 48.272780514566186)",Park Gitlbau*,1.229754,
OEFFGRUENLINGOGD.447,447,"LINESTRING (16.44953727704429 48.27278615837043, 16.449536716184195 48.27280602912803)",Park Gitlbau*,2.209956,
OEFFGRUENLINGOGD.448,448,"LINESTRING (16.447928127534873 48.27152157716762, 16.447950339175385 48.27143242424855)",Park Gitlbau*,10.0497,
OEFFGRUENLINGOGD.449,449,"LINESTRING (16.449599082236652 48.27165165382828, 16.449599999771458 48.27158545126999)",Park Gitlbau*,7.361824,
OEFFGRUENLINGOGD.450,450,"LINESTRING (16.403045250463872 48.314603285648495, 16.402660548323848 48.31471807464958)",Herrnholz,31.258657,
OEFFGRUENLINGOGD.451,451,"LINESTRING (16.495311189983813 48.277582030093384, 16.495244571133842 48.277588657598265)",SüßenbrunneP*,4.999398,
OEFFGRUENLINGOGD.452,452,"LINESTRING (16.49607923811735 48.27736603125924, 16.496150451225876 48.27736474595374)",SüßenbrunneP*,5.287745,
OEFFGRUENLINGOGD.453,453,"LINESTRING (16.448164182253723 48.270185221960915, 16.44815778355915 48.27023257767111)",Hedwig-und-J*,5.28718,
OEFFGRUENLINGOGD.454,454,"LINESTRING (16.448934750190304 48.26849547907482, 16.448963235604317 48.26849670114748)",Hedwig-und-J*,2.119064,
OEFFGRUENLINGOGD.455,455,"LINESTRING (16.44901503001781 48.2684967806791, 16.448963235604317 48.26849670114748)",Hedwig-und-J*,3.845127,
OEFFGRUENLINGOGD.456,456,"LINESTRING (16.3896038118317 48.29657324296176, 16.389510836267974 48.296486262383446)",Anton-Haberz*,11.880125,
OEFFGRUENLINGOGD.457,457,"LINESTRING (16.39116061406016 48.297729801711554, 16.391223497836897 48.2977148251335)",Anton-Haberz*,4.954008,
OEFFGRUENLINGOGD.458,458,"LINESTRING (16.447275010486216 48.27739628376474, 16.44726400460031 48.27739682410067)",Möllplatz,0.81912,
OEFFGRUENLINGOGD.459,459,"LINESTRING (16.449065467429108 48.27774470578942, 16.449084754813068 48.27770682960797)",Möllplatz,4.448371,
OEFFGRUENLINGOGD.460,460,"LINESTRING (16.405117417554845 48.30040633698232, 16.405122073564993 48.300452669887974)",Feld-Streb.O,5.163659,
OEFFGRUENLINGOGD.461,461,"LINESTRING (16.49218894062985 48.278924433744976, 16.492252801218385 48.27889047552616)",SüßenbrunneH*,6.060155,
OEFFGRUENLINGOGD.462,462,"LINESTRING (16.487750858048358 48.27761600423036, 16.487684630480054 48.277714223965575)",WagramerStr*,11.977006,
OEFFGRUENLINGOGD.463,463,"LINESTRING (16.48875601499197 48.275236435055305, 16.48870342370344 48.27519411691951)",WagramerStr*,6.114122,
OEFFGRUENLINGOGD.464,464,"LINESTRING (16.353669749054955 48.220657973610756, 16.35362691958456 48.22063671944238)",Arne-Carlsso*,3.9641,
OEFFGRUENLINGOGD.465,465,"LINESTRING (16.439225241819923 48.25764903798012, 16.439489153401098 48.25772989257155)",Eipeldauer S*,21.560448,
OEFFGRUENLINGOGD.466,466,"LINESTRING (16.43796468620049 48.255177030107, 16.4379231006683 48.25512328369443)",Eipeldauer S*,6.727064,
OEFFGRUENLINGOGD.467,467,"LINESTRING (16.445535745191822 48.254019812914876, 16.445485151037705 48.25393039855072)",Eipeldauer P*,10.628735,
OEFFGRUENLINGOGD.468,468,"LINESTRING (16.446384537088566 48.254154370352154, 16.44667810938994 48.254062071723624)",Eipeldauer P*,24.095443,
OEFFGRUENLINGOGD.469,469,"LINESTRING (16.400620477197528 48.25534919203079, 16.400684227483122 48.25532469587316)",Bodenstedtg,5.461634,
OEFFGRUENLINGOGD.470,470,"LINESTRING (16.40342032531863 48.24835303785218, 16.40337505634154 48.248359206663324)",ob.alt.Donau,3.431263,
OEFFGRUENLINGOGD.471,471,"LINESTRING (16.40787669927439 48.247271900521774, 16.40749514287136 48.24659316150976)",ob.alt.Donau,80.617871,
OEFFGRUENLINGOGD.472,472,"LINESTRING (16.459426476232363 48.2255864988345, 16.459490671673198 48.22565046566771)",Hausgrundweg,8.564049,
OEFFGRUENLINGOGD.473,473,"LINESTRING (16.45756368548512 48.22257367343737, 16.457511008353936 48.222541552483584)",Hausgrundweg,5.298843,
OEFFGRUENLINGOGD.474,474,"LINESTRING (16.50410306918577 48.2364609419941, 16.504138310283675 48.23645791015626)",ÖBB Ostbahn *,2.639487,
OEFFGRUENLINGOGD.475,475,"LINESTRING (16.438955682678554 48.232147069870756, 16.439059258665363 48.23215863493347)",unt.alt.D.,7.801451,
OEFFGRUENLINGOGD.476,476,"LINESTRING (16.435718126083678 48.23041423465911, 16.43569164296632 48.23043910027165)",unt.alt.D.,3.393536,
OEFFGRUENLINGOGD.477,477,"LINESTRING (16.419715528759337 48.226108007123614, 16.41986551057467 48.22619912709719)",Neue Donau,15.061188,
OEFFGRUENLINGOGD.478,478,"LINESTRING (16.437623588019886 48.20719891114139, 16.43744722998193 48.207316720089025)",Donauinsel,18.531809,
OEFFGRUENLINGOGD.479,479,"LINESTRING (16.475454278125422 48.217668164582896, 16.475549666072606 48.21798779904915)",Langobardens*,36.24195,
OEFFGRUENLINGOGD.480,480,"LINESTRING (16.47183433859285 48.214162862831785, 16.47177131814829 48.21407545078467)",Langobardens*,10.78936,
OEFFGRUENLINGOGD.481,481,"LINESTRING (16.4566567664446 48.215103575075005, 16.456551725962335 48.21511840882929)",Mühlwasser,7.978485,
OEFFGRUENLINGOGD.482,482,"LINESTRING (16.526814585190756 48.20883983032864, 16.526847040101575 48.20883146047846)",Raphael-Donn*,2.585514,
OEFFGRUENLINGOGD.483,483,"LINESTRING (16.526098710806597 48.21334601141825, 16.52610884058811 48.21339990785065)",Raphael-Donn*,6.040155,
OEFFGRUENLINGOGD.484,484,"LINESTRING (16.46517330552923 48.19405814229688, 16.465107146658024 48.194101904657785)",Neue Donau,6.918999,
OEFFGRUENLINGOGD.485,485,"LINESTRING (16.384746977063685 48.13876585526877, 16.384744037245884 48.138754515980125)",unt. Liesing,1.279705,
OEFFGRUENLINGOGD.486,486,"LINESTRING (16.471344697263138 48.15673560135357, 16.471337255353465 48.156693800445815)",Park Muhrhof*,4.680894,
OEFFGRUENLINGOGD.487,487,"LINESTRING (16.415450899484433 48.17691861080028, 16.41540933552878 48.17693225884345)",Park Huttere*,3.443574,
OEFFGRUENLINGOGD.488,488,"LINESTRING (16.41932006624777 48.177744026215144, 16.41931507793621 48.17775833085575)",Park Huttere*,1.633292,
OEFFGRUENLINGOGD.489,489,"LINESTRING (16.505343025723874 48.15961505255356, 16.505351793421802 48.15963783844639)",MannswAu,2.616286,
OEFFGRUENLINGOGD.490,490,"LINESTRING (16.45468876763662 48.212932142630244, 16.45467153323968 48.21285097096067)",Mühlwasser,9.11636,
OEFFGRUENLINGOGD.491,491,"LINESTRING (16.45585711522684 48.21272596231599, 16.455821915698795 48.21264643100375)",Mühlwasser,9.222335,
OEFFGRUENLINGOGD.492,492,"LINESTRING (16.451585052476506 48.21360067576345, 16.45227750741926 48.213091086683455)",Mühlwasser,76.544983,
OEFFGRUENLINGOGD.493,493,"LINESTRING (16.465030360216595 48.20875598527825, 16.465042868904728 48.2087324199093)",Mühlwasser,2.780406,
OEFFGRUENLINGOGD.494,494,"LINESTRING (16.448705085533565 48.214193050413996, 16.448666300222133 48.214194936507205)",Mühlwasser,2.890015,
OEFFGRUENLINGOGD.495,495,"LINESTRING (16.47329874514444 48.20965275614356, 16.473548717736513 48.20972440287792)",Mühlwasser,20.214862,
OEFFGRUENLINGOGD.496,496,"LINESTRING (16.424839833751392 48.15739616544715, 16.424923690942528 48.157419290657835)",Pretschgasse,6.748009,
OEFFGRUENLINGOGD.497,497,"LINESTRING (16.46758306162124 48.15996172983034, 16.4675802951104 48.16004473624208)",Ka.-Ebersdf ,9.23216,
OEFFGRUENLINGOGD.498,498,"LINESTRING (16.472727636245367 48.25145582057404, 16.472872180499216 48.25145501555989)",Hirschst/ ,10.734631,
OEFFGRUENLINGOGD.499,499,"LINESTRING (16.46045036887535 48.24055398509942, 16.460320254771464 48.240484652081236)",Hirschst/ ,12.362996,
OEFFGRUENLINGOGD.500,500,"LINESTRING (16.28080067461298 48.16763485354057, 16.280907800800676 48.16762143310682)",Park Hochmai*,8.107001,
OEFFGRUENLINGOGD.501,501,"LINESTRING (16.2572490902455 48.1655768203519, 16.257191750849834 48.165594374513724)",Park Lainzbe*,4.690718,
OEFFGRUENLINGOGD.502,502,"LINESTRING (16.25783351544016 48.16644328875449, 16.257776867908728 48.16646065032172)",Park Lainzbe*,4.634944,
OEFFGRUENLINGOGD.503,503,"LINESTRING (16.272240425165208 48.16456306117455, 16.272166529378097 48.164583514837325)",Anna-Freud-P*,5.948908,
OEFFGRUENLINGOGD.504,504,"LINESTRING (16.27378280510894 48.164418920645396, 16.273782682145395 48.1643628027196)",Anna-Freud-P*,6.240016,
OEFFGRUENLINGOGD.505,505,"LINESTRING (16.27513260625046 48.1645150622868, 16.27514302234163 48.16446695393803)",Anna-Freud-P*,5.405213,
OEFFGRUENLINGOGD.506,506,"LINESTRING (16.275547991636955 48.159581846269084, 16.2755313976461 48.15958436014091)",Sillerplatz,1.265771,
OEFFGRUENLINGOGD.507,507,"LINESTRING (16.276888652789772 48.16099167448516, 16.27687693212681 48.16100151426399)",Sillerplatz,1.399072,
OEFFGRUENLINGOGD.508,508,"LINESTRING (16.423534619416888 48.25538602299696, 16.42368278074091 48.25555397420156)",Park Carminw*,21.675351,
OEFFGRUENLINGOGD.509,509,"LINESTRING (16.422274563254447 48.25402313082157, 16.42162555049471 48.25422562059108)",Park Carminw*,53.195192,
OEFFGRUENLINGOGD.510,510,"LINESTRING (16.445319248406673 48.227615305895846, 16.445329931297252 48.22761409605694)",Park Schrein*,0.80503,
OEFFGRUENLINGOGD.511,511,"LINESTRING (16.43127608387825 48.24360513101563, 16.43150986547845 48.24380630397115)",Siebeckstraß*,28.317948,
OEFFGRUENLINGOGD.512,512,"LINESTRING (16.430827060607108 48.242053023548785, 16.430787701254406 48.24200733493694)",Siebeckstraß*,5.861494,
OEFFGRUENLINGOGD.513,513,"LINESTRING (16.428251236271763 48.238517952565424, 16.428397225248684 48.238395021621)",Kagraner Brü*,17.448555,
OEFFGRUENLINGOGD.514,514,"LINESTRING (16.425278344967605 48.2370041873203, 16.425051875047657 48.23688932088812)",Kagraner Brü*,21.122404,
OEFFGRUENLINGOGD.515,515,"LINESTRING (16.436506574662786 48.219177953809165, 16.436432672309667 48.21917493190293)",Klobweg,5.501915,
OEFFGRUENLINGOGD.516,516,"LINESTRING (16.440738274945392 48.219532247581846, 16.44088437740412 48.21953297240577)",Klobweg,10.857019,
OEFFGRUENLINGOGD.517,517,"LINESTRING (16.44210533337166 48.23663965234129, 16.442167372519485 48.23656624440461)",Donau_stadt*,9.373782,
OEFFGRUENLINGOGD.518,518,"LINESTRING (16.44990827519449 48.25028762941487, 16.449886686552357 48.250216241877915)",Am langen Fe*,8.098322,
OEFFGRUENLINGOGD.519,519,"LINESTRING (16.460837637537796 48.25348010699673, 16.460729924511735 48.25351311792829)",Rennbahnweg,8.800795,
OEFFGRUENLINGOGD.520,520,"LINESTRING (16.462094802552162 48.253121968440276, 16.46215301903058 48.25320833467931)",Rennbahnweg,10.531821,
OEFFGRUENLINGOGD.521,521,"LINESTRING (16.452954519668367 48.23642641667343, 16.453086430328465 48.236398718524505)",Polgarstraße,10.271553,
OEFFGRUENLINGOGD.522,522,"LINESTRING (16.45228206793123 48.236649350224674, 16.45053122933219 48.23702967182922)",Polgarstraße,136.762004,
OEFFGRUENLINGOGD.523,523,"LINESTRING (16.447681269477595 48.22539711668364, 16.447764693952404 48.22545321767302)",Wartensieben*,8.794099,
OEFFGRUENLINGOGD.524,524,"LINESTRING (16.446777206660503 48.22540385891295, 16.447126809839784 48.22573818743749)",Wartensieben*,45.351759,
OEFFGRUENLINGOGD.525,525,"LINESTRING (16.451088783070773 48.223783204659185, 16.450991756432472 48.223819009915296)",Stadlauer St*,8.235667,
OEFFGRUENLINGOGD.526,526,"LINESTRING (16.453798650084863 48.220934280233955, 16.453948439688837 48.22093834272671)",Mühlgrund,11.139569,
