FID,OBJECTID,SHAPE,BEZIRK,STRNAM,ONRTXT,NUMMER,TELEFON,WEITERE_INFORMATION,SE_ANNO_CAD_DATA
HUNDESACKERLOGD.31004454,31004454,POINT (16.285649399868284 48.18045517757313),13,Alois-Kraus-Promenade,,1591,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004455,31004455,POINT (16.295132010522032 48.23079341499042),17,Alszeile 137,,1601,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004456,31004456,POINT (16.338306928403032 48.187123811597566),12,Dunklergasse-Harthausergasse (Hundezone),,719,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004457,31004457,POINT (16.32554190474827 48.16305914844613),12,Miep-Gies-Park (Hundezone),,1552,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004458,31004458,POINT (16.32655709484519 48.16503403860756),12,Miep-Gies-Park,,1553,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004459,31004459,POINT (16.35225083532864 48.19362263933691),6,Richard-Waldemar-Park,,986,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004460,31004460,POINT (16.303630210816312 48.19641070010891),14,Matzner-Park/ Märzstraße,,898,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004461,31004461,POINT (16.290894664479595 48.22508807054716),17,Andergasse/ Franz-Glaser-Gasse,,897,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004462,31004462,POINT (16.441973729923646 48.24585110669817),22,Steigenteschg./ Komzakgasse - Jakob-Rosenfeld-Park,,737,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004463,31004463,POINT (16.436598340549992 48.246657037991206),22,Anton-Sattler-Gasse 91/ Steigenteschgasse 1,,988,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004464,31004464,POINT (16.490929246440874 48.21428090056814),22,Benjowskygasse/ Lobaugasse,,978,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004465,31004465,POINT (16.49031749306937 48.21459783567001),22,Benjowskygasse/ Lobaugasse,,979,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004466,31004466,POINT (16.362589874206137 48.22977419726638),9,Spittelauer Lände/Alexander-Nehr-Gasse,,1619,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004467,31004467,POINT (16.367727355553246 48.223474723401594),9,Roßauer Lände/Simens-Nixdorf-Steg,,1618,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004468,31004468,POINT (16.32206078183685 48.14560793033619),23,Altmannsdorfer Straße 180,,1628,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004469,31004469,POINT (16.373277399983238 48.19952655647956),4,Resselpark (Hundezone),,1621,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004470,31004470,POINT (16.372901747735334 48.19954389226774),4,Resselpark (Hundezone),,1620,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004471,31004471,POINT (16.413034118284582 48.181516206299094),11,Hyblerpark (Hundezone),,1626,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004472,31004472,POINT (16.412936922220364 48.18141839274047),11,Hyblerpark (Hundezone),,1625,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004473,31004473,POINT (16.321198610986634 48.148552987794105),23,Altmannsdorfer Straße 168,,1629,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004474,31004474,POINT (16.355202674110203 48.231298764276275),9,Parkanlage Latschkagasse,,1627,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004475,31004475,POINT (16.36725625371288 48.224234910311516),9,Roßauer Lände ggü 29,,1631,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004476,31004476,POINT (16.367165549831615 48.22540320366429),9,Roßauer Lände/Höhe Glasergasse,,1630,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004477,31004477,POINT (16.44948645362976 48.15567711923291),11,Zehngrafpark,,1634,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004478,31004478,POINT (16.443675895475604 48.16095237186785),11,Neugebäudepark (Hundezone),,1636,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004479,31004479,POINT (16.44405931253707 48.16119367082912),11,Neugebäudepark (Hundezone),,1635,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004480,31004480,POINT (16.268044174472408 48.19645705937486),14,Cossmanngasse,,1667,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004481,31004481,POINT (16.274446538118067 48.18126461614121),13,Roter Berg Ost,,1668,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004482,31004482,POINT (16.455953921327414 48.274999361099965),21,Schererstraße/Oswald-Redlich-Straße,,1648,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004483,31004483,POINT (16.422471598718875 48.27624262307161),21,Pfendlergasse/Ruthnergasse LW,,1649,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004484,31004484,POINT (16.476787088065073 48.21333059094941),22,Wulzendorfstraße/Stavangergasse,,1650,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004485,31004485,POINT (16.31647730622833 48.22133392037287),16,Stöberplatz,,1651,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004486,31004486,POINT (16.274874826038076 48.1813357087428),13,Roter Berg Ost,,1669,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004487,31004487,POINT (16.281176716753773 48.19397127229468),14,Guldenpark,,1663,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004488,31004488,POINT (16.39253558005391 48.13962371903506),10,Hubert-Blamauer-Park,,1665,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31004489,31004489,POINT (16.39166229877283 48.16762220076053),10,Moselgasse 2,,1666,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
