FID,OBJECTID,SHAPE,ZONE_NAME,RECHT_TXT,WEBLINK1,SE_ANNO_CAD_DATA
TEMPOZONEOGD.29128,29128,"POLYGON ((16.4104719990925 48.271225124298965, 16.41205898494632 48.271040525871264, 16.412268627429576 48.271941500753954, 16.410656567475126 48.272092744103524, 16.4104719990925 48.271225124298965))",Bereich Divischgasse,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29129,29129,"POLYGON ((16.37594549795657 48.25062203944915, 16.3752333231555 48.2505767917871, 16.37528849856514 48.24984887954601, 16.374706168499003 48.24952648666493, 16.375015608321295 48.24929064486582, 16.375602545944613 48.248691697391, 16.37525239224649 48.24854630782302, 16.375279190840175 48.24627949397001, 16.377360096775675 48.24399291216332, 16.379343602699965 48.2448207995678, 16.37918713410705 48.245344707571725, 16.380496127250453 48.24597589557727, 16.378948907246706 48.24754284042812, 16.378605278161324 48.247887521335244, 16.37908038657777 48.2481006342228, 16.378633432428646 48.2485355817122, 16.377521459547854 48.24948843075694, 16.377732374580244 48.24983167554113, 16.377096602029273 48.250374025189345, 16.37678936167909 48.25024226666724, 16.37709674847924 48.24992269235669, 16.37628529898794 48.249616931866065, 16.37594549795657 48.25062203944915))",Robert-Blum-Gasse,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29130,29130,"POLYGON ((16.425157428887076 48.29667074408065, 16.421004800287896 48.297170122427154, 16.420765816116784 48.29672469725211, 16.424955158520614 48.29604904272814, 16.425157428887076 48.29667074408065))",Bereich Johann Weber Gasse,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29131,29131,"POLYGON ((16.420669797292152 48.29639913988611, 16.419935587050233 48.29505469212247, 16.422183704425926 48.29452211535324, 16.42295021464081 48.296114284548175, 16.420669797292152 48.29639913988611))",Bereich Peter Berner Straße,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29132,29132,"POLYGON ((16.36986631319262 48.233630100016015, 16.367918283192303 48.23347625415723, 16.36795072769978 48.2325571860129, 16.366519814236383 48.23212377744553, 16.366640659452337 48.231770825774376, 16.36845468968887 48.22896168057242, 16.370634269902745 48.23004921243402, 16.370316125753757 48.231527157848056, 16.36996479721024 48.23277718339903, 16.36986631319262 48.233630100016015))",Bereich Hannovergasse,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29133,29133,"POLYGON ((16.365323618526947 48.23477220656342, 16.364101947874268 48.234667737475974, 16.363755608230722 48.23528542949478, 16.362789783151072 48.235131256828105, 16.3626905207798 48.2347232172632, 16.362698559158165 48.23430963907364, 16.36276413539303 48.23343283978678, 16.36289576130939 48.2325946261757, 16.36306057909003 48.23210380948971, 16.363761479364967 48.23087394045529, 16.364487184781257 48.22978191934262, 16.365460395697625 48.22859057125848, 16.36621929095215 48.22791762259759, 16.367928166046703 48.22871674387871, 16.365960483988033 48.23161525792309, 16.365323618526947 48.23477220656342))",Bereich Denisgasse,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29134,29134,"POLYGON ((16.384762444514177 48.23711753021653, 16.38529384229179 48.23738479556944, 16.383779469048566 48.238770412201845, 16.38325221932156 48.238511978458085, 16.381835413073674 48.23784398226766, 16.38343553794351 48.236464743531926, 16.384762444514177 48.23711753021653))",Bereich Allerheiligengasse,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29135,29135,"POLYGON ((16.381334727602386 48.23756467134101, 16.38002686612134 48.23693481892038, 16.381511448532777 48.2355501380849, 16.38281620152854 48.23618376564042, 16.381334727602386 48.23756467134101))",Bereich Kampstraße,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29136,29136,"POLYGON ((16.394339761373637 48.19952632635133, 16.396345397889142 48.19677124347992, 16.39641620849059 48.196464232582336, 16.39719349038934 48.19527599139937, 16.397828071441214 48.19435043189694, 16.398984918979412 48.19312245744161, 16.401115129283564 48.19091205531235, 16.402599786545135 48.1920724618994, 16.404324956053188 48.19345929019751, 16.406233604908483 48.194666602076474, 16.406813264618485 48.19501556955981, 16.407449400490226 48.195336170466426, 16.406560543062998 48.19614865187073, 16.40424423735945 48.196508814735, 16.402295750598356 48.197293567072556, 16.401017735266482 48.19779340966664, 16.399433999864435 48.19889015025523, 16.398120966569177 48.20017900637728, 16.396249194399605 48.20154852224112, 16.39576313697138 48.20185717370596, 16.394951887388125 48.20106035597223, 16.393209954498705 48.20198112232344, 16.392536637896807 48.20144996491935, 16.39406385107986 48.199936499645794, 16.394339761373637 48.19952632635133))",Bereich Hainburger Straße,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29137,29137,"POLYGON ((16.397833706271822 48.202919484380196, 16.397251385594647 48.203477382320536, 16.39679279407274 48.203965757591774, 16.39631343689386 48.20455875058497, 16.396178727626108 48.205374700617426, 16.39609538114789 48.20550026201444, 16.39572164766429 48.20562873533737, 16.394283813512445 48.20540104579363, 16.394017540709136 48.20535477553714, 16.392789610970475 48.20446207728832, 16.393859531941565 48.20380413356125, 16.392733615067847 48.20293771338491, 16.392747159998798 48.20278818150332, 16.392320533154106 48.202850787624016, 16.391844919528605 48.20282724863491, 16.391173199348646 48.202301657425984, 16.391743839637932 48.201976167190544, 16.392047696361526 48.20173639162128, 16.39332679059637 48.202796012346894, 16.394902353644184 48.2026139049967, 16.39536140728996 48.20250906934345, 16.395549115168613 48.202404372602636, 16.39618532307565 48.202090242325525, 16.396580343481872 48.201833279534284, 16.397833706271822 48.202919484380196))",Bereich Kundmanngasse,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29138,29138,"MULTIPOLYGON (((16.35589047359415 48.20058861820453, 16.358343873258654 48.20119191558246, 16.35894139220369 48.20129237798372, 16.359332847227353 48.20146516823271, 16.360001312484243 48.20179091255674, 16.36030820127829 48.20231646400754, 16.360855821508284 48.20263394602424, 16.357948105709 48.20481397900411, 16.356801621487016 48.20433807096714, 16.357422773414402 48.202797607264586, 16.354874523412562 48.20226015227915, 16.352180960929676 48.20191907424417, 16.353108265241325 48.19972628950234, 16.35589047359415 48.20058861820453)), ((16.35197298408314 48.20239099012128, 16.35391147553305 48.202496655846936, 16.356813269470212 48.20299331803392, 16.356167713941876 48.20453378356226, 16.357482074158238 48.2051167152772, 16.355343617275533 48.20648284701104, 16.354177542388182 48.20638560825665, 16.354381303459462 48.20555742992655, 16.351714009701976 48.20547013802747, 16.351786477974855 48.204135353707585, 16.351669814356864 48.20392102607757, 16.351946273511853 48.20243032461752, 16.351976963244823 48.202364332866956, 16.35197298408314 48.20239099012128)))",BereichSiebensterngasse,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29139,29139,"POLYGON ((16.342116626567886 48.19609251247812, 16.34107396105104 48.19594376132961, 16.34021376494565 48.195681723149775, 16.340314735002316 48.19518833377159, 16.339956183524883 48.19426904829637, 16.33963456952742 48.19358684814669, 16.33830276702274 48.19120236143551, 16.3382910853855 48.19110098397476, 16.33848393077249 48.1911179790113, 16.338570673694374 48.190908401315156, 16.338266088828224 48.19088405848385, 16.33821477241122 48.190438732156466, 16.338323944930956 48.19016011156149, 16.338728188338873 48.18965856976242, 16.33890045145608 48.18937383711164, 16.339194624546327 48.18904653607166, 16.339611572656786 48.18887998680704, 16.34014045706748 48.188756469094294, 16.340246810848342 48.18893235891092, 16.34045911809065 48.18891906800121, 16.34450691661701 48.18905864097753, 16.34518179036346 48.189124923258724, 16.348347878470307 48.189675219312136, 16.34888888679116 48.189680565092175, 16.35126107319509 48.1901804778385, 16.35195205913286 48.19056062874768, 16.353457402821256 48.19217001155534, 16.353702805976795 48.19284958139795, 16.353727384174828 48.19292496582789, 16.352948266986026 48.19306290198214, 16.352963339901162 48.1933502154379, 16.353821200471458 48.19321271760381, 16.353725328089116 48.194420484020775, 16.353777275160944 48.195173799356, 16.35425703744486 48.19576279677697, 16.3549932738877 48.19617278556833, 16.355238393180265 48.19632149327954, 16.35576383861963 48.19649032267945, 16.355664190154577 48.19664930524136, 16.357222347965262 48.197115207309444, 16.360558004377413 48.19775896546447, 16.362209689097053 48.19843795181249, 16.36517829524217 48.20001459880618, 16.363944630176857 48.200878862443496, 16.361429213902984 48.20219472587177, 16.360768974801907 48.20157398008675, 16.359779195139712 48.200981231771706, 16.359366013806255 48.20085856917418, 16.358095928154587 48.200592868647995, 16.35521910186982 48.19985690410096, 16.3531628000998 48.199269330183625, 16.351722579198608 48.19874248323792, 16.35046017517865 48.19826189031157, 16.35030177061963 48.19838110313129, 16.349927794890068 48.19823330169083, 16.350081514448554 48.19802969153724, 16.347934470733716 48.19731778318764, 16.34435420961343 48.196459125978656, 16.342116626567886 48.19609251247812))",Bereich Mariahilfer Straße_1,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29140,29140,"MULTIPOLYGON (((16.330359253748217 48.174585171789694, 16.330509223324093 48.17460705964812, 16.33083715663479 48.17465029645758, 16.335818330839782 48.177718804790494, 16.335361633280453 48.17803485184741, 16.335643940797947 48.178192189657516, 16.336091212076745 48.177886888394745, 16.337505922947972 48.178758259667966, 16.336862856065927 48.18087401132246, 16.334356302440487 48.1810408438771, 16.334735640436225 48.17930302578469, 16.334013738258047 48.17922361408551, 16.333634382852498 48.181111184915075, 16.329865377706664 48.18123366639253, 16.32994410039394 48.180423534358006, 16.32726664313685 48.18029533341082, 16.327254746104572 48.17972404710578, 16.329990549258973 48.1799454481903, 16.33029886698962 48.17677223194141, 16.330170916082498 48.17663177824649, 16.33015646723031 48.1764646653658, 16.33014682758701 48.17645434064643, 16.33011884752042 48.17644402397417, 16.330293638779764 48.17483035094222, 16.330303292214463 48.17471486037103, 16.330313907279457 48.17465679161712, 16.330359253748217 48.174585171789694), (16.333158911022885 48.17829510839032, 16.33315893788307 48.17829569295055, 16.333159018528935 48.178296286505386, 16.33315916640854 48.17829686207546, 16.33315936807433 48.17829743764685, 16.333159623526793 48.1782980042264, 16.333159932766467 48.178298552820856, 16.333160295793352 48.17829908343021, 16.33316071260691 48.178299605047684, 16.333161169761137 48.17830010867972, 16.333161680703082 48.17830058533346, 16.33316224543221 48.17830104400209, 16.333162850503022 48.17830146669882, 16.333163495914487 48.17830187141014, 16.333164168220566 48.17830224914242, 16.333164880868324 48.17830259090287, 16.333165633857742 48.17830289669137, 16.333166413741786 48.17830317550091, 16.33316720707439 48.178303418337876, 16.333168040748664 48.17830362520296, 16.33316887442497 48.17830379609512, 16.333169734996375 48.17830393101509, 16.333170595569822 48.17830402996213, 16.333171456145784 48.17830408394304, 16.33393118456464 48.17833962370944, 16.333932125822805 48.178339641713265, 16.333932999849686 48.17833962374294, 16.33393388732496 48.17833956080673, 16.333934747908252 48.17833947089033, 16.333935608493384 48.17833933600782, 16.333936442186882 48.178339165151925, 16.33393727588185 48.178338958323124, 16.333938069238616 48.17833871552069, 16.33393884915031 48.17833843674507, 16.333939588723815 48.17833812199582, 16.33394031485184 48.17833778026669, 16.333940987194755 48.178337411556825, 16.333941632646034 48.1783370068736, 16.33394223775873 48.17833657520999, 16.333942789085945 48.178336125558886, 16.333943300074953 48.178335639934154, 16.333943770724666 48.17833514531551, 16.333944187589246 48.17833462371615, 16.33394455066798 48.178334093122594, 16.333944859961598 48.17833353554836, 16.333945115468968 48.17833297797316, 16.333945317190878 48.178332402410526, 16.333945451680005 48.178331826846666, 16.33394554583205 48.178331188329494, 16.33396171587419 48.178152052593376, 16.333961742790258 48.17815148602075, 16.333961715921006 48.17815090146067, 16.333961621819597 48.17815030790617, 16.333961487377948 48.17814973233736, 16.333961285703772 48.17814915676733, 16.333961030242822 48.17814859918279, 16.33396072099587 48.178148041597254, 16.333960357961807 48.17814751099042, 16.33395994114135 48.178146989375826, 16.333959483980667 48.17814648574695, 16.33395895958637 48.17814600909649, 16.333958408297956 48.17814555942524, 16.333957803222816 48.17814512773944, 16.333957157807074 48.178144723032595, 16.333956485496856 48.178144354298155, 16.3339557728464 48.17814400354939, 16.333955019854614 48.17814369776604, 16.333954239968715 48.17814341896185, 16.333953446634847 48.17814317613029, 16.33395261296001 48.17814296927091, 16.33395177928372 48.17814279838443, 16.333950918712947 48.17814266347034, 16.333950058140346 48.17814257352234, 16.333949170673623 48.17814251055355, 16.333191703993684 48.1781100646302, 16.333190843418937 48.17811004662232, 16.333189969395708 48.17811006458702, 16.333189081923468 48.17811012751746, 16.333188221342724 48.17811021742828, 16.333187360759478 48.178110352305204, 16.33318652706719 48.17811052315566, 16.3331856933729 48.17811072997904, 16.333184900016096 48.17811097277632, 16.33318412010377 48.17811125154682, 16.33318338052892 48.17811156629121, 16.33318265439904 48.1781119080156, 16.33318198205364 48.178112276720995, 16.333181336599203 48.17811268139998, 16.33318073148275 48.17811311305964, 16.333180180151277 48.1781135627071, 16.333179669157253 48.17811404832844, 16.33317919850222 48.178114542943995, 16.333178781631663 48.178115064540606, 16.33317841854658 48.17811559513176, 16.333178109245974 48.17811615270393, 16.333177853731346 48.17811671027744, 16.33317765200171 48.17811728583874, 16.333177517504527 48.17811786140175, 16.333177423343844 48.17811849092508, 16.333161694765984 48.178289622593695, 16.333161170323496 48.1782901082146, 16.33316071311271 48.17829061182364, 16.33316029624054 48.17829113342015, 16.333159933154008 48.17829166401122, 16.333159623852147 48.17829222158335, 16.33315936833645 48.17829277915679, 16.3331591666059 48.17829335471807, 16.333159018661533 48.178293930280674, 16.33315893794886 48.178294523831426, 16.333158911022885 48.17829510839032)))",Bereich Wilhelmsdorf,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29141,29141,"POLYGON ((16.36682173359661 48.23622743061182, 16.36775844627393 48.23623709553874, 16.367893025663793 48.23747778682474, 16.36862157971047 48.23743787807936, 16.368696251742023 48.237963919080826, 16.368056899050334 48.2379740272453, 16.36810186502935 48.2385596293519, 16.367090428680857 48.23798422062732, 16.36682173359661 48.23622743061182))",Bereich Burghardtgasse Süd,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29142,29142,"POLYGON ((16.29892125339911 48.1710122128363, 16.298844939998283 48.170884358304946, 16.298777733638325 48.170731487490386, 16.298932849510773 48.17070468388164, 16.29925795835441 48.171091056884855, 16.299060510746994 48.17116487294456, 16.29892125339911 48.1710122128363))",Bereich Würzburggasse Teil 2,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29143,29143,"POLYGON ((16.366153603777033 48.23377566518902, 16.36720938400025 48.2338663584992, 16.36741465146763 48.23542882402244, 16.365789873852766 48.23549765752491, 16.366153603777033 48.23377566518902))",Bereich Burghardtgasse Nord,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
