FID,OBJECTID,SHAPE,SE_ANNO_CAD_DATA
HYDRANTOGD.9287354,9287354,POINT (16.26855163414756 48.162255411765116),
HYDRANTOGD.9287355,9287355,POINT (16.352223176156784 48.2367472910341),
HYDRANTOGD.9287356,9287356,POINT (16.33958810950789 48.18732341420473),
HYDRANTOGD.9287357,9287357,POINT (16.298041769861804 48.13034916018921),
HYDRANTOGD.9287358,9287358,POINT (16.35948921526314 48.14617421135179),
HYDRANTOGD.9287359,9287359,POINT (16.46236815718232 48.15212287418442),
HYDRANTOGD.9287360,9287360,POINT (16.54019255761788 48.22450131778278),
HYDRANTOGD.9287361,9287361,POINT (16.43484444364159 48.242136069530964),
HYDRANTOGD.9287362,9287362,POINT (16.378339695440705 48.174503487403726),
HYDRANTOGD.9287363,9287363,POINT (16.37593168313287 48.205181187201376),
HYDRANTOGD.9287364,9287364,POINT (16.383343174441833 48.20485817604021),
HYDRANTOGD.9287365,9287365,POINT (16.34470018590817 48.19011767736436),
HYDRANTOGD.9287366,9287366,POINT (16.340972432189766 48.254993263885986),
HYDRANTOGD.9287367,9287367,POINT (16.394336007887098 48.21748158365437),
HYDRANTOGD.9287368,9287368,POINT (16.34954938814635 48.22839027439963),
HYDRANTOGD.9287369,9287369,POINT (16.297018086328787 48.15207592243102),
HYDRANTOGD.9287370,9287370,POINT (16.449296118981927 48.14007957957224),
HYDRANTOGD.9287371,9287371,POINT (16.441358896184923 48.139029569146054),
HYDRANTOGD.9287372,9287372,POINT (16.39923610037111 48.274089920284),
HYDRANTOGD.9287373,9287373,POINT (16.335280947650983 48.25115780674024),
HYDRANTOGD.9287374,9287374,POINT (16.428031602081454 48.280415510336155),
HYDRANTOGD.9287375,9287375,POINT (16.386954253212277 48.292107906237895),
HYDRANTOGD.9287376,9287376,POINT (16.35519266994456 48.239843322480866),
HYDRANTOGD.9287377,9287377,POINT (16.349777448766623 48.26148286897768),
HYDRANTOGD.9287378,9287378,POINT (16.3331247355215 48.22684080175864),
HYDRANTOGD.9287379,9287379,POINT (16.43677192367064 48.2961522291322),
HYDRANTOGD.9287380,9287380,POINT (16.3123089369463 48.14198219200313),
HYDRANTOGD.9287381,9287381,POINT (16.261529781254293 48.139719179122494),
HYDRANTOGD.9287382,9287382,POINT (16.25191643780936 48.13726295120373),
HYDRANTOGD.9287383,9287383,POINT (16.263415241633638 48.14097355453198),
HYDRANTOGD.9287384,9287384,POINT (16.233374130370578 48.137963630731164),
HYDRANTOGD.9287385,9287385,POINT (16.264345906515025 48.19412359616165),
HYDRANTOGD.9287386,9287386,POINT (16.526948270345315 48.161446039680044),
HYDRANTOGD.9287387,9287387,POINT (16.33021016677324 48.20324324269944),
HYDRANTOGD.9287388,9287388,POINT (16.52567830370524 48.16174558644114),
HYDRANTOGD.9287389,9287389,POINT (16.52542789828454 48.162018501162734),
HYDRANTOGD.9287390,9287390,POINT (16.52580129310123 48.162003211997344),
HYDRANTOGD.9287391,9287391,POINT (16.367962319346592 48.17016913643861),
HYDRANTOGD.9287392,9287392,POINT (16.47700666884428 48.20729997098326),
HYDRANTOGD.9287393,9287393,POINT (16.48969278521703 48.22648412786333),
HYDRANTOGD.9287394,9287394,POINT (16.36552434638253 48.17093960836162),
HYDRANTOGD.9287395,9287395,POINT (16.458958014902077 48.216382833414336),
HYDRANTOGD.9287396,9287396,POINT (16.317074139556997 48.13757551562967),
HYDRANTOGD.9287397,9287397,POINT (16.372651315290003 48.19573834945735),
HYDRANTOGD.9287398,9287398,POINT (16.320038833865155 48.16746163572259),
HYDRANTOGD.9287399,9287399,POINT (16.367015448638266 48.19381110391624),
HYDRANTOGD.9287400,9287400,POINT (16.3776987470756 48.17914211014783),
HYDRANTOGD.9287401,9287401,POINT (16.32837793318002 48.14057479939525),
HYDRANTOGD.9287402,9287402,POINT (16.316922901567274 48.22174453744703),
HYDRANTOGD.9287403,9287403,POINT (16.360142965800794 48.144437967461855),
HYDRANTOGD.9287404,9287404,POINT (16.360772040932474 48.14148519812986),
HYDRANTOGD.9287405,9287405,POINT (16.382829125483006 48.29875941790168),
HYDRANTOGD.9287406,9287406,POINT (16.277881451591323 48.17618380860156),
HYDRANTOGD.9287407,9287407,POINT (16.34833405043018 48.171488880437025),
HYDRANTOGD.9287408,9287408,POINT (16.43827134269689 48.18410753225404),
HYDRANTOGD.9287409,9287409,POINT (16.36469917485579 48.26342739363557),
HYDRANTOGD.9287410,9287410,POINT (16.334069136414076 48.26610836779977),
HYDRANTOGD.9287411,9287411,POINT (16.445939508969825 48.23555996758555),
HYDRANTOGD.9287412,9287412,POINT (16.362930993079196 48.22027692195786),
HYDRANTOGD.9287413,9287413,POINT (16.48222052794502 48.27141996951942),
HYDRANTOGD.9287414,9287414,POINT (16.43474935892956 48.26279506115243),
HYDRANTOGD.9287415,9287415,POINT (16.352543286204142 48.22749210895),
HYDRANTOGD.9287416,9287416,POINT (16.356320829679987 48.21684131342076),
HYDRANTOGD.9287417,9287417,POINT (16.336567799730354 48.26372762280541),
HYDRANTOGD.9287418,9287418,POINT (16.427970637758243 48.23984468629332),
HYDRANTOGD.9287419,9287419,POINT (16.355892260797194 48.2027294632267),
HYDRANTOGD.9287420,9287420,POINT (16.371673312911764 48.22764075588732),
HYDRANTOGD.9287421,9287421,POINT (16.401312025427114 48.21805866795666),
HYDRANTOGD.9287422,9287422,POINT (16.387088575839535 48.17595064017882),
HYDRANTOGD.9287423,9287423,POINT (16.398585211121155 48.14406387877262),
HYDRANTOGD.9287424,9287424,POINT (16.29802050979653 48.17712983354295),
HYDRANTOGD.9287425,9287425,POINT (16.381599479086013 48.289932611306284),
HYDRANTOGD.9287426,9287426,POINT (16.28383888731989 48.25270895850889),
HYDRANTOGD.9287427,9287427,POINT (16.395473121723885 48.217699490464355),
HYDRANTOGD.9287428,9287428,POINT (16.414000989939453 48.218766710862056),
HYDRANTOGD.9287429,9287429,POINT (16.471471131553198 48.22338658902822),
HYDRANTOGD.9287430,9287430,POINT (16.329846326397817 48.172180403625994),
HYDRANTOGD.9287431,9287431,POINT (16.335011187824822 48.27990204897524),
HYDRANTOGD.9287432,9287432,POINT (16.416287933274948 48.292119365517976),
HYDRANTOGD.9287433,9287433,POINT (16.473235545330294 48.153260802418814),
HYDRANTOGD.9287434,9287434,POINT (16.4534711001051 48.15142297213868),
HYDRANTOGD.9287435,9287435,POINT (16.400032853711433 48.278221436033505),
HYDRANTOGD.9287436,9287436,POINT (16.396081987733165 48.150805671354526),
HYDRANTOGD.9287437,9287437,POINT (16.409302212074206 48.260286191242066),
HYDRANTOGD.9287438,9287438,POINT (16.40270753097806 48.25757793064671),
HYDRANTOGD.9287439,9287439,POINT (16.46067891996148 48.15212273960934),
HYDRANTOGD.9287440,9287440,POINT (16.344194833824304 48.28784991988697),
HYDRANTOGD.9287441,9287441,POINT (16.366806495341674 48.25436207682672),
HYDRANTOGD.9287442,9287442,POINT (16.366453001173813 48.25345494636981),
HYDRANTOGD.9287443,9287443,POINT (16.367183175457402 48.25312407447414),
HYDRANTOGD.9287444,9287444,POINT (16.249174796237025 48.215009574667306),
HYDRANTOGD.9287445,9287445,POINT (16.251465280353585 48.21473673198731),
HYDRANTOGD.9287446,9287446,POINT (16.391569605932524 48.143769781405986),
HYDRANTOGD.9287447,9287447,POINT (16.35735136862387 48.13718097707469),
HYDRANTOGD.9287448,9287448,POINT (16.27379940030841 48.15742881651269),
HYDRANTOGD.9287449,9287449,POINT (16.270453868327433 48.15580809733467),
HYDRANTOGD.9287450,9287450,POINT (16.261145509063 48.17379998939227),
HYDRANTOGD.9287451,9287451,POINT (16.282510349785152 48.154367617840464),
HYDRANTOGD.9287452,9287452,POINT (16.28978736490463 48.21751279674213),
HYDRANTOGD.9287453,9287453,POINT (16.377906511443545 48.169574343775615),
HYDRANTOGD.9287454,9287454,POINT (16.38148762175048 48.17104218042646),
HYDRANTOGD.9287455,9287455,POINT (16.37585833546706 48.16160309007484),
HYDRANTOGD.9287456,9287456,POINT (16.407938293967725 48.141503882922194),
HYDRANTOGD.9287457,9287457,POINT (16.39677951194557 48.22392286162231),
HYDRANTOGD.9287458,9287458,POINT (16.483775262900892 48.21855695052651),
HYDRANTOGD.9287459,9287459,POINT (16.31705530121949 48.14902706132514),
HYDRANTOGD.9287460,9287460,POINT (16.23733430959904 48.20424503661926),
HYDRANTOGD.9287461,9287461,POINT (16.219783223109093 48.21082339597637),
HYDRANTOGD.9287462,9287462,POINT (16.47447239946803 48.221835133433544),
HYDRANTOGD.9287463,9287463,POINT (16.480072841436353 48.251279132879134),
HYDRANTOGD.9287464,9287464,POINT (16.315143269505963 48.169734232447674),
HYDRANTOGD.9287465,9287465,POINT (16.39568989447918 48.15341554123642),
HYDRANTOGD.9287466,9287466,POINT (16.242311012888106 48.22061893369654),
HYDRANTOGD.9287467,9287467,POINT (16.36601323321428 48.21115592132308),
HYDRANTOGD.9287468,9287468,POINT (16.363062791767852 48.172003842976004),
HYDRANTOGD.9287469,9287469,POINT (16.434295620766605 48.24818597248352),
HYDRANTOGD.9287470,9287470,POINT (16.297443925337003 48.17212805638984),
HYDRANTOGD.9287471,9287471,POINT (16.400360067079713 48.14009731208536),
HYDRANTOGD.9287472,9287472,POINT (16.326543992796406 48.16126905117616),
HYDRANTOGD.9287473,9287473,POINT (16.35658053124379 48.216274026224994),
HYDRANTOGD.9287474,9287474,POINT (16.343077343471947 48.17042394539602),
HYDRANTOGD.9287475,9287475,POINT (16.36322775065145 48.1340572673311),
HYDRANTOGD.9287476,9287476,POINT (16.488818964576602 48.21372502681516),
HYDRANTOGD.9282446,9282446,POINT (16.24078811048316 48.21236977988602),
HYDRANTOGD.9282447,9282447,POINT (16.405376310032842 48.20241904751878),
HYDRANTOGD.9282448,9282448,POINT (16.347707950430653 48.18238620861802),
HYDRANTOGD.9282449,9282449,POINT (16.389773005748403 48.26297919051708),
HYDRANTOGD.9282450,9282450,POINT (16.42543963007057 48.25914545290746),
HYDRANTOGD.9282451,9282451,POINT (16.34625135829325 48.16923125111934),
HYDRANTOGD.9282452,9282452,POINT (16.469433451429513 48.222576709127544),
HYDRANTOGD.9282453,9282453,POINT (16.326673033390804 48.20109337616834),
HYDRANTOGD.9282454,9282454,POINT (16.335807443573692 48.224906772040825),
HYDRANTOGD.9282455,9282455,POINT (16.51776776623743 48.23103634503497),
HYDRANTOGD.9282456,9282456,POINT (16.284197570706464 48.19506417913939),
HYDRANTOGD.9282457,9282457,POINT (16.379099880969964 48.29285766326002),
HYDRANTOGD.9282458,9282458,POINT (16.292664590668124 48.21474387078255),
HYDRANTOGD.9282459,9282459,POINT (16.339131776428616 48.243206594571426),
HYDRANTOGD.9282460,9282460,POINT (16.241653811983966 48.2074041023791),
HYDRANTOGD.9282461,9282461,POINT (16.38850176992421 48.21037561747121),
HYDRANTOGD.9282462,9282462,POINT (16.39233654956247 48.15815883836609),
HYDRANTOGD.9282463,9282463,POINT (16.35860885977702 48.18723878160389),
HYDRANTOGD.9282464,9282464,POINT (16.362403681239645 48.22884005298546),
HYDRANTOGD.9282465,9282465,POINT (16.531180294859098 48.22256080123488),
HYDRANTOGD.9282466,9282466,POINT (16.227332201240518 48.207938866104605),
HYDRANTOGD.9282467,9282467,POINT (16.515051262907846 48.2034154853179),
HYDRANTOGD.9282468,9282468,POINT (16.357147452648 48.200548454773525),
HYDRANTOGD.9282469,9282469,POINT (16.528560973442826 48.212556091320934),
HYDRANTOGD.9282470,9282470,POINT (16.358680233188686 48.25766101250646),
HYDRANTOGD.9282471,9282471,POINT (16.471797096171482 48.19995455287673),
HYDRANTOGD.9282472,9282472,POINT (16.450545390307905 48.24045306110648),
HYDRANTOGD.9282473,9282473,POINT (16.387186678160244 48.23788080386137),
HYDRANTOGD.9282474,9282474,POINT (16.388163921490914 48.23839525777801),
HYDRANTOGD.9282475,9282475,POINT (16.29252869932075 48.22885561023475),
HYDRANTOGD.9282476,9282476,POINT (16.3057856941172 48.20667165527276),
HYDRANTOGD.9282477,9282477,POINT (16.36561511272992 48.207515828037565),
HYDRANTOGD.9282478,9282478,POINT (16.370161832830803 48.279151289115404),
HYDRANTOGD.9282479,9282479,POINT (16.267911848454833 48.1781554561861),
HYDRANTOGD.9282480,9282480,POINT (16.411310395883508 48.168358106547124),
HYDRANTOGD.9282481,9282481,POINT (16.306259601404275 48.15988035268282),
HYDRANTOGD.9282482,9282482,POINT (16.39065880106703 48.189556007241585),
HYDRANTOGD.9282483,9282483,POINT (16.28901899283469 48.25316291762032),
HYDRANTOGD.9282484,9282484,POINT (16.483436359848195 48.22678918192128),
HYDRANTOGD.9282485,9282485,POINT (16.44305582463965 48.269724539474524),
HYDRANTOGD.9282486,9282486,POINT (16.429799289947514 48.240886052957485),
HYDRANTOGD.9282487,9282487,POINT (16.327896945342573 48.16314043359448),
HYDRANTOGD.9282488,9282488,POINT (16.379381293870882 48.20649517356272),
HYDRANTOGD.9282489,9282489,POINT (16.345404569933095 48.22935017569362),
HYDRANTOGD.9282490,9282490,POINT (16.3204496141643 48.2135594038219),
HYDRANTOGD.9282491,9282491,POINT (16.522059103732367 48.20314814472869),
HYDRANTOGD.9282492,9282492,POINT (16.338638632284848 48.20366605066263),
HYDRANTOGD.9282493,9282493,POINT (16.477656670789916 48.22289341684051),
HYDRANTOGD.9282494,9282494,POINT (16.342889131384712 48.24311757143775),
HYDRANTOGD.9282495,9282495,POINT (16.38415699930351 48.169735935606546),
HYDRANTOGD.9282496,9282496,POINT (16.37085992128406 48.21950884750882),
HYDRANTOGD.9282497,9282497,POINT (16.271501125824813 48.1962223703487),
HYDRANTOGD.9282498,9282498,POINT (16.397351049507275 48.20110088862935),
HYDRANTOGD.9282499,9282499,POINT (16.474310132809443 48.26721750066594),
HYDRANTOGD.9282500,9282500,POINT (16.21072524477308 48.20978493539133),
HYDRANTOGD.9282501,9282501,POINT (16.349701345176957 48.198070955804),
HYDRANTOGD.9282502,9282502,POINT (16.30167440461422 48.19058376468112),
HYDRANTOGD.9282503,9282503,POINT (16.314554281098804 48.1933561986473),
HYDRANTOGD.9282504,9282504,POINT (16.310066613089788 48.19757493397647),
HYDRANTOGD.9282505,9282505,POINT (16.335628413267266 48.20406780001685),
HYDRANTOGD.9282506,9282506,POINT (16.520498601043332 48.207396701849746),
HYDRANTOGD.9282507,9282507,POINT (16.390848804943023 48.27764162970854),
HYDRANTOGD.9282508,9282508,POINT (16.35669142495819 48.23002921462568),
HYDRANTOGD.9282509,9282509,POINT (16.4025614860185 48.20297873760067),
HYDRANTOGD.9282510,9282510,POINT (16.227918242358374 48.21006144906254),
HYDRANTOGD.9282511,9282511,POINT (16.400344244285197 48.252690336417835),
HYDRANTOGD.9282512,9282512,POINT (16.45405476745134 48.15781320288089),
HYDRANTOGD.9282513,9282513,POINT (16.45598981196702 48.15091417649875),
HYDRANTOGD.9282514,9282514,POINT (16.388643540560736 48.22188147976381),
HYDRANTOGD.9282515,9282515,POINT (16.260963743716648 48.188788349673466),
HYDRANTOGD.9282516,9282516,POINT (16.3528721535355 48.19796890084083),
HYDRANTOGD.9282517,9282517,POINT (16.404064488872887 48.21487213444029),
HYDRANTOGD.9282518,9282518,POINT (16.406972983749675 48.21861967219435),
HYDRANTOGD.9282519,9282519,POINT (16.376307074471633 48.21750207105818),
HYDRANTOGD.9282520,9282520,POINT (16.334625438782236 48.19741203635206),
HYDRANTOGD.9282521,9282521,POINT (16.362428825356485 48.19840024005225),
HYDRANTOGD.9282522,9282522,POINT (16.33795651090939 48.2073510380055),
HYDRANTOGD.9282523,9282523,POINT (16.33833159995445 48.207218408775155),
HYDRANTOGD.9282524,9282524,POINT (16.334931823398033 48.20302360120092),
HYDRANTOGD.9282525,9282525,POINT (16.3646211611712 48.23340048479128),
HYDRANTOGD.9282526,9282526,POINT (16.35382273542858 48.19367637349537),
HYDRANTOGD.9282527,9282527,POINT (16.344973293437953 48.20731300820835),
HYDRANTOGD.9282528,9282528,POINT (16.35149243289879 48.19116584321484),
HYDRANTOGD.9282529,9282529,POINT (16.31169568886814 48.236541678074296),
HYDRANTOGD.9282530,9282530,POINT (16.363442282454983 48.165833761849605),
HYDRANTOGD.9282531,9282531,POINT (16.307444640174445 48.216399643492466),
HYDRANTOGD.9282532,9282532,POINT (16.448243385296173 48.24611891169365),
HYDRANTOGD.9282533,9282533,POINT (16.355742777195456 48.23113256972989),
HYDRANTOGD.9282534,9282534,POINT (16.292399775611997 48.25065333868778),
HYDRANTOGD.9282535,9282535,POINT (16.300090712711015 48.141137606932595),
HYDRANTOGD.9282536,9282536,POINT (16.335409580767625 48.19545487224724),
HYDRANTOGD.9282537,9282537,POINT (16.355208146409048 48.20836072262904),
HYDRANTOGD.9282538,9282538,POINT (16.518715857229274 48.22674645961141),
HYDRANTOGD.9282539,9282539,POINT (16.30869015601477 48.206080910732034),
HYDRANTOGD.9282540,9282540,POINT (16.44971051250314 48.16368689498855),
HYDRANTOGD.9282541,9282541,POINT (16.295854053401808 48.231975282977984),
HYDRANTOGD.9282542,9282542,POINT (16.321537045765425 48.24520363166686),
HYDRANTOGD.9282543,9282543,POINT (16.290141980066995 48.15827262691063),
HYDRANTOGD.9282544,9282544,POINT (16.384912140540855 48.14939973832678),
HYDRANTOGD.9282545,9282545,POINT (16.276785787268306 48.17638571346962),
HYDRANTOGD.9282546,9282546,POINT (16.230988391064866 48.21209153706876),
HYDRANTOGD.9282547,9282547,POINT (16.313886494019055 48.17535341874352),
HYDRANTOGD.9282548,9282548,POINT (16.260324403483416 48.14085397242123),
HYDRANTOGD.9282549,9282549,POINT (16.356302818369933 48.23681658442169),
HYDRANTOGD.9282550,9282550,POINT (16.38105788032397 48.21704244057805),
HYDRANTOGD.9282551,9282551,POINT (16.4854619492236 48.219658232082814),
HYDRANTOGD.9282552,9282552,POINT (16.29617516117888 48.25405468026979),
HYDRANTOGD.9282553,9282553,POINT (16.454055207883318 48.21288433044938),
HYDRANTOGD.9282554,9282554,POINT (16.375493472053083 48.17401590326581),
HYDRANTOGD.9282555,9282555,POINT (16.46126588181031 48.165676378048005),
HYDRANTOGD.9282556,9282556,POINT (16.463146275053408 48.259613392908754),
HYDRANTOGD.9282557,9282557,POINT (16.458501893060507 48.150796953583445),
HYDRANTOGD.9282558,9282558,POINT (16.322550517056637 48.159595276998466),
HYDRANTOGD.9282559,9282559,POINT (16.380479524340938 48.28618215544542),
HYDRANTOGD.9282560,9282560,POINT (16.298577375918818 48.16597993393246),
HYDRANTOGD.9282561,9282561,POINT (16.296038496297413 48.220018865135266),
HYDRANTOGD.9282562,9282562,POINT (16.449753972722384 48.27364170210163),
HYDRANTOGD.9282563,9282563,POINT (16.420863252284153 48.26140007114261),
HYDRANTOGD.9282564,9282564,POINT (16.535727005017108 48.263624357275845),
HYDRANTOGD.9282565,9282565,POINT (16.41875000784357 48.30134232090448),
HYDRANTOGD.9282566,9282566,POINT (16.330709760756516 48.22652377841738),
HYDRANTOGD.9282567,9282567,POINT (16.38502196362339 48.198285277746194),
HYDRANTOGD.9282568,9282568,POINT (16.276136753898342 48.13291593293622),
HYDRANTOGD.9282569,9282569,POINT (16.3105797378788 48.23756152724259),
HYDRANTOGD.9282570,9282570,POINT (16.40178378226952 48.22433130614278),
HYDRANTOGD.9282571,9282571,POINT (16.364772076394654 48.161470453426126),
HYDRANTOGD.9282572,9282572,POINT (16.344725484159277 48.17951270690351),
HYDRANTOGD.9282573,9282573,POINT (16.345402531790906 48.171736926155724),
HYDRANTOGD.9282574,9282574,POINT (16.355154263652565 48.253841744008334),
HYDRANTOGD.9282575,9282575,POINT (16.390486640021837 48.208595574947736),
HYDRANTOGD.9282576,9282576,POINT (16.370036634044457 48.167689645570654),
HYDRANTOGD.9282577,9282577,POINT (16.323511679244262 48.243581594969136),
HYDRANTOGD.9282578,9282578,POINT (16.257104157933323 48.1669561919196),
HYDRANTOGD.9282579,9282579,POINT (16.392757787460337 48.15717225093768),
HYDRANTOGD.9282580,9282580,POINT (16.39246492221052 48.148724932103725),
HYDRANTOGD.9282581,9282581,POINT (16.412011164441754 48.23601330153987),
HYDRANTOGD.9282582,9282582,POINT (16.345346266417458 48.1583483301005),
HYDRANTOGD.9282583,9282583,POINT (16.31118220817492 48.13489839134243),
HYDRANTOGD.9282584,9282584,POINT (16.277879921489006 48.18331269929428),
HYDRANTOGD.9282585,9282585,POINT (16.47385754158266 48.21131277656146),
HYDRANTOGD.9282586,9282586,POINT (16.39388121901498 48.19972895867409),
HYDRANTOGD.9282587,9282587,POINT (16.490887845918365 48.21471898487755),
HYDRANTOGD.9282588,9282588,POINT (16.4438522663767 48.17343931979134),
HYDRANTOGD.9282589,9282589,POINT (16.344587720303103 48.185988498965905),
HYDRANTOGD.9282590,9282590,POINT (16.39886907726301 48.215583976819275),
HYDRANTOGD.9282591,9282591,POINT (16.442355449189915 48.178463342211366),
HYDRANTOGD.9282592,9282592,POINT (16.392847746242303 48.20973382318601),
HYDRANTOGD.9282593,9282593,POINT (16.398301355793137 48.215284318551944),
HYDRANTOGD.9282594,9282594,POINT (16.53643450157808 48.25283134784318),
HYDRANTOGD.9282595,9282595,POINT (16.34527362929434 48.18519563135382),
HYDRANTOGD.9282596,9282596,POINT (16.464139318504486 48.23790687632518),
HYDRANTOGD.9282597,9282597,POINT (16.43794289228062 48.22976905001574),
HYDRANTOGD.9282598,9282598,POINT (16.38548239178167 48.26517528674277),
HYDRANTOGD.9282599,9282599,POINT (16.47293831621073 48.21771120181119),
HYDRANTOGD.9282600,9282600,POINT (16.494689170560914 48.23279208750266),
HYDRANTOGD.9282601,9282601,POINT (16.344107231595657 48.185310274545685),
HYDRANTOGD.9282602,9282602,POINT (16.463192276995557 48.236845235837976),
HYDRANTOGD.9282603,9282603,POINT (16.366280882075092 48.23156550501627),
HYDRANTOGD.9282604,9282604,POINT (16.48355619070655 48.20319307646186),
HYDRANTOGD.9282605,9282605,POINT (16.530562296856758 48.24227239221279),
HYDRANTOGD.9282606,9282606,POINT (16.34810004701187 48.22462593232643),
HYDRANTOGD.9282607,9282607,POINT (16.486590679918578 48.22378217346673),
HYDRANTOGD.9282608,9282608,POINT (16.401283256016278 48.2195852463504),
HYDRANTOGD.9282609,9282609,POINT (16.345757408619427 48.21184102622419),
HYDRANTOGD.9282610,9282610,POINT (16.40222485694519 48.252846505014844),
HYDRANTOGD.9282611,9282611,POINT (16.400081576054202 48.21683976999233),
HYDRANTOGD.9282612,9282612,POINT (16.484587359862775 48.224172348010704),
HYDRANTOGD.9282613,9282613,POINT (16.356416300614416 48.22198875888321),
HYDRANTOGD.9282614,9282614,POINT (16.348464482379203 48.22724742352415),
HYDRANTOGD.9282615,9282615,POINT (16.351677838021086 48.223047680090396),
HYDRANTOGD.9282616,9282616,POINT (16.339021880725856 48.261919662143995),
HYDRANTOGD.9282617,9282617,POINT (16.291114508839264 48.15205893781448),
HYDRANTOGD.9282618,9282618,POINT (16.376223572397574 48.19038402668187),
HYDRANTOGD.9282619,9282619,POINT (16.383711437360102 48.1956305607334),
HYDRANTOGD.9282620,9282620,POINT (16.397150764259276 48.14689882536272),
HYDRANTOGD.9282621,9282621,POINT (16.394992384263343 48.15050595001917),
HYDRANTOGD.9282622,9282622,POINT (16.283767272614686 48.14965121950733),
HYDRANTOGD.9282623,9282623,POINT (16.476488775659288 48.234098557699035),
HYDRANTOGD.9282624,9282624,POINT (16.364201080891135 48.218736561954486),
HYDRANTOGD.9282625,9282625,POINT (16.413530129199458 48.17859715347791),
HYDRANTOGD.9282626,9282626,POINT (16.415317301960076 48.302527501427406),
HYDRANTOGD.9282627,9282627,POINT (16.310598777425078 48.13192215754646),
HYDRANTOGD.9282628,9282628,POINT (16.36077890385571 48.24678742900806),
HYDRANTOGD.9282629,9282629,POINT (16.347071764301074 48.21748068458726),
HYDRANTOGD.9282630,9282630,POINT (16.289060641889307 48.13867783012873),
HYDRANTOGD.9282631,9282631,POINT (16.32982432994444 48.246209539813655),
HYDRANTOGD.9282632,9282632,POINT (16.32474623597137 48.138073610714),
HYDRANTOGD.9282633,9282633,POINT (16.492670764835704 48.24262890950179),
HYDRANTOGD.9282634,9282634,POINT (16.255886097477894 48.20055040917247),
HYDRANTOGD.9282635,9282635,POINT (16.31913785989963 48.192978134809344),
HYDRANTOGD.9282636,9282636,POINT (16.38816790469683 48.22735196961411),
HYDRANTOGD.9282637,9282637,POINT (16.349511753176827 48.18873101085733),
HYDRANTOGD.9282638,9282638,POINT (16.316675474684274 48.241599061988914),
HYDRANTOGD.9282639,9282639,POINT (16.369905107766602 48.175177541665526),
HYDRANTOGD.9282640,9282640,POINT (16.296808695288597 48.246564895537276),
HYDRANTOGD.9282641,9282641,POINT (16.405794828001614 48.1949856510105),
HYDRANTOGD.9282642,9282642,POINT (16.4189285203047 48.23147787166945),
HYDRANTOGD.9282643,9282643,POINT (16.496252902526372 48.20494092794192),
HYDRANTOGD.9282644,9282644,POINT (16.29376929774183 48.170647825912695),
HYDRANTOGD.9282645,9282645,POINT (16.317779662434088 48.19518476814407),
HYDRANTOGD.9282646,9282646,POINT (16.304239296143667 48.205974122415356),
HYDRANTOGD.9282647,9282647,POINT (16.337507567775347 48.202518833311814),
HYDRANTOGD.9282648,9282648,POINT (16.34761478401268 48.204368805696845),
HYDRANTOGD.9282649,9282649,POINT (16.334108663690355 48.20257836459896),
HYDRANTOGD.9282650,9282650,POINT (16.33327916985982 48.200862150684905),
HYDRANTOGD.9282651,9282651,POINT (16.336287272694044 48.201006344687805),
HYDRANTOGD.9282652,9282652,POINT (16.33588864615083 48.20177781643177),
HYDRANTOGD.9282653,9282653,POINT (16.337672659140846 48.20176005976348),
HYDRANTOGD.9282654,9282654,POINT (16.38069119610696 48.20841636175366),
HYDRANTOGD.9282655,9282655,POINT (16.382417894501447 48.21011872230033),
HYDRANTOGD.9282656,9282656,POINT (16.38224983248157 48.21016073681816),
HYDRANTOGD.9282657,9282657,POINT (16.381366154408855 48.21014365974044),
HYDRANTOGD.9282658,9282658,POINT (16.264501530065655 48.18210860319789),
HYDRANTOGD.9282659,9282659,POINT (16.438575902800935 48.20024009590279),
HYDRANTOGD.9282660,9282660,POINT (16.296521096761932 48.17611003533665),
HYDRANTOGD.9282661,9282661,POINT (16.378845294166823 48.22006525728635),
HYDRANTOGD.9282662,9282662,POINT (16.350988672850065 48.19026212868996),
HYDRANTOGD.9282663,9282663,POINT (16.323607308688786 48.205669626954766),
HYDRANTOGD.9282664,9282664,POINT (16.389990950617225 48.22163760864332),
HYDRANTOGD.9282665,9282665,POINT (16.459908417090997 48.17116246691666),
HYDRANTOGD.9282666,9282666,POINT (16.389597068354956 48.26101077448639),
HYDRANTOGD.9282667,9282667,POINT (16.2898511535692 48.16229589383278),
HYDRANTOGD.9282668,9282668,POINT (16.40660471983837 48.138044078746496),
HYDRANTOGD.9282669,9282669,POINT (16.495257914384226 48.21356120710837),
HYDRANTOGD.9282670,9282670,POINT (16.473881340365946 48.159009374991854),
HYDRANTOGD.9282671,9282671,POINT (16.336286638467538 48.179934276333576),
HYDRANTOGD.9282672,9282672,POINT (16.355639331909085 48.20061176387104),
HYDRANTOGD.9282673,9282673,POINT (16.2883337607375 48.171996931625465),
HYDRANTOGD.9282674,9282674,POINT (16.482480275525706 48.156231777602144),
HYDRANTOGD.9282675,9282675,POINT (16.307152346917785 48.197538355483324),
HYDRANTOGD.9282676,9282676,POINT (16.461251932928853 48.21113338303123),
HYDRANTOGD.9282677,9282677,POINT (16.53444367819774 48.25371266249365),
HYDRANTOGD.9282678,9282678,POINT (16.313104611425636 48.158501998163054),
HYDRANTOGD.9282679,9282679,POINT (16.462068693801765 48.26653203895312),
HYDRANTOGD.9282680,9282680,POINT (16.47308603810278 48.24427160117346),
