FID,OBJECTID,SHAPE,SE_ANNO_CAD_DATA
HYDRANTOGD.9277847,9277847,POINT (16.324268334920415 48.21778745571905),
HYDRANTOGD.9277848,9277848,POINT (16.34099146845105 48.212152835255026),
HYDRANTOGD.9277849,9277849,POINT (16.34839063627484 48.24143306928525),
HYDRANTOGD.9277850,9277850,POINT (16.320453443416508 48.185439765091424),
HYDRANTOGD.9277851,9277851,POINT (16.343886440495417 48.2088959765314),
HYDRANTOGD.9277852,9277852,POINT (16.433491542839374 48.233853942035985),
HYDRANTOGD.9277853,9277853,POINT (16.477082343253223 48.22226711985075),
HYDRANTOGD.9277854,9277854,POINT (16.38158310395882 48.27151077718902),
HYDRANTOGD.9277855,9277855,POINT (16.377194568130292 48.18121861063152),
HYDRANTOGD.9277856,9277856,POINT (16.349470178174926 48.206335948005126),
HYDRANTOGD.9277857,9277857,POINT (16.283792183475743 48.226778241622725),
HYDRANTOGD.9277858,9277858,POINT (16.3798329048179 48.237020597488254),
HYDRANTOGD.9277859,9277859,POINT (16.309050008376158 48.24236046405577),
HYDRANTOGD.9277860,9277860,POINT (16.39463659805455 48.25322227073836),
HYDRANTOGD.9277861,9277861,POINT (16.37835671377548 48.218031958687),
HYDRANTOGD.9277862,9277862,POINT (16.427512637167926 48.26234626406895),
HYDRANTOGD.9277863,9277863,POINT (16.368408136042493 48.16952752419982),
HYDRANTOGD.9277864,9277864,POINT (16.28738876262971 48.155607628246834),
HYDRANTOGD.9277865,9277865,POINT (16.40489057680543 48.19351940519351),
HYDRANTOGD.9277866,9277866,POINT (16.311342010994935 48.188121480982524),
HYDRANTOGD.9277867,9277867,POINT (16.434371062244864 48.24982157559918),
HYDRANTOGD.9277868,9277868,POINT (16.331504341292028 48.23026866622728),
HYDRANTOGD.9277869,9277869,POINT (16.445360726630845 48.270148913487894),
HYDRANTOGD.9277870,9277870,POINT (16.367083762882977 48.14214359446519),
HYDRANTOGD.9277871,9277871,POINT (16.37143424204809 48.24112593823316),
HYDRANTOGD.9277872,9277872,POINT (16.320478861975374 48.189653455952836),
HYDRANTOGD.9277873,9277873,POINT (16.34680382975296 48.1834283497513),
HYDRANTOGD.9277874,9277874,POINT (16.350919992492617 48.18349786731076),
HYDRANTOGD.9277875,9277875,POINT (16.278854574589392 48.15506497494766),
HYDRANTOGD.9277876,9277876,POINT (16.393940857549804 48.232153893768064),
HYDRANTOGD.9277877,9277877,POINT (16.246558460978303 48.20288598245415),
HYDRANTOGD.9277878,9277878,POINT (16.40697355230905 48.17599189302204),
HYDRANTOGD.9277879,9277879,POINT (16.32056892919711 48.17796857428032),
HYDRANTOGD.9277880,9277880,POINT (16.414725986959258 48.29420440282989),
HYDRANTOGD.9277881,9277881,POINT (16.383486940542383 48.201300798521174),
HYDRANTOGD.9277882,9277882,POINT (16.35413603464373 48.198337272501604),
HYDRANTOGD.9277883,9277883,POINT (16.345694150230877 48.20722805440326),
HYDRANTOGD.9277884,9277884,POINT (16.371117799975544 48.216379426718625),
HYDRANTOGD.9277885,9277885,POINT (16.37747405478584 48.28268208219093),
HYDRANTOGD.9277886,9277886,POINT (16.33183447565419 48.20572188892783),
HYDRANTOGD.9277887,9277887,POINT (16.503347506761315 48.208803751599156),
HYDRANTOGD.9277888,9277888,POINT (16.325597052008803 48.13784653881935),
HYDRANTOGD.9277889,9277889,POINT (16.428314964138572 48.19825247976851),
HYDRANTOGD.9277890,9277890,POINT (16.528214459802967 48.21693418728339),
HYDRANTOGD.9277891,9277891,POINT (16.53361768268852 48.26302090367011),
HYDRANTOGD.9277892,9277892,POINT (16.386399339813124 48.226747168099024),
HYDRANTOGD.9277893,9277893,POINT (16.262654048057847 48.13511938455428),
HYDRANTOGD.9277894,9277894,POINT (16.26037709380862 48.14468109783394),
HYDRANTOGD.9277895,9277895,POINT (16.386960985990804 48.26350557644863),
HYDRANTOGD.9277896,9277896,POINT (16.294111454608572 48.25062288651965),
HYDRANTOGD.9277897,9277897,POINT (16.404542606096552 48.302521293087075),
HYDRANTOGD.9277898,9277898,POINT (16.361644980705275 48.16547939257079),
HYDRANTOGD.9277899,9277899,POINT (16.442398781563494 48.26046361618058),
HYDRANTOGD.9277900,9277900,POINT (16.37369221971822 48.24927725879569),
HYDRANTOGD.9277901,9277901,POINT (16.410154364483358 48.27932168632168),
HYDRANTOGD.9277902,9277902,POINT (16.40623357292277 48.2742045711549),
HYDRANTOGD.9277903,9277903,POINT (16.332870577857527 48.26105457501343),
HYDRANTOGD.9277904,9277904,POINT (16.431547347789255 48.23851492503304),
HYDRANTOGD.9277905,9277905,POINT (16.336027777699808 48.19360134884161),
HYDRANTOGD.9277906,9277906,POINT (16.339190819632588 48.19838301630956),
HYDRANTOGD.9277907,9277907,POINT (16.354634082207696 48.184856615409736),
HYDRANTOGD.9277908,9277908,POINT (16.360697895958708 48.166801876061804),
HYDRANTOGD.9277909,9277909,POINT (16.4920623884558 48.21735485940464),
HYDRANTOGD.9277910,9277910,POINT (16.46982536669323 48.2351834765849),
HYDRANTOGD.9277911,9277911,POINT (16.28354523546702 48.18686720646916),
HYDRANTOGD.9277912,9277912,POINT (16.355318582299905 48.19762230141378),
HYDRANTOGD.9277913,9277913,POINT (16.365813418843878 48.23343326810615),
HYDRANTOGD.9277914,9277914,POINT (16.387980170914616 48.19099103514029),
HYDRANTOGD.9277915,9277915,POINT (16.29592402878528 48.20255363440815),
HYDRANTOGD.9277916,9277916,POINT (16.346539593766742 48.14584390160328),
HYDRANTOGD.9277917,9277917,POINT (16.358630429981552 48.18398890015413),
HYDRANTOGD.9277918,9277918,POINT (16.477954505455724 48.233883485805904),
HYDRANTOGD.9277919,9277919,POINT (16.360136399187116 48.21654277150227),
HYDRANTOGD.9277920,9277920,POINT (16.324393452808774 48.18413117998729),
HYDRANTOGD.9277921,9277921,POINT (16.532192590453644 48.24819389726088),
HYDRANTOGD.9277922,9277922,POINT (16.342444550298385 48.22722013605557),
HYDRANTOGD.9277923,9277923,POINT (16.31064342085229 48.21875654950583),
HYDRANTOGD.9277924,9277924,POINT (16.301630785882505 48.153401278670046),
HYDRANTOGD.9277925,9277925,POINT (16.492892460102087 48.23360196739279),
HYDRANTOGD.9277926,9277926,POINT (16.26154909274401 48.15353106227386),
HYDRANTOGD.9277927,9277927,POINT (16.232704471837526 48.128901226755964),
HYDRANTOGD.9277928,9277928,POINT (16.351478677701383 48.18369528471477),
HYDRANTOGD.9277929,9277929,POINT (16.316966362972856 48.213437560531446),
HYDRANTOGD.9277930,9277930,POINT (16.342758507214818 48.18531110757192),
HYDRANTOGD.9277931,9277931,POINT (16.36515250230776 48.16733787242453),
HYDRANTOGD.9277932,9277932,POINT (16.31677135004785 48.16585564244472),
HYDRANTOGD.9277933,9277933,POINT (16.359262716693365 48.25594006836793),
HYDRANTOGD.9277934,9277934,POINT (16.308516259628657 48.130124231830685),
HYDRANTOGD.9277935,9277935,POINT (16.29613216682857 48.20391068858874),
HYDRANTOGD.9277936,9277936,POINT (16.37149842312452 48.210080935832195),
HYDRANTOGD.9277937,9277937,POINT (16.36911789964116 48.28492504937916),
HYDRANTOGD.9277938,9277938,POINT (16.422547837979863 48.225446470532404),
HYDRANTOGD.9277939,9277939,POINT (16.29168369728307 48.22542593024171),
HYDRANTOGD.9277940,9277940,POINT (16.36254103865784 48.16242814074972),
HYDRANTOGD.9277941,9277941,POINT (16.353023613649103 48.230669721603824),
HYDRANTOGD.9277942,9277942,POINT (16.455919502054186 48.14087420074227),
HYDRANTOGD.9277943,9277943,POINT (16.382577899344845 48.234066138214914),
HYDRANTOGD.9277944,9277944,POINT (16.3063701371518 48.25270906740831),
HYDRANTOGD.9277945,9277945,POINT (16.22281341315452 48.20755591913492),
HYDRANTOGD.9277946,9277946,POINT (16.34950810666471 48.231298402698734),
HYDRANTOGD.9277947,9277947,POINT (16.453239281480425 48.25435296886343),
HYDRANTOGD.9277948,9277948,POINT (16.35983710465476 48.16601365577272),
HYDRANTOGD.9277949,9277949,POINT (16.33612990743657 48.21986835730624),
HYDRANTOGD.9277950,9277950,POINT (16.358932558638447 48.189590315658144),
HYDRANTOGD.9277951,9277951,POINT (16.333849524821705 48.20467464419717),
HYDRANTOGD.9277952,9277952,POINT (16.49171972881586 48.26184488214163),
HYDRANTOGD.9277953,9277953,POINT (16.356007702351114 48.22877326294544),
HYDRANTOGD.9277954,9277954,POINT (16.4298127308656 48.26453953529333),
HYDRANTOGD.9277955,9277955,POINT (16.43433863430561 48.2400869550859),
HYDRANTOGD.9277956,9277956,POINT (16.30500831325893 48.12711930500058),
HYDRANTOGD.9277957,9277957,POINT (16.29284775028051 48.21599695760552),
HYDRANTOGD.9277958,9277958,POINT (16.408572342445034 48.15725347392152),
HYDRANTOGD.9277959,9277959,POINT (16.321530621419214 48.25553293819294),
HYDRANTOGD.9277960,9277960,POINT (16.29846022133562 48.22561788059122),
HYDRANTOGD.9277961,9277961,POINT (16.40940971770468 48.30208578075573),
HYDRANTOGD.9277962,9277962,POINT (16.487316502486703 48.282981167397935),
HYDRANTOGD.9277963,9277963,POINT (16.336370532003777 48.22079258373774),
HYDRANTOGD.9277964,9277964,POINT (16.403466392372167 48.16815442109238),
HYDRANTOGD.9277965,9277965,POINT (16.347300711787728 48.156235459542486),
HYDRANTOGD.9277966,9277966,POINT (16.319961628003462 48.148072685803996),
HYDRANTOGD.9277967,9277967,POINT (16.239537620603343 48.210475583943335),
HYDRANTOGD.9277968,9277968,POINT (16.324655019524116 48.19079562425946),
HYDRANTOGD.9277969,9277969,POINT (16.37284841860751 48.197799356884),
HYDRANTOGD.9277970,9277970,POINT (16.36818294394473 48.228468964872135),
HYDRANTOGD.9277971,9277971,POINT (16.53441887114808 48.21848774158465),
HYDRANTOGD.9277972,9277972,POINT (16.395938579922227 48.21117903157352),
HYDRANTOGD.9277973,9277973,POINT (16.338211602236044 48.17743638849481),
HYDRANTOGD.9277974,9277974,POINT (16.35541777673623 48.19098926098329),
HYDRANTOGD.9277975,9277975,POINT (16.30113938120331 48.16958010543461),
HYDRANTOGD.9277976,9277976,POINT (16.441079864649698 48.2694761736194),
HYDRANTOGD.9277977,9277977,POINT (16.31483360964126 48.21966917963326),
HYDRANTOGD.9277978,9277978,POINT (16.417288842694575 48.171118738316096),
HYDRANTOGD.9277979,9277979,POINT (16.353930079727036 48.1929011870382),
HYDRANTOGD.9277980,9277980,POINT (16.399547377649192 48.19760302776211),
HYDRANTOGD.9277981,9277981,POINT (16.401930257949324 48.25676574313192),
HYDRANTOGD.9277982,9277982,POINT (16.45164587472603 48.21216084926353),
HYDRANTOGD.9277983,9277983,POINT (16.51655567491279 48.216380037812534),
HYDRANTOGD.9277984,9277984,POINT (16.406148271080372 48.209544416373866),
HYDRANTOGD.9277985,9277985,POINT (16.373112920105395 48.20015173796777),
HYDRANTOGD.9277986,9277986,POINT (16.293457710406468 48.17755918879032),
HYDRANTOGD.9277987,9277987,POINT (16.445260802166604 48.1724112777298),
HYDRANTOGD.9277988,9277988,POINT (16.384031705937353 48.14286181859628),
HYDRANTOGD.9277989,9277989,POINT (16.36707600720124 48.24670553983484),
HYDRANTOGD.9277990,9277990,POINT (16.535808719845047 48.22706633827927),
HYDRANTOGD.9277991,9277991,POINT (16.475726482958073 48.217928225897445),
HYDRANTOGD.9277992,9277992,POINT (16.37725193660664 48.24157158861008),
HYDRANTOGD.9277993,9277993,POINT (16.369403692853762 48.25428778921531),
HYDRANTOGD.9277994,9277994,POINT (16.37856965340383 48.2428230146722),
HYDRANTOGD.9277995,9277995,POINT (16.26691651624119 48.196738748846336),
HYDRANTOGD.9277996,9277996,POINT (16.280912187575886 48.14501664529834),
HYDRANTOGD.9277997,9277997,POINT (16.396209399989512 48.14828191344605),
HYDRANTOGD.9277998,9277998,POINT (16.305816223771114 48.15405098707749),
HYDRANTOGD.9277999,9277999,POINT (16.395046043306913 48.20468096068462),
HYDRANTOGD.9278000,9278000,POINT (16.399718358869094 48.26658591836287),
HYDRANTOGD.9278001,9278001,POINT (16.285055930660995 48.20463106975577),
HYDRANTOGD.9278002,9278002,POINT (16.24418239925447 48.218756072101954),
HYDRANTOGD.9278003,9278003,POINT (16.337058684392296 48.17588273453743),
HYDRANTOGD.9278004,9278004,POINT (16.353103765846548 48.234871798654574),
HYDRANTOGD.9278005,9278005,POINT (16.3795960453783 48.24365488105266),
HYDRANTOGD.9278006,9278006,POINT (16.424025360592122 48.28761853101355),
HYDRANTOGD.9278007,9278007,POINT (16.36380628490525 48.199110249320164),
HYDRANTOGD.9278008,9278008,POINT (16.428150475801495 48.154872518710945),
HYDRANTOGD.9278009,9278009,POINT (16.469058769916074 48.216340025876036),
HYDRANTOGD.9278010,9278010,POINT (16.378041085212892 48.27254785779789),
HYDRANTOGD.9278011,9278011,POINT (16.295156037142014 48.23005347226598),
HYDRANTOGD.9278012,9278012,POINT (16.53516579672681 48.208923918873985),
HYDRANTOGD.9278013,9278013,POINT (16.279397883673028 48.172345625443064),
HYDRANTOGD.9278014,9278014,POINT (16.330237864497217 48.18994672389219),
HYDRANTOGD.9278015,9278015,POINT (16.35798045559938 48.164995773859786),
HYDRANTOGD.9278016,9278016,POINT (16.54244905807257 48.21529398144268),
HYDRANTOGD.9278017,9278017,POINT (16.38217271476757 48.14997607962119),
HYDRANTOGD.9278018,9278018,POINT (16.23773003818806 48.21063799790463),
HYDRANTOGD.9278019,9278019,POINT (16.454312463639727 48.257464563262644),
HYDRANTOGD.9278020,9278020,POINT (16.360357317256305 48.195419542523126),
HYDRANTOGD.9278021,9278021,POINT (16.35410177150595 48.20534063236305),
HYDRANTOGD.9278022,9278022,POINT (16.451808378802276 48.208430910152224),
HYDRANTOGD.9278023,9278023,POINT (16.277913889081088 48.20250483860853),
HYDRANTOGD.9278024,9278024,POINT (16.424886467115062 48.16865193854919),
HYDRANTOGD.9278025,9278025,POINT (16.386812708382763 48.168365419199134),
HYDRANTOGD.9278026,9278026,POINT (16.28382347391893 48.17629373530302),
HYDRANTOGD.9278027,9278027,POINT (16.40330428364397 48.17232743203865),
HYDRANTOGD.9278028,9278028,POINT (16.33433409732177 48.19724528955535),
HYDRANTOGD.9278029,9278029,POINT (16.38933358642224 48.193802410276476),
HYDRANTOGD.9278030,9278030,POINT (16.28639067856474 48.20445835541527),
HYDRANTOGD.9278031,9278031,POINT (16.30734164026295 48.23907580099301),
HYDRANTOGD.9278032,9278032,POINT (16.391470300564762 48.21492136965415),
HYDRANTOGD.9278033,9278033,POINT (16.320137158399916 48.208823556382235),
HYDRANTOGD.9278034,9278034,POINT (16.365822590809927 48.199791355888095),
HYDRANTOGD.9278035,9278035,POINT (16.25924773134589 48.187935873849476),
HYDRANTOGD.9278036,9278036,POINT (16.381964951349524 48.286634264343135),
HYDRANTOGD.9278037,9278037,POINT (16.44299795059776 48.26174250816744),
HYDRANTOGD.9278038,9278038,POINT (16.37358343594289 48.181782462094915),
HYDRANTOGD.9278039,9278039,POINT (16.42092542792063 48.300003292222506),
HYDRANTOGD.9278040,9278040,POINT (16.330120935479837 48.22046419000095),
HYDRANTOGD.9278041,9278041,POINT (16.408137791815783 48.277457266333705),
HYDRANTOGD.9278042,9278042,POINT (16.474333684356694 48.20123344628855),
HYDRANTOGD.9278043,9278043,POINT (16.401365951694082 48.15557947255721),
HYDRANTOGD.9278044,9278044,POINT (16.485579805041098 48.21849238509481),
HYDRANTOGD.9278045,9278045,POINT (16.34383633078346 48.21165069248834),
HYDRANTOGD.9278046,9278046,POINT (16.293917613460685 48.14764025745544),
HYDRANTOGD.9278047,9278047,POINT (16.36738801180914 48.23289480828239),
HYDRANTOGD.9278048,9278048,POINT (16.356492086371773 48.18845685795657),
HYDRANTOGD.9278049,9278049,POINT (16.37380663483331 48.212684084066844),
HYDRANTOGD.9278050,9278050,POINT (16.279418297196628 48.16444180039607),
HYDRANTOGD.9278051,9278051,POINT (16.367576991974616 48.226720595115204),
HYDRANTOGD.9278052,9278052,POINT (16.242010188604244 48.22167286606396),
HYDRANTOGD.9278053,9278053,POINT (16.443414426350806 48.26362302545671),
HYDRANTOGD.9278054,9278054,POINT (16.26826671673465 48.19851080572798),
HYDRANTOGD.9278055,9278055,POINT (16.453139272935243 48.208121788878714),
HYDRANTOGD.9278056,9278056,POINT (16.455332461053008 48.15275686153947),
HYDRANTOGD.9278057,9278057,POINT (16.364543780064945 48.20942789680737),
HYDRANTOGD.9278058,9278058,POINT (16.272295920261406 48.1590558797172),
HYDRANTOGD.9278059,9278059,POINT (16.429920803627148 48.25043434693743),
HYDRANTOGD.9278060,9278060,POINT (16.329968143250177 48.21655817345511),
HYDRANTOGD.9278061,9278061,POINT (16.471025942841653 48.15209450767303),
HYDRANTOGD.9278062,9278062,POINT (16.399774961818178 48.14285785614474),
HYDRANTOGD.9278063,9278063,POINT (16.35014429612528 48.23074442991684),
HYDRANTOGD.9278064,9278064,POINT (16.397606066452767 48.25336892585603),
HYDRANTOGD.9278065,9278065,POINT (16.412701552493964 48.27939546855983),
HYDRANTOGD.9278066,9278066,POINT (16.48117505761038 48.21959501531219),
HYDRANTOGD.9278067,9278067,POINT (16.37422375021165 48.21012264594676),
HYDRANTOGD.9278068,9278068,POINT (16.374868117014458 48.178280254945584),
HYDRANTOGD.9278069,9278069,POINT (16.416027383802884 48.16248056096408),
HYDRANTOGD.9278070,9278070,POINT (16.525202322419243 48.21594858471675),
HYDRANTOGD.9278071,9278071,POINT (16.420590558106834 48.244997022468745),
HYDRANTOGD.9278072,9278072,POINT (16.465960946094352 48.14864261123539),
HYDRANTOGD.9278073,9278073,POINT (16.33555756638851 48.2055203830542),
HYDRANTOGD.9278074,9278074,POINT (16.45532413467781 48.27356123732515),
HYDRANTOGD.9278075,9278075,POINT (16.27480866973067 48.1833379038881),
HYDRANTOGD.9278076,9278076,POINT (16.262772071682466 48.138663535636894),
HYDRANTOGD.9278077,9278077,POINT (16.299411805521473 48.24316466443302),
HYDRANTOGD.9278078,9278078,POINT (16.371122414455876 48.22533219519501),
HYDRANTOGD.9278079,9278079,POINT (16.394346479621337 48.26288550316334),
HYDRANTOGD.9278080,9278080,POINT (16.26910214398359 48.137826884622825),
HYDRANTOGD.9278081,9278081,POINT (16.404300049826556 48.26849122177622),
HYDRANTOGD.9278082,9278082,POINT (16.496595731082383 48.2071912601514),
HYDRANTOGD.9278083,9278083,POINT (16.48218252924047 48.23507400765537),
HYDRANTOGD.9278084,9278084,POINT (16.401050271793054 48.25521610285913),
HYDRANTOGD.9278085,9278085,POINT (16.377588853202404 48.23996106831053),
HYDRANTOGD.9278086,9278086,POINT (16.391063626240452 48.15624110285811),
HYDRANTOGD.9278087,9278087,POINT (16.298214660075523 48.20382245023162),
HYDRANTOGD.9278088,9278088,POINT (16.327745536628687 48.24392632530408),
HYDRANTOGD.9278089,9278089,POINT (16.32540207872149 48.1846808531949),
HYDRANTOGD.9278090,9278090,POINT (16.336703163556546 48.22489670711131),
HYDRANTOGD.9278091,9278091,POINT (16.290093558733968 48.15740619721549),
HYDRANTOGD.9278092,9278092,POINT (16.400690805144055 48.268990845925025),
HYDRANTOGD.9278093,9278093,POINT (16.447714970762657 48.27033881570426),
HYDRANTOGD.9278094,9278094,POINT (16.27243721272746 48.13892164327207),
HYDRANTOGD.9278095,9278095,POINT (16.336598850583876 48.227957696594814),
HYDRANTOGD.9278096,9278096,POINT (16.36529555602779 48.17478832068083),
HYDRANTOGD.9278097,9278097,POINT (16.47367510246048 48.23348840299069),
HYDRANTOGD.9278098,9278098,POINT (16.318916169875706 48.22129402485863),
HYDRANTOGD.9278099,9278099,POINT (16.350353038034147 48.181790514001854),
HYDRANTOGD.9278100,9278100,POINT (16.328506776110018 48.15231730793696),
HYDRANTOGD.9278101,9278101,POINT (16.35674763975863 48.220895941298934),
HYDRANTOGD.9278102,9278102,POINT (16.32594204294789 48.20646638195612),
HYDRANTOGD.9278103,9278103,POINT (16.42392398100649 48.258601099773294),
HYDRANTOGD.9278104,9278104,POINT (16.400481117367512 48.25496603717942),
HYDRANTOGD.9278105,9278105,POINT (16.376304409727354 48.171838900159116),
HYDRANTOGD.9278106,9278106,POINT (16.437905030595694 48.27158565856856),
HYDRANTOGD.9278107,9278107,POINT (16.37138615083792 48.22153376625515),
HYDRANTOGD.9278108,9278108,POINT (16.443727910213738 48.26025391929756),
HYDRANTOGD.9278109,9278109,POINT (16.324110278114247 48.20068107063664),
HYDRANTOGD.9278110,9278110,POINT (16.24492012064031 48.20730511493211),
HYDRANTOGD.9278111,9278111,POINT (16.314917513669975 48.19397221026785),
HYDRANTOGD.9278112,9278112,POINT (16.378945184076677 48.1919106290645),
HYDRANTOGD.9278113,9278113,POINT (16.399035134494245 48.1562817978928),
HYDRANTOGD.9278114,9278114,POINT (16.44446654053252 48.253204341771635),
HYDRANTOGD.9278115,9278115,POINT (16.378352512042436 48.211281365291086),
HYDRANTOGD.9278116,9278116,POINT (16.369908974762428 48.18493104878776),
HYDRANTOGD.9278117,9278117,POINT (16.460150639917853 48.212641203351914),
HYDRANTOGD.9278118,9278118,POINT (16.283222126072854 48.1535572764975),
HYDRANTOGD.9278119,9278119,POINT (16.421563646085687 48.22887395588385),
HYDRANTOGD.9278120,9278120,POINT (16.458516914732385 48.227950752291136),
HYDRANTOGD.9278121,9278121,POINT (16.444509396479265 48.175832825720086),
HYDRANTOGD.9278122,9278122,POINT (16.485276520177315 48.23642278142205),
HYDRANTOGD.9278123,9278123,POINT (16.42035703665325 48.28894973236168),
HYDRANTOGD.9278124,9278124,POINT (16.459354583413457 48.281023303297296),
HYDRANTOGD.9278125,9278125,POINT (16.460693487488808 48.23860419564633),
HYDRANTOGD.9278126,9278126,POINT (16.365255656060373 48.16845394606974),
HYDRANTOGD.9278127,9278127,POINT (16.393740310354872 48.20133681388421),
HYDRANTOGD.9278128,9278128,POINT (16.341204621831427 48.170758100131316),
HYDRANTOGD.9278129,9278129,POINT (16.431073709844103 48.24619471729448),
HYDRANTOGD.9278130,9278130,POINT (16.21914542474156 48.212168300758115),
HYDRANTOGD.9278131,9278131,POINT (16.332239580807478 48.211521737440854),
HYDRANTOGD.9278132,9278132,POINT (16.462516496456203 48.207011154098915),
HYDRANTOGD.9278133,9278133,POINT (16.36305764086031 48.172948403468595),
HYDRANTOGD.9278134,9278134,POINT (16.25204078603124 48.20808952790398),
HYDRANTOGD.9278135,9278135,POINT (16.364239920358905 48.19412939121423),
HYDRANTOGD.9278136,9278136,POINT (16.41087054515464 48.28058187044508),
HYDRANTOGD.9278137,9278137,POINT (16.32155500296668 48.13487408743736),
HYDRANTOGD.9278138,9278138,POINT (16.288679162739125 48.13388613826124),
HYDRANTOGD.9278139,9278139,POINT (16.296012042982753 48.203409834353614),
HYDRANTOGD.9278140,9278140,POINT (16.368377961803095 48.18162621272446),
HYDRANTOGD.9278141,9278141,POINT (16.382281649856804 48.21347544518395),
HYDRANTOGD.9278142,9278142,POINT (16.413033026898276 48.28139296645625),
HYDRANTOGD.9278143,9278143,POINT (16.239620969712888 48.13780395187723),
HYDRANTOGD.9278144,9278144,POINT (16.34307148157026 48.19892852387033),
HYDRANTOGD.9278145,9278145,POINT (16.309338000118952 48.209103040763544),
HYDRANTOGD.9278146,9278146,POINT (16.293859231065046 48.13771102494959),
HYDRANTOGD.9278147,9278147,POINT (16.361635287702832 48.19377548842195),
HYDRANTOGD.9278148,9278148,POINT (16.271531978230307 48.15693884549552),
HYDRANTOGD.9278149,9278149,POINT (16.368451699366577 48.19258109116478),
HYDRANTOGD.9278150,9278150,POINT (16.29866932977672 48.235313765883745),
HYDRANTOGD.9278151,9278151,POINT (16.26956553514441 48.210639501868144),
HYDRANTOGD.9278152,9278152,POINT (16.446773963824064 48.284816247496416),
HYDRANTOGD.9278153,9278153,POINT (16.40802321319267 48.217753355778676),
HYDRANTOGD.9278154,9278154,POINT (16.456088785273582 48.15047861909186),
HYDRANTOGD.9278155,9278155,POINT (16.50349497584783 48.20983784243046),
HYDRANTOGD.9278156,9278156,POINT (16.27740261909474 48.205503985775486),
HYDRANTOGD.9278157,9278157,POINT (16.42561904029327 48.22445388311468),
HYDRANTOGD.9278158,9278158,POINT (16.276476108463598 48.17378842553508),
HYDRANTOGD.9278159,9278159,POINT (16.36403111160412 48.18760604161274),
HYDRANTOGD.9278160,9278160,POINT (16.348963828478986 48.169500658700024),
HYDRANTOGD.9278161,9278161,POINT (16.420429705311406 48.22701905778813),
HYDRANTOGD.9278162,9278162,POINT (16.354664559856744 48.21468723850719),
HYDRANTOGD.9278163,9278163,POINT (16.38473679078553 48.20439501108523),
HYDRANTOGD.9278164,9278164,POINT (16.356944847440648 48.186621352435296),
HYDRANTOGD.9278165,9278165,POINT (16.417288593737258 48.30284654751054),
HYDRANTOGD.9278166,9278166,POINT (16.304632721206847 48.211369884741316),
HYDRANTOGD.9278167,9278167,POINT (16.530329501597784 48.24789283194743),
HYDRANTOGD.9278168,9278168,POINT (16.407974001832198 48.25770774625661),
HYDRANTOGD.9278169,9278169,POINT (16.315920721642613 48.23642252696981),
HYDRANTOGD.9278170,9278170,POINT (16.429951966575675 48.286112903762216),
HYDRANTOGD.9278171,9278171,POINT (16.307219969461194 48.167873525648325),
HYDRANTOGD.9278172,9278172,POINT (16.260468258645105 48.16344344761457),
HYDRANTOGD.9278173,9278173,POINT (16.41327120361665 48.276167036326015),
HYDRANTOGD.9278174,9278174,POINT (16.38030242281057 48.176273161943264),
HYDRANTOGD.9278175,9278175,POINT (16.465264806582713 48.26326204880929),
HYDRANTOGD.9278176,9278176,POINT (16.412248870508748 48.1616096762974),
HYDRANTOGD.9278177,9278177,POINT (16.354570598429756 48.180242151876335),
HYDRANTOGD.9278178,9278178,POINT (16.380199329527198 48.22845085956098),
HYDRANTOGD.9278179,9278179,POINT (16.405960464278188 48.18226978338904),
HYDRANTOGD.9278180,9278180,POINT (16.328561920037835 48.21849009154465),
HYDRANTOGD.9278181,9278181,POINT (16.325083169977805 48.167273261813335),
HYDRANTOGD.9278182,9278182,POINT (16.28900784822259 48.181887690350145),
HYDRANTOGD.9278183,9278183,POINT (16.329778905128375 48.252125476704904),
HYDRANTOGD.9278184,9278184,POINT (16.348736225552805 48.16729817671666),
HYDRANTOGD.9278185,9278185,POINT (16.277846256559094 48.15840420527635),
HYDRANTOGD.9278186,9278186,POINT (16.247267435456592 48.171528012981604),
HYDRANTOGD.9278187,9278187,POINT (16.36091120351654 48.17069432881973),
HYDRANTOGD.9278188,9278188,POINT (16.384224566958544 48.26026546483351),
HYDRANTOGD.9278189,9278189,POINT (16.407463551629895 48.183855442855574),
HYDRANTOGD.9278190,9278190,POINT (16.33048391166157 48.16108811897547),
HYDRANTOGD.9278191,9278191,POINT (16.40632160102734 48.30047214696225),
HYDRANTOGD.9278192,9278192,POINT (16.350158140884602 48.21083736414331),
HYDRANTOGD.9278193,9278193,POINT (16.247666181623703 48.20851477298675),
HYDRANTOGD.9278194,9278194,POINT (16.418963028300244 48.28064898460943),
HYDRANTOGD.9278195,9278195,POINT (16.38613238777916 48.267373237680275),
HYDRANTOGD.9278196,9278196,POINT (16.463223068325018 48.22013607812561),
HYDRANTOGD.9278197,9278197,POINT (16.3542614052551 48.251833008653705),
HYDRANTOGD.9278198,9278198,POINT (16.304128673650276 48.19500551228753),
HYDRANTOGD.9278199,9278199,POINT (16.24505089405943 48.20343221429843),
HYDRANTOGD.9278200,9278200,POINT (16.39128591124828 48.19661412853558),
HYDRANTOGD.9278201,9278201,POINT (16.36549253873745 48.25506792978209),
HYDRANTOGD.9278202,9278202,POINT (16.454298061953516 48.26500124178103),
HYDRANTOGD.9278203,9278203,POINT (16.320308975064524 48.21824535604007),
HYDRANTOGD.9278204,9278204,POINT (16.332688186878567 48.20052416637918),
