FID,OBJECTID,SHAPE,BEZ,STRNAM,ONRTEXT,GEOEFFNET_VON,GEOEFFNET_BIS,SE_ANNO_CAD_DATA
CHRISTBAUMOGD.320805,320805,POINT (16.356306280743816 48.18131028070765),05,Leopold-Rister-Gasse,,2014-12-27,2015-01-17,
