FID,OBJECTID,SHAPE,GARAGE_ID,BETREIBER,BEZEICHNUNG,PLZ,ORT,ADRESSE,WEBLINK_BETR_DE,WEBLINK_BETR_EN,WEBLINK_WK_DE,WEBLINK_WK_EN,LONGITUDE,LATITUDE,PARK_AND_RIDE,BEHINDERTENPARKPL,SE_ANNO_CAD_DATA
GARAGENOGD.66881,66881,POINT (16.561162047600263 48.12141903582306),116-488,Flughafen Wien AG,Flughafen Wien - Kurzparkplatz K1 (Abflug),1300,Schwechat,Postfach 1,http://www.viennaairport.com/parken,http://www.viennaairport.com/parking,http://www.parken.at/garage-116-488.html,http://www.parken.at/en/garage-116-488.html,16.561172,48.121425,N,N,
GARAGENOGD.66882,66882,POINT (16.541443836770608 48.12988417331097),116-489,MAZUR Parkplatz GmbH,MAZUR Parkplatz,1300,Schwechat,Hainburger Straﬂe 143,http://www.mazur-parken.at/,,http://www.parken.at/garage-116-489.html,http://www.parken.at/en/garage-116-489.html,16.541454,48.12989,N,N,
GARAGENOGD.66883,66883,POINT (16.56405881771622 48.12049512181567),116-490,Flughafen Wien AG,Flughafen Wien - Kurzparkplatz K 3 (Ankunft),1300,Schwechat,Postfach 1,http://www.viennaairport.com/parken,http://www.viennaairport.com/parking,http://www.parken.at/garage-116-490.html,http://www.parken.at/en/garage-116-490.html,16.564069,48.120501,N,Y,
GARAGENOGD.66884,66884,POINT (16.566220670841112 48.12292304071462),116-491,Flughafen Wien AG,Flughafen Wien - Parkplatz C,1300,Schwechat,Postfach 1,http://www.viennaairport.com/parken,http://www.viennaairport.com/parking,http://www.parken.at/garage-116-491.html,http://www.parken.at/en/garage-116-491.html,16.566231,48.122929,N,Y,
GARAGENOGD.66885,66885,POINT (16.56000334015182 48.12239306542365),116-492,Flughafen Wien AG,Flughafen Wien - Parkhaus 3,1300,Schwechat,Postfach 1,http://www.viennaairport.com/parken,http://www.viennaairport.com/parking,http://www.parken.at/garage-116-492.html,http://www.parken.at/en/garage-116-492.html,16.560013,48.122399,N,Y,
GARAGENOGD.66886,66886,POINT (16.56425193752621 48.12149065439178),116-493,Flughafen Wien AG,Flughafen Wien - Parkhaus 4,1300,Schwechat,Postfach 1,http://www.viennaairport.com/parken,http://www.viennaairport.com/parking,http://www.parken.at/garage-116-493.html,http://www.parken.at/en/garage-116-493.html,16.564262,48.121496,N,Y,
GARAGENOGD.66887,66887,POINT (16.337175844728836 48.34215253388407),142-161,Korneuburger Ligenschaftsfonds,Parkplatz,2100,Korneuburg,Bisamberger Strasse 24-26,,,http://www.parken.at/garage-142-161.html,http://www.parken.at/en/garage-142-161.html,16.337184,48.342159,N,Y,
GARAGENOGD.66888,66888,POINT (16.568583270700294 48.313718626987395),162-218,Amt der N÷ Landesregierung,P+R Deutsch-Wagram,2232,Deutsch-Wagram,Fabrikstraﬂe,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.parken.at/garage-162-218.html,http://www.parken.at/en/garage-162-218.html,16.568593,48.313725,Y,N,
GARAGENOGD.66889,66889,POINT (16.47880167841346 48.144623488380745),162-221,Amt der N÷ Landesregierung,P+R Schwechat,1300,Schwechat,Sendnergasse,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.parken.at/garage-162-221.html,http://www.parken.at/en/garage-162-221.html,16.478811,48.144629,Y,N,
GARAGENOGD.66890,66890,POINT (16.282784879616997 48.10442350242358),162-355,Amt der N÷ Landesregierung,P+R Brunn Maria Enzersdorf,2340,Maria Enzersdorf,F¸rst-Johannes-Straﬂe,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.parken.at/garage-162-355.html,http://www.parken.at/en/garage-162-355.html,16.282793,48.104429,Y,N,
GARAGENOGD.66891,66891,POINT (16.6010053132608 48.313900006285806),162-365,Amt der N÷ Landesregierung,P+R Helmahof,2232,Helmahof,Im Fˆhrenhˆlzl,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.parken.at/garage-162-365.html,http://www.parken.at/en/garage-162-365.html,16.601015,48.313907,Y,N,
GARAGENOGD.66892,66892,POINT (16.20678267265997 48.334334851968066),162-373,Amt der N÷ Landesregierung,P+R St. Andr‰-Wˆrdern,3413,St. Andr‰-Wˆrdern,Ziegelofengasse,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.parken.at/garage-162-373.html,http://www.parken.at/en/garage-162-373.html,16.20679,48.334341,Y,N,
GARAGENOGD.66893,66893,POINT (16.633020163844442 48.31972475975604),162-374,Amt der N÷ Landesregierung,P+R Strasshof,2620,Strasshof,Bauernfeldstraﬂe,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.parken.at/garage-162-374.html,http://www.parken.at/en/garage-162-374.html,16.63303,48.319731,Y,N,
GARAGENOGD.66894,66894,POINT (16.09290912271024 48.1868652279622),162-376,Amt der N÷ Landesregierung,P+R Tullnerbach-Pressbaum,3013,Tullnerbach-Pressbaum,Egerer Straﬂe,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.parken.at/garage-162-376.html,http://www.parken.at/en/garage-162-376.html,16.092917,48.186871,Y,N,
GARAGENOGD.66895,66895,POINT (16.24664624801845 48.31317972824121),162-397,Amt der N÷ Landesregierung,P+R Kritzendorf,3400,Klosterneuburg,Badgasse,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.parken.at/garage-162-397.html,http://www.parken.at/en/garage-162-397.html,16.246654,48.313186,Y,N,
GARAGENOGD.66896,66896,POINT (16.335627098527652 48.30417211601219),162-398,P+R Unterkritzendorf,P+R Unterkritzendorf,3400,Klosterneuburg,Hauptstrasse/Bahngasse,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.parken.at/garage-162-398.html,http://www.parken.at/en/garage-162-398.html,16.335636,48.304178,Y,N,
GARAGENOGD.66897,66897,POINT (16.30511178442057 48.11475903852271),162-399,Amt der N÷ Landesregierung,P+R Laa a. d. Thaya,2345,Brunn am Gebirge,Josef-Haydn-Gasse,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.parken.at/garage-162-399.html,http://www.parken.at/en/garage-162-399.html,16.30512,48.114764,Y,N,
GARAGENOGD.66898,66898,POINT (16.350188532628124 48.307990488224284),162-401,Amt der N÷ Landesregierung,P+R Langenzersdorf,2100,Langenzersdorf,Doktor-Gustav-Stelzm¸ller-Straﬂe,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.parken.at/garage-162-401.html,http://www.parken.at/en/garage-162-401.html,16.350197,48.307997,Y,N,
GARAGENOGD.66899,66899,POINT (16.3475834805067 48.31614802180867),162-402,Amt der N÷ Landesregierung,P+R Bisamberg,1210,Bisamberg,Bahnhof,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.parken.at/garage-162-402.html,http://www.parken.at/en/garage-162-402.html,16.42001,48.297474,Y,N,
GARAGENOGD.66900,66900,POINT (16.330445115288704 48.29736585159127),162-428,Amt der N÷ Landesregierung,P+R Klosterneuburg-Weidling,3400,Klosterneuburg,Skallgasse,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.parken.at/garage-162-428.html,http://www.parken.at/en/garage-162-428.html,16.330454,48.297372,Y,N,
GARAGENOGD.66901,66901,POINT (16.172872826927538 48.32630851099119),162-434,Amt der N÷ Landesregierung,P+R Zeiselmauer,3424,Zeiselmauer,Gernotgasse,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.parken.at/garage-162-434.html,http://www.parken.at/en/garage-162-434.html,16.17288,48.326315,Y,N,
GARAGENOGD.66902,66902,POINT (16.33794746487317 48.21614883478372),189-1-179,Bank Austria Real Invest Immobilien Kapitalanlage GmbH,Garage Geblergasse,1170,Wien,Geblergasse 22-26,,,http://www.parkeninwien.at/garage-1-179.html,http://www.parkeninwien.at/en/garage-1-179.html,16.337956,48.216155,N,N,
GARAGENOGD.66903,66903,POINT (16.376852026757476 48.181336276790375),189-1-250,FARO Parking GmbH,Parkgarage Landgutgasse,1100,Wien,Landgutgasse 14,,,http://www.parkeninwien.at/garage-1-250.html,http://www.parkeninwien.at/en/garage-1-250.html,16.376861,48.181342,N,Y,
GARAGENOGD.66904,66904,POINT (16.387883522548595 48.21701819917331),189-1-277,ZELOS zweite Immobilienbesitz und Verwaltungs GmbH,Garage Afrikanergasse,1020,Wien,Afrikanergasse 3,,,http://www.parkeninwien.at/garage-1-277.html,http://www.parkeninwien.at/en/garage-1-277.html,16.387892,48.217024,N,N,
GARAGENOGD.66905,66905,POINT (16.3648219325149 48.215355121898305),189-1-5,Hilton Vienna Plaza,Hilton Vienna Plaza,1010,Wien,Schottenring 11,http://www.vienna-plaza.hilton.com/,http://www.vienna-plaza.hilton.com/,http://www.parkeninwien.at/garage-1-5.html,http://www.parkeninwien.at/en/garage-1-5.html,16.364831,48.215361,N,Y,
GARAGENOGD.66906,66906,POINT (16.389651575069546 48.18897523230745),189-10-48,Barak Garagen GmbH,Park-Garage Auto Cleanic,1030,Wien,Trubelgasse 17,,,http://www.parkeninwien.at/garage-10-48.html,http://www.parkeninwien.at/en/garage-10-48.html,16.38966,48.188981,N,N,
GARAGENOGD.66907,66907,POINT (16.405805437538547 48.21891387917986),189-11-25,B‰rtl GmbH,Stuwer-Garage,1020,Wien,Stuwerstrasse 41,http://www.baertl.at/liste.php?pgm_00004_id=68&sprache=1,http://www.baertl.at/liste.php?pgm_00004_id=68&sprache=1,http://www.parkeninwien.at/garage-11-25.html,http://www.parkeninwien.at/en/garage-11-25.html,16.405814,48.21892,N,Y,
GARAGENOGD.66908,66908,POINT (16.411212657064468 48.179726662579476),189-12-237,BUWOG - Facility Management GmbH,BBRZ Garage,1110,Wien,Rinnbˆckstraﬂe 50,,,http://www.parkeninwien.at/garage-12-237.html,http://www.parkeninwien.at/en/garage-12-237.html,16.411222,48.179732,N,N,
GARAGENOGD.66909,66909,POINT (16.384065957135945 48.19435257690731),189-14-247,CA Immo Rennweg 16 GmbH,CA Immo Rennweg,1030,Wien,Rennweg 16,,,http://www.parkeninwien.at/garage-14-247.html,http://www.parkeninwien.at/en/garage-14-247.html,16.384475,48.195044,N,Y,
GARAGENOGD.66910,66910,POINT (16.38751340943934 48.206959671462634),189-17-40,CWS Immobilien GmbH,Ring-Garage,1030,Wien,Untere Viaduktgasse 47-49,,,http://www.parkeninwien.at/garage-17-40.html,http://www.parkeninwien.at/en/garage-17-40.html,16.387522,48.206966,N,Y,
GARAGENOGD.66911,66911,POINT (16.35434205825071 48.207742894803836),189-18-101,DI Cesar Karrer Grossgarage,Astoria-Hochgarage seit 1918,1080,Wien,Trautsongasse 4,,,http://www.parkeninwien.at/garage-18-101.html,http://www.parkeninwien.at/en/garage-18-101.html,16.354162,48.207757,N,Y,
GARAGENOGD.66912,66912,POINT (16.36819992556187 48.19447439685332),189-19-64,DI Jaro Hascha,Rainer-Garage,1040,Wien,Floragasse 7A,http://www.rainergarage.at,http://www.rainergarage.at,http://www.parkeninwien.at/garage-19-64.html,http://www.parkeninwien.at/en/garage-19-64.html,16.36797,48.194439,N,Y,
GARAGENOGD.66913,66913,POINT (16.349191925008686 48.2265708781158),189-2-418,APCOA Parking Austria GmbH,WIFI-Garage B,1180,Wien,W‰hringer G¸rtel 97,http://www.apcoa.at/WIFI-Garage-B--Garage-1000d.html,http://www.apcoa.at/WIFI-Garage-B--Garage-1000e.html,http://www.parkeninwien.at/garage-2-418.html,http://www.parkeninwien.at/en/garage-2-418.html,16.349201,48.226577,N,Y,
GARAGENOGD.66914,66914,POINT (16.373933040396935 48.18212765463491),189-2-419,APCOA Parking Austria GmbH,Columbusplatz,1100,Wien,Columbusplatz 7-8,http://www.apcoa.at/Columbusplatz--Garage-631d.html,http://www.apcoa.at/Columbusplatz--Garage-631e.html,http://www.parkeninwien.at/garage-2-419.html,http://www.parkeninwien.at/en/garage-2-419.html,16.373942,48.182133,N,N,
GARAGENOGD.66915,66915,POINT (16.365402232957994 48.218005808266646),189-2-420,APCOA Parking Austria GmbH,Garage Rossau,1090,Wien,T¸rkenstraﬂe 22,http://www.apcoa.at/Garage-Rossau--Garage-620d.html,http://www.apcoa.at/Garage-Rossau--Garage-620e.html,http://www.parkeninwien.at/garage-2-420.html,http://www.parkeninwien.at/en/garage-2-420.html,16.365411,48.218012,N,Y,
GARAGENOGD.66916,66916,POINT (16.373933040396935 48.18212765463491),189-2-421,APCOA Parking Austria GmbH,Columbus-Center,1100,Wien,Columbusplatz 7-8,http://www.apcoa.at/Columbus-Center--Garage-611d.html,http://www.apcoa.at/Columbus-Center--Garage-611e.html,http://www.parkeninwien.at/garage-2-421.html,http://www.parkeninwien.at/en/garage-2-421.html,16.373942,48.182133,N,Y,
GARAGENOGD.66917,66917,POINT (16.33924694516238 48.22726116934486),189-2-422,APCOA Parking Austria GmbH,Schubertpark,1180,Wien,W‰hringer Straﬂe 123,http://www.apcoa.at/Schubertpark--Garage-610d.html,http://www.apcoa.at/Schubertpark--Garage-610e.html,http://www.parkeninwien.at/garage-2-422.html,http://www.parkeninwien.at/en/garage-2-422.html,16.339256,48.227267,N,Y,
GARAGENOGD.66918,66918,POINT (16.39151921956274 48.206665316228566),189-2-423,APCOA Parking Austria GmbH,Tiefgarage Sofiens‰le,1030,Wien,Blattgasse 14,http://www.apcoa.at/Tiefgarage-Sofiensaele--Garage-599d.html,http://www.apcoa.at/Tiefgarage-Sofiensaele--Garage-599e.html,http://www.parkeninwien.at/garage-2-423.html,http://www.parkeninwien.at/en/garage-2-423.html,16.391528,48.206671,N,N,
GARAGENOGD.66919,66919,POINT (16.412282123830476 48.23212861220453),189-2-424,APCOA Parking Austria GmbH,DC Tower 1,1220,Wien,Donau-City-Straﬂe 7,http://www.apcoa.at/DC-Tower-1--Garage-597d.html,http://www.apcoa.at/DC-Tower-1--Garage-597e.html,http://www.parkeninwien.at/garage-2-424.html,http://www.parkeninwien.at/en/garage-2-424.html,16.412291,48.232135,N,Y,
GARAGENOGD.66920,66920,POINT (16.41167694081153 48.212349757640254),189-2-425,APCOA Parking Austria GmbH,Campus WU,1020,Wien,Trabrennstraﬂe 5,http://www.apcoa.at/Campus-WU--Garage-592d.html,http://www.apcoa.at/Campus-WU--Garage-592e.html,http://www.parkeninwien.at/garage-2-425.html,http://www.parkeninwien.at/en/garage-2-425.html,16.411686,48.212356,N,Y,
GARAGENOGD.66921,66921,POINT (16.43171829006907 48.20462073110723),189-2-426,APCOA Parking Austria GmbH,Parkhaus Donaumarina,1020,Wien,Wehlistraﬂe 350,http://www.apcoa.at/Parkhaus-Donaumarina--Garage-589d.html,http://www.apcoa.at/Parkhaus-Donaumarina--Garage-589e.html,http://www.parkeninwien.at/garage-2-426.html,http://www.parkeninwien.at/en/garage-2-426.html,16.431727,48.204627,N,Y,
GARAGENOGD.66922,66922,POINT (16.373492293832985 48.21772920468333),189-2-427,APCOA Parking Austria GmbH,Herminengasse,1020,Wien,Herminengasse 2,http://www.apcoa.at/Herminengasse--Garage-587d.html,http://www.apcoa.at/Herminengasse--Garage-587e.html,http://www.parkeninwien.at/garage-2-427.html,http://www.parkeninwien.at/en/garage-2-427.html,16.373501,48.217735,N,N,
GARAGENOGD.66923,66923,POINT (16.40644054243064 48.22510494899011),189-2-428,APCOA Parking Austria GmbH,Parkplatz Reichsbr¸cke,1020,Wien,Handelskai 215,http://www.apcoa.at/Parkplatz-Reichsbruecke--Garage-586d.html,http://www.apcoa.at/Parkplatz-Reichsbruecke--Garage-586e.html,http://www.parkeninwien.at/garage-2-428.html,http://www.parkeninwien.at/en/garage-2-428.html,16.40645,48.225111,N,N,
GARAGENOGD.66924,66924,POINT (16.429066808354182 48.20812441627239),189-2-429,APCOA Parking Austria GmbH,Parkplatz Marina Wien,1020,Wien,Handelskai 343,http://www.apcoa.at/Parkplatz-Marina-Wien--Garage-585d.html,http://www.apcoa.at/Parkplatz-Marina-Wien--Garage-585e.html,http://www.parkeninwien.at/garage-2-429.html,http://www.parkeninwien.at/en/garage-2-429.html,16.429076,48.20813,N,N,
GARAGENOGD.66925,66925,POINT (16.36910535968539 48.249691455419466),189-2-430,APCOA Parking Austria GmbH,Parkplatz Muthgasse,1190,Wien,Muthgasse 42,http://www.apcoa.at/Parkplatz-Muthgasse--Garage-584d.html,http://www.apcoa.at/Parkplatz-Muthgasse--Garage-584e.html,http://www.parkeninwien.at/garage-2-430.html,http://www.parkeninwien.at/en/garage-2-430.html,16.369114,48.249698,N,N,
GARAGENOGD.66926,66926,POINT (16.419825143234263 48.186029743393625),189-2-431,APCOA Parking Austria GmbH,Paragonstraﬂe,1030,Wien,Paragonstraﬂe 2,http://www.apcoa.at/Paragonstrasse--Garage-581d.html,http://www.apcoa.at/Paragonstrasse--Garage-581e.html,http://www.parkeninwien.at/garage-2-431.html,http://www.parkeninwien.at/en/garage-2-431.html,16.419834,48.186036,N,N,
GARAGENOGD.66927,66927,POINT (16.37048425609249 48.252229841677824),189-2-432,APCOA Parking Austria GmbH,Merkur Muthgasse,1190,Wien,Holzgasse 1,http://www.apcoa.at/Merkur-Muthgasse--Garage-579d.html,http://www.apcoa.at/Merkur-Muthgasse--Garage-579e.html,http://www.parkeninwien.at/garage-2-432.html,http://www.parkeninwien.at/en/garage-2-432.html,16.370493,48.252236,N,Y,
GARAGENOGD.66928,66928,POINT (16.39386107104462 48.20117507098745),189-2-433,APCOA Parking Austria GmbH,Garage Landstraﬂer Passage,1030,Wien,Hainburger Straﬂe 16,http://www.apcoa.at/Garage-Landstrasser-Passage--Garage-578d.html,http://www.apcoa.at/Garage-Landstrasser-Passage--Garage-578e.html,http://www.parkeninwien.at/garage-2-433.html,http://www.parkeninwien.at/en/garage-2-433.html,16.39387,48.201181,N,N,
GARAGENOGD.66929,66929,POINT (16.327531052770535 48.18314348139457),189-2-434,APCOA Parking Austria GmbH,Garage im U4-Center,1120,Wien,Schˆnbrunner Straﬂe 222-228,http://www.apcoa.at/Garage-im-U4-Center--Garage-570d.html,http://www.apcoa.at/Garage-im-U4-Center--Garage-570e.html,http://www.parkeninwien.at/garage-2-434.html,http://www.parkeninwien.at/en/garage-2-434.html,16.32754,48.183149,N,Y,
GARAGENOGD.66930,66930,POINT (16.37598747626025 48.21427631980842),189-2-435,APCOA Parking Austria GmbH,Diana-Bad,1020,Wien,"Lilienbrunng. 7-9, Einfahrt Hollandstr. 2",http://www.apcoa.at/Diana-Bad--Garage-568d.html,http://www.apcoa.at/Diana-Bad--Garage-568e.html,http://www.parkeninwien.at/garage-2-435.html,http://www.parkeninwien.at/en/garage-2-435.html,16.375996,48.214282,N,Y,
GARAGENOGD.66931,66931,POINT (16.42856407047527 48.22795439560262),189-2-436,APCOA Parking Austria GmbH,G‰nseh‰ufel,1220,Wien,Moissigasse 21,http://www.apcoa.at/Gaensehaeufel--Garage-566d.html,http://www.apcoa.at/Gaensehaeufel--Garage-566e.html,http://www.parkeninwien.at/garage-2-436.html,http://www.parkeninwien.at/en/garage-2-436.html,16.428573,48.22796,N,Y,
GARAGENOGD.66932,66932,POINT (16.401527571004838 48.25412783459017),189-2-437,APCOA Parking Austria GmbH,Hallenbad Floridsdorf,1210,Wien,Franklinstraﬂe 22,http://www.apcoa.at/Hallenbad-Floridsdorf--Garage-564d.html,http://www.apcoa.at/Hallenbad-Floridsdorf--Garage-564e.html,http://www.parkeninwien.at/garage-2-437.html,http://www.parkeninwien.at/en/garage-2-437.html,16.401536,48.254134,N,N,
GARAGENOGD.66933,66933,POINT (16.449710565558256 48.27378300285086),189-2-438,APCOA Parking Austria GmbH,Grossfeldsiedlungsbad,1210,Wien,Oswald Redlich Straﬂe 44,http://www.apcoa.at/Grossfeldsiedlungsbad--Garage-561d.html,http://www.apcoa.at/Grossfeldsiedlungsbad--Garage-561e.html,http://www.parkeninwien.at/garage-2-438.html,http://www.parkeninwien.at/en/garage-2-438.html,16.44972,48.273789,N,Y,
GARAGENOGD.66934,66934,POINT (16.297597823107253 48.23822394276291),189-2-439,APCOA Parking Austria GmbH,Schafbergbad,1180,Wien,Josef-Redl-Gasse 2,http://www.apcoa.at/Schafbergbad--Garage-558d.html,http://www.apcoa.at/Schafbergbad--Garage-558e.html,http://www.parkeninwien.at/garage-2-439.html,http://www.parkeninwien.at/en/garage-2-439.html,16.297606,48.23823,N,N,
GARAGENOGD.66935,66935,POINT (16.285334696260094 48.14741396065204),189-2-440,APCOA Parking Austria GmbH,Hˆpflerbad,1230,Wien,Endresstraﬂe 24-26,http://www.apcoa.at/Hoepflerbad--Garage-556d.html,http://www.apcoa.at/Hoepflerbad--Garage-556e.html,http://www.parkeninwien.at/garage-2-440.html,http://www.parkeninwien.at/en/garage-2-440.html,16.285343,48.14742,N,Y,
GARAGENOGD.66936,66936,POINT (16.295527072064957 48.169278269172075),189-2-441,APCOA Parking Austria GmbH,Hietzingerbad,1130,Wien,Atzgersdorferstraﬂe 14,http://www.apcoa.at/Hietzingerbad--Garage-552d.html,http://www.apcoa.at/Hietzingerbad--Garage-552e.html,http://www.parkeninwien.at/garage-2-441.html,http://www.parkeninwien.at/en/garage-2-441.html,16.295536,48.169284,N,N,
GARAGENOGD.66937,66937,POINT (16.335207377046697 48.21484004225881),189-2-442,APCOA Parking Austria GmbH,Parkplatz Ottakringer Straﬂe,1170,Wien,Ottakringer Straﬂe 44,http://www.apcoa.at/Parkplatz-Ottakringer-Strasse--Garage-551d.html,http://www.apcoa.at/Parkplatz-Ottakringer-Strasse--Garage-551e.html,http://www.parkeninwien.at/garage-2-442.html,http://www.parkeninwien.at/en/garage-2-442.html,16.335216,48.214846,N,N,
GARAGENOGD.66938,66938,POINT (16.35871966012625 48.20717337024129),189-2-443,APCOA Parking Austria GmbH,Schmerlingplatz,1010,Wien,Schmerlingplatz,http://www.apcoa.at/Schmerlingplatz--Garage-549d.html,http://www.apcoa.at/Schmerlingplatz--Garage-549e.html,http://www.parkeninwien.at/garage-2-443.html,http://www.parkeninwien.at/en/garage-2-443.html,16.358728,48.207179,N,N,
GARAGENOGD.66939,66939,POINT (16.343602800318205 48.20424176246372),189-2-444,APCOA Parking Austria GmbH,Burggasse,1070,Wien,Burggasse 85,http://www.apcoa.at/Burggasse--Garage-547d.html,http://www.apcoa.at/Burggasse--Garage-547e.html,http://www.parkeninwien.at/garage-2-444.html,http://www.parkeninwien.at/en/garage-2-444.html,16.343611,48.204248,N,N,
GARAGENOGD.66940,66940,POINT (16.38351388698809 48.21323626438356),189-2-445,APCOA Parking Austria GmbH,Uniqa Tower,1020,Wien,Ferdinandstraﬂe 20,http://www.apcoa.at/Uniqa-Tower--Garage-542d.html,http://www.apcoa.at/Uniqa-Tower--Garage-542e.html,http://www.parkeninwien.at/garage-2-445.html,http://www.parkeninwien.at/en/garage-2-445.html,16.383523,48.213242,N,Y,
GARAGENOGD.66941,66941,POINT (16.36029675634933 48.18229934877795),189-2-446,APCOA Parking Austria GmbH,Wiedner Hauptstraﬂe,1050,Wien,Hollgasse 2-6,http://www.apcoa.at/Wiedner-Hauptstrasse--Garage-540d.html,http://www.apcoa.at/Wiedner-Hauptstrasse--Garage-540e.html,http://www.parkeninwien.at/garage-2-446.html,http://www.parkeninwien.at/en/garage-2-446.html,16.360306,48.182305,N,N,
GARAGENOGD.66942,66942,POINT (16.367345667840066 48.254470744315164),189-2-447,APCOA Parking Austria GmbH,Q19 - Einkaufsquartier Dˆbling,1190,Wien,Grinzinger Straﬂe 112,http://www.apcoa.at/Q19-Einkaufsquartier-Doebling--Garage-534d.html,http://www.apcoa.at/Q19-Einkaufsquartier-Doebling--Garage-534e.html,http://www.parkeninwien.at/garage-2-447.html,http://www.parkeninwien.at/en/garage-2-447.html,16.367354,48.254477,N,Y,
GARAGENOGD.66943,66943,POINT (16.341360473491168 48.19693344153003),189-2-448,APCOA Parking Austria GmbH,Parkplatz 'la stafa',1070,Wien,Kaiserstrasse 7,http://www.apcoa.at/Parkplatz-la-stafa---Garage-532d.html,http://www.apcoa.at/Parkplatz-la-stafa---Garage-532e.html,http://www.parkeninwien.at/garage-2-448.html,http://www.parkeninwien.at/en/garage-2-448.html,16.341369,48.196939,N,N,
GARAGENOGD.66944,66944,POINT (16.347100394439543 48.212199638098234),189-2-449,APCOA Parking Austria GmbH,Schlesingerplatz,1080,Wien,Schlesingerplatz,http://www.apcoa.at/Schlesingerplatz--Garage-529d.html,http://www.apcoa.at/Schlesingerplatz--Garage-529e.html,http://www.parkeninwien.at/garage-2-449.html,http://www.parkeninwien.at/en/garage-2-449.html,16.347109,48.212206,N,Y,
GARAGENOGD.66945,66945,POINT (16.386271160427146 48.195782007379165),189-2-450,APCOA Parking Austria GmbH,Zentrum Rennweg,1030,Wien,Ungargasse 66,http://www.apcoa.at/Zentrum-Rennweg--Garage-527d.html,http://www.apcoa.at/Zentrum-Rennweg--Garage-527e.html,http://www.parkeninwien.at/garage-2-450.html,http://www.parkeninwien.at/en/garage-2-450.html,16.38628,48.195788,N,N,
GARAGENOGD.66946,66946,POINT (16.41395147189419 48.23201384159907),189-2-451,APCOA Parking Austria GmbH,Tech Gate,1220,Wien,Donau-City-Straﬂe 1,http://www.apcoa.at/Tech-Gate--Garage-525d.html,http://www.apcoa.at/Tech-Gate--Garage-525e.html,http://www.parkeninwien.at/garage-2-451.html,http://www.parkeninwien.at/en/garage-2-451.html,16.41396,48.23202,N,Y,
GARAGENOGD.66947,66947,POINT (16.332176697021126 48.241618037918904),189-2-452,APCOA Parking Austria GmbH,Sailer‰ckergasse,1190,Wien,Sailer‰ckergasse 45,http://www.apcoa.at/Saileraeckergasse--Garage-521d.html,http://www.apcoa.at/Saileraeckergasse--Garage-521e.html,http://www.parkeninwien.at/garage-2-452.html,http://www.parkeninwien.at/en/garage-2-452.html,16.332185,48.241624,N,N,
