FID,OBJECTID,SHAPE,GARAGE_ID,BETREIBER,BEZEICHNUNG,PLZ,ORT,ADRESSE,WEBLINK_BETR_DE,WEBLINK_BETR_EN,WEBLINK_WK_DE,WEBLINK_WK_EN,LONGITUDE,LATITUDE,PARK_AND_RIDE,BEHINDERTENPARKPL,SE_ANNO_CAD_DATA
GARAGENOGD.67156,67156,POINT (16.341679233366605 48.252764080763804),189-5-305,BOE Geb‰udemanagement GmbH,Parkgarage Grinzing,1190,Wien,An den langen L¸ssen,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parkeninwien.at/garage-5-305.html,http://www.parkeninwien.at/en/garage-5-305.html,16.341911,48.252795,N,N,
GARAGENOGD.67157,67157,POINT (16.319025332578125 48.19780940856612),189-5-340,BOE Geb‰udemanagement GmbH,Meiselmarkt-Garage,1150,Wien,Johnstrasse 42,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parkeninwien.at/garage-5-340.html,http://www.parkeninwien.at/en/garage-5-340.html,16.319034,48.197815,N,N,
GARAGENOGD.67158,67158,POINT (16.362818115231768 48.18446399967365),189-5-341,BOE Geb‰udemanagement GmbH,Klieberpark,1050,Wien,Kliebergasse,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parkeninwien.at/garage-5-341.html,http://www.parkeninwien.at/en/garage-5-341.html,16.362827,48.18447,N,N,
GARAGENOGD.67159,67159,POINT (16.352665024248143 48.193333308549924),189-5-342,BOE Geb‰udemanagement GmbH,Hofm¸hlgasse,1060,Wien,Hofm¸hlgasse,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parkeninwien.at/garage-5-342.html,http://www.parkeninwien.at/en/garage-5-342.html,16.352674,48.193339,N,N,
GARAGENOGD.67160,67160,POINT (16.334580793656183 48.205568638413574),189-5-343,BOE Geb‰udemanagement GmbH,Ludo Hartmann Platz,1160,Wien,Ludo Hartmann Platz,http://www.boe-parking.at,http://www.boe-parking.at,http://www.parkeninwien.at/garage-5-343.html,http://www.parkeninwien.at/en/garage-5-343.html,16.334589,48.205575,N,N,
GARAGENOGD.67161,67161,POINT (16.329907525296218 48.21585111324863),189-5-344,BOE Geb‰udemanagement GmbH,Parhamerplatz,1170,Wien,Parhamerplatz,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parkeninwien.at/garage-5-344.html,http://www.parkeninwien.at/en/garage-5-344.html,16.329916,48.215857,N,N,
GARAGENOGD.67162,67162,POINT (16.329816541167425 48.216007870007736),189-5-345,BOE Geb‰udemanagement GmbH,Parhamerplatz,1170,Wien,Parhamerplatz,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parkeninwien.at/garage-5-345.html,http://www.parkeninwien.at/en/garage-5-345.html,16.329825,48.216014,N,N,
GARAGENOGD.67163,67163,POINT (16.369785005989907 48.21340662795861),189-5-4,BOE Geb‰udemanagement GmbH,Garage Concordiaplatz,1010,Wien,Concordiaplatz 4,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parkeninwien.at/garage-5-4.html,http://www.parkeninwien.at/en/garage-5-4.html,16.369794,48.213413,N,N,
GARAGENOGD.67164,67164,POINT (16.394956719615134 48.19842143659096),189-5-44,BOE Geb‰udemanagement GmbH,Parkgarage Galleria,1030,Wien,Landstrasser Hauptstrasse,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parkeninwien.at/garage-5-44.html,http://www.parkeninwien.at/en/garage-5-44.html,16.39479,48.198498,N,Y,
GARAGENOGD.67165,67165,POINT (16.37422392291182 48.20852466923875),189-5-6,BOE Geb‰udemanagement GmbH,Parkhaus City,1010,Wien,Stephansplatz/Schulerstraﬂe,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parkeninwien.at/garage-5-6.html,http://www.parkeninwien.at/en/garage-5-6.html,16.373142,48.209015,N,N,
GARAGENOGD.67166,67166,POINT (16.36421475657752 48.230015051791945),189-51-198,Pier 50 Liegenschaftsverwaltungs GmbH,Garage Pier 50,1200,Wien,Brigittenauer L‰nde 50-54,,,http://www.parkeninwien.at/garage-51-198.html,http://www.parkeninwien.at/en/garage-51-198.html,16.364224,48.230021,N,N,
GARAGENOGD.67167,67167,POINT (16.412164779281966 48.213047075528635),189-53-242,Reed Messe Wien GmbH,Parkhaus D,1020,Wien,Trabrennstraﬂe,,,http://www.parkeninwien.at/garage-53-242.html,http://www.parkeninwien.at/en/garage-53-242.html,16.41254,48.213071,N,Y,
GARAGENOGD.67168,67168,POINT (16.404470889654192 48.216855011308574),189-53-244,Reed Messe Wien GmbH,Parkhaus A,1020,Wien,Max Koppe Strasse,,,http://www.parkeninwien.at/garage-53-244.html,http://www.parkeninwien.at/en/garage-53-244.html,16.415049,48.209104,N,Y,
GARAGENOGD.67169,67169,POINT (16.403170083826694 48.216358033388474),189-53-30,Reed Messe Wien GmbH,Freiparkplatz Messeparkplatz A,1020,Wien,Perspektivstrasse / Messestrasse,,,http://www.parkeninwien.at/garage-53-30.html,http://www.parkeninwien.at/en/garage-53-30.html,16.403162,48.216529,N,N,
GARAGENOGD.67170,67170,POINT (16.358495573561157 48.18711969050748),189-55-241,Resag Business Immoverwaltung GmbH,Garage Siebenbrunnengasse,1050,Wien,Siebenbrunnengasse 21,,,http://www.parkeninwien.at/garage-55-241.html,http://www.parkeninwien.at/en/garage-55-241.html,16.358629,48.187182,N,N,
GARAGENOGD.67171,67171,POINT (16.36403534533221 48.22190899107496),189-56-107,Servitengarage,Serviten-Garage,1090,Wien,Pramergasse 16,http://servitengarage.wienwelt.at/servitengarage-diskonttankstelle-kyrer-and-stanisic-oeg.php,http://servitengarage.wienwelt.at/servitengarage-diskonttankstelle-kyrer-and-stanisic-oeg.php,http://www.parkeninwien.at/garage-56-107.html,http://www.parkeninwien.at/en/garage-56-107.html,16.364044,48.221915,N,Y,
GARAGENOGD.67172,67172,POINT (16.33422805539073 48.20140583305867),189-58-169,StH Garagenbetriebs GmbH,M‰rzpark-Garage,1150,Wien,Huetteldorfer Strasse 2e,,,http://www.parkeninwien.at/garage-58-169.html,http://www.parkeninwien.at/en/garage-58-169.html,16.333945,48.201309,N,N,
GARAGENOGD.67173,67173,POINT (16.302600801297288 48.187006249425714),189-59-150,Wessely,Parkgarage Hietzing,1130,Wien,Hietzinger Hauptstrasse 10,,,http://www.parkeninwien.at/garage-59-150.html,http://www.parkeninwien.at/en/garage-59-150.html,16.302338,48.186651,N,Y,
GARAGENOGD.67174,67174,POINT (16.358467525586438 48.20129209094211),189-61-335,Parkhaus Elbl,Leiner Garage,1070,Wien,Mariahilferstraﬂe 18 / Einfahrt Karl-Schweighofer-Gasse,http://www.parkhaus-elbl.at,http://www.parkhaus-elbl.at,http://www.parkeninwien.at/garage-61-335.html,http://www.parkeninwien.at/en/garage-61-335.html,16.358476,48.201298,N,N,
GARAGENOGD.67175,67175,POINT (16.355972162911772 48.23512206785096),189-61-336,Parkhaus Elbl,Skyline Garage,1190,Wien,Dˆblinger G¸rtel / Einfahrt gegen¸ber Nr. 28,http://www.parkhaus-elbl.at,http://www.parkhaus-elbl.at,http://www.parkeninwien.at/garage-61-336.html,http://www.parkeninwien.at/en/garage-61-336.html,16.356041,48.23506,N,N,
GARAGENOGD.67176,67176,POINT (16.414694315898814 48.22988963330213),189-61-337,Parkhaus Elbl,Garage Reichsbr¸cke,1220,Wien,Wagramerstraﬂe 2,http://www.parkhaus-elbl.at,http://www.parkhaus-elbl.at,http://www.parkeninwien.at/garage-61-337.html,http://www.parkeninwien.at/en/garage-61-337.html,16.41454,48.23039,N,N,
GARAGENOGD.67177,67177,POINT (16.34561212061625 48.19810523425024),189-61-338,Parkhaus Elbl,Garage Zieglergasse,1070,Wien,Zieglergasse 8,http://www.parkhaus-elbl.at,http://www.parkhaus-elbl.at,http://www.parkeninwien.at/garage-61-338.html,http://www.parkeninwien.at/en/garage-61-338.html,16.34551,48.198062,N,N,
GARAGENOGD.67178,67178,POINT (16.382277262371137 48.15797942512142),189-61-339,Parkhaus Elbl,Parkplatz FH Campus Wien,1100,Wien,Favoritenstraﬂe 226,http://www.parkhaus-elbl.at,http://www.parkhaus-elbl.at,http://www.parkeninwien.at/garage-61-339.html,http://www.parkeninwien.at/en/garage-61-339.html,16.382085,48.158357,N,N,
GARAGENOGD.67179,67179,POINT (16.379428842738676 48.201461801043244),189-61-34,www.parkhaus-elbl.at,Intercont-Garage,1030,Wien,Am Heumarkt 4,http://www.parkhaus-elbl.at,http://www.parkhaus-elbl.at,http://www.parkeninwien.at/garage-61-34.html,http://www.parkeninwien.at/en/garage-61-34.html,16.3791,48.201188,N,Y,
GARAGENOGD.67180,67180,POINT (16.40479612256114 48.27702890244329),189-61-351,PARKHAUS ELBL Betriebsgesellschaft m.b.H,Garage Am Spitz,1210,Wien,Franz Jonas Platz 3,http://www.parkhaus-elbl.at/index.php?option=com_content&view=category&layout=blog&id=64&Itemid=66,http://www.parkhaus-elbl.at/index.php?option=com_content&view=category&layout=blog&id=64&Itemid=66,http://www.parkeninwien.at/garage-61-351.html,http://www.parkeninwien.at/en/garage-61-351.html,16.404805,48.277035,N,N,
GARAGENOGD.67181,67181,POINT (16.352165961420184 48.19195524070612),189-61-79,Parkhaus ELBL,Mollardgasse 21,1060,Wien,Mollardgasse 21,,,http://www.parkeninwien.at/garage-61-79.html,http://www.parkeninwien.at/en/garage-61-79.html,16.352175,48.191961,N,N,
GARAGENOGD.67182,67182,POINT (16.348391189240843 48.19786821475626),189-61-92,www.parkhaus-elbl.at,Garage-Atterseehaus,1070,Wien,Mariahilfer Strasse 78-80,http://www.parkhaus-elbl.at,http://www.parkhaus-elbl.at,http://www.parkeninwien.at/garage-61-92.html,http://www.parkeninwien.at/en/garage-61-92.html,16.3484,48.197874,N,N,
GARAGENOGD.67183,67183,POINT (16.34891119304606 48.20263079176369),189-61-93,www.parkhaus-elbl.at,Neubau-Garage,1070,Wien,Neubaugasse 47,http://www.parkhaus-elbl.at,http://www.parkhaus-elbl.at,http://www.parkeninwien.at/garage-61-93.html,http://www.parkeninwien.at/en/garage-61-93.html,16.34892,48.202637,N,N,
GARAGENOGD.67184,67184,POINT (16.416333023623935 48.17392938708332),189-62-263,ZS Betriebsgesellschaft m.b.H,Garage Zentrum Simmering,1110,Wien,Simmeringer Hauptstraﬂe 96a,,,http://www.parkeninwien.at/garage-62-263.html,http://www.parkeninwien.at/en/garage-62-263.html,16.416342,48.173935,N,Y,
GARAGENOGD.67185,67185,POINT (16.423815969717907 48.20901397412399),189-63-297,Stadion Center Einkaufszentrum Errichtungs GmbH & Co KG,Stadion Center,1020,Wien,Marathonweg 7,http://www.stadioncenter.at,http://www.stadioncenter.at,http://www.parkeninwien.at/garage-63-297.html,http://www.parkeninwien.at/en/garage-63-297.html,16.424008,48.208899,N,Y,
GARAGENOGD.67186,67186,POINT (16.3620080764872 48.23925063824282),189-64-302,Manhattan Sportanlagen Betriebsgesellschaft m.b.H. & Co KG,Manhattan Parking,1190,Wien,Heiligenst‰dter L‰nde 13,,,http://www.parkeninwien.at/garage-64-302.html,http://www.parkeninwien.at/en/garage-64-302.html,16.362017,48.239257,N,N,
GARAGENOGD.67187,67187,POINT (16.35935893478064 48.23919818679221),189-65-330,PremiaFITFacility und IT Management und Service GmbH,Parkgarage DˆbLink,1190,Wien,Heiligenst‰dterstrasse 46-48,http://www.premiafit.at/,,http://www.parkeninwien.at/garage-65-330.html,http://www.parkeninwien.at/en/garage-65-330.html,16.359788,48.239536,N,Y,
GARAGENOGD.67188,67188,POINT (16.319103688892866 48.23839763949901),189-8-184,Anton Grill GmbH,Garage-Grill,1180,Wien,Gersthofer Strasse 137-139,,,http://www.parkeninwien.at/garage-8-184.html,http://www.parkeninwien.at/en/garage-8-184.html,16.319112,48.238404,N,Y,
GARAGENOGD.67190,67190,POINT (16.32541765671983 48.30824712160686),2-13,APCOA Parking Austria GmbH,Klosterneuburg,3400,Klosterneuburg,Hundskehle 21,http://www.apcoa.at/Klosterneuburg--Garage-13d.html,http://www.apcoa.at/Klosterneuburg--Garage-13e.html,http://www.parken.at/garage-2-13.html,http://www.parken.at/en/garage-2-13.html,16.325426,48.308254,N,Y,
GARAGENOGD.67191,67191,POINT (16.298689498494408 48.10228330280046),3-61,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Bahnstraﬂe,2345,Brunn am Gebirge,Bahnstrasse 52,http://www.bestinparking.at/de/garage/brunn-am-gebirge/bahnstrasse-52,,http://www.parken.at/garage-3-61.html,http://www.parken.at/en/garage-3-61.html,16.298698,48.102289,N,N,
GARAGENOGD.67192,67192,POINT (16.292946720729628 48.113950023316704),5-551,BOE GEBƒUDEMANAGEMENT GmbH,Campus 21 Parkhaus F,2345,Brunn/Geb.,Europaring F 13-14,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage-5-551.html,http://www.parken.at/en/garage-5-551.html,16.292955,48.113955,N,N,
GARAGENOGD.67193,67193,POINT (16.611435894632844 48.11818593328808),68-361,Gemeinde Fischamend,P+R Fischamend Bahnhof,2401,Fischamend,Gregerstraﬂe 1,,,http://www.parken.at/garage-68-361.html,http://www.parken.at/en/garage-68-361.html,16.611446,48.118192,Y,N,
GARAGENOGD.67194,67194,POINT (16.328119936300173 48.304651518097906),75-481,Weingut Stift Klosterneuburg GmbH,Stift Klosterneuburg P1,3400,Klosterneuburg,Pater Abel Strasse 19,,,http://www.parken.at/garage-75-481.html,http://www.parken.at/en/garage-75-481.html,16.328128,48.304658,N,Y,
GARAGENOGD.67195,67195,POINT (16.326851744378807 48.30558991419195),75-482,Weingut Stift Klosterneuburg GmbH,Stift Klosterneuburg P2,3400,Klosterneuburg,Rathausplatz 24,,,http://www.parken.at/garage-75-482.html,http://www.parken.at/en/garage-75-482.html,16.32686,48.305596,N,N,
GARAGENOGD.67196,67196,POINT (16.324561955580215 48.30598581415829),75-483,Weingut Stift Klosterneuburg GmbH,Stift Klosterneuburg P3,3400,Klosterneuburg,Albrechtsbergergasse,,,http://www.parken.at/garage-75-483.html,http://www.parken.at/en/garage-75-483.html,16.32457,48.305992,N,Y,
GARAGENOGD.67189,67189,POINT (16.397205992439098 48.19347932432667),189-9-50,ARWAG Immobilientreuhand GesmbH,Garage Rennweg,1030,Wien,Landstraﬂer Hauptstraﬂe 146-148,,,http://www.parkeninwien.at/garage-9-50.html,http://www.parkeninwien.at/en/garage-9-50.html,16.398325,48.192894,N,N,
GARAGENOGD.67044,67044,POINT (16.38589399094875 48.19724920004459),189-33-47,Imperial Riding School Vienna,Imperial Riding School Vienna,1030,Wien,Ungargasse 60,,,http://www.parkeninwien.at/garage-33-47.html,http://www.parkeninwien.at/en/garage-33-47.html,16.386973,48.197119,N,Y,
GARAGENOGD.67045,67045,POINT (16.331555722775583 48.20322960927091),189-34-160,Ing. Richard Lugner,Stadthallen-Garage,1150,Wien,Moeringgasse 9 / Vogelweidplatz,http://www.lugner.at/,http://www.lugner.at/,http://www.parkeninwien.at/garage-34-160.html,http://www.parkeninwien.at/en/garage-34-160.html,16.331301,48.203086,N,N,
GARAGENOGD.67046,67046,POINT (16.33410577413899 48.203462866797864),189-34-222,Ing. Richard Lugner,Lugner-Garagen,1150,Wien,Moeringgasse 20/ Neubauguertel 45,http://www.lugner.at/,http://www.lugner.at/,http://www.parkeninwien.at/garage-34-222.html,http://www.parkeninwien.at/en/garage-34-222.html,16.336596,48.20383,N,Y,
GARAGENOGD.67047,67047,POINT (16.340421232226852 48.20130130411451),189-34-88,Ing. Richard Lugner,Lugner-Garagen,1070,Wien,Kaiserstraﬂe 45,http://www.lugner.at/,http://www.lugner.at/,http://www.parkeninwien.at/garage-34-88.html,http://www.parkeninwien.at/en/garage-34-88.html,16.34043,48.201307,N,N,
GARAGENOGD.67048,67048,POINT (16.341466939722185 48.20341360347667),189-34-89,Ing. Richard Lugner,Lugner Garagen,1070,Wien,Halbgasse 3-5,http://www.lugner.at/,http://www.lugner.at/,http://www.parkeninwien.at/garage-34-89.html,http://www.parkeninwien.at/en/garage-34-89.html,16.341454,48.203595,N,N,
GARAGENOGD.67049,67049,POINT (16.41374672035611 48.23489589777944),189-35-218,Internationales Konferenzzentrum,Garage Internationales Konferenzzentrum,1220,Wien,Bruno-Kreisky-Platz 1,,,http://www.parkeninwien.at/garage-35-218.html,http://www.parkeninwien.at/en/garage-35-218.html,16.413756,48.234902,N,Y,
GARAGENOGD.67050,67050,POINT (16.42074508641323 48.23462059513141),189-36-211,IZD Office Errichtungs- und Verwaltungs,IZD-Tower Garage,1220,Wien,Wagramer Straﬂe 19,,,http://www.parkeninwien.at/garage-36-211.html,http://www.parkeninwien.at/en/garage-36-211.html,16.420754,48.234627,N,Y,
GARAGENOGD.67051,67051,POINT (16.385805801450914 48.26725186129771),189-38-199,KommR Anton Vlach,Parkgarage Vlach,1210,Wien,Jeneweingasse 11,,,http://www.parkeninwien.at/garage-38-199.html,http://www.parkeninwien.at/en/garage-38-199.html,16.385815,48.267258,N,Y,
GARAGENOGD.67052,67052,POINT (16.35707029380117 48.23190154768419),189-4-104,WIPARK Garagen GmbH,Garage Wirtschaftsuniverst‰t Wien,1090,Wien,Augasse 2-6,http://wipark.com,http://wipark.com,http://www.parkeninwien.at/garage-4-104.html,http://www.parkeninwien.at/en/garage-4-104.html,16.357079,48.231908,N,N,
GARAGENOGD.67053,67053,POINT (16.35707029380117 48.23190154768419),189-4-105,WIPARK Garagen GmbH,Garage Pharmazie,1090,Wien,Augasse 2-6,http://wipark.com,http://wipark.com,http://www.parkeninwien.at/garage-4-105.html,http://www.parkeninwien.at/en/garage-4-105.html,16.357079,48.231908,N,N,
GARAGENOGD.67054,67054,POINT (16.361177924858314 48.22791666661439),189-4-106,WIPARK Garagen GmbH,Parkhaus Franz-Josefs-Bahnhof,1090,Wien,Nordbergstrasse 11,http://wipark.com,http://wipark.com,http://www.parkeninwien.at/garage-4-106.html,http://www.parkeninwien.at/en/garage-4-106.html,16.361336,48.228197,N,N,
GARAGENOGD.67055,67055,POINT (16.360663669796807 48.21419490037268),189-4-108,WIPARK Garagen GmbH,Votivpark-Garage,1090,Wien,Universit‰tsstrasse,http://wipark.com,http://wipark.com,http://www.parkeninwien.at/garage-4-108.html,http://www.parkeninwien.at/en/garage-4-108.html,16.358422,48.214367,N,Y,
GARAGENOGD.67056,67056,POINT (16.346613767659253 48.16735906420581),189-4-115,WIPARK Garagen GmbH,Business Park Vienna P1,1100,Wien,Clemens-Holzmeister-Straﬂe 4-6,http://wipark.com,http://wipark.com,http://www.parkeninwien.at/garage-4-115.html,http://www.parkeninwien.at/en/garage-4-115.html,16.34678,48.167674,N,Y,
GARAGENOGD.67057,67057,POINT (16.34677085428347 48.1676680601239),189-4-116,WIPARK Garagen GmbH,Business Park Vienna P2,1100,Wien,Clemens-Holzmeister-Straﬂe 2-4,http://wipark.com,http://wipark.com,http://www.parkeninwien.at/garage-4-116.html,http://www.parkeninwien.at/en/garage-4-116.html,16.34678,48.167674,N,Y,
GARAGENOGD.67058,67058,POINT (16.34689435510433 48.16890395440636),189-4-125,WIPARK Garagen GmbH,Garage Vienna Twin Tower,1100,Wien,Wienerbergstrasse 11,http://wipark.com,http://wipark.com,http://www.parkeninwien.at/garage-4-125.html,http://www.parkeninwien.at/en/garage-4-125.html,16.346903,48.16891,N,Y,
GARAGENOGD.67059,67059,POINT (16.344879872480206 48.16949066934429),189-4-128,WIPARK Garagen GmbH,Gesundheitszentrum S¸d,1100,Wien,Wienerbergstraﬂe 13-19,http://wipark.com,http://wipark.com,http://www.parkeninwien.at/garage-4-128.html,http://www.parkeninwien.at/en/garage-4-128.html,16.344499,48.1697,N,N,
GARAGENOGD.67060,67060,POINT (16.376713630134095 48.20532314046916),189-4-13,WIPARK Garagen GmbH,"Parkring-Garage, City Parkgaragen/Wipark",1010,Wien,Parkring 12a,http://www.wipark.at/,http://www.wipark.at/,http://www.parkeninwien.at/garage-4-13.html,http://www.parkeninwien.at/en/garage-4-13.html,16.377566,48.20488,N,N,
GARAGENOGD.67061,67061,POINT (16.377112654027204 48.202334175984305),189-4-15,WIPARK Garagen GmbH,Garage Beethovenplatz,1010,Wien,Beethovenplatz 3,http://www.wipark.at/,http://www.wipark.at/,http://www.parkeninwien.at/garage-4-15.html,http://www.parkeninwien.at/en/garage-4-15.html,16.377122,48.20234,N,N,
GARAGENOGD.67062,67062,POINT (16.336719344893456 48.197577023406055),189-4-161,WIPARK Garagen GmbH,Parkhaus Westbahnhof,1150,Wien,Felberstrasse 1,http://wipark.com,http://wipark.com,http://www.parkeninwien.at/garage-4-161.html,http://www.parkeninwien.at/en/garage-4-161.html,16.336728,48.197583,N,Y,
GARAGENOGD.67063,67063,POINT (16.310118347473527 48.12847759203759),189-4-207,WIPARK Garagen GmbH,P+R U6 Siebenhirten,1230,Wien,Porsche Strasse 25,http://wipark.com,http://wipark.com,http://www.parkeninwien.at/garage-4-207.html,http://www.parkeninwien.at/en/garage-4-207.html,16.310478,48.129412,Y,Y,
GARAGENOGD.67064,67064,POINT (16.376433959398966 48.2045637180351),189-4-226,WIPARK Garagen GmbH,Garage Weihburggasse,1010,Wien,Hegelgasse 1,http://wipark.com,http://wipark.com,http://www.parkeninwien.at/garage-4-226.html,http://www.parkeninwien.at/en/garage-4-226.html,16.376206,48.204983,N,Y,
GARAGENOGD.67065,67065,POINT (16.397601526115675 48.22898120648487),189-4-269,WIPARK Garagen GmbH,Garage Geriatriezentrum Leopoldstadt,1020,Wien,Engerthstraﬂe 154a,http://www.wipark.at/,http://www.wipark.at/,http://www.parkeninwien.at/garage-4-269.html,http://www.parkeninwien.at/en/garage-4-269.html,16.397399,48.228622,N,N,
GARAGENOGD.67066,67066,POINT (16.36276175136382 48.199850505043756),189-4-270,WIPARK Garagen GmbH,Garage Technische Universit‰t - Leharg,1060,Wien,Lehargasse 4,http://www.wipark.at/,http://www.wipark.at/,http://www.parkeninwien.at/garage-4-270.html,http://www.parkeninwien.at/en/garage-4-270.html,16.362691,48.201313,N,N,
GARAGENOGD.67067,67067,POINT (16.30576695127432 48.19621454859554),189-4-280,WIPARK Garagen GmbH,Garage Missindorferstraﬂe,1140,Wien,Missindorferstraﬂe 21-23,http://wipark.com,http://wipark.com,http://www.parkeninwien.at/garage-4-280.html,http://www.parkeninwien.at/en/garage-4-280.html,16.227705,48.221043,N,N,
GARAGENOGD.67068,67068,POINT (16.359971386872054 48.182531405977755),189-4-286,WIPARK Garagen GmbH,Garage Wiedner Hauptstraﬂe (2. UG),1050,Wien,Hollgasse,http://www.wipark.at/,http://www.wipark.at/,http://www.parkeninwien.at/garage-4-286.html,http://www.parkeninwien.at/en/garage-4-286.html,16.360345,48.182316,N,Y,
GARAGENOGD.67069,67069,POINT (16.403943068768143 48.188249710563674),189-4-287,WIPARK Garagen GmbH,Media Quarter Marx Parkplatz,1030,Wien,Marc-Jacobi-Gasse 2,http://www.wipark.at/,http://www.wipark.at/,http://www.parkeninwien.at/garage-4-287.html,http://www.parkeninwien.at/en/garage-4-287.html,16.406612,48.190067,N,N,
GARAGENOGD.67070,67070,POINT (16.28363952836786 48.13567281266393),189-4-306,WIPARK Garagen GmbH,P+R Liesing,1230,Wien,Liesinger Platz 1,http://www.wipark.at/eportal/,http://www.wipark.at/eportal/,http://www.parkeninwien.at/garage-4-306.html,http://www.parkeninwien.at/en/garage-4-306.html,16.283648,48.135678,Y,Y,
GARAGENOGD.67071,67071,POINT (16.368214692223898 48.24887709928179),189-4-307,WIPARK Garagen GmbH,P+R U4 Heiligenstadt,1190,Wien,Mooslackengasse,http://www.wipark.at/eportal/,http://www.wipark.at/eportal/,http://www.parkeninwien.at/garage-4-307.html,http://www.parkeninwien.at/en/garage-4-307.html,16.368223,48.248883,Y,N,
GARAGENOGD.67072,67072,POINT (16.36910713556818 48.21653174336527),189-4-308,WIPARK Garagen GmbH,Garage Gonzagagasse,1010,Wien,Gonzagagasse 23,http://www.wipark.at/,http://www.wipark.at/,http://www.parkeninwien.at/garage-4-308.html,http://www.parkeninwien.at/en/garage-4-308.html,16.36904,48.216482,N,Y,
GARAGENOGD.67073,67073,POINT (16.41218108014412 48.19127822693269),189-4-309,WIPARK Garagen GmbH,Town Town Tangente,1030,Wien,Im Erdberger Mais 3,http://www.wipark.at/,http://www.wipark.at/,http://www.parkeninwien.at/garage-4-309.html,http://www.parkeninwien.at/en/garage-4-309.html,16.41252,48.190969,N,N,
GARAGENOGD.67074,67074,POINT (16.404904366736506 48.189897273630436),189-4-310,WIPARK Garagen GmbH,Garage Media Quarter Marx,1030,Wien,Henneberggasse 2-6,,,http://www.parkeninwien.at/garage-4-310.html,http://www.parkeninwien.at/en/garage-4-310.html,16.405055,48.189727,N,N,
GARAGENOGD.67075,67075,POINT (16.36504661130815 48.19800722044414),189-4-311,WIPARK Garagen GmbH,Garage K¸hnplatz,1040,Wien,K¸hnplatz 1,http://www.wipark.at/,http://www.wipark.at/,http://www.parkeninwien.at/garage-4-311.html,http://www.parkeninwien.at/en/garage-4-311.html,16.365385,48.197992,N,N,
GARAGENOGD.67076,67076,POINT (16.359498312192507 48.18222238316376),189-4-312,WIPARK Garagen GmbH,Wiedner Hauptstraﬂe,1050,Wien,Wiedner Hauptstraﬂe 135,http://www.wipark.at/,http://www.wipark.at/,http://www.parkeninwien.at/garage-4-312.html,http://www.parkeninwien.at/en/garage-4-312.html,16.359507,48.182228,N,N,
GARAGENOGD.67077,67077,POINT (16.38536399423085 48.16375592973521),189-4-313,WIPARK Garagen GmbH,City X,1100,Wien,Katharinengasse 2,http://www.wipark.at/,http://www.wipark.at/,http://www.parkeninwien.at/garage-4-313.html,http://www.parkeninwien.at/en/garage-4-313.html,16.385064,48.163658,N,Y,
GARAGENOGD.67078,67078,POINT (16.41378330020032 48.176382647991964),189-4-315,WIPARK Garagen GmbH,Enkplatz,1110,Wien,Enkplatz,http://www.wipark.at/,http://www.wipark.at/,http://www.parkeninwien.at/garage-4-315.html,http://www.parkeninwien.at/en/garage-4-315.html,16.413169,48.17616,N,Y,
GARAGENOGD.67079,67079,POINT (16.4179804130975 48.172296694055284),189-4-316,WIPARK Garagen GmbH,Simmeringer Hauptstraﬂe 108a,1110,Wien,Simmeringer Hauptstraﬂe 108a,http://www.wipark.at/,http://www.wipark.at/,http://www.parkeninwien.at/garage-4-316.html,http://www.parkeninwien.at/en/garage-4-316.html,16.41799,48.172302,N,N,
GARAGENOGD.67080,67080,POINT (16.422499418039315 48.169194703627284),189-4-317,WIPARK Garagen GmbH,Simmeringer Platz,1110,Wien,Simmeringer Hauptstraﬂe 171,http://www.wipark.at/,http://www.wipark.at/,http://www.parkeninwien.at/garage-4-317.html,http://www.parkeninwien.at/en/garage-4-317.html,16.422029,48.168956,N,N,
GARAGENOGD.67081,67081,POINT (16.412840681505944 48.174104532069414),189-4-318,WIPARK Garagen GmbH,Simmeringer Markt,1110,Wien,Gottschalkgasse 10,http://www.wipark.at/,http://www.wipark.at/,http://www.parkeninwien.at/garage-4-318.html,http://www.parkeninwien.at/en/garage-4-318.html,16.412085,48.174159,N,Y,
GARAGENOGD.67082,67082,POINT (16.330390689147148 48.17088808501987),189-4-320,WIPARK Garagen GmbH,Europlaza,1120,Wien,Pottendorferstraﬂe 16,http://www.wipark.at/,http://www.wipark.at/,http://www.parkeninwien.at/garage-4-320.html,http://www.parkeninwien.at/en/garage-4-320.html,16.330063,48.171315,N,Y,
GARAGENOGD.67083,67083,POINT (16.296722926051658 48.18733819785937),189-4-321,WIPARK Garagen GmbH,Auhofstraﬂe,1130,Wien,Auhofstraﬂe 8,http://www.wipark.at/,http://www.wipark.at/,http://www.parkeninwien.at/garage-4-321.html,http://www.parkeninwien.at/en/garage-4-321.html,16.296731,48.187344,N,Y,
