FID,SHAPE,SE_SDO_ROWID,SE_ANNO_CAD_DATA,BEZIRK,ADRESSE,ANZAHL,ART_KAT
FAHRRADABSTELLANLAGEOGD.4733489,POINT (16.362662831969068 48.21842130881399),4733489,,9,"Berggasse 17, Erweiterung",8,0
FAHRRADABSTELLANLAGEOGD.4733490,POINT (16.32613928024335 48.22130144842636),4733490,,17,"Gschwandnergasse †60-64, (Erweiterung)",10,0
FAHRRADABSTELLANLAGEOGD.4733491,POINT (16.333985080317078 48.20270382637897),4733491,,15,Moeringgasse 10,12,0
FAHRRADABSTELLANLAGEOGD.4733492,POINT (16.274799325157137 48.19218502314157),4733492,,13,"Hietzinger Kai †169, U4-Station Ober St.Veit",12,0
FAHRRADABSTELLANLAGEOGD.4733493,POINT (16.3638974734066 48.22089821805766),4733493,,9,"Gr¸nentorgasse 19A, Servitengasse",8,0
FAHRRADABSTELLANLAGEOGD.4733494,POINT (16.28250568848509 48.17379632065238),4733494,,13,"Versorgungsheimstraﬂe, Anton Langer Gasse",8,0
FAHRRADABSTELLANLAGEOGD.4733495,POINT (16.291088473762787 48.23365145804572),4733495,,17,Rudolf-Kirchschl‰ger-Platz,6,0
FAHRRADABSTELLANLAGEOGD.4733496,POINT (16.31996720753972 48.185810776023395),4733496,,13,"Schˆnbrunner Br¸cke, U-Bahnstation Schˆnbrunn",8,0
FAHRRADABSTELLANLAGEOGD.4733497,POINT (16.3486247570307 48.19982452791047),4733497,,7,Lindengasse 40,16,0
FAHRRADABSTELLANLAGEOGD.4733498,POINT (16.343178483419997 48.204493294706644),4733498,,7,Schottenfeldgasse†70,10,0
FAHRRADABSTELLANLAGEOGD.4733499,POINT (16.430517217123874 48.20616735826805),4733499,,2,U2-Donaumarina Wehlistraﬂe,18,0
FAHRRADABSTELLANLAGEOGD.4733500,POINT (16.41265373451146 48.21524377102654),4733500,,2,"Vorgartenstraﬂe U2, gg¸. Sturgasse, ¸berdachte Abstellanlage",56,1
FAHRRADABSTELLANLAGEOGD.4733501,POINT (16.38655954807178 48.21616191885379),4733501,,2,Nestroyplatz U1,8,0
FAHRRADABSTELLANLAGEOGD.4733502,POINT (16.434064876975476 48.20362350844981),4733502,,2,"Wehlistraﬂe gg¸. 364, vor Opel Kandl",12,0
FAHRRADABSTELLANLAGEOGD.4733503,POINT (16.43092440377259 48.205850175201284),4733503,,2,U2-Donaumarina Wehlistraﬂe,26,0
FAHRRADABSTELLANLAGEOGD.4733504,POINT (16.44910460982184 48.27765023109275),4733504,,21,Thayagasse - Mˆllplatz,16,0
FAHRRADABSTELLANLAGEOGD.4733505,POINT (16.37859795268669 48.1742423519095),4733505,,10,Reumannplatz 23,6,0
FAHRRADABSTELLANLAGEOGD.4733506,POINT (16.282411566014616 48.17380100720969),4733506,,13,Versorgungsheimstraﬂe gg¸. 6,6,0
FAHRRADABSTELLANLAGEOGD.4733507,POINT (16.35274323816785 48.23406865661747),4733507,,19,Dˆblinger Hauptstraﬂe 7A,4,0
FAHRRADABSTELLANLAGEOGD.4733508,POINT (16.34931280677579 48.230611205505454),4733508,,18,Mollgasse,6,0
FAHRRADABSTELLANLAGEOGD.4733509,POINT (16.345745951096745 48.2003971243051),4733509,,7,Seidengasse 8,8,0
FAHRRADABSTELLANLAGEOGD.4733510,POINT (16.40769354511249 48.19394349367864),4733510,,3,Schlachthausgasse U3-Station,6,0
FAHRRADABSTELLANLAGEOGD.4733511,POINT (16.378654655071415 48.17440801319318),4733511,,10,Reumannplatz 23,6,0
FAHRRADABSTELLANLAGEOGD.4733442,POINT (16.384516878636614 48.21488642503552),4733442,,2,Praterstraﬂe 31,6,0
FAHRRADABSTELLANLAGEOGD.4733512,POINT (16.428629447370515 48.20747699692252),4733512,,2,Wehlistraﬂe gg¸. 326,12,0
FAHRRADABSTELLANLAGEOGD.4733513,POINT (16.436796417818623 48.2016450922678),4733513,,2,Wehlistraﬂe 303,12,0
FAHRRADABSTELLANLAGEOGD.4733514,POINT (16.39514879300637 48.221237926381455),4733514,,2,Joseph-Roth-Gasse,20,0
FAHRRADABSTELLANLAGEOGD.4733515,POINT (16.349092648468666 48.2008228906838),4733515,,7,Neubaugasse 25,8,0
FAHRRADABSTELLANLAGEOGD.4733516,POINT (16.383744947739906 48.206837057561025),4733516,,3,Sparefrohgasse,30,0
FAHRRADABSTELLANLAGEOGD.4733517,POINT (16.34127770855938 48.21311033441165),4733517,,8,Laudongasse 69,4,0
FAHRRADABSTELLANLAGEOGD.4733518,POINT (16.362970789592566 48.22035884930986),4733518,,9,M¸llnergasse 9-11,2,0
FAHRRADABSTELLANLAGEOGD.4733519,POINT (16.35227435613229 48.20104881731916),4733519,,7,Kirchengasse 18,6,0
FAHRRADABSTELLANLAGEOGD.4733520,POINT (16.36175402429321 48.246697310977574),4733520,,19,Klagbundgasse 6,12,0
FAHRRADABSTELLANLAGEOGD.4733521,POINT (16.349254945504214 48.20100645011597),4733521,,7,Mondscheingasse 20,8,0
FAHRRADABSTELLANLAGEOGD.4733522,POINT (16.349391681109644 48.19993580415216),4733522,,7,Lindengasse 36,10,0
FAHRRADABSTELLANLAGEOGD.4733523,POINT (16.34052619308075 48.20194907666613),4733523,,7,Kaiserstraﬂe 50,6,0
FAHRRADABSTELLANLAGEOGD.4733524,POINT (16.34344915542754 48.19900186664618),4733524,,7,Lindengasse 65,4,0
FAHRRADABSTELLANLAGEOGD.4733525,POINT (16.377883772223544 48.23968670697347),4733525,,20,Hˆchst‰dtplatz 5,16,0
FAHRRADABSTELLANLAGEOGD.4733526,POINT (16.350438707387713 48.20137949839719),4733526,,7,Zollergasse 26,16,0
FAHRRADABSTELLANLAGEOGD.4733527,POINT (16.3546364812933 48.191306787083555),4733527,,5,Sonnenhofgasse 3,6,0
FAHRRADABSTELLANLAGEOGD.4733528,POINT (16.352732835210066 48.219415285847745),4733528,,9,Sensengasse 1,8,0
FAHRRADABSTELLANLAGEOGD.4733529,POINT (16.380214099418534 48.23649657476659),4733529,,20,Dresdner Straﬂe 51,8,0
FAHRRADABSTELLANLAGEOGD.4733530,POINT (16.35117038777784 48.214890672913725),4733530,,8,Alser Straﬂe 21,8,0
FAHRRADABSTELLANLAGEOGD.4733531,POINT (16.3741923145444 48.212815499864),4733531,,1,Morzinplatz gg¸. 2,8,0
FAHRRADABSTELLANLAGEOGD.4733532,POINT (16.374188964259417 48.21268886814854),4733532,,1,"Morzinplatz 2, Morzinplatz",12,0
FAHRRADABSTELLANLAGEOGD.4733533,POINT (16.443058692210762 48.24896403269717),4733533,,22,Wagramer Straﬂe 142,6,0
FAHRRADABSTELLANLAGEOGD.4733534,POINT (16.338949812945675 48.20167086001655),4733534,,7,Westbahnstraﬂe 43,6,0
FAHRRADABSTELLANLAGEOGD.4733535,POINT (16.35096808044453 48.20128819504135),4733535,,7,Mondscheingasse 9,8,0
FAHRRADABSTELLANLAGEOGD.4733536,POINT (16.349134522261142 48.19991040995555),4733536,,7,"Lindengasse 38, Neubaugasse",6,0
FAHRRADABSTELLANLAGEOGD.4733537,POINT (16.348526900131464 48.19974539849647),4733537,,7,Lindengasse 45,6,0
FAHRRADABSTELLANLAGEOGD.4733538,POINT (16.35303820782178 48.212009693305944),4733538,,8,Florianigasse 11,6,0
FAHRRADABSTELLANLAGEOGD.4733539,POINT (16.326159275171868 48.191626312899366),4733539,,15,Lehnergasse 3,6,0
FAHRRADABSTELLANLAGEOGD.4733540,POINT (16.35185438872858 48.206798182220375),4733540,,8,Neudeggergasse 5,6,0
FAHRRADABSTELLANLAGEOGD.4733541,POINT (16.35398087187508 48.2108372632145),4733541,,8,Lenaugasse 15,4,0
FAHRRADABSTELLANLAGEOGD.4733542,POINT (16.348073683682795 48.21199106524993),4733542,,8,"Florianigasse 39, Fuhrmanngasse",8,0
FAHRRADABSTELLANLAGEOGD.4733543,POINT (16.369020151951673 48.191223351643636),4733543,,4,Graf-Starhemberg-Gasse 8-10,6,0
FAHRRADABSTELLANLAGEOGD.4733544,POINT (16.35402338266511 48.211316556700375),4733544,,8,Lenaugasse gg¸. 19,8,0
FAHRRADABSTELLANLAGEOGD.4733545,POINT (16.349328256618552 48.21519795407974),4733545,,9,Alser Straﬂe 16,8,0
FAHRRADABSTELLANLAGEOGD.4733546,POINT (16.348020825016533 48.2143901515345),4733546,,8,Lederergasse 39,6,0
FAHRRADABSTELLANLAGEOGD.4733547,POINT (16.37631720615057 48.190191206582554),4733547,,4,St.-Elisabeth-Platz,6,0
FAHRRADABSTELLANLAGEOGD.4733548,POINT (16.317124211788414 48.12597967255926),4733548,,23,Ketzergasse 14,6,0
FAHRRADABSTELLANLAGEOGD.4733549,POINT (16.396002421332614 48.222852187554224),4733549,,2,Walcherstraﬂe 9,10,0
FAHRRADABSTELLANLAGEOGD.4733550,POINT (16.48491013422275 48.238159407890905),4733550,,22,Am Heidjˆchl,6,0
FAHRRADABSTELLANLAGEOGD.4733551,POINT (16.484271375014323 48.23920216836),4733551,,22,"Zanggasse, Quadenstraﬂe",12,0
FAHRRADABSTELLANLAGEOGD.4733552,POINT (16.3649106595243 48.25191256728471),4733552,,19,Halteraugasse 7,6,0
FAHRRADABSTELLANLAGEOGD.4733553,POINT (16.48864393944391 48.236869961075804),4733553,,22,Am Heidjˆchl 31,8,0
FAHRRADABSTELLANLAGEOGD.4733554,POINT (16.48462820833618 48.238289624379476),4733554,,22,Am Heidjˆchl 6,10,0
FAHRRADABSTELLANLAGEOGD.4733555,POINT (16.483894687270993 48.23952681971865),4733555,,22,Zanggasse 2,10,0
FAHRRADABSTELLANLAGEOGD.4733556,POINT (16.37189223164825 48.19029160552373),4733556,,4,Favoritenstraﬂe 21,6,0
FAHRRADABSTELLANLAGEOGD.4733557,POINT (16.35169496996484 48.20639309725593),4733557,,8,Lerchenfelder Straﬂe 18-24,8,0
FAHRRADABSTELLANLAGEOGD.4733558,POINT (16.36600993509751 48.198072406125284),4733558,,4,Operngasse 28,6,0
FAHRRADABSTELLANLAGEOGD.4733559,POINT (16.37236228071283 48.189162801655044),4733559,,4,Favoritenstraﬂe 54,14,0
FAHRRADABSTELLANLAGEOGD.4733560,POINT (16.384444906732064 48.18938331548043),4733560,,3,Jacquingasse 53,8,0
FAHRRADABSTELLANLAGEOGD.4733561,POINT (16.3639526963292 48.19554515253502),4733561,,4,Margaretenstraﬂe 31,12,0
FAHRRADABSTELLANLAGEOGD.4733562,POINT (16.37239364786679 48.21373950110332),4733562,,1,Rudolfsplatz gg¸. 8,16,0
FAHRRADABSTELLANLAGEOGD.4733563,POINT (16.36480704641478 48.2489941579419),4733563,,19,Boschstraﬂe†8,12,0
FAHRRADABSTELLANLAGEOGD.4733564,POINT (16.35546022003317 48.242244873798455),4733564,,19,Dˆblinger Hauptstraﬂe 83,8,0
FAHRRADABSTELLANLAGEOGD.4733565,POINT (16.35513557411531 48.231154570419434),4733565,,9,Latschkagasse 4,8,0
FAHRRADABSTELLANLAGEOGD.4733566,POINT (16.341790524238753 48.242784040648495),4733566,,19,Obkirchergasse 22,6,0
FAHRRADABSTELLANLAGEOGD.4733567,POINT (16.311007843579638 48.19570649176435),4733567,,14,Goldschlagstraﬂe 137,12,0
FAHRRADABSTELLANLAGEOGD.4733568,POINT (16.386382300213324 48.26393555701253),4733568,,21,"Jedleseer Straﬂe 96, SPAR",8,0
FAHRRADABSTELLANLAGEOGD.4733569,POINT (16.33246258856699 48.218252949934424),4733569,,17,Kalvarienberggasse 30,8,0
FAHRRADABSTELLANLAGEOGD.4733570,POINT (16.329106439939654 48.21645123188731),4733570,,17,Geblergasse 78,4,0
FAHRRADABSTELLANLAGEOGD.4733571,POINT (16.448103005780172 48.288111706536924),4733571,,21,"Gerasdorfer Straﬂe, Grenzweg",12,0
FAHRRADABSTELLANLAGEOGD.4733572,POINT (16.35550536539037 48.27604159936403),4733572,,19,"Kuchelauer Hafenstraﬂe, Jausenstation Trummer - Donaustraﬂe",12,0
FAHRRADABSTELLANLAGEOGD.4733573,POINT (16.342191565384066 48.24485616992669),4733573,,19,Obkirchergasse 37-39,4,0
FAHRRADABSTELLANLAGEOGD.4733574,POINT (16.354636613363564 48.24461504818508),4733574,,19,Nuﬂwaldgasse 29,8,0
FAHRRADABSTELLANLAGEOGD.4733575,POINT (16.39231853762419 48.270004567824394),4733575,,21,Hopfengasse†3,8,0
FAHRRADABSTELLANLAGEOGD.4733576,POINT (16.338047474781032 48.241098990042694),4733576,,19,Sailer‰ckergasse 5-11,8,0
FAHRRADABSTELLANLAGEOGD.4733577,POINT (16.353743343367817 48.239092160806166),4733577,,19,Gatterburggasse 21,8,0
FAHRRADABSTELLANLAGEOGD.4733578,POINT (16.342922251501715 48.25577870242807),4733578,,19,"Langackergasse 1, Sandgasse",6,0
FAHRRADABSTELLANLAGEOGD.4733579,POINT (16.355906324977365 48.274618152414334),4733579,,19,"Bloschgasse, Billergasse",12,0
FAHRRADABSTELLANLAGEOGD.4733580,POINT (16.41566176700918 48.28916395657033),4733580,,21,"Br¸nner Straﬂe†211, Anton-Schall-Gasse",6,0
FAHRRADABSTELLANLAGEOGD.4733581,POINT (16.36994399158798 48.25346901582231),4733581,,19,Muthgasse 68,12,0
FAHRRADABSTELLANLAGEOGD.4733582,POINT (16.354632640949983 48.2094030362467),4733582,,8,Lenaugasse 2,6,0
FAHRRADABSTELLANLAGEOGD.4733583,POINT (16.34100782851537 48.21311107481009),4733583,,8,"Laudongasse 69, Blindengasse",8,0
FAHRRADABSTELLANLAGEOGD.4733584,POINT (16.366974689861497 48.258702399127316),4733584,,19,"Kahlenberger Straﬂe, Heiligenst‰dter Str. (Postamt)",2,0
FAHRRADABSTELLANLAGEOGD.4733585,POINT (16.44943665331826 48.283792086495495),4733585,,21,Kainachgasse†37,6,0
FAHRRADABSTELLANLAGEOGD.4733586,POINT (16.347512260776845 48.24726232089951),4733586,,19,Iglaseegasse 18,6,0
FAHRRADABSTELLANLAGEOGD.4733587,POINT (16.366419351170098 48.26013235058174),4733587,,19,Nuﬂdorfer Platz†5,6,0
FAHRRADABSTELLANLAGEOGD.4733588,POINT (16.415332420717082 48.301514731889625),4733588,,21,Stammersdorfer Straﬂe†85,6,0
FAHRRADABSTELLANLAGEOGD.4733589,POINT (16.364224534798755 48.24872576778581),4733589,,19,Josef-Hindels-Gasse,8,0
FAHRRADABSTELLANLAGEOGD.4733590,POINT (16.34103524005264 48.240302558015934),4733590,,19,"Krottenbachstraﬂe, Station Krottenbachstraﬂe",8,0
FAHRRADABSTELLANLAGEOGD.4733591,POINT (16.31748132856391 48.23743387843337),4733591,,18,"Scheibenbergstraﬂe 63, Hockegasse",10,0
FAHRRADABSTELLANLAGEOGD.4733592,POINT (16.336729099895457 48.27582126732487),4733592,,19,"Kahlenberger Straﬂe, Parkplatz",20,0
FAHRRADABSTELLANLAGEOGD.4733593,POINT (16.335919872679998 48.27488390342713),4733593,,19,"Am Kahlenberg 26, Hotel",8,0
FAHRRADABSTELLANLAGEOGD.4733594,POINT (16.420911669755288 48.27116295729242),4733594,,21,"Hochbahngasse, S-Bahn-Station Siemensstraﬂe",52,0
FAHRRADABSTELLANLAGEOGD.4733595,POINT (16.354290547569846 48.235708157883835),4733595,,19,Pantzergasse 25,8,0
FAHRRADABSTELLANLAGEOGD.4733596,POINT (16.367512612346545 48.24722076273178),4733596,,19,Muthgasse†18,10,0
FAHRRADABSTELLANLAGEOGD.4733597,POINT (16.369874979595085 48.25328905710981),4733597,,19,Muthgasse†66,12,0
FAHRRADABSTELLANLAGEOGD.4733598,POINT (16.33152917772944 48.17354163130565),4733598,,12,Schedifkaplatz,36,0
FAHRRADABSTELLANLAGEOGD.4733599,POINT (16.3914890754668 48.21903799021203),4733599,,2,Praterstern,14,0
FAHRRADABSTELLANLAGEOGD.4733600,POINT (16.358622334386745 48.17391023269209),4733600,,10,Guﬂriegelstraﬂe 17,12,0
FAHRRADABSTELLANLAGEOGD.4733601,POINT (16.38728233020253 48.20246528948707),4733601,,3,Ungargasse 25,6,0
FAHRRADABSTELLANLAGEOGD.4733602,POINT (16.373880436062375 48.21277211193536),4733602,,1,Salzgries 2,4,0
FAHRRADABSTELLANLAGEOGD.4733603,POINT (16.378506287964914 48.242652528475155),4733603,,20,"Marchfeldstraﬂe gg¸. 14, Leystraﬂe",6,0
FAHRRADABSTELLANLAGEOGD.4733604,POINT (16.35700999255734 48.21465248996495),4733604,,9,Universit‰tsstraﬂe 8,8,0
FAHRRADABSTELLANLAGEOGD.4733605,POINT (16.361094577799495 48.22292551531253),4733605,,9,Porzellangasse 39,10,0
FAHRRADABSTELLANLAGEOGD.4733606,POINT (16.35563477301557 48.20432148087676),4733606,,7,Burggasse 6-8,4,0
FAHRRADABSTELLANLAGEOGD.4733607,POINT (16.488493321649482 48.236799915485186),4733607,,22,Am Heidjˆchl 14,10,0
FAHRRADABSTELLANLAGEOGD.4733608,POINT (16.34852083613665 48.23566567143609),4733608,,19,Lannerstraﬂe 1,10,0
FAHRRADABSTELLANLAGEOGD.4733609,POINT (16.39999742827097 48.227296383771524),4733609,,2,"Engerthstraﬂe 173-175, Hotel Lassalle",6,0
FAHRRADABSTELLANLAGEOGD.4733610,POINT (16.41613665720988 48.301354764196425),4733610,,21,Freiheitsplatz,6,0
FAHRRADABSTELLANLAGEOGD.4733611,POINT (16.356888596441127 48.20998731378199),4733611,,1,Lichtenfelsgasse 5,6,0
FAHRRADABSTELLANLAGEOGD.4733612,POINT (16.434506534966477 48.24213915982387),4733612,,22,Siebeckstraﬂe - Wagramer Straﬂe,8,0
FAHRRADABSTELLANLAGEOGD.4733613,POINT (16.304444303730634 48.20234626571705),4733613,,14,Breitenseer Straﬂe 76-80,6,0
FAHRRADABSTELLANLAGEOGD.4733614,POINT (16.40092079039586 48.197027109346095),4733614,,3,"Kardinal-Nagl-Platz 6-7, U3 Station",12,0
FAHRRADABSTELLANLAGEOGD.4733615,POINT (16.314323710496108 48.12648990700367),4733615,,23,Ketzergasse 41,4,0
FAHRRADABSTELLANLAGEOGD.4733616,POINT (16.365012027675174 48.24899863902434),4733616,,19,Boschstraﬂe 8,6,0
FAHRRADABSTELLANLAGEOGD.4733617,POINT (16.362484741755566 48.22265664154292),4733617,,9,Verena-Buben-Weg,10,0
FAHRRADABSTELLANLAGEOGD.4733618,POINT (16.364493843769726 48.19933270142818),4733618,,6,Linke Wienzeile gg¸. 6,4,0
FAHRRADABSTELLANLAGEOGD.4733619,POINT (16.401749398202508 48.19658422755924),4733619,,3,Hainburger Straﬂe 68-70,6,0
FAHRRADABSTELLANLAGEOGD.4733620,POINT (16.36136151654149 48.22954802958159),4733620,,9,Alexander-Nehr-Gasse 1A,6,0
FAHRRADABSTELLANLAGEOGD.4733621,POINT (16.40089094283425 48.19703871841224),4733621,,3,Kardinal-Nagl-Platz 6-8,12,0
FAHRRADABSTELLANLAGEOGD.4733622,POINT (16.364101441174054 48.199123966945706),4733622,,6,Linke Wienzeile gg¸. 10,8,0
FAHRRADABSTELLANLAGEOGD.4733623,POINT (16.39602336880113 48.255672185865656),4733623,,21,Floridsdorfer Hauptstraﬂe 18,2,0
FAHRRADABSTELLANLAGEOGD.4733624,POINT (16.420678791811056 48.27140368477402),4733624,,21,"Thayagasse, Hochbahngasse",8,1
FAHRRADABSTELLANLAGEOGD.4733625,POINT (16.384069709423 48.23661774050309),4733625,,20,Donaueschingenstraﬂe 13,4,0
FAHRRADABSTELLANLAGEOGD.4733626,POINT (16.401342174660098 48.203848088264905),4733626,,2,Bˆcklinstraﬂe 88,4,0
FAHRRADABSTELLANLAGEOGD.4733627,POINT (16.388258321499304 48.227454513423766),4733627,,2,Alliiertenstraﬂe 19,6,0
FAHRRADABSTELLANLAGEOGD.4733628,POINT (16.388157932579375 48.173988368371376),4733628,,10,Quellenstraﬂe 51-55,4,0
FAHRRADABSTELLANLAGEOGD.4733629,POINT (16.37090924181887 48.19178951008007),4733629,,4,Waltergasse 1,8,0
FAHRRADABSTELLANLAGEOGD.4733630,POINT (16.379661929155233 48.216335594273),4733630,,2,Karmeliterplatz 5,8,0
FAHRRADABSTELLANLAGEOGD.4733631,POINT (16.37940052247679 48.21643045410404),4733631,,2,Karmelitergasse 8,4,0
FAHRRADABSTELLANLAGEOGD.4733632,POINT (16.35326297279479 48.23021432726279),4733632,,9,Ayrenhofgasse 6,8,0
FAHRRADABSTELLANLAGEOGD.4733633,POINT (16.41808513411137 48.29333997363031),4733633,,21,"Br¸nner Straﬂe, Kummergasse",8,0
FAHRRADABSTELLANLAGEOGD.4733634,POINT (16.357041255354563 48.20593819780611),4733634,,7,"Museumstraﬂe 12, Richtung Postamt",6,0
FAHRRADABSTELLANLAGEOGD.4733635,POINT (16.362300708080667 48.198211430316995),4733635,,6,"Linke Wienzeile gg¸. 24, Naschmarkt, Erweiterung 4 Stk. 28.10.2010",16,0
FAHRRADABSTELLANLAGEOGD.4733636,POINT (16.360767302116237 48.19756813635192),4733636,,6,Linke Wienzeile,6,0
FAHRRADABSTELLANLAGEOGD.4733637,POINT (16.361864560819637 48.19799521580196),4733637,,6,Linke Wienzeile gg¸. Parkanlage,8,0
FAHRRADABSTELLANLAGEOGD.4733638,POINT (16.36406931921469 48.193279359694706),4733638,,4,Groﬂe Neugasse 28,6,0
FAHRRADABSTELLANLAGEOGD.4733639,POINT (16.362149392797395 48.19551673485831),4733639,,4,Heum¸hlgasse,6,0
FAHRRADABSTELLANLAGEOGD.4733640,POINT (16.384670172919144 48.20765373627993),4733640,,3,Gigergasse 2,4,0
FAHRRADABSTELLANLAGEOGD.4733641,POINT (16.308679118552167 48.20854002985816),4733641,,16,"Landsteinergasse 2, Enenkelstraﬂe 3A",6,0
FAHRRADABSTELLANLAGEOGD.4733642,POINT (16.36969438781756 48.19725056918718),4733642,,4,Frankenberggasse 2-4,6,0
FAHRRADABSTELLANLAGEOGD.4733643,POINT (16.384557785057375 48.20760602098322),4733643,,3,Stelzhammergasse 1,6,0
FAHRRADABSTELLANLAGEOGD.4733644,POINT (16.340132551992912 48.196012541691935),4733644,,7,Mariahilfer Straﬂe 128,12,0
FAHRRADABSTELLANLAGEOGD.4733645,POINT (16.36837711286067 48.200122086637364),4733645,,4,Sternwartestraﬂe 33,6,0
FAHRRADABSTELLANLAGEOGD.4733646,POINT (16.38399620142226 48.20659196985132),4733646,,3,Gigergasse gg¸. 10,16,0
FAHRRADABSTELLANLAGEOGD.4733647,POINT (16.359021709096947 48.197310627530385),4733647,,6,"Linke Wienzeile 42, gg¸. U4 Kettenbr¸cke 5 Stk. Erweiterung",18,0
FAHRRADABSTELLANLAGEOGD.4733648,POINT (16.339886990735902 48.19407642259621),4733648,,6,Wallgasse 39,4,0
FAHRRADABSTELLANLAGEOGD.4733649,POINT (16.33576135133915 48.21465754755573),4733649,,16,Ottakringer Straﬂe 31,8,0
FAHRRADABSTELLANLAGEOGD.4733650,POINT (16.368540089217323 48.19942361154811),4733650,,4,Karlsplatz 14,6,0
FAHRRADABSTELLANLAGEOGD.4733651,POINT (16.33727769550378 48.214966861346376),4733651,,16,Ottakringer Straﬂe 30,8,0
FAHRRADABSTELLANLAGEOGD.4733652,POINT (16.33387036259964 48.2145353640572),4733652,,16,Ottakringer Straﬂe 54,8,0
FAHRRADABSTELLANLAGEOGD.4733653,POINT (16.330489301187335 48.214084368764475),4733653,,17,Ottakringer Straﬂe 72,8,0
FAHRRADABSTELLANLAGEOGD.4733654,POINT (16.392830368294504 48.199160932926475),4733654,,3,"Neulinggasse, Dannebergplatz",6,0
FAHRRADABSTELLANLAGEOGD.4733655,POINT (16.33901612126592 48.187914268942095),4733655,,12,"Gaudenzdorfer G¸rtel 77, Burger King",16,0
FAHRRADABSTELLANLAGEOGD.4733656,POINT (16.33910952790022 48.18728480478972),4733656,,12,Dunklergasse gg¸. 1-7,6,0
FAHRRADABSTELLANLAGEOGD.4733657,POINT (16.33154398390985 48.226101396957716),4733657,,18,Sommarugasse 9,6,0
FAHRRADABSTELLANLAGEOGD.4733658,POINT (16.268407280000833 48.13448929224473),4733658,,23,Leinm¸llergasse gg¸. 1,6,0
FAHRRADABSTELLANLAGEOGD.4733659,POINT (16.35914175061479 48.20392649691048),4733659,,7,Museumsplatz 1,20,0
FAHRRADABSTELLANLAGEOGD.4733660,POINT (16.35108761649955 48.210607407815104),4733660,,8,Maria-Treu-Gasse 4,8,0
FAHRRADABSTELLANLAGEOGD.4733661,POINT (16.44986643391762 48.20569268089316),4733661,,22,S-Bahn Station Lobau,6,0
FAHRRADABSTELLANLAGEOGD.4733662,POINT (16.369509469602953 48.13846430121597),4733662,,23,Rosiwalgasse gg¸. 91 - S80-Station Blumental,28,0
FAHRRADABSTELLANLAGEOGD.4733663,POINT (16.38987875960168 48.206752628358885),4733663,,3,Seidlgasse 18,6,0
FAHRRADABSTELLANLAGEOGD.4733664,POINT (16.354241278032124 48.19179114327761),4733664,,5,"Rechte Wienzeile 101, U4 Pilgrambr¸cke",8,0
FAHRRADABSTELLANLAGEOGD.4733665,POINT (16.369534425324478 48.192816159983806),4733665,,4,Mayerhofgasse 6,6,0
FAHRRADABSTELLANLAGEOGD.4733666,POINT (16.315049353589888 48.20398511915123),4733666,,15,Mareschplatz,6,0
FAHRRADABSTELLANLAGEOGD.4733667,POINT (16.32107523867163 48.19501348362788),4733667,,15,Wurmsergasse 9,6,0
FAHRRADABSTELLANLAGEOGD.4733668,POINT (16.33524696136807 48.20123634289994),4733668,,15,H¸tteldorfer Straﬂe 7-17,6,0
FAHRRADABSTELLANLAGEOGD.4733669,POINT (16.326155511638074 48.20320783780054),4733669,,15,Brunhildengasse 1A,6,0
FAHRRADABSTELLANLAGEOGD.4733670,POINT (16.329989420337316 48.19613173101856),4733670,,15,Felberstraﬂe 42-46,18,0
FAHRRADABSTELLANLAGEOGD.4733671,POINT (16.334319998175467 48.180542582968144),4733671,,12,Mandelgasse 21,2,0
FAHRRADABSTELLANLAGEOGD.4733672,POINT (16.33809576791049 48.20836114932122),4733672,,16,Lerchenfelder G¸rtel gg¸. 33,16,0
FAHRRADABSTELLANLAGEOGD.4733673,POINT (16.373508054412344 48.2174043800123),4733673,,2,Obere Donaustraﬂe 61,18,0
FAHRRADABSTELLANLAGEOGD.4733674,POINT (16.42162079506521 48.225369049702),4733674,,22,Moissigasse 4,4,0
FAHRRADABSTELLANLAGEOGD.4733675,POINT (16.377068352707674 48.21891677701906),4733675,,2,Groﬂe Pfarrgasse 1,6,0
FAHRRADABSTELLANLAGEOGD.4733676,POINT (16.315708385392863 48.224307548711565),4733676,,17,"Arzberggasse 1, Schule",6,0
FAHRRADABSTELLANLAGEOGD.4733677,POINT (16.39992837681037 48.2617097397107),4733677,,21,Br¸nner Straﬂe 31,6,0
FAHRRADABSTELLANLAGEOGD.4733678,POINT (16.396329753832866 48.205577453752404),4733678,,3,Erdberger L‰nde 2,6,0
FAHRRADABSTELLANLAGEOGD.4733679,POINT (16.287007037734675 48.17024221558749),4733679,,13,Feldkellergasse gg¸. 10,6,0
